0.8643438816988063-0.4827156509379986*I	-0.6303776419631673+0.4521064175880798*I	-0.37899830802892664+0.13453067163098142*I	0.15781596693061894-0.35285165361062587*I	0.2575152986577107+0.13718088324589428*I	-0.0445434902635351+0.10634001924915681*I	-0.22322744515671356-0.21906715241677094*I	0.0725856374138587-0.053198359566767106*I	0.16734182418399834+0.26003714784692233*I	-0.2014648457503232-0.14701351009294483*I	-0.012199191605240856-0.14685689155992865*I	0.14386489233558564+0.11551772493400925*I	0.1246391178910593+0.2769897822667471*I	-0.31157297472184586+0.1409081057919972*I	-0.14225731682352816-0.5227010642699514*I	0.7643769191476575-0.20288128096411107*I	-0.06729431476314662+0.5444654166732512*I	-1.0351188753798204-0.08032893197765056*I
-0.630377641963205+0.45210641758813397*I	0.1337804163722156-0.7160361084726543*I	-0.4725616750325534+0.09925476397744748*I	0.46658450394422113+0.19130328420058973*I	0.11327247666708207-0.24651163436150858*I	-0.18355809664580036+0.25110599853172344*I	0.028042147150331376+0.05314165968241691*I	-0.13068544185798636+0.00005666407813009755*I	0.07258563741390667-0.05319835956676222*I	0.07479982088523318+0.04091333135201847*I	-0.13018559082867487+0.02170257440779544*I	0.2926457710320616-0.29207893635059856*I	-0.12316459212271536+0.1500858114768513*I	-0.3702215631686361-0.2525839970262851*I	0.29498797749518335+0.29087847843858006*I	-0.23650235601777037+0.4482593998419264*I	0.3596356857310674-0.7353166305299128*I	0.3515651572976952+0.3678511291655959*I
-0.3789983080288948+0.13453067163093824*I	-0.4725616750325929+0.09925476397750277*I	0.7428608723275936-0.21100409606111858*I	-0.5171051652960901+0.20559478322656455*I	-0.3447104545279276+0.0526444024601358*I	0.18585811408094882-0.29970999392824593*I	0.2016296776849893+0.1781508786760233*I	0.028042147150379226+0.05314165968242435*I	-0.22322744515674955-0.2190671524167742*I	0.14386489233555963+0.11551772493397561*I	0.11243992628587607+0.13013289070684397*I	-0.36917292813663755+0.10941232063305284*I	-0.029817390537717314-0.392568173563133*I	0.5966688367613987+0.05354454976192491*I	-0.08491251369560857+0.29875413466999046*I	-0.582314930953958-0.14230210714977298*I	-0.20955163158672224+0.02176435240335639*I	0.7643769191476791-0.20288128096412894*I
0.15781596693059408-0.3528516536106112*I	0.46658450394425266+0.19130328420055065*I	-0.5171051652960914+0.20559478322658165*I	-0.0497776802736265-0.4649301099408696*I	-0.44451952788222115+0.1523964236598605*I	0.33589906208628406+0.19135994827866298*I	0.1858581140809552-0.29970999392822173*I	-0.18355809664584122+0.25110599853174964*I	-0.04454349026351201+0.10634001924910841*I	0.21784595014681774-0.33299226770259116*I	-0.12316459212276776+0.15008581147690236*I	-0.2954217422833858-0.21167066567427462*I	0.1648023866665893+0.31258105284628357*I	0.05614341501428921+0.1561804634913262*I	0.236471093608281-0.5852308190529634*I	-0.01865640587096018+0.11526713213932238*I	0.29498797749523753+0.29087847843851655*I	-0.588067513315452+0.08040827067631273*I
0.2575152986576992+0.1371808832459263*I	0.11327247666709361-0.24651163436153278*I	-0.3447104545279249+0.052644402460120664*I	-0.44451952788222293+0.15239642365987768*I	0.6869752513548719-0.1700341006310147*I	-0.4445195278822167+0.15239642365988398*I	-0.3447104545279315+0.052644402460115786*I	0.11327247666706786-0.246511634361535*I	0.2575152986577276+0.1371808832459329*I	-0.3115729747218401+0.14090810579203253*I	-0.017618198932488838-0.24571128200327014*I	0.5966688367614094+0.05354454976190904*I	-0.09711170530084168+0.15189724311016048*I	-0.6399148843687503-0.17379789230874493*I	-0.09711170530086255+0.1518972431101509*I	0.5966688367613844+0.05354454976190937*I	-0.017618198932455087-0.2457112820032657*I	-0.31157297472184764+0.1409081057920353*I
-0.04454349026348825+0.10634001924908265*I	-0.18355809664585943+0.2511059985318065*I	0.18585811408094843-0.2997099939282397*I	0.33589906208628584+0.1913599482786319*I	-0.4445195278822158+0.15239642365990314*I	-0.0497776802736396-0.46493010994091044*I	-0.5171051652960883+0.20559478322657232*I	0.46658450394429174+0.1913032842006155*I	0.15781596693056144-0.3528516536106503*I	-0.588067513315464+0.08040827067627987*I	0.29498797749527705+0.2908784784385823*I	-0.018656405870986936+0.11526713213930617*I	0.2364710936082568-0.5852308190530087*I	0.056143415014294096+0.15618046349136794*I	0.1648023866666053+0.31258105284625426*I	-0.29542174228336116-0.21167066567428594*I	-0.12316459212279618+0.15008581147695832*I	0.21784595014682284-0.33299226770262713*I
-0.22322744515673731-0.21906715241674712*I	0.028042147150364904+0.05314165968237816*I	0.20162967768498818+0.1781508786760322*I	0.18585811408095432-0.2997099939282166*I	-0.34471045452793003+0.05264440246010205*I	-0.5171051652960899+0.20559478322659075*I	0.7428608723275969-0.21100409606110682*I	-0.47256167503258917+0.09925476397745747*I	-0.3789983080289008+0.13453067163095955*I	0.764376919147679-0.2028812809641014*I	-0.20955163158671652+0.021764352403314646*I	-0.5823149309539652-0.1423021071497641*I	-0.08491251369561303+0.29875413467001755*I	0.5966688367613957+0.05354454976189382*I	-0.029817390537707933-0.3925681735631015*I	-0.36917292813662805+0.10941232063306328*I	0.11243992628585975+0.130132890706796*I	0.14386489233556454+0.1155177249340027*I
0.07258563741386403-0.053198359566731135*I	-0.13068544185794462+0.00005666407805904328*I	0.028042147150344032+0.053141659682440334*I	-0.18355809664581146+0.2511059985317594*I	0.11327247666707718-0.2465116343615592*I	0.46658450394423756+0.19130328420064702*I	-0.47256167503255997+0.09925476397745547*I	0.13378041637216587-0.7160361084727347*I	-0.6303776419631575+0.4521064175881886*I	0.3515651572977112+0.36785112916563545*I	0.35963568573100435-0.7353166305299959*I	-0.23650235601772762+0.44825939984194474*I	0.2949879774952233+0.2908784784386409*I	-0.3702215631686401-0.25258399702634016*I	-0.12316459212274466+0.15008581147688238*I	0.2926457710320205-0.2920789363505826*I	-0.1301855908286207+0.0217025744077306*I	0.07479982088522341+0.04091333135206465*I
0.16734182418401955+0.2600371478468708*I	0.0725856374138425-0.053198359566668074*I	-0.2232274451567212-0.21906715241679597*I	-0.04454349026353255+0.1063400192490962*I	0.2575152986577164+0.13718088324596556*I	0.1578159669306063-0.3528516536106945*I	-0.3789983080289219+0.13453067163096277*I	-0.6303776419631313+0.4521064175881846*I	0.8643438816987741-0.4827156509380597*I	-1.0351188753798324-0.08032893197770763*I	-0.0672943147631031+0.5444654166733556*I	0.7643769191476315-0.20288128096413394*I	-0.14225731682355047-0.5227010642700205*I	-0.31157297472184053+0.14090810579206958*I	0.12463911789107218+0.27698978226669*I	0.14386489233560756+0.1155177249339876*I	-0.012199191605263282-0.14685689155983184*I	-0.2014648457503223-0.14701351009300434*I
-0.2014648457503425-0.1470135100929406*I	0.07479982088523851+0.0409133313520158*I	0.14386489233557354+0.11551772493397827*I	0.2178459501468053-0.3329922677025916*I	-0.31157297472184364+0.1409081057920316*I	-0.588067513315444+0.08040827067628209*I	0.7643769191476691-0.2028812809641003*I	0.35156515729768634+0.36785112916563634*I	-1.0351188753798046-0.0803289319777103*I	0.4454844096379589-0.3061013634303382*I	-0.307873509905082+0.3160715302600341*I	-0.35204758359785204-0.2919643758076462*I	-0.1853975734346598+0.11158711531759513*I	0.6101186628938791+0.14405359826897346*I	0.02716477236838921-0.36335547991044503*I	-0.4034332899029304+0.20314467464064712*I	0.13959365405382895+0.09137601217417934*I	0.08034281169353363+0.07226692493497477*I
