0.5018305590880612-0.49526595755430247*I	0.10723149075176183+0.38766615080635647*I	-0.2302199815269142+0.007332833516449786*I	-0.008251402997632246-0.11305636609358403*I	0.08541292065045342-0.013849575754000358*I	0.03538737733616322+0.041314881146434695*I	-0.04730476788652829+0.016733754599949906*I	-0.04090181364028375-0.013343461491666065*I	0.022169712339602896-0.011500760788218685*I	0.041761307298641595+0.004025459985817131*I
0.10723149075175503+0.3876661508063462*I	0.27161057756114393-0.48793312403784084*I	0.09898008775414412+0.2746097847127667*I	-0.144807060876474-0.006516742237550929*I	0.027135974338543277-0.07174148494714142*I	0.038108152763911066+0.002884178845936936*I	-0.005514436304116729+0.027971419654780415*I	-0.02513505554691333+0.00523299381172386*I	0.0008594936583428067-0.009318001505843408*I	0.022169712339608637-0.011500760788222892*I
-0.23021998152691947+0.007332833516471973*I	0.09898008775414527+0.2746097847127438*I	0.3570234982115761-0.5017826997918308*I	0.134367465090319+0.31592466585920004*I	-0.19211182876301686+0.010217012362388759*I	-0.013765839301730129-0.0850849464387906*I	0.06027786510352279-0.008616581942292798*I	0.0362468709945058+0.031996879640601446*I	-0.025135055546907425+0.005232993811719083*I	-0.04090181364029285-0.01334346149165618*I
-0.008251402997603088-0.11305636609360592*I	-0.14480706087649073-0.006516742237516568*I	0.134367465090315+0.31592466585917534*I	0.30971873032504493-0.4850489451918831*I	0.09346565145003768+0.30258120436754005*I	-0.169942116423401-0.0012837484258330645*I	0.0279954679968919-0.08105948645297814*I	0.06027786510352434-0.008616581942287746*I	-0.005514436304118714+0.0279714196547851*I	-0.0473047678865275+0.01673375459993966*I
0.08541292065043175-0.01384957575398954*I	0.027135974338559077-0.07174148494716667*I	-0.19211182876301536+0.010217012362419231*I	0.09346565145003223+0.30258120436752195*I	0.33188844266465733-0.49654970598010606*I	0.1352269587486613+0.3066066643533526*I	-0.16994211642339674-0.0012837484258275134*I	-0.013765839301737998-0.08508494643879673*I	0.03810815276391144+0.0028841788459332135*I	0.03538737733616906+0.04131488114644283*I
0.035387377336161235+0.04131488114643375*I	0.038108152763907416+0.002884178845945745*I	-0.013765839301721206-0.08508494643880887*I	-0.16994211642340903-0.0012837484258164389*I	0.13522695874866444+0.3066066643533458*I	0.33188844266465556-0.496549705980112*I	0.09346565145002952+0.302581204367546*I	-0.19211182876299837+0.010217012362387035*I	0.02713597433853457-0.071741484947142*I	0.08541292065044939-0.013849575754000905*I
-0.04730476788653412+0.016733754599949108*I	-0.005514436304109305+0.027971419654779728*I	0.06027786510351307-0.008616581942286428*I	0.02799546799690439-0.08105948645298694*I	-0.16994211642340415-0.0012837484258215967*I	0.09346565145002869+0.30258120436754476*I	0.3097187303250561-0.4850489451919083*I	0.13436746509030006+0.3159246658592067*I	-0.1448070608764633-0.00651674223754109*I	-0.008251402997630353-0.11305636609359256*I
-0.04090181364026163-0.013343461491669817*I	-0.02513505554693407+0.005232993811730591*I	0.0362468709945124+0.03199687964059372*I	0.060277865103525785-0.0086165819422786*I	-0.013765839301737796-0.08508494643880476*I	-0.19211182876299826+0.01021701236239042*I	0.13436746509029762+0.3159246658592066*I	0.3570234982115864-0.501782699791839*I	0.09898008775414552+0.2746097847127558*I	-0.2302199815269207+0.007332833516459662*I
0.022169712339601855-0.01150076078820958*I	0.0008594936583553592-0.009318001505859957*I	-0.025135055546919083+0.00523299381173678*I	-0.0055144363041254585+0.027971419654772345*I	0.038108152763924756+0.0028841788459430906*I	0.02713597433853404-0.07174148494714946*I	-0.14480706087646678-0.006516742237538481*I	0.09898008775414135+0.27460978471275754*I	0.2716105775611317-0.4879331240378464*I	0.10723149075177316+0.38766615080635825*I
0.041761307298620376+0.004025459985808388*I	0.02216971233961207-0.011500760788207276*I	-0.04090181364027856-0.013343461491672648*I	-0.047304767886525934+0.016733754599949524*I	0.035387377336154505+0.04131488114643569*I	0.08541292065044925-0.013849575753993038*I	-0.008251402997621504-0.11305636609359682*I	-0.2302199815269168+0.0073328335164575265*I	0.10723149075176552+0.38766615080636024*I	0.501830559088053-0.49526595755431024*I
