0.19270580453669048-0.7761486708049834*I	-0.4434173503223677-0.21239290043823433*I	-0.05728823297064373+0.23055326647207802*I	0.031102653287052445-0.059284674850604235*I
-0.4434173503223634-0.2123929004382339*I	0.13541757156605627-0.5455954043328918*I	-0.41231469703529855-0.2716775752888347*I	-0.05728823297062802+0.23055326647206276*I
-0.05728823297064212+0.2305532664720661*I	-0.41231469703530904-0.27167757528883285*I	0.1354175715660655-0.5455954043328998*I	-0.44341735032234675-0.21239290043824632*I
0.03110265328704931-0.05928467485062344*I	-0.05728823297064922+0.23055326647206506*I	-0.44341735032236573-0.2123929004382319*I	0.1927058045366996-0.7761486708049781*I
