0.5083474020917231-0.4066399040828257*I	-0.01958471539166422-0.3817610100420489*I	-0.19871431807989773-0.06428499306168473*I	-0.05243216456677935+0.11003243635638305*I	0.06996085335472384+0.032145801125844815*I	0.022184628523078034-0.05419670476342833*I	-0.04067597239473511-0.013667905740096669*I	-0.010948870393018435+0.03544860909431723*I	0.027596456607446022+0.005666888631730311*I	0.0055589296716741215-0.02569588082022362*I	-0.020189657731842142-0.0013254062745460512*I	-0.002629973932599086+0.019685034324840055*I	0.015438613959480941-0.0012922192183253847*I	0.0009426046303146148-0.015533795071352604*I	-0.012156034525878193+0.0030182918902752136*I	0.00003309298763737755+0.012472625305555271*I	0.009771198790645882-0.004198032828674084*I	-0.0005717246664314851-0.010082802858032895*I	-0.00798042091975913+0.005014642240179073*I	0.0008368045866019988+0.0081059192859636*I	0.006625959687587037-0.0056087400124205855*I	-0.0009080624910327432-0.006419128936143223*I	-0.005593298365942852+0.006046351451519436*I	0.0008557772792628082+0.00494163909433393*I	0.0048282262863027624-0.006357006623758378*I	-0.0007130225463693944-0.0036029481619547304*I	-0.004289457433569765+0.006568859963671986*I	0.0004980335235231449+0.0023543133335353988*I	0.00392749111536105-0.006702897722964211*I	-0.00026742438288064683-0.0011628838040227951*I	-0.003766879228218223+0.006768522459988435*I
-0.019584715391650097-0.38176101004205126*I	0.3096330840118491-0.4709248971445128*I	-0.07201687995841752-0.27172857368567144*I	-0.1287534647251546-0.03213919193585204*I	-0.030247536043694324+0.055835731592935145*I	0.029284880959984477+0.018477895385726528*I	0.011235758130055618-0.01874809566912971*I	-0.013079515787281747-0.008001017108379145*I	-0.005389940721324984+0.009752728274085586*I	0.007406798875624334+0.004341482357183276*I	0.002928955739089148-0.006010846495379117*I	-0.004751043772352742-0.0026176254928651993*I	-0.0016873693022755227+0.00415123925349444*I	0.003282579433611509+0.001726072671962102*I	0.0009756976179525483-0.003061169765775931*I	-0.002384835735242343-0.0011797409383725148*I	-0.000538631678807009+0.002389822447545328*I	0.001790777870883665+0.0008166094115203788*I	0.00026507992017977026-0.0019768835720572575*I	-0.0013544612321591614-0.0005940977722295177*I	-0.00007125790442776551+0.0016867903498280147*I	0.0010326613216277004+0.00043761143909604487*I	-0.000052285211802653126-0.001477489841825623*I	-0.000765072079676284-0.0003106551722683196*I	0.00014275473286613676+0.0013386909323388613*I	0.0005387688527154999+0.00021185333986802938*I	-0.0002149890228604028-0.0012486348284597177*I	-0.0003619663182235695-0.00013403775931835485*I	0.00023060914063199195+0.0011914295295040696*I	0.0001606118871415471+0.00006562473702768298*I	-0.000267424382877246-0.0011628838040177968*I
-0.19871431807986686-0.06428499306169012*I	-0.07201687995839172-0.27172857368568004*I	0.37959393736660585-0.4387790960186922*I	-0.049832251435318484-0.32592527844913555*I	-0.1694294371198837-0.045807097675986924*I	-0.041196406436713615+0.09128434068722156*I	0.05688133756743608+0.024144784017436062*I	0.016794687801749354-0.04444397648936492*I	-0.0332691735191-0.009326423382923192*I	-0.008019914653910363+0.029437762598942013*I	0.02284541283510833+0.003049263138880946*I	0.0038715603694060136-0.021544641566708517*I	-0.016907078298226148+0.00040066639743874667*I	-0.001654276314640117+0.016623864559092302*I	0.013053778224242654-0.0024719601566595213*I	0.00040397295150146686-0.013143972623761959*I	-0.010365256655010034+0.003834901301838275*I	0.0002981729078016977+0.010495741733530985*I	0.008416737558484091-0.0047921306008825125*I	-0.0006429825708469785-0.00839601250819053*I	-0.006947759598116511+0.005452253679285213*I	0.0007845193747971119+0.006628429444139611*I	0.005860887607879629-0.005919395184701666*I	-0.0007653077582181637-0.005080438003837022*I	-0.005054529513278967+0.006258204791334378*I	0.0006407882563630193+0.0036930042658060405*I	0.004466259968046513-0.006491044383147816*I	-0.0004824134057720746-0.0024115186325108927*I	-0.0041288455464616415+0.00663448470066214*I	0.00023060914062605954+0.0011914295295054665*I	0.003927491115357895-0.0067028977229609404*I
-0.05243216456675168+0.11003243635637269*I	-0.12875346472512358-0.03213919193587172*I	-0.049832251435302406-0.32592527844915237*I	0.3389179649718756-0.4524470017588346*I	-0.060781121828333284-0.2904766693548493*I	-0.1418329805124259-0.040140209044269945*I	-0.03563747676501968+0.06558845986699668*I	0.036691679835609614+0.022819377742902755*I	0.014164713869147581-0.024758942164493994*I	-0.01783055955963596-0.010618642601208879*I	-0.007077310023612936+0.013903967527627369*I	0.010689378309219903+0.006067555029195329*I	0.0039046533570290696-0.00907201626110161*I	-0.007135879507603376-0.003797366431174573*I	-0.0022260009810918416+0.006541061701110167*I	0.005073357304482752+0.002542682083547272*I	0.001240777538120432-0.0050380533377863655*I	-0.0037392969674074515-0.001773838710573744*I	-0.0006098895832319375+0.004076612797387764*I	0.002823439192518688+0.0012542208506200702*I	0.00021279470838055385-0.00345437341389038*I	-0.002119533311849686-0.0009047529445170111*I	0.00007149682840191759+0.0030254812821341776*I	0.001571430174295652+0.0006494647789154211*I	-0.0002672742347082415-0.0027261246703501707*I	-0.0011270383979428943-0.00044469293166006214*I	0.00037336387344721395+0.002530120461772848*I	0.0006993807397988039+0.0002774780768399819*I	-0.00048241340578915223-0.0024115186325128443*I	-0.00036196631825301533-0.0001340377593325995*I	0.0004980335234994193+0.002354313333519875*I
0.06996085335473216+0.03214580112582592*I	-0.030247536043675107+0.05583573159290983*I	-0.16942943711986028-0.04580709767600522*I	-0.06078112182831798-0.29047666935485544*I	0.3665144215793317-0.4467801131271038*I	-0.055222192156645006-0.31617255017506074*I	-0.1620226382442575-0.0414656153187938*I	-0.038267450697620324+0.0852734941918735*I	0.05213029379507797+0.021527158524622402*I	0.015107318499451065-0.040292737235808465*I	-0.02998659408551855-0.007600350710902943*I	-0.00704421703598248+0.026376592833220504*I	0.02046057709984849+0.0018695222005671362*I	0.0033329286905825002-0.019154819119100365*I	-0.015116300427355846+0.0012172758090098104*I	-0.001389196394462039+0.01464698098705946*I	0.011699316992094911-0.0030660579288879913*I	0.00033271504708987597-0.011457182273944662*I	-0.009332595333371123+0.004272512740919737*I	0.0002458876960005655+0.009018251891682814*I	0.007651665478796711-0.005102785773183607*I	-0.0005002278380019583-0.007057321575893259*I	-0.0064089907454197665+0.005664107019106233*I	0.0005695303519294885+0.005379794615634086*I	0.005498921289651679-0.006053432944053928*I	-0.0005346986176074447-0.0038890084743492407*I	-0.00489391762618107+0.006323829528359389*I	0.00037336387343708046+0.002530120461791312*I	0.004466259968016461-0.00649104438314351*I	-0.0002149890229050437-0.0012486348284889454*I	-0.0042894574336038716+0.006568859963635709*I
0.022184628523076642-0.054196704763453576*I	0.029284880960000124+0.018477895385708595*I	-0.04119640643668173+0.09128434068722664*I	-0.14183298051239993-0.040140209044257795*I	-0.055222192156635645-0.3161725501750571*I	0.3463247638474857-0.44810551940162646*I	-0.05785216608925428-0.29648751585018773*I	-0.1465840242847819-0.04275783453708141*I	-0.03732484606729473+0.0697396991205458*I	0.039974259269222906+0.02454545041490779*I	0.015140411487105808-0.027820111930240782*I	-0.02021539529487195-0.011798383539556721*I	-0.007615941702414803+0.01629378997519765*I	0.012480156180108348+0.006884164440729973*I	0.004169733277220353-0.011048899833166289*I	-0.00849034073974442-0.004391464203432208*I	-0.002297258885502219+0.008227852050899242*I	0.006106018626123446+0.002980293522603175*I	0.001188492326327156-0.006515543179647168*I	-0.004504369047081024-0.0020844938828718258*I	-0.0004671348503758613+0.005415303729695483*I	0.0033622080452170374+0.0014660741904471304*I	-2.1943144919201125*^-6-0.004703008242396306*I	-0.0024814996300754166-0.0010387907038681091*I	0.00030210596902968624+0.004216910811632305*I	0.0017320420614203428+0.0007150895159611911*I	-0.0005346986176070275-0.003889008474336978*I	-0.0011270383979486624-0.000444692931624272*I	0.0006407882563409668+0.0036930042658263203*I	0.0005387688526846005+0.00021185333984104638*I	-0.0007130225463924389-0.0036029481619974935*I
-0.040675972394728845-0.01366790574011444*I	0.011235758130073605-0.018748095669129952*I	0.056881337567461436+0.024144784017465497*I	-0.0356374767650012+0.06558845986702869*I	-0.16202263824424754-0.04146561531878357*I	-0.05785216608924685-0.29648751585019184*I	0.3617633778069611-0.44939773861992033*I	-0.05690956145892683-0.312021310921522*I	-0.15874005881063302-0.03973954264680774*I	-0.03729175307963772+0.08221232442610045*I	0.04974545805986653+0.020347417586248234*I	0.01456868682066509-0.03790291478826388*I	-0.028195816214621933-0.006783741299393791*I	-0.006779137115783691+0.024399709261134665*I	0.019106115867714303+0.001275424428303612*I	0.0032616707861712435-0.017468028769300287*I	-0.014083639105727642+0.0016548872480796283*I	-0.0014414816062721376+0.013169491145203058*I	0.010934244912414268-0.003376713101184666*I	0.00047546977995285015-0.010118491341621478*I	-0.008793826480667831+0.004484366080772972*I	0.000030898673115738225+0.007769617063195257*I	0.007289699160539603-0.0052368235325326515*I	-0.00026961869740957573-0.005865892046403609*I	-0.006248378858320066+0.005729731756136098*I	0.00030210596902417074+0.004216910811620331*I	0.005498921289656522-0.00605343294405087*I	-0.00026727423469116924-0.0027261246703167773*I	-0.005054529513268594+0.006258204791362728*I	0.00014275473285571444+0.0013386909323232186*I	0.004828226286285264-0.006357006623793404*I
-0.010948870393008276+0.03544860909431359*I	-0.013079515787279483-0.008001017108367843*I	0.016794687801739434-0.044443976489335804*I	0.0366916798356064+0.022819377742926524*I	-0.0382674506976082+0.08527349419187599*I	-0.14658402428476286-0.04275783453708859*I	-0.056909561458918276-0.3120213109215232*I	0.3496073432810965-0.44637944672963836*I	-0.056876468471294295-0.2995486856159605*I	-0.14896886002001575-0.043937575475454606*I	-0.0378634777461042+0.07212952156810337*I	0.04176503714009215+0.02536205982644025*I	0.015405491407274268-0.029796995502306377*I	-0.021569856527031216-0.012392481311804647*I	-0.00768719960684033+0.017980580325021422*I	0.01351281750172769+0.007321775879837036*I	0.004117448065397615-0.01252638967499006*I	-0.009255412819442884-0.004702119375716902*I	-0.0021545041526554233+0.009566542983219165*I	0.006644787478815979+0.0031921468624591656*I	0.0009735033034337615-0.007764178008122969*I	-0.004866335365348792-0.0022185316422144025*I	-0.00023652570979634956+0.006606733259183816*I	0.0035228199323027658+0.0015316989274796983*I	-0.0002696186974148923-0.005865892046406043*I	-0.0024814996300896713-0.001038790703879309*I	0.0005695303519362396+0.005379794615628851*I	0.0015714301743368336+0.0006494647789280285*I	-0.000765307758181816-0.005080438003823949*I	-0.000765072079685392-0.00031065517227994456*I	0.000855777279231168+0.004941639094311126*I
0.027596456607443965+0.005666888631731239*I	-0.0053899407213520364+0.00975272827409498*I	-0.03326917351914366-0.00932642338291191*I	0.014164713869128764-0.024758942164498553*I	0.05213029379509325+0.02152715852460112*I	-0.0373248460672783+0.06973969912053112*I	-0.1587400588106323-0.03973954264680185*I	-0.05687646847129431-0.29954868561594855*I	0.3593785420717077-0.4505774795582769*I	-0.05744819313776004-0.3096314884739499*I	-0.1569492809397841-0.03892293323524772*I	-0.03702667315948693+0.08023544085407688*I	0.04839099682769218+0.019753319814033322*I	0.014497428916227696-0.0362161244384258*I	-0.027163154893008933-0.0063461298602787465*I	-0.006831422327609446+0.02292221941932323*I	0.018341043788012386+0.0009647692560251575*I	0.0034044255190119094-0.016129337836990918*I	-0.01354487025304384+0.0018667405879182768*I	-0.0016564706291777493+0.011920856316718152*I	0.010572278594135348-0.003510750860528711*I	0.000706078920530376-0.008927061812141432*I	-0.008633214593569345+0.004549990817791059*I	-0.00023652570978630502+0.006606733259184617*I	0.007289699160539597-0.005236823532521359*I	-2.194314504610424*^-6-0.004703008242380511*I	-0.0064089907454136+0.005664107019110709*I	0.00007149682844130467+0.003025481282123515*I	0.0058608876079137675-0.005919395184719082*I	-0.00005228521181658072-0.001477489841840933*I	-0.005593298365979285+0.006046351451510864*I
0.005558929671663143-0.025695880820226186*I	0.007406798875592372+0.004341482357189096*I	-0.008019914653948792+0.029437762598947596*I	-0.017830559559650516-0.01061864260122518*I	0.015107318499455565-0.04029273723584526*I	0.03997425926921575+0.024545450414883357*I	-0.037291753079656265+0.08221232442610998*I	-0.14896886002001078-0.04393757547543307*I	-0.057448193137736636-0.30963148847393934*I	0.35139812115197144-0.4455628373180796*I	-0.05661138855110743-0.3015255691879894*I	-0.15032332125214992-0.044531673247669094*I	-0.037934735650501906+0.0738163119179382*I	0.04279769846174111+0.025799671265535916*I	0.015353206195474839-0.031274485344145904*I	-0.02233492860671929-0.012703136484107182*I	-0.007544444873995381+0.019319271257310693*I	0.014051586354414673+0.007533629219652887*I	0.0039024590425000044-0.01377502450349438*I	-0.00961737913771181-0.0048361571350682845*I	-0.0019238950120702494+0.010757972512702439*I	0.006805399365921823+0.0032577715994755196*I	0.0007060789205423633-0.008927061812149464*I	-0.004866335365335703-0.0022185316422211193*I	0.0000308986731184002+0.007769617063208454*I	0.003362208045209354+0.001466074190479062*I	-0.000500227838007317-0.00705732157587585*I	-0.0021195333118459283-0.0009047529445357295*I	0.0007845193748012699+0.006628429444105779*I	0.001032661321623058+0.0004376114390809206*I	-0.0009080624910413337-0.006419128936139468*I
