0.5162972621076417-0.3643943282255644*I	0.018982215104029088-0.3684786826830098*I	-0.183862997689471-0.09544744128158246*I	-0.07414713406327245+0.09499931158083008*I	0.0593748733820956+0.05487586093016522*I	0.03919734754422341-0.04265811483432283*I	-0.032671803657068316-0.03353660701242411*I	-0.025350017499387957+0.026053114821759375*I	0.021389700160814273+0.023863400575422345*I	0.0181299467327076-0.01791428027640382*I	-0.015346386830389077-0.01840877530082582*I	-0.013771407623500657+0.013209288696089852*I	0.011666469568898951+0.014977573847011616*I	0.01088868841654496-0.010191370045377754*I	-0.009229582987525284-0.012657655566550153*I	-0.0088535203144515+0.008108369249092974*I	0.007515514358912627+0.011001418790641954*I	0.007336010778749331-0.0065935415226341335*I	-0.006266314641634322-0.009767682610560206*I	-0.0061644543226606644+0.0054544797734387635*I	0.005327927207589815+0.008830125613836722*I	0.005236170911885008-0.004561288859435952*I	-0.004599797629016683-0.008093654732326731*I	-0.004476263786043576+0.0038493540546392247*I	0.0040259493806188+0.007512411396263294*I	0.0038398806948062776-0.0032621461324729944*I	-0.0035666648170041212-0.007043598516789336*I	-0.0032923323595714024+0.0027696431774900717*I	0.0032035940846520763+0.006662014187312926*I	0.002825293669267992-0.0023491776365636955*I	-0.002900570089311957-0.006348512799891986*I	-0.002405498576011996+0.001988311986191548*I	0.0026567309113818445+0.00609782388354429*I	0.002025685856105479-0.0016654295040631345*I	-0.00246678278833512-0.005894617303108049*I	-0.0016892594586547442+0.0013674012360085246*I	0.002307501388491128+0.005714571173855987*I	0.0013768034827173828-0.0011175852132505998*I	-0.0021758570779967946-0.005591580496111533*I	-0.0010735032740788433+0.0008717826467421388*I	0.002084434716925138+0.005494692314752644*I	0.0007916197391109685-0.0006342910438907498*I	-0.002020042702759179-0.0054123997069394246*I	-0.0005283379742948966+0.0004218090059865003*I	0.0019671295693561475+0.005368074349061942*I	0.00025771618541511795-0.0002071374539397703*I	-0.0019499449915303599-0.005341969028193188*I
0.01898221510400624-0.36847868268300643*I	0.3324342644181421-0.45984176950714156*I	-0.0551649189592623-0.27347937110217263*I	-0.12448812430738562-0.0405715803514044*I	-0.0349497865190607+0.052341196746523336*I	0.02670306972501156+0.02133925391775378*I	0.013847330044820484-0.0166050000125602*I	-0.011282103496264038-0.009673206437005524*I	-0.007220070766684196+0.008138834545350354*I	0.006043313330422239+0.005454625274593961*I	0.004358539109197021-0.0047049915803144575*I	-0.0036799172615151646-0.003431201453812338*I	-0.0028827192069934083+0.0030179186507175645*I	0.0024368865813367774+0.00231991828046815*I	0.002035168102070254-0.002083000796280742*I	-0.0017140686286202748-0.0016562367759085487*I	-0.0015175095357008988+0.0015148277264558883*I	0.0012491997172821413+0.001233736180078441*I	0.0011715564560913214-0.0011390617491984364*I	-0.0009383874340472975-0.0009375569967255611*I	-0.0009282834107859514+0.0008931909140031291*I	0.0007281295785594637+0.0007364708815112889*I	0.0007599071258308857-0.0007119348048000893*I	-0.000573848248403832-0.0005812433360763051*I	-0.0006363830912423037+0.0005872079221452849*I	0.0004592845636079481+0.00046881287945206687*I	0.0005475483352261344-0.0004925029550003528*I	-0.00036307073236396814-0.00038158432948747775*I	-0.00046703869031987035+0.00042046554092253996*I	0.00030302399532132783+0.00031350138742497317*I	0.0004197950932387143-0.00036086565036286305*I	-0.00024383917794506437-0.00025068891633783227*I	-0.000379812719919984+0.0003228824821373692*I	0.00018994812303803433+0.00020320658044851303*I	0.00033642639745173534-0.0002980282680369453*I	-0.0001592813998355198-0.0001800461292347686*I	-0.0003124559759303671+0.00024981602276743814*I	0.00013164431049530868+0.00012299067774809017*I	0.0003033002086372703-0.0002458025665004505*I	-0.00009142236107244384-0.00009688818134074133*I	-0.0002818835349718653+0.00023749160287413944*I	0.00006439201415720059+0.00008229260783182833*I	0.0002632817648095973-0.00021248203789085517*I	-0.00005291313340121987-0.00004432535786346631*I	-0.00027062178887485283+0.00021467155206450253*I	0.000017184577825240076+0.00002610532088641421*I	0.00025771618541076797-0.00020713745392886098*I
-0.18386299768951275-0.09544744128157008*I	-0.055164918959297884-0.27347937110216003*I	0.39180913780022286-0.4049659085769551*I	-0.015967571415055247-0.31613748593647095*I	-0.15715992796448258-0.07410818736380882*I	-0.0602998040184798+0.07839431156828902*I	0.04809276988580601+0.045202654493170576*I	0.03197727677752075-0.034519280288971076*I	-0.026628490326657372-0.028081981737832558*I	-0.02099147839019626+0.02134812324144137*I	0.01770978289929383+0.02043219912160503*I	0.01524722752569662-0.014896361625691038*I	-0.01290950024909186-0.01608885702035517*I	-0.011736239521483073+0.011126287899821154*I	0.009952400940234217+0.013321337071115729*I	0.009371178880820612-0.008676542318916411*I	-0.007980383270247712-0.01142391938647197*I	-0.007681963858353833+0.006969307499894995*I	0.006577126924875105+0.010063861793917316*I	0.006407727367967808-0.0057003506086340675*I	-0.005538185063082945-0.009031211729054961*I	-0.005404547196846717+0.0047425449686357025*I	0.004754078959171354+0.00824888227775991*I	0.004599787820634004-0.003974080937297295*I	-0.004140513065418113-0.007624841852893109*I	-0.003928715450831598+0.0033568510996126915*I	0.0036628786482402593+0.007130827066749472*I	0.0033728420044729208-0.002841680591573949*I	-0.003263640821701342-0.006730097129382274*I	-0.002872537266359054+0.0024087775271209727*I	0.0029597549066800767+0.006411325270983104*I	0.0024454809493271285-0.002026295154411816*I	-0.0027106219662904785-0.006145306219431871*I	-0.0020690721785741007+0.0016902837181653541*I	0.002497449511541101+0.005917777754329513*I	0.0017132298801811876-0.0014156134812663662*I	-0.0023351384778318254-0.005771626625334537*I	-0.001385959250017565+0.0011215986695208699*I	0.002216079027413087+0.005617682992523903*I	0.0010949199477403807-0.0008800936103581816*I	-0.0021114650638485856-0.005509287888251225*I	-0.0008102215092869622+0.0006593006088791408*I	0.0020315215835083637+0.005450366956910463*I	0.0005209979502382465-0.0004196194918069677*I	-0.002002858124919079-0.005386294386030626*I	-0.00027062178887712044+0.00021467155208111562*I	0.001967129569349646+0.005368074349081214*I
-0.07414713406329798+0.0949993115808518*I	-0.12448812430741796-0.040571580351377805*I	-0.015967571415074943-0.3161374859364566*I	0.3591373341431319-0.43850251558936504*I	-0.04131758891447789-0.29008437111471563*I	-0.13577022780369052-0.05024478678840226*I	-0.04216985728577361+0.06048003129187329*I	0.03274638305542017+0.02679387919234684*I	0.01820586915400946-0.02130999159286996*I	-0.014962020757786234-0.013104407890814636*I	-0.010102789973688409+0.01115675319606268*I	0.008480199911737827+0.007774543555054617*I	0.006393707211233606-0.0067879923765919664*I	-0.005393985890169391-0.005087438229705777*I	-0.004400228742713381+0.0045327463771882605*I	0.0036860862986171864+0.003553654460553178*I	0.0032067245581699263-0.0032220625454742074*I	-0.0026524560626552535-0.0025937937726237055*I	-0.002445792946475987+0.0024080186404693746*I	0.001977329295842453+0.001970207061589739*I	0.0019314635819103888-0.0018509965540082322*I	-0.001512235682464797-0.0015188003328113948*I	-0.0015646665020323228+0.0014803988361432089*I	0.0011874141421667874+0.0012052837609572743*I	0.0013074554610450402-0.0012044377598103544*I	-0.0009369189807916296-0.000962827665574524*I	-0.0011034217815845953+0.0010076734630570952*I	0.000762308558913442+0.0007823142668627438*I	0.0009673434284471181-0.0008533686053781728*I	-0.0006069099103329207-0.0006322732458298486*I	-0.0008468514102615029+0.0007433480230699547*I	0.0004929721183477601+0.0005167079678872759*I	0.0007562214906871479-0.0006588939183920565*I	-0.00040312057777860857-0.0004307350455641464*I	-0.0006922686958434081+0.0005726985049265578*I	0.0003215924335395457+0.0003261972582286321*I	0.0006397266060841426-0.000543830834510427*I	-0.00025070376092453314-0.00027693431055842365*I	-0.0005943395109208841+0.00048730762565961247*I	0.0001960363246332825+0.00020528328560524587*I	0.0005665819734182775-0.0004582846043677069*I	-0.0001443354945069225-0.00014121353919074317*I	-0.0005525053238598694+0.0004521631549485968*I	0.00008157659200146022+0.00010839792873479854*I	0.0005209979502479781-0.00041961949180017023*I	-0.00005291313339421899-0.000044325357852026095*I	-0.0005283379742944041+0.0004218090059955117*I
0.05937487338209792+0.05487586093018776*I	-0.0349497865190662+0.05234119674654779*I	-0.15715992796449602-0.07410818736379622*I	-0.04131758891448599-0.29008437111471036*I	0.3805270343039324-0.4146391150139674*I	-0.02318764218176556-0.30799865139113763*I	-0.15111661463407158-0.06865356208922681*I	-0.05594126490928328+0.0736893199879778*I	0.044412852624286875+0.041771453039369674*I	0.029094557570513834-0.03150136163824614*I	-0.024191603745337437-0.025762063457365862*I	-0.01895631028813757+0.0192651224451595*I	0.015995714270677454+0.01877596234570199*I	0.013729717990018778-0.013381533899226616*I	-0.011660300531773948-0.014855120840271888*I	-0.010564683065356812+0.009987226150625214*I	0.009014013506208686+0.012383780074398205*I	0.008442895470039529-0.007783351404899187*I	-0.0072522536916975215-0.010687448504949881*I	-0.0069220567325383245+0.006257372695093193*I	0.006003278676461456+0.009482618457829663*I	0.0057713442767283124-0.005113142686499515*I	-0.0050789004994656745-0.00856239884960516*I	-0.004856998861618959+0.0042500420136421845*I	0.004391008226793759+0.007867297948287347*I	0.00413274913029268-0.0035536153963540533*I	-0.0038374890701132506-0.007311340465447386*I	-0.0035089203575987523+0.0029959854492651924*I	0.0034190394702956818+0.00688013815042246*I	0.002993029284554797-0.0025187981094245064*I	-0.0030736926986593867-0.006526890548919916*I	-0.002536110868896125+0.002110749259093774*I	0.0028004735068650993+0.0062312791417522394*I	0.0021330249734188155-0.0017764791316384337*I	-0.0025789776557865332-0.006022315541669287*I	-0.0017657719699494207+0.0014444811516844394*I	0.002406027150443107+0.005820889573007039*I	0.001431346345184252-0.0011781218783742016*I	-0.0022707464636986877-0.0056893340174834104*I	-0.0011226774852397827+0.0009091166316416552*I	0.002163165893976468+0.005573357634653967*I	0.0008242981588481631-0.0006654220583119469*I	-0.0020942804860102433-0.00548318256737601*I	-0.0005525053238496985+0.0004521631549515483*I	0.002031521583521069+0.005450366956907419*I	0.0002632817648220903-0.00021248203789963807*I	-0.002020042702750322-0.005412399706946822*I
0.039197347544223694-0.042658114834315815*I	0.02670306972500943+0.02133925391775577*I	-0.0602998040184825+0.07839431156828616*I	-0.13577022780368928-0.05024478678839896*I	-0.02318764218175978-0.30799865139112903*I	0.3651806474735598-0.43304789031478597*I	-0.036959049805278116-0.29478936269502815*I	-0.13945014506521308-0.05367598824220432*I	-0.04505257649278466+0.06349794994259406*I	0.0351832696367345+0.029113797472812435*I	0.020241037256062154-0.023392992389148895*I	-0.016676089386409937-0.01476064466671367*I	-0.011620299509374226+0.012671580922528248*I	0.009729399629048048+0.009008279735134388*I	0.007565263667357396-0.00792705412579477*I	-0.006332373324188773-0.00602499522643432*I	-0.0053285121534887+0.005425937291191709*I	0.004414215877160437+0.0042901253420637*I	0.003966631683965906-0.003933997350282141*I	-0.0032263043110875534-0.0031750371087144198*I	-0.0030821760377241912+0.0029952265626023472*I	0.0024366138594558153+0.0024390199410416085*I	0.002479011917131554-0.0023434995089943247*I	-0.0018753064148483971-0.0019003846622782758*I	-0.0020317051923731243+0.0019008643770834913*I	0.0014904381374762647+0.0015187851483976994*I	0.0017272505542804536-0.0015653034101524954*I	-0.0011807581587329598-0.0012135165818821518*I	-0.0014832345014936632+0.0013305559452292354*I	0.0009522566819655158+0.0009855208473433484*I	0.001303769825911272-0.0011513968733885493*I	-0.0007661913101547352-0.000812319375042595*I	-0.001159307386175266+0.0009931640458563375*I	0.0006246164288495053+0.0006396986456535241*I	0.001059521699305658-0.0009046964848720339*I	-0.00049454293888618-0.0005276232268811078*I	-0.0009741522308408976+0.000810190107824282*I	0.00038598444768720683+0.0004084898660778842*I	0.0009030083708811379-0.00075631287239524*I	-0.00030361689434785184-0.00032125966842935414*I	-0.0008649612998025116+0.0007019791777076985*I	0.00021322090248478796+0.00023138860647736373*I	0.0008242981588636448-0.0006654220583008872*I	-0.00014433549450174307-0.0001412135391918144*I	-0.0008102215092949479+0.0006593006088637749*I	0.00006439201415335681+0.00008229260781774884*I	0.000791619739114971-0.0006342910438957259*I
-0.03267180365709062-0.03353660701243571*I	0.013847330044800802-0.01660500001257896*I	0.048092769885807275+0.04520265449315569*I	-0.042169857285761225+0.06048003129187181*I	-0.15111661463406292-0.06865356208921622*I	-0.03695904980527716-0.29478936269501926*I	0.3768471170424098-0.41807031646776255*I	-0.026070361388784945-0.30498073274041165*I	-0.1486797280527638-0.06633364380876668*I	-0.05390609680723181+0.07160631919168388*I	0.04269878399566006+0.04011521626346021*I	0.027577048034811792-0.029986533911782468*I	-0.02294240402806273-0.024528327277281308*I	-0.01778475383206313+0.01812606069596215*I	0.015057326836609968+0.017838405348975368*I	0.01280143457921536-0.012488342985226546*I	-0.0109321709532343-0.014118649958770733*I	-0.009804775939556478+0.009275291345807115*I	0.008440165257771892+0.011802536738300303*I	0.007806512378779382-0.007196143482771825*I	-0.006792969128092131-0.010218635625503595*I	-0.006374508397321506+0.005764869740106265*I	0.005640207944066802+0.009101034128367939*I	0.0053043055863701205-0.004692677145559176*I	-0.004775876504166381-0.008248897462184084*I	-0.004437203768382046+0.0038891763632666783*I	0.004147169048854068+0.007616609031953626*I	0.0037529364103759855-0.003230732914188712*I	-0.003647540947072494-0.0071081338849626075*I	-0.0031724939601434194+0.002697957181259554*I	0.0032597580704631273+0.006700092021217922*I	0.002680573308624141-0.0022689820866214636*I	-0.002942048388173116-0.006403899871135523*I	-0.0022328106602849513+0.001864946692623899*I	0.002709051145753526+0.0061343909604407165*I	0.001851141438416821-0.001538987528731673*I	-0.0025145856416342953-0.005940022933810798*I	-0.0015024902051309348+0.0012319991137995727*I	0.0023531140170465815+0.0057765642151308225*I	0.0011607245563184272-0.0009634503263215053*I	-0.0022535618858386787-0.005663228696592069*I	-0.0008649612997791355+0.0007019791777315844*I	0.0021631658939988744+0.005573357634672403*I	0.0005665819734124978-0.00045828460437598*I	-0.0021114650638782337-0.005509287888267766*I	-0.00028188353500017814+0.00023749160287706584*I	0.0020844347169120475+0.005494692314767936*I
-0.025350017499412653+0.0260531148217459*I	-0.011282103496282387-0.009673206437020876*I	0.031977276777524766-0.034519280288979555*I	0.032746383055428915+0.026793879192343314*I	-0.055941264909285096+0.07368931998797683*I	-0.13945014506521747-0.05367598824220133*I	-0.026070361388783044-0.3049807327404063*I	0.36761753405486625-0.4307279720343203*I	-0.034923881703222796-0.29687236349131235*I	-0.14116421369383061-0.05533222501811388*I	-0.04657008602847669+0.06501277766904716*I	0.036432469354016284+0.030347533652882248*I	0.02141259371213576-0.024532054138355006*I	-0.017614476820490017-0.015698201663434237*I	-0.012548582920201088+0.013564771836543919*I	0.010457529207565987+0.0097447506166521*I	0.008325170793155113-0.00863898893060152*I	-0.006906221572609033-0.006606238562522195*I	-0.005964895244729389+0.006013145213331298*I	0.004873500440776672+0.004758938221518438*I	0.004514180019190325-0.004426500305272721*I	-0.0035893750434714956-0.0035566214381854465*I	-0.0035492147280743076+0.003415692103540042*I	0.0027396378547532903+0.0027525213284672104*I	0.0028988070103626437-0.0027043651593710812*I	-0.0021191455927882605-0.002151073578624428*I	-0.002411517912286983+0.0022237468592357723*I	0.0016803862605127263+0.0017219917288748127*I	0.002063676951725031-0.001863331678170209*I	-0.0013400395585732043-0.0013935627111120105*I	-0.0017956904774241926+0.0015803719680051176*I	0.0010839009924561798+0.0011085115251150534*I	0.001607070034530558-0.0013971994398598738*I	-0.0008576136712530572-0.0009092075563621106*I	-0.0014411909211638973+0.0012306556487446*I	0.0006890084430076118+0.0007219912534971696*I	0.001322803464125121-0.0011171785227596736*I	-0.0005474560722781921-0.0005719485847568783*I	-0.001244774019700797+0.0010248616598718147*I	0.00040316902554419007+0.0004345951869642171*I	0.001160724556331536-0.0009634503263010201*I	-0.0003036168943272082-0.00032125966839893175*I	-0.0011226774852251082+0.0009091166316560369*I	0.00019603632463224984+0.0002052832855969979*I	0.0010949199477212465-0.0008800936103626471*I	-0.00009142236110250173-0.00009688818131949133*I	-0.0010735032741022513+0.0008717826467703879*I
0.02138970016080859+0.02386340057542229*I	-0.0072200707666854064+0.008138834545355286*I	-0.026628490326654007-0.028081981737825907*I	0.018205869154005426-0.02130999159287308*I	0.044412852624275294+0.041771453039354686*I	-0.045052576492789556+0.06349794994258309*I	-0.14867972805275573-0.06633364380876354*I	-0.0349238817032152-0.29687236349130297*I	0.3751330484138012-0.4197265532436542*I	-0.02758787092446754-0.3034659050139358*I	-0.14743052833547118-0.06509990762868911*I	-0.05273454035114006+0.07046725744246754*I	0.04176039656161096+0.03917765926672263*I	0.026648764624023442-0.029093342997769327*I	-0.02221427444951323-0.023791856395746012*I	-0.017024846706249895+0.017414125891178918*I	0.014483478588197598+0.017257162012905985*I	0.012165051487987416-0.011901135063072013*I	-0.010472886389599333-0.013649837079297523*I	-0.00925722760431679+0.008782788390833204*I	0.008077094525397392+0.01142095240883227*I	0.007339473688440888-0.00677567794184428*I	-0.006489945132777204-0.009905134238085127*I	-0.0059547133040752575+0.005404004089735705*I	0.005396368766132246+0.00885034521203543*I	0.004924492866457363-0.00436979466339564*I	-0.0045859283811254285-0.008045690881697928*I	-0.004100777370931761+0.003591148095256683*I	0.003987887649014617+0.007436562902720353*I	0.0034404804344447685-0.0029809168914379535*I	-0.0035158966365740735-0.006985143207229275*I	-0.0028691937515057204+0.002452154614757375*I	0.003168335709386272+0.006603203839882306*I	0.0023986897736537-0.002031490483748871*I	-0.002877656374001621-0.006321607263318757*I	-0.001969528895458276+0.0016524646547088425*I	0.0026561380123597544+0.006090065602553763*I	0.0015805196495470798-0.0013243159766808694*I	-0.0024974010637913136-0.005913917612924052*I	-0.001244774019697818+0.0010248616598824603*I	0.0023531140170463863+0.005776564215145792*I	0.0009030083708784358-0.0007563128723833899*I	-0.0022707464636931326-0.005689334017478044*I	-0.0005943395109045249+0.0004873076256642366*I	0.002216079027424727+0.005617682992538711*I	0.0003033002086309823-0.0002458025664739802*I	-0.002175857078010334-0.005591580496089047*I
0.018129946732706986-0.01791428027639652*I	0.006043313330418008+0.0054546252746075505*I	-0.020991478390206375+0.02134812324145411*I	-0.01496202075779858-0.013104407890814077*I	0.02909455757050761-0.031501361638259485*I	0.03518326963673737+0.02911379747279955*I	-0.05390609680722299+0.07160631919168713*I	-0.1411642136938208-0.055332225018099236*I	-0.027587870924459648-0.3034659050139245*I	0.3688667337721605-0.4294942358542218*I	-0.033752325247131836-0.2980114252405092*I	-0.14210260112787873-0.056269782014845386*I	-0.04749836943925618+0.06590596858305378*I	0.03716059893258676+0.031084004534407877*I	0.022172500837978316-0.0252439889431398*I	-0.018188325068878967-0.016279444999502173*I	-0.013184966011419897+0.01415197975869624*I	0.01091681377120092+0.010213563496117415*I	0.008872719128392732-0.009131491885580819*I	-0.007269292304988034-0.006987822891988706*I	-0.006431933935078539+0.00643361075426247*I	0.005176524436080014+0.005072439608934286*I	0.004933975112433337-0.004787365955649833*I	-0.00383321422140107-0.0038073103545213324*I	-0.003929027447983171+0.0037385745857036333*I	0.002929585977795181+0.0029557279089511314*I	0.003235233407817468-0.003002393427385048*I	-0.0022784269926190964-0.0023311197078540375*I	-0.002723973888215161+0.002473562881999612*I	0.0018120305710051076+0.001844982406618891*I	0.0023669771603568148-0.002109134244675491*I	-0.0014314619196494679-0.0014904508924589786*I	-0.0020775740123960143+0.0018178635708725284*I	0.0011482930066160097+0.0011908041329358754*I	0.0018703517993417622-0.0016096814777716878*I	-0.0009105268046548033-0.0009535329142511611*I	-0.0017118127100359118+0.0014453272007959722*I	0.0007061930208448192+0.0007480965743919789*I	0.001580519649548588-0.001324315976670037*I	-0.0005474560722856423-0.0005719485847465794*I	-0.0015024902051472431+0.0012319991137976255*I	0.00038598444767728426+0.0004084898660687504*I	0.0014313463451915865-0.0011781218783734366*I	-0.00025070376090562856-0.0002769343105389883*I	-0.00138595924999862+0.0011215986695502322*I	0.00013164431050893986+0.00012299067777234637*I	0.0013768034827246981-0.0011175852132386595*I
