0.3023393504453491-0.00001355974458211698*I	0.10467855484780247-0.000012001731356485595*I	0.0420400118229838-9.269285739760375*^-6*I	0.019491210729329543-7.174516621941761*^-6*I	0.010230604751335266-5.681209241034261*^-6*I	0.00592679783752679-4.589571549101713*^-6*I	0.003699859017627587-3.7560475625105005*^-6*I	0.0024399392558271784-3.0918617227559852*^-6*I	0.001672641988258636-2.5423195790837967*^-6*I	0.0011753636372683319-2.0725743756993127*^-6*I	0.0008347907737208392-1.6594392498106566*^-6*I	0.0005889837507659085-1.286764258849459*^-6*I	0.0004018008319589347-9.427573901975619*^-7*I	0.00025071135000902576-6.183639303349629*^-7*I	0.00012054421200959963-3.06231329407243*^-7*I
0.1046785548478024-0.000012001731356485592*I	0.34437936226833266-0.00002282903032187735*I	0.12416976557713197-0.000019176247978427357*I	0.052270616574319057-0.000014950494980794639*I	0.025418008566856328-0.00001176408817104347*I	0.01393046376896286-9.437256803544761*^-6*I	0.008366737093353968-7.681433271857699*^-6*I	0.005372501005886224-6.298367141594296*^-6*I	0.003615302893095511-5.1644360984552975*^-6*I	0.0025074327619794765-4.201758828894453*^-6*I	0.0017643473880342416-3.3593386345487727*^-6*I	0.001236591605679774-2.602196640008218*^-6*I	0.0008396951007749346-1.905128189184423*^-6*I	0.0005223450439685342-1.2489887196048051*^-6*I	0.0002507113500090257-6.18363930334963*^-7*I
0.04204001182298376-9.269285739760372*^-6*I	0.12416976557713195-0.000019176247978427354*I	0.3546099670196681-0.00002851023956291162*I	0.13009656341465886-0.000023765819527529074*I	0.05597047559194662-0.000018706542543305136*I	0.0278579478226835-0.000014855949893799454*I	0.01560310575722149-0.000011979576382628556*I	0.0095421007306223-9.75400764755701*^-6*I	0.006207291779607063-7.957806391404951*^-6*I	0.004204286643861421-6.451200357304757*^-6*I	0.0029092335939384113-5.144516219092016*^-6*I	0.0020150587380432673-3.977702564883736*^-6*I	0.0013571358176893743-2.908427969415463*^-6*I	0.0008396951007749347-1.905128189184423*^-6*I	0.0004018008319589347-9.427573901975623*^-7*I
0.01949121072932954-7.1745166219417555*^-6*I	0.05227061657431904-0.000014950494980794632*I	0.1300965634146588-0.000023765819527529078*I	0.35830982603729583-0.000032266287125422124*I	0.1325365026704859-0.000026857681250285043*I	0.05764311758020524-0.00002124886212238892*I	0.029033311459951822-0.000016928524269498753*I	0.016437896530942322-0.0000136390156324392*I	0.010131084481388202-0.000011040771906406464*I	0.006609092611565998-8.900563781602515*^-6*I	0.004454997993870448-7.069564287639723*^-6*I	0.003029777805948012-5.45074754849926*^-6*I	0.0020150587380432694-3.977702564883739*^-6*I	0.0012365916056797748-2.602196640008219*^-6*I	0.000588983750765909-1.28676425884946*^-6*I
0.01023060475133526-5.681209241034254*^-6*I	0.025418008566856297-0.000011764088171043459*I	0.055970475591946595-0.000018706542543305116*I	0.13253650267048586-0.000026857681250285036*I	0.3599824680255539-0.000034808606704505865*I	0.1337118663077542-0.000028930255625984318*I	0.058477908353926036-0.000022908301372199547*I	0.029622295210717704-0.0000182152885283482*I	0.01683969736290124-0.000014581773022636755*I	0.010381795831397228-0.000011659135836741421*I	0.006729636823575597-9.206795111009752*^-6*I	0.004454997993870447-7.06956428763972*^-6*I	0.0029092335939384126-5.1445162190920175*^-6*I	0.0017643473880342418-3.359338634548773*^-6*I	0.0008347907737208395-1.6594392498106568*^-6*I
0.005926797837526788-4.589571549101709*^-6*I	0.013930463768962847-9.437256803544756*^-6*I	0.027857947822683488-0.000014855949893799449*I	0.05764311758020523-0.00002124886212238891*I	0.1337118663077542-0.00002893025562598432*I	0.36081725879927506-0.00003646804595431652*I	0.13430085005852008-0.00003021701988483378*I	0.058879709185884976-0.000023851058762397108*I	0.029873006560726743-0.000018833652458683165*I	0.016960241574910852-0.000014888004352044004*I	0.010381795831397235-0.000011659135836741432*I	0.006609092611566001-8.900563781602516*^-6*I	0.004204286643861425-6.451200357304765*^-6*I	0.002507432761979479-4.201758828894458*^-6*I	0.001175363637268334-2.072574375699315*^-6*I
0.003699859017627589-3.7560475625104996*^-6*I	0.008366737093353966-7.681433271857697*^-6*I	0.015603105757221493-0.000011979576382628556*I	0.029033311459951822-0.00001692852426949876*I	0.058477908353926064-0.000022908301372199564*I	0.1343008500585202-0.000030217019884833786*I	0.36121905963123396-0.000037410803344514096*I	0.13455156140852917-0.00003083538381516876*I	0.05900025339789461-0.00002415729009180437*I	0.029873006560726764-0.000018833652458683182*I	0.016839697362901276-0.000014581773022636779*I	0.01013108448138822-0.000011040771906406479*I	0.006207291779607075-7.957806391404968*^-6*I	0.003615302893095519-5.1644360984553085*^-6*I	0.0016726419882586406-2.5423195790838022*^-6*I
0.002439939255827177-3.091861722755983*^-6*I	0.005372501005886219-6.298367141594292*^-6*I	0.009542100730622291-9.754007647557004*^-6*I	0.016437896530942308-0.000013639015632439199*I	0.029622295210717697-0.00001821528852834819*I	0.058879709185884956-0.000023851058762397105*I	0.1345515614085291-0.00003083538381516874*I	0.36133960384324343-0.00003771703467392133*I	0.13455156140852909-0.00003083538381516875*I	0.058879709185885004-0.000023851058762397145*I	0.029622295210717742-0.000018215288528348235*I	0.016437896530942336-0.000013639015632439226*I	0.009542100730622314-9.754007647557033*^-6*I	0.005372501005886234-6.298367141594311*^-6*I	0.002439939255827184-3.091861722755994*^-6*I
0.0016726419882586358-2.542319579083795*^-6*I	0.00361530289309551-5.164436098455296*^-6*I	0.006207291779607062-7.95780639140495*^-6*I	0.010131084481388206-0.000011040771906406467*I	0.016839697362901248-0.000014581773022636758*I	0.029873006560726747-0.000018833652458683172*I	0.05900025339789461-0.000024157290091804378*I	0.13455156140852914-0.00003083538381516878*I	0.36121905963123396-0.000037410803344514116*I	0.1343008500585202-0.000030217019884833836*I	0.05847790835392614-0.00002290830137219961*I	0.02903331145995185-0.000016928524269498797*I	0.015603105757221517-0.00001197957638262859*I	0.008366737093353987-7.681433271857722*^-6*I	0.0036998590176275967-3.756047562510513*^-6*I
0.0011753636372683323-2.0725743756993123*^-6*I	0.0025074327619794756-4.201758828894456*^-6*I	0.004204286643861423-6.451200357304763*^-6*I	0.006609092611566002-8.900563781602521*^-6*I	0.010381795831397235-0.000011659135836741432*I	0.016960241574910866-0.000014888004352044021*I	0.02987300656072677-0.000018833652458683192*I	0.058879709185885046-0.000023851058762397162*I	0.13430085005852022-0.000030217019884833847*I	0.3608172587992753-0.0000364680459543166*I	0.13371186630775436-0.000028930255625984416*I	0.05764311758020531-0.000021248862122388975*I	0.027857947822683544-0.0000148559498937995*I	0.013930463768962882-9.437256803544792*^-6*I	0.005926797837526803-4.589571549101729*^-6*I
0.0008347907737208393-1.6594392498106558*^-6*I	0.001764347388034242-3.3593386345487714*^-6*I	0.002909233593938414-5.144516219092017*^-6*I	0.00445499799387045-7.069564287639726*^-6*I	0.006729636823575599-9.206795111009762*^-6*I	0.010381795831397237-0.000011659135836741438*I	0.016839697362901272-0.000014581773022636784*I	0.029622295210717756-0.000018215288528348248*I	0.058477908353926134-0.000022908301372199614*I	0.13371186630775436-0.000028930255625984412*I	0.35998246802555445-0.000034808606704505966*I	0.13253650267048597-0.0000268576812502851*I	0.05597047559194669-0.000018706542543305187*I	0.025418008566856356-0.000011764088171043506*I	0.010230604751335283-5.6812092410342785*^-6*I
0.0005889837507659082-1.2867642588494583*^-6*I	0.0012365916056797737-2.602196640008217*^-6*I	0.0020150587380432677-3.977702564883736*^-6*I	0.003029777805948013-5.45074754849926*^-6*I	0.004454997993870448-7.069564287639725*^-6*I	0.006609092611566004-8.900563781602526*^-6*I	0.010131084481388218-0.000011040771906406484*I	0.016437896530942343-0.000013639015632439234*I	0.029033311459951857-0.000016928524269498794*I	0.0576431175802053-0.00002124886212238897*I	0.132536502670486-0.000026857681250285097*I	0.35830982603729566-0.00003226628712542216*I	0.1300965634146588-0.000023765819527529115*I	0.05227061657431907-0.000014950494980794665*I	0.01949121072932955-7.1745166219417724*^-6*I
0.0004018008319589349-9.427573901975623*^-7*I	0.0008396951007749353-1.9051281891844233*^-6*I	0.0013571358176893754-2.908427969415465*^-6*I	0.0020150587380432703-3.977702564883743*^-6*I	0.002909233593938415-5.1445162190920235*^-6*I	0.004204286643861429-6.451200357304773*^-6*I	0.00620729177960708-7.957806391404974*^-6*I	0.009542100730622324-9.754007647557041*^-6*I	0.015603105757221533-0.000011979576382628601*I	0.027857947822683568-0.00001485594989379951*I	0.05597047559194673-0.0000187065425433052*I	0.13009656341465892-0.000023765819527529122*I	0.3546099670196683-0.000028510239562911673*I	0.1241697655771321-0.000019176247978427388*I	0.04204001182298381-9.269285739760392*^-6*I
0.00025071135000902586-6.183639303349632*^-7*I	0.0005223450439685348-1.2489887196048053*^-6*I	0.0008396951007749354-1.9051281891844243*^-6*I	0.0012365916056797756-2.6021966400082217*^-6*I	0.0017643473880342435-3.359338634548777*^-6*I	0.002507432761979481-4.201758828894463*^-6*I	0.00361530289309552-5.164436098455312*^-6*I	0.005372501005886238-6.298367141594316*^-6*I	0.00836673709335399-7.681433271857728*^-6*I	0.013930463768962889-9.437256803544797*^-6*I	0.02541800856685637-0.00001176408817104351*I	0.052270616574319084-0.000014950494980794671*I	0.12416976557713205-0.000019176247978427388*I	0.3443793622683328-0.000022829030321877368*I	0.10467855484780246-0.000012001731356485604*I
0.0001205442120095997-3.062313294072432*^-7*I	0.0002507113500090259-6.183639303349632*^-7*I	0.0004018008319589349-9.427573901975626*^-7*I	0.0005889837507659094-1.286764258849461*^-6*I	0.0008347907737208404-1.6594392498106585*^-6*I	0.0011753636372683347-2.072574375699317*^-6*I	0.0016726419882586413-2.542319579083804*^-6*I	0.002439939255827186-3.0918617227559967*^-6*I	0.0036998590176275984-3.7560475625105153*^-6*I	0.005926797837526806-4.589571549101732*^-6*I	0.01023060475133529-5.68120924103428*^-6*I	0.019491210729329557-7.174516621941776*^-6*I	0.04204001182298381-9.269285739760392*^-6*I	0.10467855484780246-0.000012001731356485607*I	0.30233935044534904-0.000013559744582116985*I
