0.5151561152897555-0.3205421046937067*I	0.06532032051283028-0.3458949626734157*I	-0.15108157788112886-0.1202444034424041*I	-0.09620583388769925+0.07038707327907287*I	0.030779998012394463+0.06702421934400855*I	0.05335653000812434-0.022656428356535082*I	-0.006416579038409212-0.04072490708193704*I	-0.03457421394517427+0.009195382829113894*I	-0.003296154144682186+0.028115310026645145*I	0.023531616885669134-0.003677962358760285*I	0.00812042797083573-0.020906811022964274*I	-0.015864595624942884+0.0012589701069213985*I	-0.010745267905644458+0.016562169892619147*I	0.009885183716194955-0.0002691679930951242*I	0.012173662163521934-0.0140294258381519*I	-0.004755497559080538-0.000010723850382081401*I	-0.012803742203431948+0.012859196588480133*I
0.06532032051283122-0.34589496267341774*I	0.36407453740862794-0.4407865081361137*I	-0.030885513374867928-0.2755078893943444*I	-0.12030157986873372-0.05322018409839495*I	-0.0428493038795736+0.04773064492254047*I	0.024363418973987597+0.026299312262074867*I	0.018782316062952685-0.013461045527418645*I	-0.009712733183089952-0.012609597055290678*I	-0.011042597059506021+0.005517420470353436*I	0.004824273826150718+0.007208499003679801*I	0.007667021260722571-0.0024189922518403984*I	-0.0026248399348125727-0.004344641130346532*I	-0.00597941190875182+0.0009898021138253577*I	0.0014283942578739107+0.002532744054466924*I	0.005129686157112088-0.0002798918434772992*I	-0.0006300800399106719-0.0011702292496719147*I	-0.0047554975590803125-0.000010723850382249886*I
-0.15108157788112658-0.12024440344240789*I	-0.0308855133748656-0.27550788939434784*I	0.3948545354210241-0.37376228879210516*I	0.022471016633258546-0.29816431775087665*I	-0.12671815890713956-0.09394509118032751*I	-0.07742351782474342+0.05692602775165825*I	0.021067264829308985+0.05441462228872212*I	0.04231393294862212-0.017139007886178847*I	-0.0015923052122576167-0.03351640807825632*I	-0.026907192684454174+0.006776390577272825*I	-0.0059209940794988595+0.023770668896297024*I	0.017552204976912893-0.0026881602449368254*I	0.00954882222870479-0.018374066968499074*I	-0.010734909467836227+0.0009790782634427385*I	-0.01137534794555985+0.015391940642946127*I	0.005129686157112311-0.00027989184347848063*I	0.012173662163521844-0.014029425838152792*I
-0.09620583388769695+0.07038707327907044*I	-0.1203015798687308-0.05322018409839854*I	0.022471016633259937-0.2981643177508794*I	0.3884379563826172-0.41448719587403826*I	-0.012103197311912771-0.2889689349217608*I	-0.13001431305181904-0.06582978115368306*I	-0.05389190093907459+0.05324806539289558*I	0.02918769280014063+0.0335078112657551*I	0.026449337323673713-0.01588003777925949*I	-0.012337573117906125-0.01695423818563809*I	-0.01702200896826073+0.006507222584177964*I	0.006252668084022739+0.009741243058146111*I	0.012796707417832207-0.0026988840953184354*I	-0.0032549199747266286-0.005514870380019963*I	-0.010734909467834588+0.0009790782634404866*I	0.0014283942578738416+0.0025327440544638145*I	0.009885183716193489-0.0002691679930972139*I
0.030779998012396233+0.06702421934400984*I	-0.04284930387957171+0.047730644922540005*I	-0.12671815890713925-0.09394509118033083*I	-0.012103197311913661-0.28896893492176384*I	0.3851418022379351-0.386371885847396*I	0.011428419573753916-0.2926468972805266*I	-0.12189388508098957-0.08673659217665225*I	-0.06975649656402462+0.05450703549981429*I	0.018442424894491632+0.05006998115837401*I	0.03633452103986803-0.016149205772353126*I	-0.0001639109543824824-0.0309836640237875*I	-0.02177750652733914+0.006496498733798003*I	-0.00655107411940682+0.022600439646626558*I	0.012796707417835266-0.0026988840953201185*I	0.009548822228708287-0.018374066968502384*I	-0.005979411908752325+0.0009898021138213982*I	-0.010745267905647305+0.0165621698926164*I
0.05335653000812695-0.022656428356531783*I	0.024363418973988953+0.026299312262076793*I	-0.07742351782474587+0.056926027751656096*I	-0.13001431305182318-0.06582978115368672*I	0.011428419573751515-0.2926468972805281*I	0.3932622302087645-0.4072786968703643*I	-0.004436176051196461-0.2913879271736068*I	-0.13263915298663914-0.07017442228403202*I	-0.05987131284783142+0.0542378675067216*I	0.03061608705801376+0.03604055532022452*I	0.0315790234807867-0.016159929622733788*I	-0.012967653157816316-0.018124467435307517*I	-0.02177750652734028+0.006496498733796563*I	0.006252668084025448+0.009741243058144928*I	0.017552204976916487-0.0026881602449383185*I	-0.002624839934813177-0.004344641130349113*I	-0.01586459562494599+0.0012589701069190078*I
-0.006416579038406521-0.04072490708193459*I	0.018782316062953004-0.013461045527416941*I	0.021067264829304124+0.05441462228872138*I	-0.05389190093908101+0.05324806539289431*I	-0.12189388508099257-0.0867365921766521*I	-0.004436176051196123-0.2913879271736061*I	0.3825169623031167-0.3907165269777426*I	0.005449007664997603-0.29165709516669847*I	-0.12046549082311694-0.08420384812218133*I	-0.06462681040691368+0.05422714365633995*I	0.017812344854576605+0.048899751908702604*I	0.03157902348078048-0.016159929622736963*I	-0.00016391095438840052-0.030983664023789832*I	-0.01702200896826129+0.006507222584178558*I	-0.005920994079497024+0.0237706688962984*I	0.007667021260721509-0.0024189922518409734*I	0.008120427970832782-0.020906811022965915*I
-0.03457421394517511+0.009195382829115339*I	-0.009712733183093262-0.012609597055289051*I	0.042313932948616455-0.017139007886177417*I	0.02918769280013588+0.03350781126575724*I	-0.06975649656402563+0.054507035499816975*I	-0.1326391529866372-0.07017442228403088*I	0.0054490076649997225-0.2916570951666989*I	0.39469062446664005-0.40474595281589293*I	0.0006935101059180728-0.29166781901708067*I	-0.1332692330265508-0.07134465153370358*I	-0.06462681040691759+0.05422714365633596*I	0.03061608705800566+0.03604055532021936*I	0.036334521039861525-0.0161492057723553*I	-0.012337573117907754-0.01695423818563648*I	-0.026907192684454233+0.006776390577274988*I	0.004824273826148142+0.007208499003679609*I	0.02353161688566561-0.0036779623587617884*I
-0.0032961541446880635+0.028115310026647102*I	-0.011042597059513212+0.005517420470356529*I	-0.0015923052122617403-0.033516408078252666*I	0.026449337323673577-0.0158800377792559*I	0.018442424894493464+0.05006998115837601*I	-0.05987131284782907+0.054237867506720536*I	-0.12046549082311449-0.08420384812218479*I	0.0006935101059197766-0.2916678190170832*I	0.3818868822632089-0.39188675622741453*I	0.0006935101059187254-0.2916678190170826*I	-0.1204654908231168-0.08420384812218544*I	-0.05987131284783206+0.05423786750671811*I	0.018442424894491386+0.0500699811583732*I	0.026449337323674025-0.01588003777925813*I	-0.0015923052122590261-0.03351640807825533*I	-0.011042597059509891+0.005517420470352582*I	-0.003296154144685932+0.02811531002664374*I
0.0235316168856625-0.0036779623587582322*I	0.004824273826144414+0.007208499003683294*I	-0.02690719268445488+0.006776390577276371*I	-0.012337573117902985-0.016954238185636353*I	0.036334521039870254-0.016149205772354527*I	0.030616087058014208+0.036040555320220415*I	-0.06462681040691243+0.05422714365633509*I	-0.13326923302654828-0.07134465153370657*I	0.000693510105920775-0.2916678190170835*I	0.3946906244666448-0.40474595281589404*I	0.0054490076650052545-0.29165709516669913*I	-0.1326391529866314-0.07017442228403138*I	-0.06975649656401982+0.054507035499815865*I	0.029187692800140976+0.03350781126575626*I	0.042313932948619584-0.017139007886178552*I	-0.009712733183092653-0.012609597055290645*I	-0.03457421394517574+0.009195382829113941*I
