0.46410572790246124-0.10608161530350718*I	0.19453738452232455-0.16054713471427373*I	0.025015907195789146-0.14302319189591847*I	-0.06022766578500187-0.0744675169560994*I	-0.0658446068461534-0.00042075780098480166*I	-0.02365771814437292+0.039662870721114005*I	0.019706952108727846+0.035297219273515326*I	0.032283987861741685+0.005649085718649365*I	0.013960089753706294-0.019426244699204634*I	-0.01155548388928272-0.02197466671046606*I	-0.020733603364533996-0.005716225894995957*I	-0.009207568528240855+0.011802756303993115*I	0.008518637899071991+0.015789153238879257*I	0.015175923020956087+0.005444975573940848*I	0.006479729222880951-0.007931382435042279*I	-0.007080236570163511-0.012330706161786519*I	-0.012006496911823846-0.005231018774716793*I	-0.004718398351691829+0.005610460102984387*I	0.0063209568816563364+0.010169083502667712*I	0.010003638416896794+0.0051091920730736776*I	0.003475954517836476-0.004054773929522597*I	-0.005912313671706484-0.008715498582267597*I	-0.008650911249077832-0.00507103970708934*I	-0.002535510751535382+0.0029184234494157874*I	0.005712772107243218+0.0076860789440734295*I	0.00769531658959285+0.005104409310788885*I	0.001777857212066994-0.002028578027340483*I	-0.005656669440459717-0.00693244375259744*I	-0.007001915936710618-0.0052055786402545445*I	-0.0011321123554897774+0.0012843999388706632*I	0.005712450313441849+0.006367329664227601*I	0.006493307158352823+0.005373920314053167*I	0.000551111328655545-0.0006227948422728296*I	-0.005867987266205295-0.005938008973622767*I	-0.006124074862342241-0.005613684248263472*I
0.19453738452232455-0.1605471347142739*I	0.48912163509825035-0.24910480719942604*I	0.13430971873732275-0.23501465167037358*I	-0.040828699650364154-0.1434439496969038*I	-0.08388538392937464-0.03480464623498594*I	-0.04613765473742535+0.034876461472529985*I	0.008626269717369014+0.045311956439762935*I	0.033667041862434424+0.015870974574310345*I	0.0207285039724592-0.01632558099181696*I	-0.006773513610827484-0.025142470594200817*I	-0.020763052417523367-0.010171910406473113*I	-0.01221496546546176+0.010072927343883266*I	0.00596835449271558+0.017247731877934012*I	0.01499836712195342+0.007857770803837077*I	0.008095686450793121-0.006885730587845626*I	-0.005526767688942402-0.013162401209759181*I	-0.011798634921855013-0.00672024605880239*I	-0.005685540030167413+0.004938064727950571*I	0.0052852400652048746+0.01071965217605773*I	0.009796911399492668+0.006114309573144905*I	0.004091324745190212-0.003606306509193985*I	-0.00517495673124134-0.009125813636611909*I	-0.00844782442324178-0.005797075132851765*I	-0.0029381391418345296+0.0026150392369840916*I	0.005159805838057498+0.008022832760204626*I	0.007490629319310217+0.005657500916732895*I	0.0020386471491331652-0.0018280344418085737*I	-0.0052240587246435155-0.007234156667595*I	-0.006788781795949317-0.005648043813726722*I	-0.001289465623268594+0.0011617510239731214*I	0.005361194802863139+0.006658320252923902*I	0.006263561642097369+0.0057445348219548695*I	0.000625319892147407-0.0005640886595694772*I	-0.005572963533686849-0.00623647909053618*I	-0.005867987266205398-0.005938008973622689*I
0.02501590719578922-0.1430231918959187*I	0.134309718737323-0.23501465167037378*I	0.42327702825209756-0.24952556500041137*I	0.11065200059295029-0.19535178094926048*I	-0.021121747541635764-0.10814673042338957*I	-0.05160139606763239-0.0291555605163377*I	-0.03217756498371847+0.01545021677332444*I	-0.002929214171913177+0.023337289729296197*I	0.012933438497900901+0.010154748679313852*I	0.011520935444218809-0.004522824687824266*I	0.0017451242882449895-0.009353317355321807*I	-0.005587129396566676-0.0047269348325322995*I	-0.005735236242579961+0.0021415449088411204*I	-0.0011118820774468296+0.0049170257161476666*I	0.0029918702101307537+0.0026267520291202388*I	0.003377288099102279-0.0012752704848616595*I	0.0007941891927144745-0.0029933177070922395*I	-0.0017949965049581784-0.0016110539857296352*I	-0.002209585512331205+0.0008832907984271964*I	-0.0006270736065018846+0.002004153593789709*I	0.001146000150414775+0.0010432698660554813*I	0.0015558139936550132-0.0006878830597781239*I	0.0005378153760021414-0.001439734692538452*I	-0.00075250783364877-0.00069266582206299*I	-0.001160281929767525+0.0005864612096434262*I	-0.0004968636024022465+0.0010903890076070597*I	0.0004887133825996947+0.0004519222764783583*I	0.0009065347936436844-0.0005436345029377901*I	0.0004883915887987476-0.0008668270033672416*I	-0.0002954746375961587-0.00027412349967341016*I	-0.0007383542946129568+0.0005389561817004434*I	-0.0005067924633423457+0.0007203112793013435*I	0.00013948677975476024+0.00013085057369166086*I	0.0006253198921470505-0.0005640886595692324*I	0.0005511113286552268-0.000622794842272591*I
-0.06022766578500173-0.07446751695609982*I	-0.04082869965036399-0.14344394969690422*I	0.11065200059295043-0.19535178094926087*I	0.44298398036082587-0.21422834572689756*I	0.14293598845469274-0.18970269523061264*I	-0.007161657787928826-0.12757297512259555*I	-0.06315687995691449-0.05113022722680479*I	-0.05291116834825191+0.009733990878327726*I	-0.012136782700153507+0.03514004603328869*I	0.02145207639697338+0.02594390191819266*I	0.02669685846517546+0.0009221508861163598*I	0.008224853511126751-0.017284699790364032*I	-0.012667365966729025-0.017057640994318574*I	-0.01774173315440238-0.0030894738658755585*I	-0.005830280429137277+0.0105274858191317*I	0.009312827091788056+0.012795835531786995*I	0.013380926515999399+0.003833921588210627*I	0.004270143710550758-0.007048091636616239*I	-0.007707310176665016-0.010326552567998217*I	-0.010860496761409169-0.004187748908662565*I	-0.0031625843580370076+0.004922577043205466*I	0.00685877225765849+0.00872934881012893*I	0.009251130583248283+0.004416526251010589*I	0.002315672588069283-0.0034683127198792997*I	-0.006409177274108571-0.007625109574660794*I	-0.008162197866478217-0.004619117430611279*I	-0.0016289759578918572+0.0023747889464778194*I	0.006201163696041974+0.0068192519407062014*I	0.007399841951996993+0.004830285811115613*I	0.0010395029174545532-0.0014896218456399025*I	-0.0061634619038015955-0.006212132473296014*I	-0.006862429156955699-0.005074728066562795*I	-0.0005067924633429655+0.00072031127930164*I	0.006263561642096555+0.0057445348219553665*I	0.0064933071583522725+0.005373920314053556*I
-0.0658446068461531-0.0004207578009853617*I	-0.08388538392937424-0.03480464623498669*I	-0.021121747541635524-0.10814673042339011*I	0.1429359884546927-0.18970269523061273*I	0.4569440701145324-0.23365459042610345*I	0.13138050456541042-0.21167736194107975*I	-0.027895261152462516-0.13328920101759223*I	-0.0723644484851551-0.03932747092281217*I	-0.04439253044917972+0.025523144117206582*I	0.0030391403208028236+0.04058502160722928*I	0.027931805619854793+0.018012519483150354*I	0.019616621895012756-0.011408555275669958*I	-0.003781643400695986-0.022515718565080632*I	-0.01738576431841967-0.011447180891334391*I	-0.011420776272745166+0.007079609636791284*I	0.004173357987759824+0.01563667789220387*I	0.01278878160962429+0.008741061602262642*I	0.00746861284429247-0.0048815769940584244*I	-0.004380767538527271-0.012119131343706376*I	-0.010242820928200086-0.007408129118582633*I	-0.005147724654165208+0.003498330035410887*I	0.004532732231556618+0.010026986353994198*I	0.008636629469725926+0.006700770782787976*I	0.0035944611427885845-0.0025159175015874785*I	-0.004686243348641536-0.00867389136013431*I	-0.00754128962959843-0.00634070963579024*I	-0.0024497475530361537+0.001748212233616526*I	0.004864331200461375+0.007748709260531286*I	0.00675227502469782+0.006196457098433576*I	0.0015318546857916147-0.0011077231625070847*I	-0.005084571944888215-0.0071033060939033315*I	-0.006163461903802358-0.00621213247329591*I	-0.0007383542946141182+0.0005389561817008147*I	0.005361194802862052+0.006658320252924434*I	0.005712450313441207+0.006367329664227999*I
-0.023657718144372557+0.03966287072111347*I	-0.04613765473742481+0.034876461472529235*I	-0.05160139606763206-0.029155560516338216*I	-0.007161657787928797-0.1275729751225957*I	0.13138050456541026-0.21167736194107953*I	0.4362104667499987-0.23937081632109983*I	0.12217293603716942-0.19987460563708695*I	-0.019376623253390835-0.11750004777871302*I	-0.057188525464199357-0.03388249534887131*I	-0.0379128012262989+0.017591761682164437*I	-0.004041096249360402+0.02825431544544306*I	0.015925308708031622+0.012781500708433842*I	0.014898223543321747-0.005798095172685602*I	0.002539313480960902-0.012346635062413569*I	-0.007382125901522904-0.006337988818262053*I	-0.007944821754909282+0.0030248357072669577*I	-0.0017389556839474704+0.006921179309934691*I	0.00413787036054596+0.00367002189517233*I	0.004933102092757264-0.0019631535446429115*I	0.0013320045687167713-0.004433052399632839*I	-0.0025475043386061587-0.002303719807793713*I	-0.003369867442097395+0.0014697520080700689*I	-0.0011239372089028078+0.0030945426013960944*I	0.0016347135330151792+0.0014951921425327525*I	0.0024623487872985983-0.0012315175627171963*I	0.0010262069648003225-0.002306561695906702*I	-0.0010479824712453555-0.0009667893217368371*I	-0.0018986362243803574+0.001125417391343905*I	-0.0010036560657439879+0.001810700286908541*I	0.0006282001623550608+0.0005827728501699608*I	0.0015318546857908072-0.001107723162507267*I	0.001039502917453277-0.001489621845640009*I	-0.00029547463759742787-0.00027412349967329783*I	-0.0012894656232695161+0.0011617510239733874*I	-0.001132112355490237+0.0012843999388708837*I
0.019706952108728262+0.035297219273514896*I	0.008626269717369558+0.045311956439762394*I	-0.03217756498371811+0.015450216773324166*I	-0.06315687995691438-0.051130227226804645*I	-0.02789526115246257-0.13328920101759179*I	0.12217293603716937-0.19987460563708648*I	0.44472910464907056-0.22358166308222047*I	0.13734885905812494-0.19442963006314581*I	-0.012896894030510388-0.1254314302137549*I	-0.06426876203436306-0.04621320151065734*I	-0.04991929813812239+0.012360742907448123*I	-0.008759494601051576+0.03386477554842762*I	0.022246265589688466+0.022950584211101178*I	0.02490186196021845-0.0006889030996129709*I	0.006015267998796571-0.016401408991937642*I	-0.013294439573230609-0.015053487400531057*I	-0.01659573300398814-0.0020462039998232606*I	-0.004274466435483165+0.009839602759350292*I	0.00985064246778971+0.011356100839246052*I	0.01262841868235117+0.0031412557661463225*I	0.00310986178078477-0.006461630426973273*I	-0.008204173779065353-0.009236163560391494*I	-0.010371783378808008-0.003735826632184994*I	-0.002256049564392795+0.004378942540266359*I	0.007347163846456968+0.007862521806760241*I	0.008955655945651642+0.004142402751336079*I	0.001577318293456176-0.002929356538179405*I	-0.0069159697374505955-0.006904798295359646*I	-0.008022711086723004-0.00448826685691982*I	-0.0010036560657447548+0.00181070028690816*I	0.0067522750246965385+0.0061964570984330315*I	0.007399841951995744+0.004830285811115117*I	0.0004883915887979537-0.0008668270033675758*I	-0.006788781795949594-0.005648043813726894*I	-0.007001915936710628-0.00520557864025461*I
0.03228398786174198+0.005649085718649154*I	0.03366704186243483+0.015870974574310154*I	-0.0029292141719128935+0.023337289729296315*I	-0.05291116834825186+0.009733990878328245*I	-0.07236444848515518-0.039327470922811476*I	-0.019376623253390873-0.11750004777871242*I	0.13734885905812474-0.19442963006314548*I	0.45120883387195054-0.2315130455172623*I	0.1302686224879609-0.20676033622493153*I	-0.024903390942334142-0.1306624489884709*I	-0.06898716038605414-0.04060274140767243*I	-0.04359834125646523+0.02252982641011582*I	0.0012441438158456116+0.03897396762150063*I	0.02572222010752457+0.018895810281577427*I	0.018989548288510887-0.0094044016818817*I	-0.0026356432502825018-0.02147244869902764*I	-0.01582995032476675-0.01213506395111525*I	-0.010882960896744892+0.0056398749442506824*I	0.003420850154110372+0.014944012070139802*I	0.011628499679857556+0.009327522811905993*I	0.0069717492418919485-0.0037911879864510104*I	-0.0038920541559258593-0.0116672090672279*I	-0.009336286134555411-0.00795176362152088*I	-0.004659333065366314+0.0026315030320426995*I	0.004237257593960234+0.009752862854319711*I	0.007898275175112967+0.0072397269644875265*I	0.0030876686794466843-0.0017956062222867736*I	-0.0045467565688861655-0.008543040786443195*I	-0.0069159697374511515-0.006904798295360113*I	-0.0018986362243814457+0.0011254173913431466*I	0.004864331200460202+0.0077487092605304465*I	0.006201163696041291+0.006819251940705415*I	0.0009065347936437641-0.0005436345029384684*I	-0.005224058724642918-0.007234156667595521*I	-0.005656669440459184-0.006932443752597734*I
0.013960089753706403-0.019426244699204627*I	0.020728503972459355-0.016325580991816784*I	0.012933438497901066+0.010154748679314282*I	-0.01213678270015337+0.03514004603328934*I	-0.04439253044917955+0.025523144117207273*I	-0.057188525464199114-0.03388249534887083*I	-0.012896894030510222-0.12543143021375475*I	0.1302686224879609-0.2067603362249315*I	0.43920233696012667-0.23674406429197828*I	0.1255502241362697-0.2011498761219464*I	-0.018582434060676768-0.12049336548580288*I	-0.05898352196915642-0.03549354933459904*I	-0.040122386738628404+0.018475052480592394*I	-0.004668169855861256+0.030258469039232083*I	0.017071308858445877+0.013824770574487548*I	0.01645403753697472-0.006485978232465802*I	0.003077128856960459-0.013786369754953563*I	-0.008134633735173577-0.007030654640325568*I	-0.009105103684677327+0.00361129691691082*I	-0.002235819286349018+0.00801156831754272*I	0.004626583743146757+0.004121944171651654*I	0.0058396368864016505-0.0025067880475800825*I	0.0018203961575155463-0.005299879402999883*I	-0.0028429789762026017-0.0025778433074672502*I	-0.004108221736710332+0.002008708189770187*I	-0.0016307296722444977+0.0038148538806969594*I	0.001774200312770995+0.0016260427162237683*I	0.0030876686794464726-0.0017956062222872404*I	0.0015773182934555859-0.0029293565381802106*I	-0.0010479824712461615-0.0009667893217377598*I	-0.002449747553036715+0.0017482122336156475*I	-0.0016289759578917186+0.0023747889464770236*I	0.0004887133826006121+0.000451922276477641*I	0.0020386471491344264-0.0018280344418091636*I	0.0017778572120678905-0.0020285780273408298*I
-0.011555483889282748-0.02197466671046595*I	-0.006773513610827498-0.0251424705942005*I	0.01152093544421888-0.004522824687823793*I	0.0214520763969736+0.025943901918193173*I	0.0030391403208032165+0.04058502160722962*I	-0.037912801226298316+0.017591761682164486*I	-0.06426876203436245-0.0462132015106575*I	-0.024903390942333733-0.13066244898847124*I	0.12555022413626993-0.20114987612194654*I	0.44552329384178413-0.2265749807893102*I	0.13555386255316776-0.19604068404887265*I	-0.015106479542839472-0.12454813941532604*I	-0.06489583564086276-0.04420904791686742*I	-0.04877329798770661+0.013404012773502475*I	-0.007203680607397172+0.03317689248864786*I	0.02278408096568886+0.021510849518561498*I	0.024149354126567806-0.0013815689216761674*I	0.004854986069027935-0.015814947782293417*I	-0.013791303175633008-0.013963098392922643*I	-0.01610701962138817-0.0015942817233435215*I	-0.003367931641839477+0.00929596825641364*I	0.010339034056587856+0.010489273835879703*I	0.01233294404475409+0.00286713226647365*I	0.002371507486171258-0.005922674245272236*I	-0.008710966242407386-0.008515852281089831*I	-0.010232296599052134-0.003604976058493435*I	-0.0016307296722444411+0.0038148538806965907*I	0.007898275175112948+0.007239726964486841*I	0.008955655945651493+0.004142402751335242*I	0.0010262069648002065-0.002306561695907513*I	-0.0075412896295982135-0.006340709635790928*I	-0.008162197866477428-0.004619117430611858*I	-0.0004968636024009503+0.001090389007606558*I	0.007490629319311602+0.0056575009167324905*I	0.007695316589593748+0.005104409310788647*I
-0.02073360336453397-0.005716225894995842*I	-0.020763052417523294-0.010171910406472869*I	0.0017451242882450758-0.009353317355321506*I	0.026696858465175638+0.0009221508861165763*I	0.02793180561985516+0.018012519483150313*I	-0.004041096249359775+0.028254315445442664*I	-0.04991929813812158+0.012360742907447533*I	-0.06898716038605342-0.040602741407673046*I	-0.018582434060676202-0.12049336548580333*I	0.1355538625531681-0.19604068404887293*I	0.4489992483596217-0.2306297547188331*I	0.1296415488814615-0.20475618263114106*I	-0.023757390791917785-0.12961917912241613*I	-0.06743134639239882-0.04129062446745195*I	-0.04306052588046384+0.021090091717576073*I	0.0004916359821957886+0.038281301799437166*I	0.024561938177756353+0.01948227149122147*I	0.018492684686108558-0.00831401267427335*I	-0.0021469298676826533-0.021020526422547876*I	-0.0149234155311233-0.012678698454051956*I	-0.010394569307947094+0.004773047940884189*I	0.0031253755165127637+0.014669888570467025*I	0.010890145385243305+0.00986647899360709*I	0.006464956778549122-0.0030708767071490387*I	-0.0037525673761705917-0.011536358493535842*I	-0.00871096624240728-0.008515852281090131*I	-0.0041082217367101395+0.002008708189769719*I	0.004237257593960524+0.009752862854319174*I	0.007347163846457394+0.007862521806759691*I	0.002462348787299209-0.001231517562717717*I	-0.0046862433486407045-0.008673891360134774*I	-0.006409177274107553-0.007625109574661179*I	-0.0011602819297664457+0.0005864612096431368*I	0.0051598058380584195+0.008022832760204438*I	0.005712772107243755+0.0076860789440733384*I
