0.46465944813109805-0.11401874570921465*I	0.1917944737691349-0.16939989099982797*I	0.02136338034744089-0.14528781817003095*I	-0.06158642607659208-0.0690089987793402*I	-0.06433770420946898+0.006815077756352999*I	-0.02146453562352997+0.041578820679108494*I	0.020190817836656806+0.030388021459081073*I	0.030812009087884777-0.0008847042602968308*I	0.012356307206909877-0.021048437418492494*I	-0.011542113580547571-0.017251484093026234*I	-0.019253824317412106+0.000461830940105886*I	-0.007982627964343637+0.013241891303668474*I	0.008153620655257649+0.011155690299581572*I	0.013687399851187335-0.0005229009495787011*I	0.005546851982009679-0.009249790715157595*I	-0.006433695892669309-0.007743304128679242*I	-0.010511761525943799+0.0006085047717436821*I	-0.004034523020601463+0.006848786249198379*I	0.005429807255171073+0.005602139109826425*I	0.00850498379958283-0.0006574028266350131*I	0.003019812209537311-0.005243572603569689*I	-0.004793896178347879-0.004151102709986092*I	-0.007148181005774743+0.0006664492084734557*I	-0.0022974783418603447+0.004084674310016154*I	0.004372395050556355+0.003111324255945909*I	0.006186878046561199-0.0006412768708126098*I	0.0017572828914933895-0.0031965015395844986*I	-0.004089490574663856-0.0023344231931215352*I	-0.00548435169902034+0.0005866197180795089*I	-0.0013365864535774521+0.0024809661183187886*I	0.003902669392188437+0.001734359717142048*I	0.004959196829559738-0.0005059389529696532*I	0.0009943686348566586-0.0018793375289772338*I	-0.003790266552153462-0.0012586503383714628*I	-0.004564205442885928+0.0004007695991463359*I	-0.0007066830069030289+0.00135385611421526*I	0.0037368505685201102+0.0008740251497941638*I	0.004266111026150824-0.000270307726665112*I	0.0004537575185885077-0.0008773757986002953*I	-0.0037362402059490604-0.0005569177948545591*I	-0.00404458565962241+0.00011429950219973892*I	-0.00022112558323323392+0.0004320455224482214*I	0.003787272046875718+0.00029391856708683946*I	0.0038884286436706265+0.00007255512592770428*I
0.19179447376913486-0.16939989099982797*I	0.48602282847853884-0.2593065638792459*I	0.1302080476925428-0.2384088897791684*I	-0.04297432386202806-0.1384727404136785*I	-0.0830509617001219-0.027430178100232187*I	-0.04414688637281185+0.037203099215433785*I	0.009347473464355228+0.04069411641881165*I	0.0325471250435671+0.009339584040588713*I	0.019269895507337473-0.018136188353322945*I	-0.006897517110502125-0.020586606478386536*I	-0.019524741544891297-0.004009592789357692*I	-0.011100203662154607+0.011617521239687664*I	0.005704771886843533+0.012718990354090177*I	0.0137004726372672+0.0019058995844245016*I	0.007253703958517971-0.008266205078257472*I	-0.004964909543934078-0.008641285943413641*I	-0.010468218913270634-0.0008945178794808604*I	-0.00508195427077251+0.0062106438815699135*I	0.0044704607789816135+0.006191383422563071*I	0.008449619464708586+0.000358566506256418*I	0.003711087621235056-0.004808505536621411*I	-0.00412836879623745-0.0045771233950965065*I	-0.0070913745202083244-0.00006642839997016355*I	-0.002775785955218513+0.0037777734644192187*I	0.0038893997047007517+0.0034433974392034795*I	0.0061296779420496805-0.00008517728363859899*I	0.002097387471897299-0.0029757000639341236*I	-0.003727068807527012-0.002609881821504939*I	-0.00542607702824143+0.0001465429251973551*I	-0.0015816823068321103+0.002320979435221726*I	0.0036226103759819757+0.0019750271653493474*I	0.004897038027044691-0.00014497781183498502*I	0.0011689302774058258-0.0017645892913409657*I	-0.0035698368080297146-0.0014785679298307851*I	-0.004496949559056881+0.00009520577584393094*I	-0.0008273548743661334+0.001274794748940703*I	0.0035594280192475496+0.0010835483875504081*I	0.0041906080871084335-3.350648805873356*^-6*I	0.0005298708202016593-0.0008272255215194816*I	-0.003590828141033885-0.0007630762964004445*I	-0.003957365789182125-0.0001248722724062603*I	-0.00025731361274639465+0.00040821806928666876*I	0.0036673030604377124+0.0005046006483760317*I	0.0037872720468759263+0.0002939185670869159*I
0.021363380347440595-0.14528781817003114*I	0.13020804769254257-0.2384088897791686*I	0.4216851242690696-0.2524914861228936*I	0.10874351206901302-0.19683006910006093*I	-0.02278350602537064-0.10808471895459826*I	-0.052238952612236135-0.02831488236052934*I	-0.031790579165900945+0.016154661796941427*I	-0.0021946401161915597+0.023442632325785754*I	0.01329330072615539+0.00980141498069486*I	0.011287267542993803-0.004894297049654348*I	0.0012561035447552023-0.009430916178804758*I	-0.00583734169370436-0.0045324937389358355*I	-0.005553351680145282+0.002367730524531054*I	-0.0007289240058260089+0.0049756862254120866*I	0.003188711111323347+0.0025144043561691155*I	0.003219180937916652-0.0014174188290586782*I	0.00046489771123734477-0.0030391468335873445*I	-0.0019632351136873076-0.0015519207061163633*I	-0.002062142061234684+0.0009670712779995893*I	-0.0003234353993658948+0.00204028071257634*I	0.001301438458933965+0.0010250157147292864*I	0.0014136092793745824-0.0007238312266057613*I	0.00024402625431862803-0.0014657991391509723*I	-0.0009044964736474291-0.0007077052707829636*I	-0.001018503063725362+0.000581271924834691*I	-0.0002000908699632609+0.001108974246082018*I	0.0006453262430292134+0.0005014424344410437*I	0.0007608010183196458-0.0004947339456151214*I	0.0001756005846610563-0.0008755221043625505*I	-0.0004668801986822895-0.0003593960277718307*I	-0.0005873136719762855+0.000441641906244999*I	-0.00016765617617248287+0.0007163768269783187*I	0.00033283258415773214+0.0002557917873116757*I	0.00046224727050186054-0.0004107331771254056*I	0.00016701376048962945-0.0006045427800362099*I	-0.0002308385329066604-0.00017510195082060244*I	-0.0003735973557781225+0.0003974189503410668*I	-0.00017681218670190897+0.0005266305926964199*I	0.00014602242748580586+0.00011094885339423384*I	0.00030874523696851894-0.00039517999907106227*I	0.0001964439058422971-0.00046915772931345326*I	-0.00006893714551078638-0.00005231714647836365*I	-0.00025731361274572553+0.00040821806928686955*I	-0.00022112558323260386+0.0004320455224484247*I
-0.06158642607659248-0.06900899877934026*I	-0.04297432386202859-0.13847274041367863*I	0.10874351206901275-0.1968300691000609*I	0.4418759421057272-0.2221034646638135*I	0.13955552115689912-0.19771477336035836*I	-0.010427198818459266-0.12913315637309064*I	-0.0637810661927825-0.04556636645355502*I	-0.05104440348331242+0.01661649273704797*I	-0.010177268080535196+0.03668452362945465*I	0.02144692138141255+0.02095710528027665*I	0.024974667394180486-0.00541719799923268*I	0.0068029555267643165-0.01868070689396152*I	-0.012271037586374033-0.0122757978676138*I	-0.016065113206089207+0.002976235296276046*I	-0.004763447026427382+0.011824472474611332*I	0.008618518366494726+0.00811654346599575*I	0.011724164737499978-0.0020748216556940487*I	0.0034847099207752598-0.008282719437157679*I	-0.006757131292034642-0.005703023416103135*I	-0.009210323067009127+0.0016335204864724442*I	-0.00262091374122627+0.006124955022591999*I	0.0056738335094899985+0.004136339970674837*I	0.007600487325935312-0.0013651080974185477*I	0.0020013091458115704-0.0046623006787354475*I	-0.004993987048311612-0.0030421284639043232*I	-0.006502854762745919+0.0011678916429144744*I	-0.0015366773235409394+0.003589940364401161*I	0.004547995635217262+0.0022358021515835667*I	0.0057199978478787005-0.0010006728985841543*I	0.0011699692195166831-0.002754859633339082*I	-0.0042571467508370625-0.0016180463661426415*I	-0.005151519114863622+0.0008424115053918483*I	-0.0008743391830767952+0.002070232941194008*I	0.00406968315267684+0.0011298169371063592*I	0.004728358296651971-0.0006810409037897701*I	0.0006207712790775804-0.0014819185786355661*I	-0.003967078738856246-0.0007320197456742425*I	-0.004418183015401011+0.0005117184525414768*I	-0.0003979377699353955+0.0009586761151449946*I	0.003933294474361718+0.0004048674204812301*I	0.004197173880639828-0.000322624873143221*I	0.00019644390584321327-0.00046915772931326976*I	-0.003957365789180717-0.00012487227240592417*I	-0.004044585659621368+0.00011429950220000913*I
-0.06433770420946935+0.006815077756352763*I	-0.08305096170012244-0.027430178100232423*I	-0.022783506025371103-0.10808471895459838*I	0.1395555211568989-0.19771477336035842*I	0.45423224931263867-0.24315190208230586*I	0.12801340757635277-0.21496625745338385*I	-0.029681023135870767-0.1286713254329837*I	-0.07176369415712638-0.032324475149885616*I	-0.0428907828280556+0.027772183036630083*I	0.003510131770651083+0.03616162267987626*I	0.02699377336342143+0.011707314565119517*I	0.018540971501510784-0.013160502127911148*I	-0.003708805999179487-0.01807220212221689*I	-0.016305560606975262-0.005427011618414706*I	-0.01063530595091779+0.0085783744061027*I	0.0037415367731558485+0.011167069647976053*I	0.011638330576032474+0.002872970862425533*I	0.006930268559152519-0.0062259243656806506*I	-0.003663471084999208-0.007616270228684558*I	-0.009054609633894982-0.0016183491060871196*I	-0.00483792801645308+0.0047448447424183774*I	0.003565964305334384+0.005483678151779555*I	0.007431116400982781+0.0009398384310906207*I	0.0035109967512709566-0.0036995312905397106*I	-0.003483042553209092-0.004075680960655509*I	-0.0063305735018892775-0.000561162345585047*I	-0.0026001853705577647+0.0029022513600570946*I	0.0034225195060182474+0.003084001411432186*I	0.005542364270072963+0.0003564646226070621*I	0.0019297312957239033-0.002259323236954954*I	-0.003394236223370747-0.002354090034192236*I	-0.004963829757741446-0.0002641902519269801*I	-0.0014146685463444502+0.0017164366551864821*I	0.0033917718430735763+0.001799925214529604*I	0.004523440671265198+0.000252441138507016*I	0.000992118090702781-0.0012379586986433282*I	-0.0034238143805451165-0.0013676190764350454*I	-0.00418820432208985-0.00029997422322560776*I	-0.0006309109685254696+0.0008056370196284229*I	0.0034904908737354912+0.0010312312410726842*I	0.003933294474362384+0.0004048674204812305*I	0.00030874523696991545-0.0003951799990709193*I	-0.0035908281410322257-0.000763076296400194*I	-0.00373624020594793-0.0005569177948543633*I
-0.021464535623530068+0.04157882067910815*I	-0.04414688637281201+0.03720309921543338*I	-0.05223895261223639-0.02831488236052945*I	-0.010427198818459535-0.1291331563730904*I	0.1280134075763527-0.2149662574533835*I	0.43497842499522743-0.24269007114219857*I	0.12003077961200888-0.2017243661497139*I	-0.021527402480614508-0.1175156351334012*I	-0.058076294305940766-0.03284737609946379*I	-0.0373439308460473+0.018522392321472868*I	-0.00292356412201878+0.02841831855119739*I	0.01648201183747783+0.012315819336863515*I	0.014506448480909973-0.006311715878712709*I	0.001721001255992289-0.01247006301239079*I	-0.007800576807391891-0.0060844144450503505*I	-0.007615493741380145+0.003334801802532305*I	-0.0010523594051918338+0.007015966937989458*I	0.0044901495702578155+0.0035394200708988243*I	0.004632790217292093-0.002141250055664317*I	0.0007089239655568102-0.0045049459727381875*I	-0.0028677315873343844-0.0022596259768990945*I	-0.0030806451249604395+0.0015483432028345803*I	-0.0005235262693301709+0.0031492549586586817*I	0.0019467647019619674+0.0015264581491706965*I	0.002174410297693284-0.0012185651722204209*I	0.0004196268389792364-0.0023413212435129446*I	-0.0013713766723297957-0.0010671012985541133*I	-0.0016058167357017525+0.0010229138310804727*I	-0.0003677470461363268+0.0018253510730612344*I	0.0009781588271856375+0.0007572342217537157*I	0.0012230482888195718-0.0009054671227395165*I	0.00034261434514854867-0.0014800648843978385*I	-0.0006977187315907503-0.0005344979785916109*I	-0.00096091102775552+0.00083906085658693*I	-0.0003444683628748816+0.0012430074196758485*I	0.00047885501164319935+0.0003667406407073378*I	0.0007709925074696166-0.0008059131761949031*I	0.0003634576663304898-0.0010737005093483223*I	-0.0002997756784192256-0.00022741909729814862*I	-0.0006309109685251962+0.0008056370196281959*I	-0.00039793776993471815+0.0009586761151447753*I	0.00014602242748686068+0.00011094885339412737*I	0.0005298708202027902-0.0008272255215194898*I	0.0004537575185892496-0.0008773757986002727*I
0.020190817836657007+0.030388021459080726*I	0.009347473464355497+0.04069411641881129*I	-0.031790579165900786+0.016154661796941458*I	-0.0637810661927825-0.045566366453554545*I	-0.029681023135870788-0.1286713254329831*I	0.12003077961200882-0.20172436614971376*I	0.44313204565048336-0.23153438084261602*I	0.133718179463194-0.20224726709929206*I	-0.01598055049860671-0.12676542584855824*I	-0.06450999019861099-0.04059068022814263*I	-0.04785569237199081+0.019130897093216696*I	-0.006958087142619189+0.03526710480039541*I	0.02191181909265014+0.01791795844668908*I	0.023011432280493734-0.006969118705348889*I	0.0047408134655300745-0.017713635615961613*I	-0.01259447298573964-0.010235517155037238*I	-0.014763674747154931+0.004001251011005447*I	-0.003349837747052332+0.011100641248005758*I	0.008862544620813848+0.006650744326845255*I	0.0108196682638527-0.002782526926476145*I	0.002466206857049368-0.007701447512321813*I	-0.006957222161999143-0.004594049170019845*I	-0.008564996823981506+0.002134962920914659*I	-0.0018601127229079977+0.005630221076977825*I	0.005849434094150351+0.003260817866313013*I	0.0071336071272530485-0.0017245041251897633*I	0.0014139954738356763-0.004220658772489818*I	-0.005161643224483951-0.002325751636925285*I	-0.00617002217858881+0.0014236834302268982*I	-0.0010744300530405714+0.0031792071872764126*I	0.004715009395704916+0.0016312593715478371*I	0.0054891593149703-0.0011757748494044065*I	0.0007963718637377087-0.002357440682997624*I	-0.0044339589375387315-0.0010914157734456121*I	-0.005005496687376883+0.0009533603587869378*I	-0.0005655939461074246+0.0016750529421238746*I	0.004266127058519227+0.0006606592077936323*I	0.004659421151140379-0.0007333580502678079*I	0.0003634576663306644-0.001073700509348784*I	-0.0041882043220896215-0.00029997422322617886*I	-0.00441818301540084+0.0005117184525410114*I	-0.0001768121867018273+0.0005266305926960962*I	0.004190608087108448-3.3506488060862266*^-6*I	0.00426611102615082-0.0002703077266652245*I
0.030812009087885017-0.000884704260297093*I	0.03254712504356754+0.00933958404058845*I	-0.0021946401161910207+0.023442632325785844*I	-0.05104440348331189+0.016616492737048492*I	-0.07176369415712605-0.03232447514988494*I	-0.02152740248061427-0.11751563513340062*I	0.133718179463194-0.2022472670992918*I	0.44867889763249114-0.24078417155777304*I	0.1272844835705234-0.20999057122797063*I	-0.02649231202455035-0.12615692107681425*I	-0.06854451321921112-0.03374189397894441*I	-0.042425885116817975+0.024733036203042333*I	0.0015468966569650892+0.03460970197375918*I	0.02493163130218821+0.012674385843118105*I	0.018217536102146006-0.011120221415335932*I	-0.0024073675402447965-0.017047186407488597*I	-0.014891951327600147-0.006150842845021086*I	-0.010391279696598768+0.0071125752669516686*I	0.0028370402995084904+0.010459364377193647*I	0.010619827512306548+0.003454242787261325*I	0.00673017768918791-0.0051169501195972005*I	-0.0030181448419719084-0.00711482779424206*I	-0.008293808615577242-0.0021130830517010766*I	-0.004662327431793285+0.003869322638056536*I	0.0030990841066518187+0.005124282124008041*I	0.006843802729007064+0.0013814803373357807*I	0.0033433405750992926-0.0029831544635611686*I	-0.0031502099690510215-0.0038198891733435213*I	-0.00586832623138802-0.00097189552271021*I	-0.00243317161006958+0.002297708580020903*I	0.0031916809731099365+0.0029088994606114114*I	0.005168766914293828+0.0007538835729479943*I	0.0017529191090221875-0.0017326926442584232*I	-0.0032482137958836075-0.0022431411807976786*I	-0.004655084520771089-0.0006593702509978033*I	-0.0012182246405006377+0.001247278925872846*I	0.00332283469756349+0.0017476080680505367*I	0.004266127058519456+0.0006606592077928763*I	0.0007709925074699852-0.0008059131761958883*I	-0.003423814380544945-0.0013676190764358386*I	-0.003967078738856607-0.0007320197456747241*I	-0.00037359735577904504+0.00039741895034078975*I	0.0035594280192464234+0.0010835483875502188*I	0.003736850568519341+0.000874025149794049*I
0.012356307206909946-0.021048437418492476*I	0.01926989550733773-0.018136188353322886*I	0.013293300726155933+0.00980141498069502*I	-0.01017726808053444+0.036684523629454874*I	-0.04289078282805483+0.027772183036630316*I	-0.05807629430594014-0.0328473760994636*I	-0.015980550498606385-0.1267654258485581*I	0.12728448357052358-0.20999057122797066*I	0.4381671361065473-0.240175666786029*I	0.1232499605499233-0.20314178497877228*I	-0.02106250476937724-0.12055478196698818*I	-0.06003952941962649-0.034399296805580265*I	-0.03940607290727969+0.01948946359947168*I	-0.003246999521382665+0.030458599263772364*I	0.01778345029641315+0.013340835051591287*I	0.015920057760285353-0.007035547105319652*I	0.001965027510311415-0.013935862151542364*I	-0.0087050732810391-0.006792119715833355*I	-0.008633996805105775+0.0039160737273673885*I	-0.0012524502751561119+0.00812494118407211*I	0.005135475813285282+0.004040862505340526*I	0.005393591235609667-0.0026359840012790165*I	0.0008845245502161145-0.005380468077100755*I	-0.0033346117860175587-0.0026190220046713674*I	-0.0036679587969365803+0.001989985109078951*I	-0.0006911824455018128+0.0038656317856365*I	0.0022795972861205647+0.001782249936482145*I	0.002636657568195386-0.0016292983493459137*I	0.0005866405994682241-0.0029458640235493416*I	-0.0016022152052376979-0.0012422032493750713*I	-0.0019794140914810433+0.0014203327814212264*I	-0.0005445592328386577+0.0023519816657576664*I	0.0011241812546720395+0.0008681830751482907*I	0.0015317935257894374-0.0013006471218103297*I	0.0005390582509923443-0.001949222613711714*I	-0.0007666558771004008-0.0005868151250713305*I	-0.0012182246405005868+0.0012472789258718296*I	-0.000565593946107027+0.0016750529421223734*I	0.0004788550116438236+0.000366740640706035*I	0.0009921180907031114-0.001237958698644045*I	0.0006207712790770867-0.0014819185786357609*I	-0.0002308385329080556-0.00017510195082058412*I	-0.00082735487436788+0.0012747947489407058*I	-0.0007066830069042358+0.0013538561142152265*I
-0.011542113580547726-0.017251484093025925*I	-0.006897517110502175-0.020586606478386133*I	0.011287267542994132-0.004894297049654097*I	0.021446921381413277+0.02095710528027657*I	0.0035101317706519998+0.03616162267987588*I	-0.03734393084604646+0.01852239232147243*I	-0.06450999019861052-0.040590680228142904*I	-0.02649231202455021-0.1261569210768144*I	0.1232499605499232-0.20314178497877225*I	0.44359694336172045-0.23457352767620274*I	0.1317549443495082-0.20379918780540796*I	-0.018042692559838747-0.12579835457055843*I	-0.06483342559797425-0.03855039951556677*I	-0.046554253913054996+0.02015591280794517*I	-0.005544477863243622+0.034543273573789016*I	0.02215584534696919+0.016452159307537885*I	0.022106935806846483-0.007676823976131627*I	0.00372231040180464-0.017132363691126525*I	-0.012794563855703463-0.009126542908954986*I	-0.014118348504126906+0.004502693445446302*I	-0.002589036728734329+0.010605907302389887*I	0.009038145205473287+0.005775222222481374*I	0.010352788065169347-0.003141922954249732*I	0.001878893185072816-0.00725980560607864*I	-0.007124878338171222-0.00387767234304297*I	-0.008232164239823137+0.002390754708225534*I	-0.0013978654524057807+0.005219487899852182*I	0.006016447854639761+0.002656275086276796*I	0.006902768594345633-0.0018996060760103936*I	0.0010403981180565874-0.003823239822148727*I	-0.005338455411186627-0.001799121044228485*I	-0.0060239997511033205+0.0015346322836220288*I	-0.000765684816071973+0.0027840271882064215*I	0.004911453301547436+0.0011621016422348736*I	0.005420222169459642-0.0012280919958835047*I	0.0005390582509919957-0.001949222613712693*I	-0.004655084520771235-0.0006593702509995724*I	-0.005005496687376451+0.000953360358785076*I	-0.00034446836287402045+0.0012430074196745978*I	0.004523440671265863+0.0002524411385066264*I	0.004728358296651783-0.0006810409037895783*I	0.0001670137604884317-0.0006045427800359138*I	-0.004496949559058545+0.00009520577584405752*I	-0.004564205442887119+0.0004007695991463286*I
