0.40682687586543387-0.6242686517352658*I	-0.2705023761363313-0.3654852560334944*I	-0.18813497998025955+0.11685088301084386*I	0.08137356618639935+0.0827499027752236*I	0.013347257658038111-0.0728112943374652*I	-0.04703861797080598+0.008004800903912156*I	0.02585972673276435+0.0402400241951003*I	0.009313017338717769-0.03326385284993312*I	-0.023572355960815614-0.005774102189088408*I	0.01220619983667418+0.030123005308345954*I	0.006246018157288185-0.017542465389428323*I	-0.013769765072246861-0.012379990849424392*I	0.007577918626115673+0.02477809210224651*I	0.0031486679865498565-0.007838424240862805*I	-0.008873265638758548-0.016903505184184417*I	0.006856228289484004+0.020736048250946562*I
-0.27050237613631656-0.3654852560335082*I	0.21869189588519464-0.5074177687244413*I	-0.1891288099499163-0.2827353532582839*I	-0.1747877223222128+0.0440395886733783*I	0.03433494821559769+0.09075470367914107*I	0.03920698439080387-0.03257127014236387*I	-0.037725600632088366-0.02525905194602446*I	0.0022873707719533697+0.034465922006007704*I	0.021519217175397256-0.0031408475415944034*I	-0.017326337803530854-0.02331656757852949*I	-0.0015635652355811026+0.01774301445891069*I	0.013823936783402654+0.0072356267128181675*I	-0.010621097085690664-0.020218415090279475*I	-0.00129534701263442+0.007874586918070609*I	0.010004896276047594+0.012897624010089793*I	-0.008873265638744444-0.01690350518418084*I
-0.18813497998023718+0.11685088301083371*I	-0.18912880994990441-0.2827353532582926*I	0.23203915354322985-0.5802290630619069*I	-0.23616742792072687-0.2747305523543634*I	-0.1489279955894447+0.08427961286847961*I	0.04364796555431853+0.057490850829197096*I	0.015634628429987512-0.03834537233145863*I	-0.025519400795410905+0.004863953362322648*I	0.008533388929245156+0.016923456616573625*I	0.007749452103146729-0.015520838391029574*I	-0.009748419177416891+0.00146152452371889*I	0.001585102750977572+0.00990459021806309*I	0.004950671144653971-0.00966787847135116*I	-0.0037648687961975603+0.000517633160672562*I	-0.0012953470126172107+0.007874586918066173*I	0.003148667986574964-0.007838424240865558*I
0.08137356618640729+0.0827499027752385*I	-0.1747877223222181+0.04403958867338602*I	-0.23616742792073808-0.2747305523543648*I	0.25789888027598806-0.5399890388667985*I	-0.22685441058199904-0.3079944052043104*I	-0.1725003515502573+0.078505510679371*I	0.05585416539098801+0.08761385613754474*I	0.021880646587274073-0.05588783772087268*I	-0.03928916586765657-0.0075160374870982954*I	0.016111307555365703+0.04170154871882149*I	0.010898120089710958-0.02335926263187929*I	-0.01862168481616066-0.0154419806604491*I	0.008441331040464852+0.03064063846901759*I	0.004950671144652311-0.009667878471353517*I	-0.010621097085682197-0.020218415090285227*I	0.007577918626129012+0.024778092102240756*I
0.013347257658029538-0.07281129433744439*I	0.0343349482155774+0.09075470367915878*I	-0.14892799558945977+0.08427961286848608*I	-0.2268544105819987-0.3079944052043075*I	0.2343265243151897-0.5457631410559062*I	-0.21464821074532797-0.27787139989597265*I	-0.1662543333929734+0.060963045289957565*I	0.04208440031874338+0.07523386528813701*I	0.029458565213391717-0.031109745618623674*I	-0.03614049788110026-0.0153544617279649*I	0.007238041916620044+0.02479804353463375*I	0.017754348379200806-0.0026232143809371035*I	-0.018621684816166363-0.01544198066044981*I	0.0015851027509721921+0.009904590218076374*I	0.013823936783397647+0.007235626712837284*I	-0.013769765072251423-0.012379990849414286*I
-0.04703861797081275+0.008004800903913714*I	0.03920698439079863-0.03257127014235942*I	0.04364796555432359+0.05749085082920408*I	-0.17250035155024454+0.07850551067937829*I	-0.2146482107453225-0.2778713998959677*I	0.24057254247246437-0.5633056064453225*I	-0.22841797581757492-0.2902513907453802*I	-0.15867641476685132+0.08574113739221055*I	0.04523306830529288+0.06739544104726974*I	0.020585299574633252-0.048013250802817924*I	-0.029284269591614183+0.005381586522970001*I	0.007238041916613876+0.024798043534629007*I	0.01089812008970736-0.023359262631873948*I	-0.009748419177408266+0.001461524523749931*I	-0.0015635652355720925+0.01774301445894614*I	0.006246018157288293-0.01754246538941316*I
0.025859726732773633+0.04024002419509054*I	-0.03772560063207406-0.025259051946035144*I	0.01563462843000113-0.03834537233146278*I	0.05585416539099612+0.08761385613754527*I	-0.16625433339297482+0.06096304528995853*I	-0.2284179758175806-0.29025139074537876*I	0.24815046109858455-0.5385275143430687*I	-0.22526930783101928-0.298089814986244*I	-0.16754968040561014+0.06883763220802178*I	0.05208929659477857+0.08813148929821442*I	0.02058529957463579-0.04801325080281363*I	-0.03614049788110216-0.015354461727963231*I	0.01611130755536912+0.04170154871883178*I	0.007749452103167728-0.015520838391006098*I	-0.017326337803503948-0.023316567578519853*I	0.012206199836689491+0.030123005308335324*I
0.009313017338740973-0.033263852849944944*I	0.0022873707719680766+0.03446592200599331*I	-0.025519400795413386+0.004863953362313654*I	0.021880646587268758-0.05588783772087834*I	0.04208440031873929+0.07523386528812946*I	-0.1586764147668557+0.0857411373922071*I	-0.22526930783102034-0.2980898149862403*I	0.239277195459835-0.5554310195272522*I	-0.21841307954153058-0.2773537667352991*I	-0.1675496804056072+0.06883763220802255*I	0.045233068305299204+0.06739544104727302*I	0.02945856521339791-0.0311097456186212*I	-0.03928916586765084-0.007516037487094151*I	0.008533388929254725+0.01692345661657571*I	0.021519217175414163-0.0031408475416117264*I	-0.023572355960799356-0.005774102189114298*I
-0.023572355960794048-0.005774102189103084*I	0.021519217175409305-0.0031408475416047493*I	0.00853338892924022+0.016923456616574815*I	-0.03928916586766256-0.007516037487097699*I	0.02945856521338949-0.031109745618628934*I	0.0452330683052954+0.06739544104726436*I	-0.16754968040560023+0.06883763220802297*I	-0.21841307954152095-0.27735376673529544*I	0.2392771954598359-0.5554310195272583*I	-0.22526930783102275-0.2980898149862523*I	-0.1586764147668506+0.08574113739220166*I	0.04208440031874789+0.07523386528813149*I	0.02188064658727241-0.05588783772087238*I	-0.025519400795417237+0.004863953362321691*I	0.002287370771955925+0.034465922005995894*I	0.009313017338727678-0.03326385284994793*I
0.01220619983667888+0.030123005308337614*I	-0.01732633780351711-0.023316567578525738*I	0.007749452103159998-0.015520838391018126*I	0.016111307555361686+0.04170154871882628*I	-0.03614049788111483-0.015354461727960067*I	0.02058529957463192-0.04801325080281337*I	0.05208929659479491+0.08813148929820752*I	-0.16754968040559293+0.06883763220801509*I	-0.22526930783101984-0.2980898149862481*I	0.24815046109857997-0.5385275143430742*I	-0.22841797581757692-0.29025139074538553*I	-0.16625433339297718+0.06096304528995816*I	0.05585416539097854+0.0876138561375545*I	0.01563462842998299-0.038345372331450106*I	-0.03772560063208051-0.025259051946028205*I	0.025859726732774316+0.04024002419509072*I
