0.4784694112587825-0.09332449665234314*I	0.20814501478362424-0.14672722682121564*I	0.02331780989001989-0.14099699599373547*I	-0.07588797364235833-0.08650915278177082*I	-0.07916747966452083-0.015795419943907797*I	-0.020071432148172+0.0353368105570001*I	0.03742589933399202+0.046895567712460604*I	0.04585753159025662+0.023353712194490728*I	0.008031471859480104-0.012117657106433444*I	-0.03259939417644425-0.033357651258028434*I	-0.035376316125948125-0.02711906338213809*I
0.20814501478362415-0.14672722682121558*I	0.5017872211488024-0.23432149264607854*I	0.13225704114126596-0.23323637960298638*I	-0.055849669774500704-0.15679241593764331*I	-0.09595940579052992-0.051172342224770906*I	-0.04174158033052832+0.03110014776855246*I	0.02578609944208514+0.058690522751490365*I	0.045457371193472526+0.034777910606026675*I	0.0132581374138126-0.010003939063538103*I	-0.027344844266467924-0.0392367204885718*I	-0.03259939417644424-0.03335765125802856*I
0.023317809890019994-0.1409969959937353*I	0.13225704114126602-0.23323637960298615*I	0.42261974148428183-0.25011691258998614*I	0.1121856089930946-0.19789956904598646*I	-0.018423770440507605-0.10989684822518336*I	-0.050101874200272054-0.02781863003028116*I	-0.03371010847104705+0.018982490662117855*I	-0.006813294734358314+0.02533287149346085*I	0.010081055067524755+0.00765884722388776*I	0.013258137413812637-0.010003939063538601*I	0.008031471859480138-0.012117657106433883*I
-0.07588797364235808-0.08650915278177058*I	-0.055849669774500406-0.15679241593764298*I	0.11218560899309482-0.19789956904598632*I	0.46004564081827515-0.20322134487752638*I	0.15804314058335286-0.17454585685149704*I	-0.010392298581025777-0.12201450533161838*I	-0.08270126837671492-0.06117628128831115*I	-0.06908642459699443-0.008136572720021502*I	-0.006813294734358254+0.025332871493460023*I	0.04545737119347259+0.03477791060602549*I	0.04585753159025665+0.023353712194489874*I
-0.07916747966452052-0.015795419943907794*I	-0.09595940579052947-0.051172342224770864*I	-0.018423770440507217-0.1098968482251833*I	0.1580431405833532-0.17454585685149698*I	0.4680771126777576-0.21533900198396158*I	0.12544374640691053-0.2079035081095273*I	-0.04576861470697283-0.14913356871375794*I	-0.0827012683767148-0.06117628128831202*I	-0.033710108471046885+0.018982490662116283*I	0.025786099442085295+0.05869052275148864*I	0.03742589933399211+0.046895567712459466*I
-0.02007143214817172+0.03533681055699983*I	-0.04174158033052789+0.03110014776855209*I	-0.05010187420027162-0.027818630030281396*I	-0.010392298581025375-0.12201450533161841*I	0.12544374640691075-0.20790350810952715*I	0.43270079655181054-0.24245806536610104*I	0.12544374640691072-0.20790350810952798*I	-0.010392298581025418-0.12201450533161978*I	-0.050101874200271596-0.02781863003028303*I	-0.04174158033052783+0.03110014776855062*I	-0.020071432148171666+0.03533681055699897*I
0.03742589933399219+0.04689556771246004*I	0.02578609944208545+0.058690522751489595*I	-0.03371010847104672+0.01898249066211735*I	-0.0827012683767146-0.061176281288311166*I	-0.04576861470697262-0.14913356871375752*I	0.1254437464069107-0.20790350810952757*I	0.4680771126777578-0.21533900198396264*I	0.1580431405833537-0.17454585685149857*I	-0.018423770440506602-0.10989684822518503*I	-0.09595940579052883-0.05117234222477234*I	-0.0791674796645201-0.01579541994390863*I
0.0458575315902567+0.023353712194490013*I	0.04545737119347265+0.03477791060602569*I	-0.006813294734358177+0.02533287149346017*I	-0.0690864245969943-0.008136572720021565*I	-0.08270126837671458-0.06117628128831156*I	-0.010392298581025186-0.12201450533161921*I	0.15804314058335395-0.1745458568514982*I	0.46004564081827665-0.2032213448775277*I	0.11218560899309642-0.19789956904598754*I	-0.05584966977449889-0.156792415937644*I	-0.07588797364235718-0.08650915278177111*I
0.008031471859480065-0.012117657106434126*I	0.013258137413812541-0.010003939063539065*I	0.0100810550675247+0.0076588472238871*I	-0.00681329473435823+0.02533287149346*I	-0.033710108471046704+0.01898249066211682*I	-0.05010187420027126-0.027818630030282277*I	-0.0184237704405062-0.10989684822518443*I	0.11218560899309668-0.19789956904598735*I	0.42261974148428433-0.25011691258998675*I	0.13225704114126813-0.23323637960298635*I	0.02331780989002127-0.14099699599373533*I
-0.03259939417644434-0.03335765125802892*I	-0.027344844266468094-0.03923672048857249*I	0.013258137413812474-0.010003939063539075*I	0.045457371193472526+0.034777910606025496*I	0.025786099442085444+0.05869052275148908*I	-0.04174158033052748+0.03110014776855128*I	-0.09595940579052838-0.05117234222477175*I	-0.055849669774498574-0.15679241593764368*I	0.13225704114126832-0.23323637960298618*I	0.5017872211488045-0.23432149264607802*I	0.20814501478362535-0.1467272268212152*I
-0.03537631612594817-0.027119063382138348*I	-0.032599394176444335-0.033357651258028906*I	0.008031471859480013-0.012117657106434124*I	0.04585753159025659+0.02335371219448991*I	0.03742589933399218+0.046895567712459736*I	-0.020071432148171458+0.03533681055699933*I	-0.07916747966451981-0.015795419943908307*I	-0.07588797364235692-0.08650915278177093*I	0.023317809890021392-0.14099699599373522*I	0.20814501478362538-0.14672722682121517*I	0.478469411258783-0.09332449665234271*I
