0.485766860300804-0.3950836421010749*I	0.025798064766508293-0.3781517572479036*I	-0.14801332374967535-0.05544323529448483*I	-0.09698743316208336+0.12707971562414644*I
0.025798064766510795-0.37815175724790523*I	0.3377535365511329-0.4505268773955618*I	-0.07118936839557088-0.2510720416237586*I	-0.14801332374967277-0.05544323529448539*I
-0.14801332374966952-0.05544323529448858*I	-0.07118936839556564-0.2510720416237619*I	0.3377535365511384-0.4505268773955628*I	0.025798064766514278-0.3781517572479047*I
-0.09698743316207833+0.12707971562414297*I	-0.14801332374966714-0.055443235294489135*I	0.025798064766516693-0.3781517572479063*I	0.4857668603008094-0.3950836421010758*I
