0.37006237591782926-0.6672485931108738*I	0.30734868648828567+0.33388127330299594*I	-0.16826383703820166+0.14441694541089156*I	-0.08582431687231248-0.04800185160554231*I	-0.0024033496544042885-0.06402486460361817*I	0.03724042505416276-0.03317183483322415*I	0.03043093322670329+0.011530335566028529*I	-0.0020331315040713165+0.03400005774538413*I	-0.018756723846276992+0.017299976077516075*I	-0.012313372962213265-0.0066885044833528765*I	0.002078484240493835-0.017167245074387834*I	0.012267246578455192-0.017220508774876426*I	0.005026904115222586+0.002186595624851788*I	-0.006170965054037365+0.017375698681544424*I	-0.005640150768788455+0.012707848142097406*I
0.30734868648828567+0.33388127330299033*I	0.20179853887962104-0.5228316476999741*I	0.22152436961598443+0.2858794216974512*I	-0.1706671866926096+0.08039208080727309*I	-0.048583891818155964-0.08117368643877218*I	0.028027583572302003-0.052494529037586043*I	0.03520729355009124+0.0008282229121621687*I	0.011674209380437098+0.028830311643546547*I	-0.014346504466303839+0.0273115532620312*I	-0.016678239605764297+0.00013273100311483182*I	-0.00004612638377468441-0.02390901325821291*I	0.007105388355716415-0.014980649449544742*I	0.006096281524444398+0.00015518990667434673*I	-0.0006132466535959833+0.014894443766947527*I	-0.00617096505402582+0.01737569868153934*I
-0.16826383703820252+0.14441694541090147*I	0.22152436961598285+0.2858794216974397*I	0.1993951892252144-0.5868565123035933*I	0.25876479467013563+0.2527075868642259*I	-0.14023625346590615+0.09192241637331029*I	-0.05061702332221491-0.047173628693389404*I	0.009270859726032732-0.03519455296007377*I	0.022893920587851113-0.0058602815711924425*I	0.01375269362094666+0.011663066569152314*I	-0.0020792578878524644+0.010091044487169975*I	-0.011651335490541545+0.0023193266279667485*I	-0.0062170914377959055-0.006533314576679788*I	0.001465237586905102-0.0022728013074425736*I	0.006096281524444449+0.00015518990666759215*I	0.005026904115208494+0.002186595624858819*I
-0.08582431687231132-0.04800185160554578*I	-0.17066718669260858+0.08039208080728193*I	0.2587647946701337+0.2527075868642208*I	0.22982612245192446-0.5753261767375657*I	0.2567316631660821+0.28670764460960413*I	-0.15899297731219075+0.10922239245082824*I	-0.06293039628445592-0.05386213317673695*I	0.011349343966551505-0.05236179803447004*I	0.035161167166310875-0.023080790346058443*I	0.01877959773614936+0.01384966219400564*I	-0.008250222941864126+0.027466743168690196*I	-0.017291486259351556+0.015027174770089474*I	-0.006217091437805066-0.006533314576686856*I	0.0071053883557318075-0.014980649449540043*I	0.012267246578446942-0.017220508774874577*I
-0.0024033496543996616-0.0640248646036286*I	-0.04858389181815815-0.08117368643876505*I	-0.14023625346590451+0.09192241637330963*I	0.2567316631660806+0.2867076446096052*I	0.2110693986056378-0.5580262006600443*I	0.24441829020384592+0.28001914012624973*I	-0.15691449307166538+0.09205514737642932*I	-0.050663149706010296-0.0710826419516018*I	0.016376248081763866-0.05017520240961905*I	0.028990202112293653-0.005705091664522752*I	0.013139446967339983+0.02655751033611599*I	-0.008250222941857994+0.027466743168687566*I	-0.011651335490551456+0.0023193266279757097*I	-0.000046126383787480595-0.02390901325821209*I	0.002078484240523917-0.01716724507439961*I
0.037240425054151316-0.03317183483321351*I	0.02802758357230817-0.052494529037596556*I	-0.05061702332221753-0.04717362869339136*I	-0.15899297731218748+0.1092223924508337*I	0.24441829020384812+0.28001914012625356*I	0.21314788284615876-0.5751934457344442*I	0.2566855367822877+0.26279863135138326*I	-0.1518875889564463+0.0942417430012828*I	-0.056834114760029066-0.0537069432700632*I	0.010736097312955332-0.03746735426751708*I	0.02899020211229585-0.00570509166452279*I	0.018779597736140068+0.01384966219400482*I	-0.0020792578878324752+0.010091044487164875*I	-0.01667823960576424+0.00013273100311373548*I	-0.012313372962236203-0.006688504483341391*I
0.03043093322670589+0.011530335566033792*I	0.03520729355009119+0.0008282229121592682*I	0.009270859726031613-0.03519455296007065*I	-0.06293039628445635-0.05386213317674231*I	-0.15691449307166896+0.09205514737642484*I	0.25668553678229517+0.2627986313513954*I	0.2181747869613786-0.5730068501095892*I	0.2505145717282665+0.2801743300329188*I	-0.15752773972526027+0.10694959114338418*I	-0.05683411476001783-0.05370694327006884*I	0.01637624808175408-0.05017520240961232*I	0.03516116716631172-0.023080790346061305*I	0.013752693620942929+0.011663066569154078*I	-0.014346504466299335+0.027311553262027444*I	-0.01875672384627486+0.01729997607751842*I
-0.0020331315040609966+0.034000057745365325*I	0.011674209380425361+0.028830311643559058*I	0.02289392058785865-0.005860281571184218*I	0.011349343966548835-0.05236179803448517*I	-0.050663149706009034-0.07108264195159354*I	-0.1518875889564515+0.09424174300127643*I	0.2505145717282727+0.2801743300329234*I	0.21253463619257226-0.5602990019674808*I	0.2505145717282702+0.28017433003291636*I	-0.1518875889564587+0.09424174300128481*I	-0.05066314970600021-0.0710826419516084*I	0.01134934396654983-0.05236179803446388*I	0.022893920587854104-0.005860281571195704*I	0.011674209380429413+0.028830311643557933*I	-0.0020331315040659228+0.034000057745367906*I
-0.018756723846274942+0.01729997607753274*I	-0.014346504466299356+0.027311553262014614*I	0.013752693620944344+0.01166306656915052*I	0.03516116716630918-0.023080790346039312*I	0.016376248081758846-0.05017520240963538*I	-0.05683411476002567-0.053706943270066226*I	-0.15752773972525552+0.10694959114339563*I	0.25051457172826896+0.28017433003291053*I	0.21817478696137843-0.5730068501095823*I	0.256685536782288+0.26279863135138676*I	-0.1569144930716676+0.09205514737642213*I	-0.0629303962844477-0.0538621331767308*I	0.00927085972602483-0.035194552960069236*I	0.035207293550092306+0.0008282229121445925*I	0.030430933226705762+0.01153033556604502*I
-0.012313372962239333-0.006688504483353619*I	-0.016678239605755513+0.000132731003125372*I	-0.0020792578878510793+0.010091044487152704*I	0.018779597736155992+0.013849662194010681*I	0.028990202112296373-0.005705091664511969*I	0.010736097312951316-0.03746735426752054*I	-0.05683411476003106-0.053706943270080354*I	-0.15188758895645038+0.09424174300129316*I	0.25668553678229356+0.26279863135138376*I	0.21314788284616312-0.5751934457344392*I	0.2444182902038457+0.28001914012625856*I	-0.15899297731219322+0.1092223924508144*I	-0.05061702332221875-0.04717362869339131*I	0.028027583572312664-0.05249452903757422*I	0.037240425054154015-0.033171834833229184*I
0.002078484240515918-0.017167245074404452*I	-0.0000461263837754633-0.02390901325820348*I	-0.01165133549055796+0.0023193266279738327*I	-0.008250222941866746+0.027466743168679322*I	0.013139446967357984+0.026557510336121054*I	0.028990202112286232-0.005705091664518532*I	0.016376248081757-0.05017520240962389*I	-0.050663149706005696-0.07108264195160036*I	-0.15691449307166014+0.0920551473764312*I	0.2444182902038397+0.28001914012624296*I	0.2110693986056396-0.5580262006600385*I	0.2567316631660811+0.28670764460960707*I	-0.1402362534659052+0.09192241637330673*I	-0.04858389181815924-0.08117368643876982*I	-0.002403349654397397-0.06402486460362172*I
