0.5171870229829486-0.31277901231973276*I	0.0678117168299017-0.3431239421382916*I	-0.15136018506726384-0.12649762472398296*I	-0.09713299763169876+0.06625090209167955*I	0.03159805736143696+0.07198399542012138*I	0.053804962918835596-0.017605724731984823*I	-0.007816845921388234-0.04462743056447143*I	-0.03487499622748192+0.0032213164606017886*I	-0.001217610174094155+0.030855482683747357*I	0.023987170486405755+0.0031719794843986706*I	0.005310289309072504-0.022290959888329697*I	-0.016769914731578777-0.006376882182326676*I	-0.00715930280653106+0.01634105063917228*I	0.011597538259330466+0.008017568719893637*I	0.007812452252223391-0.01190573079886401*I	-0.007727124399929918-0.00877559905851624*I	-0.007770422144559507+0.00844703772058237*I	0.00475567821269829+0.00898557515759863*I	0.007283257113797393-0.005679927386723553*I	-0.002472489531017619-0.008852393582893222*I	-0.0065155867899416055+0.0034058036857409716*I	0.0007461845686233972+0.008468038022674438*I	0.005588367668341367-0.0015247191148693921*I	0.0005279228519190783-0.007906855130796303*I	-0.004573017036973413-0.000033799324254323925*I	-0.0014148340530070382+0.007224342515640312*I	0.003527425087454443+0.00132648112605828*I	0.0019574688100796375-0.0064563174667500054*I	-0.0025166378595191242-0.0023977632941872894*I	-0.0022162697641200787+0.005620994204890377*I	0.0015713929913225254+0.003273278269077087*I	0.002225955956038974-0.004734074800993771*I	-0.0007313366509337893-0.003966341857394119*I	-0.002029193891823181+0.0038223855744215184*I	0.000026153329286761275+0.004508841716460697*I	0.0016700346841058407-0.002881902673651084*I	0.0005282774369708813-0.0049020958312044555*I	-0.0011770042543850733+0.0019272552286405014*I	-0.0008961957202193806+0.005156401988479621*I	0.0006158483108631128-0.0009695988545718216*I	0.0010944720716911751-0.005288471123425434*I
0.06781171682990113-0.34312394213829234*I	0.3658268379156843-0.4392766370437164*I	-0.02932128080179749-0.2768730400466124*I	-0.11976212770582657-0.05451362930386147*I	-0.04332803471286346+0.048645177359695556*I	0.02378121144004765+0.027356564855650828*I	0.018929966691352072-0.01438440827138268*I	-0.009034456095483652-0.013771947880724117*I	-0.010887825741076834+0.006393295945000755*I	0.00409267913497797+0.008564522795419043*I	0.007217255754826314-0.003204902697925513*I	-0.0018490134974593765-0.005949909249154209*I	-0.005172376472248682+0.0016406865375702324*I	0.000653149445692652+0.004435319840311013*I	0.0038704138594013626-0.0007580303386210134*I	0.00004203010766489965-0.003458693078281466*I	-0.0029714461872304364+0.00020997609908141447*I	-0.0004871650307610057+0.0027671103338573213*I	0.0022831886816810543+0.00013318157470412992*I	0.0007676703238549689-0.0022741237009830874*I	-0.0017263049623957364-0.00038435556021830514*I	-0.0009272191216012585+0.0018810845708727927*I	0.001274107420542685+0.0005611828918795069*I	0.001015350631369009-0.0015585184391226298*I	-0.0008869112010871451-0.0006825126151553295*I	-0.0010455919495193369+0.001292681801804087*I	0.0005426347570707373+0.00076802504888951*I	0.0010107872279322729-0.0010712821681311017*I	-0.00025880095404386886-0.000835323261862647*I	-0.0009452448681995368+0.0008755149748868028*I	9.68619191677402*^-6+0.0008869194038941419*I	0.0008400563403870907-0.0006930635883193759*I	0.00019676206421424025-0.000911689226574927*I	-0.0007051833216482912+0.0005424998590641769*I	-0.0003591592077179006+0.0009404829007696844*I	0.0005544307662576519-0.0003932541147421081*I	0.0004930304297207517-0.0009546474450071138*I	-0.0003679182832487213+0.00025430615727930816*I	-0.0005611559435218657+0.000957656374072711*I	0.00019827635147255266-0.0001320691349423994*I	0.0006158483108639366-0.0009695988545697554*I
-0.15136018506726526-0.12649762472398385*I	-0.029321280801799063-0.27687304004661345*I	0.397424895277121-0.36729264162359504*I	0.024483682117038157-0.2944787647785959*I	-0.12757897362721576-0.09914105986833115*I	-0.07820303094034747+0.05186649382029858*I	0.022563601265951694+0.058212047539398515*I	0.042917137177757136-0.011212428786983693*I	-0.003724166786411482-0.03606290776905227*I	-0.027657740472656785+0.000016413762677415482*I	-0.0030666236715550933+0.024905573434596064*I	0.018814794014155287+0.004812666021973197*I	0.0059634387547637625-0.017855640048013866*I	-0.012899500872178041-0.007134912520943193*I	-0.007117272698866071+0.012882357560894293*I	0.008626092072100855+0.008227544818976723*I	0.007325287221464003-0.009138620465007323*I	-0.0054439357182468435-0.00864241748381476*I	-0.007002751820703269+0.0061729140195958595*I	0.003029373250302164+0.008601219597377818*I	0.006356037992194441-0.003798842815851273*I	-0.001198382110476473-0.008291210691012506*I	-0.005500236158572789+0.001847285246619982*I	-0.00014072663246260196+0.007785525407520138*I	0.004542775718823677-0.00023203731306487642*I	0.0010705576089909447-0.007138830081906593*I	-0.003562229809041513-0.0011050814923858762*I	-0.0016736350070534886+0.006389019253775417*I	0.0025821802192503326+0.0022019961009406707*I	0.00196715500199122-0.005569398062861145*I	-0.0016765815191363846-0.0030908268825111263*I	-0.002019507699909105+0.004709304978312081*I	0.0008662096696713557+0.003815778128138084*I	0.001866796748318359-0.0037935919002272758*I	-0.00017690588467801576-0.004359595972138088*I	-0.0015361634621031163+0.0028677381294153264*I	-0.00034176495396219536+0.0047631478737437324*I	0.001108878740583437-0.0019242462995728979*I	0.0007265537884430665-0.005034164966140512*I	-0.0005611559435203563+0.0009576563740772566*I	-0.0008961957202177641+0.005156401988484863*I
-0.0971329976317003+0.06625090209167846*I	-0.11976212770582798-0.05451362930386293*I	0.02448368211703847-0.2944787647785971*I	0.38960804935573334-0.4119200721880644*I	-0.010391314110445136-0.291257448317993*I	-0.12879658380131165-0.06828557718458336*I	-0.05421586045394126+0.05503847330469753*I	0.027873890575025668+0.035921087651070306*I	0.026147222446178273-0.017589310969307183*I	-0.01088346959294495-0.019721857129875592*I	-0.016060202213328684+0.008033982482575417*I	0.004745828580667867+0.012999842635734903*I	0.011087669614226074-0.003962933036542528*I	-0.0018069833897956615-0.009408602327432947*I	-0.008143822659480356+0.0018506626366532226*I	0.00016598441493117909+0.007202430174168544*I	0.006153602541083348-0.0006248487639188076*I	0.0008097004315211055-0.005732816779268779*I	-0.004697751149626427-0.00017437946114194855*I	-0.0014143841523640568+0.00464819490472667*I	0.003557296102222379+0.0006943644665830134*I	0.0017830209552246788-0.00383264214010482*I	-0.002613216163480651-0.0010668681753735884*I	-0.0019728110711184337+0.003173766372675183*I	0.001816742177614894+0.0013292079407667217*I	0.0020261378593024425-0.0026298006072555556*I	-0.001145712155130391-0.0015178358770201004*I	-0.001990836817719889+0.002168196776686872*I	0.0005523209489844294+0.0016549444527776873*I	0.0018508435683152853-0.0017643457564565461*I	-0.00006203888983341126-0.0017470124884420546*I	-0.0016504281898511814+0.0014180148339481805*I	-0.0003494730158044648+0.001827402304662208*I	0.0013944871066417662-0.0010863177030615342*I	0.0006897924939331592-0.0018663366715797524*I	-0.001073101604897881+0.0007968060163477398*I	-0.0009203151512406828+0.0018981392748473002*I	0.0007527071177291236-0.0005253232496794516*I	0.0011088787405846784-0.00192424629957101*I	-0.0003679182832470355+0.0002543061572857373*I	-0.0011770042543839156+0.0019272552286470341*I
0.03159805736143706+0.07198399542012102*I	-0.04332803471286256+0.04864517735969476*I	-0.12757897362721438-0.09914105986833222*I	-0.010391314110444664-0.2912574483179938*I	0.38839043918163674-0.38106458950431676*I	0.01359585637595997-0.2880854688335943*I	-0.12348629449223711-0.09057653707291183*I	-0.07098577518551857+0.048661591122373685*I	0.020714587768493175+0.052262138290246556*I	0.03774476070550617-0.00957174224940957*I	-0.003071017340721776-0.03162758792873711*I	-0.02378732661325633-0.0007416165759414935*I	-0.0030245935638898106+0.021446880356313335*I	0.015843347826923926+0.005022642121050962*I	0.005476273724000053-0.015088529714160331*I	-0.01061631219049979-0.007001730946241734*I	-0.006349602375013297+0.01060823385990908*I	0.0068997871097022274+0.00784318925875598*I	0.006398068099858858-0.007257535894136652*I	-0.00416982829770652-0.008081234591935965*I	-0.0059874011893324445+0.004614395580473314*I	0.0021424620492199982+0.007918706982221043*I	0.005310446042679371-0.002506161014051549*I	-0.0006557473534045805-0.007523185642128979*I	-0.004489448930641203+0.0007760030784836412*I	-0.0003995275865063324+0.00695020214565378*I	0.0035975308506260456+0.0006434776618187563*I	0.0010802438009104383-0.0062519106780157966*I	-0.002722173468651923-0.0017981450807082386*I	-0.0014768729428373526+0.005477330027198551*I	0.0018769968976030595+0.0027444959600040593*I	0.0016079957942732913-0.004628915162090691*I	-0.0011221507528793094-0.0034840809972497317*I	-0.001526477270188644+0.003754657533311564*I	0.0004982913864226663+0.004070084285424948*I	0.0013056408047961252-0.002835935526149397*I	0.000021370466793713553-0.004491665107079055*I	-0.0009203151512393157+0.001898139274845001*I	-0.0003417649539608375+0.004763147873743375*I	0.0004930304297213197-0.0009546474450033872*I	0.0005282774369708884-0.004902095831200109*I
0.05380496291883611-0.017605724731984282*I	0.02378121144004921+0.027356564855651168*I	-0.0782030309403455+0.051866493820298315*I	-0.12879658380131048-0.06828557718458372*I	0.01359585637596005-0.28808546883359454*I	0.3937007284907098-0.4033555493926449*I	-0.0031740583556183156-0.29446235101591833*I	-0.13064559729876996-0.07423548643373636*I	-0.05938823692619102+0.05667915984227086*I	0.02852704002071606+0.040356407491385526*I	0.03001763630557926-0.01834734130792471*I	-0.010841439485277491-0.02318055020815661*I	-0.019031648400556312+0.0082439585816532*I	0.0042586635499071365+0.015766952969586193*I	0.01337085829590482-0.0038297514618437292*I	-0.0010393130659443004-0.01168272602841874*I	-0.009870127621880895+0.0014663070764347834*I	-0.0007612347066761372+0.009083514745043137*I	0.0074277099616210296-0.00006366587203587124*I	0.0018250510628897085-0.007291335218387688*I	-0.005584662350708912-0.0008568920762961346*I	-0.0024599761018776903+0.005940876706527374*I	0.0040999308592954255+0.0014623895154661053*I	0.0027938081831553924-0.004903924308241726*I	-0.002872017117527005-0.001902191437239514*I	-0.002918055939318824+0.004049281347560246*I	0.001826428369532775+0.002216127344659375*I	0.002866194199692002-0.0033228641955757214*I	-0.000948950090912545-0.0024295251035943316*I	-0.0026960201393638047+0.0027106966357525997*I	0.00019316174127065224+0.0025954273535490307*I	0.002405274334575998-0.002157599871195702*I	0.0004309915398894866-0.0027016599334432237*I	-0.002018346473098209+0.0016723209912352425*I	-0.0009106289593251012+0.0027850586787404896*I	0.001592763458115099-0.0012183868380031353*I	0.0013056408047981709-0.0028359355261521175*I	-0.0010731016048958326+0.0007968060163444059*I	-0.0015361634621022765+0.002867738129413298*I	0.0005544307662576011-0.0003932541147427131*I	0.001670034684105642-0.002881902673651102*I
-0.00781684592138909-0.04462743056447068*I	0.018929966691351767-0.014384408271381727*I	0.022563601265952287+0.0582120475393989*I	-0.05421586045394098+0.05503847330469711*I	-0.12348629449223777-0.09057653707291262*I	-0.003174058355619385-0.29446235101591894*I	0.3865414256841754-0.38701449875346955*I	0.00842347990370794-0.28644478229602144*I	-0.12283314504654798-0.0861412172325979*I	-0.06711536132611842+0.047903560783755565*I	0.020756617876160132+0.048803445211967486*I	0.03477331451827941-0.009361766150327324*I	-0.003558182371480091-0.028860477594880994*I	-0.02150413793157469-0.0006084350012395295*I	-0.0022569232400361035+0.019172756655329005*I	0.014117042864525357+0.004638286560833379*I	0.004549054602394715-0.013207445143284815*I	-0.009342204769960703-0.006440548054357685*I	-0.005334251743644906+0.009049715420792024*I	0.006012875908618081+0.00716067664360504*I	0.005352476150343473-0.005964854092331892*I	-0.003627193540634466-0.0073132095430493175*I	-0.004976613961402333+0.0035431134123392947*I	0.0018836610951727748+0.0070833837203586585*I	0.0043652011744776415-0.001630646039161727*I	-0.0006460611614889036-0.006636266238231922*I	-0.0036493925902556183+0.00008293949016566908*I	-0.00020276552229428675+0.006038512919079743*I	0.0028923475289764486+0.0011859775208842656*I	0.000721084593193645-0.005311427777244677*I	-0.0021677427023911984-0.0021913991954488586*I	-0.0009838425131136364+0.004522682582194035*I	0.0015090786143556107+0.002998802117286992*I	0.0010468398507513792-0.003671258788015914*I	-0.0009238744014063759-0.003616150132193771*I	-0.0009106289593226991+0.002785058678738208*I	0.0004982913864257637+0.004070084285423107*I	0.0006897924939348103-0.00186633667157937*I	-0.00017690588467765686-0.0043595959721381234*I	-0.00035915920771741397+0.0009404829007664836*I	0.000026153329287497448+0.004508841716456751*I
-0.03487499622748458+0.0032213164606019473*I	-0.00903445609548605-0.013771947880723698*I	0.04291713717775703-0.011212428786983546*I	0.027873890575026948+0.03592108765106968*I	-0.07098577518551792+0.04866159112237273*I	-0.13064559729877034-0.07423548643373622*I	0.00842347990370793-0.2864447822960206*I	0.39435387793639803-0.3989202295523306*I	0.0006963555037805864-0.29522038135453776*I	-0.1306035671911046-0.07769417951201789*I	-0.0623596831134198+0.05688913594135154*I	0.02803987498995568+0.04312351782524241*I	0.03230082498725946-0.01821415973322031*I	-0.010073769161424141-0.025454673909138397*I	-0.020757953362954253+0.007859603021437431*I	0.003331444428303602+0.01764803754046252*I	0.01464496571644709-0.003268568569960562*I	-0.000023962434572037205-0.013241244467538651*I	-0.010757038822962075+0.0007837944612802871*I	-0.0018068266561905534+0.010376196546845871*I	0.007970344718692447+0.0007043591768511019*I	0.0028358382908186645-0.008362617386520034*I	-0.005843463304757169-0.0016922153381564227*I	-0.0034052209700800944+0.006816391681419967*I	0.004109617051211073+0.0023493089193667117*I	0.0036338645235413306-0.00559698789655684*I	-0.0026752550533157954-0.0028138806638129416*I	-0.0036232392609719696+0.0045917812066245236*I	0.0014672691618105613+0.0031566102454291564*I	0.003420624965948327-0.0037161183103170533*I	-0.0004559196611905869-0.003384172548599688*I	-0.003063938422612099+0.002965002793034162*I	-0.0003679942022537926+0.0035530837276226282*I	0.002603550686044875-0.0022896690061403025*I	0.0010468398507524315-0.0036712587880169878*I	-0.0020183464730958605+0.0016723209912334709*I	-0.0015264772701866671+0.0037546575333129543*I	0.0013944871066422448-0.0010863177030565913*I	0.0018667967483183996-0.0037935919002245384*I	-0.0007051833216472743+0.00054249985906056*I	-0.0020291938918218233+0.0038223855744159525*I
-0.0012176101740966564+0.030855482683747586*I	-0.010887825741078876+0.00639329594500121*I	-0.0037241667864108194-0.03606290776905203*I	0.02614722244618097-0.017589310969307676*I	0.020714587768495624+0.05226213829024587*I	-0.0593882369261898+0.05667915984227109*I	-0.12283314504654745-0.08614121723259666*I	0.0006963555037808698-0.2952203813545364*I	0.38658345579184195-0.3904731918317514*I	0.005452033716479441-0.286234806196944*I	-0.12332031007730948-0.08337410689874558*I	-0.06483217264444036+0.04803674235845563*I	0.021524288200011007+0.046529321510981964*I	0.03304700955587919-0.009746121710546236*I	-0.004485401493085653-0.02697939302400687*I	-0.020230030511033944-0.00004725210935735891*I	-0.0012415726086637772+0.017614238216208066*I	0.013230131663446335+0.003955773945675989*I	0.003503462652883653-0.011914763341487283*I	-0.008799570012886301-0.005672523005476608*I	-0.004323464515714029+0.007978433252654838*I	0.005754074954570838+0.006325353381741276*I	0.004407231282141167-0.00508933911744207*I	-0.0036175073487195743-0.006426290139151198*I	-0.004136557621016923+0.002850049824021989*I	0.0020804231593852507+0.006171694493783149*I	0.003660017852827467-0.0010881461800995498*I	-0.0010052203692085216-0.005695783337463709*I	-0.0030949618239984435-0.0003103146245760106*I	0.00029026490742784796+0.0050838654740751246*I	0.002524429245729144+0.0014402836781670912*I	0.0001599286496700619-0.004353771403169117*I	-0.001969466350923799-0.0023234683303901917*I	-0.0003679942022543262+0.0035530837276241648*I	0.001509078614354996+0.002998802117287805*I	0.00043099153988902057-0.002701659933442963*I	-0.0011221507528798567-0.0034840809972471964*I	-0.0003494730158050649+0.0018274023046670534*I	0.0008662096696712971+0.003815778128140658*I	0.0001967620642150211-0.0009116892265776771*I	-0.0007313366509328876-0.003966341857398495*I
0.02398717048640495+0.003171979484400293*I	0.004092679134977615+0.008564522795420934*I	-0.027657740472655682+0.000016413762678638777*I	-0.010883469592942707-0.019721857129875002*I	0.03774476070550809-0.009571742249409307*I	0.02852704002071679+0.040356407491385325*I	-0.06711536132611862+0.047903560783755565*I	-0.13060356719110447-0.07769417951201671*I	0.005452033716480029-0.286234806196942*I	0.3938667129056382-0.3961531192184784*I	0.002979544185460282-0.2950871997798398*I	-0.1298358968672523-0.07996830321300627*I	-0.06408598807581879+0.05650478038112883*I	0.027112655868350485+0.04500460239611211*I	0.033574932407798797-0.017652976841342146*I	-0.009058418530055172-0.027013192348261335*I	-0.021644864564036824+0.0071770904062805245*I	0.0022858524787907515+0.018940719342261318*I	0.015187600473522009-0.0025005435210797796*I	0.0009868247933608244-0.01431252663567869*I	-0.01101583977700675-0.000051528800588123036*I	-0.00275207152439035+0.011251711521730486*I	0.007980030910608771+0.0015912785807439668*I	0.0036758946312036318-0.009055680974842724*I	-0.005646701240546165-0.002603904564737331*I	-0.004110404291730512+0.007358891540477416*I	0.003750457843493729+0.0032897918201316542*I	0.00418829528980216-0.0059902420112999686*I	-0.0021822246235902888-0.003768528108817539*I	-0.0039911575442161664+0.004846087363908038*I	0.0009061132182905152+0.00411426661950557*I	0.003618901317418841-0.0038481874452571817*I	0.00015992864966964958-0.004353771403167718*I	-0.003063938422613631+0.002965002793036806*I	-0.0009838425131163365+0.004522682582196031*I	0.002405274334573031-0.002157599871195221*I	0.0016079957942712172-0.004628915162090575*I	-0.00165042818985188+0.0014180148339488878*I	-0.0020195076999088703+0.004709304978312534*I	0.0008400563403874966-0.0006930635883202175*I	0.0022259559560391757-0.004734074800995049*I
