0.5102218103368776-0.21513294279537984*I	0.14741632759048443-0.2731254941160125*I	-0.07696694400978932-0.16056455749391677*I	-0.1134307339398491-0.0037939746812341983*I	-0.028607507333002102+0.06717446691770917*I	0.045324161238569485+0.03488457522459176*I	0.038227945395807136-0.021542380579706585*I	-0.011965575677862647-0.03176719913122472*I	-0.03244828461696356-0.0010144938868562336*I	-0.006474829164659728+0.021309979725300868*I	0.021860077102293346+0.011105783063956374*I	0.015597550832544263-0.010012151696483776*I	-0.010330317096528019-0.013200864354482962*I	-0.01803160287739307+0.0008781646227120763*I	0.000029650713197370887+0.010455525796809311*I	0.015670570659563857+0.004708466775780608*I	0.007679109455862311-0.005559084959229856*I	-0.010245948847355071-0.006561689485735159*I	-0.012063810479333185+0.0007132715269984316*I	0.0034054426312700088+0.005407336141000375*I	0.012935686514060926+0.002548466874705442*I	0.003305607574552399-0.0025682137493949196*I	-0.010636328415749229-0.003529089801906513*I	-0.008576332475944515-0.00043629780599817536*I	0.005958553130463822+0.0023941870201958666*I	0.011465791943573871+0.0023131643530734493*I
0.14741632759048395-0.2731254941160122*I	0.4332548663270878-0.3756975002892963*I	0.033985593650634284-0.27691946879724727*I	-0.10557445134279259-0.09339009057620833*I	-0.06810657270128102+0.03109060054335704*I	0.009620438062803814+0.045632086338002614*I	0.03335858556070603+0.003117376093367247*I	0.005779660778843082-0.02255687446656294*I	-0.018440404842522854-0.0104572194059246*I	-0.010588207514670815+0.010091289177098986*I	0.009122721667884139+0.011297828028815904*I	0.011529760005765471-0.002095081290527477*I	-0.0024340520448483146-0.009133987073772195*I	-0.010300666383330305-0.0027453385576738103*I	-0.0023610322178291595+0.005586631398492764*I	0.007708760169059815+0.004896440837579572*I	0.005424621812209382-0.001853222709954688*I	-0.004384701023470037-0.004845813432232006*I	-0.006840506216084728-0.0011543533447357641*I	0.0008718760347271896+0.0032617384017027376*I	0.0067110502058213934+0.0028391223916044233*I	0.0022993580983110256-0.0009806229272019034*I	-0.005270724901392132-0.0030045115553937797*I	-0.004677775285285101-0.0011349027817112386*I	0.002889459467629509+0.0018768665470747913*I	0.005958553130463791+0.0023941870201955825*I
-0.07696694400979037-0.16056455749391638*I	0.033985593650633236-0.2769194687972467*I	0.40464735899408344-0.3085230333715887*I	0.07930975488920085-0.2420348935726569*I	-0.06734650594698838-0.11493247115591532*I	-0.08007214837914568-0.0006765985878671898*I	-0.022827846554160886+0.044617592451146736*I	0.02688375639604534+0.02442735581866733*I	0.02763973788113508-0.011451091402608526*I	-0.00284285400997991-0.020469371102410754*I	-0.020918524611199196-0.0031095751773859543*I	-0.008908881209508201+0.012175992651526748*I	0.011559410718963702+0.00836044450628124*I	0.013236518614715679-0.004425520297991728*I	-0.0026215569274682703-0.008304423516903607*I	-0.012606981065183855-0.0009750580872425676*I	-0.004355050310272027+0.0056097123645771265*I	0.008830064443480529+0.0035541134310439946*I	0.008550985490590395-0.002297346557528695*I	-0.003534898641534442-0.003722567094132668*I	-0.009764452381024235-0.0002673514002052911*I	-0.0018652822701240143+0.0024028245856051018*I	0.008257911228775137+0.0014135640929929369*I	0.006195067042182053-0.0006913472023213176*I	-0.004677775285285379-0.0011349027817120219*I	-0.00857633247594477-0.00043629780599897545*I
-0.11343073393985004-0.0037939746812335863*I	-0.105574451342794-0.09339009057620738*I	0.07930975488919988-0.24203489357265603*I	0.442875304389887-0.33006541395129574*I	0.06734417921133568-0.27380209270388106*I	-0.0997947905639531-0.11594696504277067*I	-0.08654697754380618+0.020633381137433564*I	-0.0009677694518689984+0.05572337551510139*I	0.042481307228587596+0.014415204122180975*I	0.017309420784605897-0.024651955757093728*I	-0.020874456887372498-0.019591206479699867*I	-0.020888873898000624+0.007345950619423035*I	0.006761689450056028+0.016884459427307413*I	0.019238520174825236+0.0028013595470514534*I	0.002990569767359914-0.010987209783727215*I	-0.014685367406800934-0.0075911519899062915*I	-0.009201538433912828+0.004432278053755769*I	0.008580636203788496+0.008158179239280059*I	0.012135672018030291+0.0009858996816469272*I	-0.0020853429251622836-0.005826436359436431*I	-0.012111231117481068-0.004158864900131292*I	-0.0038058992505605863+0.0021268356199903036*I	0.009600509673450256+0.004715988938678028*I	0.008257911228774643+0.0014135640929922287*I	-0.005270724901393077-0.003004511555395236*I	-0.010636328415750018-0.0035290898019077485*I
-0.028607507333002238+0.06717446691770926*I	-0.0681065727012817+0.031090600543357466*I	-0.06734650594698952-0.11493247115591457*I	0.06734417921133458-0.27380209270388045*I	0.41042701977292245-0.3310799078381512*I	0.06086935004667598-0.2524921129785797*I	-0.07793471346166018-0.1048411819788153*I	-0.07094942671126353+0.01062122944094777*I	-0.011298086548398567+0.04252251116061665*I	0.02444970435119463+0.01529336874489246*I	0.01733907149780473-0.014196429960283826*I	-0.005203886227807621-0.014882739703918233*I	-0.013209764442138878+0.0017868656601939656*I	-0.003484259397300397+0.010322769941572331*I	0.007174709695491435+0.0035146310740488784*I	0.006396012398630039-0.00557987364272896*I	-0.0017496808927408524-0.005042685115203542*I	-0.005895930859363443+0.0018640643043586654*I	-0.002055692211964857+0.0046290894373727885*I	0.003559339542082888+0.000549601875649424*I	0.00387321020530101-0.003432249339239331*I	-0.000645439173906562-0.0018457005470570084*I	-0.003805899250560717+0.002126835619990437*I	-0.0018652822701250178+0.0024028245856044335*I	0.0022993580983093004-0.0009806229272034464*I	0.003305607574551025-0.0025682137493962713*I
0.04532416123857+0.03488457522459085*I	0.009620438062804128+0.04563208633800177*I	-0.0800721483791461-0.0006765985878671741*I	-0.09979479056395411-0.11594696504276995*I	0.06086935004667536-0.25249211297857915*I	0.4322870968752163-0.31997412477419546*I	0.07646690087921955-0.2625042646750654*I	-0.08826503055818971-0.11804204633329968*I	-0.08898102958865702+0.011499394063659784*I	-0.011268435835199875+0.052978036957427206*I	0.040120275010760174+0.02000183552067473*I	0.02501818095366744-0.019755514919512353*I	-0.015449835075163601-0.021444429189652763*I	-0.02527357492147293+0.0025001371871920326*I	-0.00007881676603068181+0.015730106082571187*I	0.020110396209551355+0.0060630979487519806*I	0.009701619973179398-0.008148087392126026*I	-0.012386009308494324-0.008571774917110834*I	-0.01447226333531099+0.0014277664983614305*I	0.003902860918498596+0.007023276457570563*I	0.015025131485657947+0.0028627662287245264*I	0.0038732102053015763-0.0034322493392386294*I	-0.012111231117481264-0.004158864900130451*I	-0.009764452381025631-0.000267351400205359*I	0.006711050205819445+0.002839122391603245*I	0.012935686514059568+0.0025484668747042293*I
0.03822794539580741-0.02154238057970819*I	0.033358585560706464+0.0031173760933653296*I	-0.02282784655416058+0.04461759245114588*I	-0.08654697754380611+0.020633381137433956*I	-0.07793471346166046-0.10484118197881447*I	0.07646690087921944-0.26250426467506516*I	0.42195677977868745-0.33317498912868015*I	0.05843529800182605-0.2616261000523534*I	-0.0882353798449914-0.10758652053648911*I	-0.0733104589290916+0.016207860839442065*I	-0.003589326379336702+0.047418951998198386*I	0.029874326163404977+0.013440146034939848*I	0.01295437047433396-0.019042243392514327*I	-0.012044392443893544-0.016037093048653524*I	-0.012337888407412533+0.005048604061895751*I	0.0032267908085193402+0.013161892333174592*I	0.009474067793798455+0.0025340081468447836*I	0.0011252874972322725-0.008584385198123448*I	-0.006427456178030379-0.006177587896913382*I	-0.0030064713917351653+0.0037409308514361503*I	0.0039028609184999508+0.007023276457570752*I	0.0035593395420837584+0.0005496018756503961*I	-0.0020853429251629263-0.005826436359435202*I	-0.0035348986415359557-0.0037225670941323182*I	0.0008718760347259615+0.003261738401701864*I	0.003405442631269502+0.005407336140999306*I
-0.011965575677863096-0.031767199131226075*I	0.0057796607788429145-0.022556874466564684*I	0.02688375639604605+0.02442735581866637*I	-0.0009677694518676632+0.055723375515101585*I	-0.07094942671126254+0.010621229440948458*I	-0.0882650305581895-0.11804204633329918*I	0.05843529800182566-0.26162610005235326*I	0.421986430491885-0.3227194633318696*I	0.07410586866139081-0.25691763327657113*I	-0.0805562703891286-0.11314560549571813*I	-0.08355640777644673+0.009646171353706573*I	-0.01565313685866994+0.04813222352519571*I	0.03327976879467526+0.018847482175938592*I	0.02589005698839476-0.016493776517810806*I	-0.00873878486934281-0.0186053067980501*I	-0.02297421682316459+0.0015195142599886031*I	-0.005349541667427142+0.012725594527177125*I	0.015432620924262851+0.004928195167042052*I	0.012591079440808606-0.006271220845049169*I	-0.006427456178028412-0.006177587896913938*I	-0.014472263335309028+0.0014277664983610645*I	-0.0020556922119647357+0.004629089437373233*I	0.0121356720180288+0.000985899681647772*I	0.008550985490589063-0.0022973465575285017*I	-0.0068405062160847505-0.0011543533447365972*I	-0.01206381047933255+0.000713271526997457*I
-0.0324482846169643-0.001014493886856705*I	-0.018440404842523354-0.010457219405925058*I	0.027639737881135804-0.011451091402608466*I	0.04248130722858937+0.014415204122181578*I	-0.011298086548397092+0.042522511160617275*I	-0.0889810295886568+0.011499394063659862*I	-0.08823537984499234-0.10758652053648944*I	0.07410586866138995-0.25691763327657163*I	0.42966553994774775-0.328278548291099*I	0.06385991981403563-0.2634793227623067*I	-0.09262008086846163-0.11243233396872065*I	-0.08015096514517635+0.015053507494705227*I	-0.002717450344609211+0.050680690399898844*I	0.03658537636922607+0.016279268426541427*I	0.015253728572642922-0.020022866319718582*I	-0.017315117345289028-0.019041604604048*I	-0.01701566369270006+0.003913701280185774*I	0.006116250276149241+0.015038758880251538*I	0.015432620924264938+0.004928195167041591*I	0.001125287497234846-0.008584385198124348*I	-0.012386009308493364-0.008571774917111629*I	-0.005895930859364782+0.001864064304358415*I	0.008580636203786263+0.008158179239280135*I	0.00883006444347941+0.003554113431043765*I	-0.004384701023469417-0.004845813432232742*I	-0.01024594884735398-0.0065616894857358525*I
-0.006474829164660157+0.021309979725301086*I	-0.010588207514671107+0.010091289177099652*I	-0.002842854009979508-0.02046937110240962*I	0.01730942078460693-0.02465195575709257*I	0.02444970435119549+0.01529336874489292*I	-0.01126843583519999+0.0529780369574266*I	-0.07331045892909269+0.0162078608394408*I	-0.0805562703891298-0.1131456054957192*I	0.06385991981403502-0.2634793227623071*I	0.4176017294684149-0.3275652767641013*I	0.06726536244530636-0.25807198662130737*I	-0.07968439435440082-0.10988386709401694*I	-0.07684535757062563+0.012485293745308147*I	-0.013353778760361153+0.04715160059799074*I	0.028009043893279573+0.01584297062054296*I	0.02121228170310709-0.017628679299521728*I	-0.005849325401713015-0.01672844025097343*I	-0.017015663692698187+0.003913701280185831*I	-0.005349541667424556+0.012725594527176982*I	0.009474067793799897+0.0025340081468445182*I	0.009701619973178668-0.008148087392126312*I	-0.0017496808927432346-0.005042685115203881*I	-0.009201538433915317+0.004432278053755359*I	-0.004355050310273321+0.0056097123645767345*I	0.005424621812209393-0.00185322270995493*I	0.0076791094558627425-0.005559084959229939*I
