0.514763068329866-0.2250395814892237*I	-0.13429273873477007+0.2839829998278981*I	-0.09472720412700025-0.1627948199345892*I	0.11534914316993727-0.0035300172566378805*I	-0.015809320977388137+0.07532046038501737*I	-0.052977771624622194-0.034734228380684795*I	0.030403412915846514-0.029282363405965718*I	0.02277149991364516+0.03745506347565735*I	-0.03045807474704564+0.0020414773976084348*I	-0.004302001264004983-0.028312667581806516*I	0.024512091188155973+0.01204691661506913*I	-0.006106468281249119+0.016762600951772164*I	-0.01710622237780614-0.01826260116917951*I	0.010996241652618298-0.005121237284762556*I	0.011145303642705787+0.01874281322231209*I	-0.01477981518039622-0.00555437048262106*I	-0.0032647042854664714-0.013692690527242346*I	0.014017300053198274+0.012345952948362424*I	-0.0024171017068927467+0.005838691772276585*I	-0.011803824705926107-0.014509268980459872*I	0.006725835001928126+0.0023344630328252574*I	0.008537455637789647+0.012515821438013783*I	-0.009789175845528896-0.00912721919591283*I	-0.004283865250096843-0.007019341372837937*I	0.011064630759082747+0.012687932011283745*I
-0.13429273873477016+0.28398299982789793*I	0.4200358642028659-0.38783440142381276*I	-0.018943595564833587+0.28045298257125983*I	-0.11053652510438719-0.08747435954957125*I	0.062371371545313685-0.03826424563732325*I	0.01459409193845954+0.04603809697905211*I	-0.030206271710977926+0.0027208350949721335*I	-0.00005466183119833301-0.027240886008356568*I	0.018469498649639298+0.009142395893849624*I	-0.005945983558888704+0.0140883940126791*I	-0.010408469545254982-0.011550066630035638*I	0.00740586881035049-0.006215684554109847*I	0.004889773371368741+0.011641363667009862*I	-0.005960918735100104+0.0004802120531319282*I	-0.0037835735277779287-0.010675607767383046*I	0.007880599357238826+0.005050122695069342*I	-0.0007625151271967907+0.006791582465741805*I	-0.005681805992360931-0.007853998754966408*I	0.0022134753472739426-0.0021633160320967673*I	0.004308733295034049+0.008173154805101399*I	-0.0032663690681357872-0.001993447542445898*I	-0.003063340843601017-0.006792756163087878*I	0.004253590387693015+0.005496480065176602*I	0.0012754549135535218+0.0035607128153698282*I	-0.004283865250096564-0.007019341372837117*I
-0.09472720412699981-0.16279481993458916*I	-0.018943595564834215+0.2804529825712598*I	0.40422654322548046-0.3125139410387945*I	-0.07192136718945884+0.24571875419057418*I	-0.08013311218853791-0.11675672295553606*I	0.08514287145895683-0.0008091821616666878*I	-0.015863982808584386+0.048079574376661514*I	-0.03450827297498481-0.025591832486835994*I	0.024457429356959885-0.0151939693932851*I	0.012363030368388019+0.02590499684561934*I	-0.023052205936693243-0.00417420715649892*I	0.0005877721073624042-0.01667130391479813*I	0.018551172453056698+0.01252712866820097*I	-0.009890041809027568+0.0060869931843903*I	-0.00922562302056713-0.01321247847411144*I	0.010233726525422062+0.0016703451809800208*I	0.005463497650343063+0.010888814467345107*I	-0.012566339833119259-0.0077176865147168885*I	0.0010440290095640754-0.005519535722142292*I	0.010750930985065384+0.010352505405917685*I	-0.005480442550495449-0.0009540643908118366*I	-0.007550234318232357-0.009012788915282977*I	0.008001289915481082+0.005895175848194191*I	0.004253590387693953+0.005496480065178474*I	-0.009789175845529791-0.009127219195914778*I
0.11534914316993654-0.003530017256638176*I	-0.11053652510438614-0.08747435954957117*I	-0.07192136718945927+0.24571875419057412*I	0.4346299561413297-0.34179630444475906*I	-0.04914986727581601+0.2831738176662302*I	-0.1105911869355818-0.1147152455579266*I	0.08084087019494997-0.0291218497434745*I	0.008648108379574167+0.06012649099173233*I	-0.040614741256236944-0.008829231535065572*I	0.007351206979156234-0.03345657056246363*I	0.023359272021005024+0.020783759560857238*I	-0.011906902293987318+0.014568606065811361*I	-0.014192043073033352-0.022225674397416947*I	0.01528646816758935-0.001165561859043049*I	0.0041272582441724505+0.018432946132753505*I	-0.011642724727462936-0.007373786701835231*I	-0.0015700981805000644-0.01283892379947925*I	0.01218933265226757+0.013223277500169477*I	-0.004028884195327614+0.004798134923297694*I	-0.008745146835965027-0.014646754918055647*I	0.006467065734968064+0.003333164033080402*I	0.005584188208587118+0.011733867620470649*I	-0.007550234318231156-0.009012788915281346*I	-0.003063340843603065-0.0067927561630905225*I	0.008537455637791245+0.012515821438015816*I
-0.015809320977386902+0.07532046038501762*I	0.06237137154531222-0.03826424563732339*I	-0.08013311218853722-0.1167567229555363*I	-0.04914986727581586+0.28317381766623073*I	0.4041718813942849-0.33975482704714993*I	-0.05345186853982185+0.2548611500844227*I	-0.08607909574742428-0.10266832894285635*I	0.07473440191369836-0.012359248791702962*I	-0.008458113998229391+0.0418638898225523*I	-0.02961849960362024-0.013950468819826277*I	0.018496510621862115-0.014713757340154255*I	0.008579456840609853+0.01522938907823889*I	-0.0151716065794554+0.0008759155385671227*I	-0.00017474301983301204-0.009879721449053734*I	0.012869366460693837+0.004673129913233532*I	-0.007676566461750372+0.003923677152293393*I	-0.004916889725537626-0.0050393236690098415*I	0.0069673574572906944-0.0003231023614654462*I	0.0024001568067396196+0.004096058304256459*I	-0.008312749445426424-0.0022212064495397547*I	0.0023194839231190333-0.001958822906772792*I	0.006467065734968354+0.003333164033081347*I	-0.005480442550497027-0.0009540643908133181*I	-0.0032663690681331995-0.001993447542444526*I	0.006725835001926091+0.0023344630328244738*I
-0.05297777162462374-0.034734228380685225*I	0.014594091938461288+0.04603809697905246*I	0.08514287145895628-0.0008091821616666012*I	-0.11059118693558272-0.11471524555792707*I	-0.0534518685398204+0.254861150084423*I	0.4286839725824406-0.3277079104320793*I	-0.05955833682107122+0.2716237510361939*I	-0.10318531812522959-0.12093093011203662*I	0.08573064356631598-0.017480486076463103*I	0.0026871896444763815+0.06060670304486123*I	-0.044398314784015534-0.019504839302444715*I	0.015231806336394045-0.028406447867397922*I	0.022596756893810264+0.02757534202660146*I	-0.017588708286350747+0.006714607310844127*I	-0.011978567725756525-0.024388990429514153*I	0.019595201462620244+0.007007592946059333*I	0.0008608891760392358+0.016439498590306655*I	-0.014706065571064603-0.014166542864922424*I	0.0026834922071910126-0.007342443734303092*I	0.01346478756582464+0.016783990315539423*I	-0.008312749445427188-0.0022212064495390586*I	-0.008745146835964272-0.014646754918056365*I	0.010750930985066003+0.010352505405917874*I	0.0043087332950319315+0.008173154805101729*I	-0.011803824705924146-0.014509268980460259*I
0.030403412915848093-0.029282363405964705*I	-0.030206271710979626+0.002720835094971065*I	-0.015863982808584184+0.04807957437666175*I	0.0808408701949517-0.029121849743474006*I	-0.08607909574742716-0.10266832894285677*I	-0.05955833682106928+0.27162375103619407*I	0.4115777502046342-0.3459705116012592*I	-0.048562095168452155+0.2665025137514331*I	-0.09204001448252491-0.10218811688972679*I	0.07095082838592072-0.023034856559082696*I	-0.0005775146409910106+0.046914012517618925*I	-0.03038101473081602-0.007158886354083449*I	0.012814704629499352-0.0225677560951201*I	0.010792932187886342+0.013066073046140932*I	-0.010862873284423827+0.009049070343669549*I	-0.0034411120879675873-0.01187316899150031*I	0.009806025617093761-0.002119626249853799*I	-0.003422976074060371+0.009420157217469506*I	-0.0036414348119801765-0.0014786108536398194*I	0.002683492207190859-0.007342443734302263*I	0.0024001568067412078+0.004096058304255896*I	-0.004028884195329904+0.00479813492329754*I	0.0010440290095651377-0.005519535722141831*I	0.0022134753472748425-0.0021633160320970015*I	-0.0024171017068941487+0.005838691772276567*I
0.022771499913643675+0.037455063475655775*I	-0.00005466183119663483-0.02724088600835483*I	-0.03450827297498505-0.025591832486836618*I	0.008648108379572278+0.06012649099173195*I	0.07473440191370193-0.012359248791702599*I	-0.10318531812523297-0.1209309301120364*I	-0.04856209516845034+0.2665025137514328*I	0.4227230538473386-0.32722769837894855*I	-0.0633419103488468+0.2609481432688126*I	-0.09530471876799236-0.11588080741696795*I	0.08496812843911963-0.010688903610722413*I	-0.0029946163478847708+0.0527527042898973*I	-0.04218483943674047-0.02166815533454385*I	0.01954053963142616-0.02023329306229545*I	0.01933038782567566+0.02558189448415586*I	-0.02065204912995059-0.00007814885224474476*I	-0.0077249773380668576-0.018892510364336364*I	0.020870656376177337+0.010568305761427844*I	-0.0034229760740590314+0.00942015721747095*I	-0.014706065571065205-0.014166542864923476*I	0.006967357457289122-0.0003231023614658271*I	0.012189332652270467+0.013223277500170362*I	-0.01256633983312134-0.007717686514716611*I	-0.005681805992360718-0.007853998754968183*I	0.014017300053198936+0.01234595294836419*I
-0.030458074747044102+0.002041477397610034*I	0.018469498649637303+0.009142395893847998*I	0.02445742935696081-0.015193969393284773*I	-0.04061474125623587-0.008829231535064859*I	-0.008458113998232207+0.04186388982255189*I	0.08573064356631922-0.017480486076463575*I	-0.09204001448252712-0.1021881168897261*I	-0.06334191034884618+0.26094814326881244*I	0.41945834956187167-0.3409203889061898*I	-0.04932461029564821+0.27329409621717315*I	-0.09772182047488576-0.1100421156446903*I	0.07316430373319491-0.025198172591181754*I	0.0037312186540417736+0.05508716732272072*I	-0.0336473837989503-0.00915233389652777*I	0.009751363785898266-0.029360512258210646*I	0.015046522575577273+0.018562553111320504*I	-0.00958741837086756+0.012609783159036263*I	-0.007724977338064966-0.018892510364334376*I	0.009806025617091403-0.0021196262498560164*I	0.0008608891760403417+0.016439498590307088*I	-0.004916889725536832-0.005039323669008411*I	-0.0015700981805018828-0.012838923799480376*I	0.005463497650344496+0.01088881446734381*I	-0.0007625151271971778+0.006791582465745265*I	-0.003264704285466651-0.013692690527245359*I
-0.004302001264006677-0.028312667581807536*I	-0.005945983558886306+0.014088394012679771*I	0.012363030368386284+0.025904996845620025*I	0.007351206979156422-0.033456570562465066*I	-0.029618499603618946-0.013950468819825418*I	0.0026871896444745653+0.060606703044861425*I	0.07095082838592201-0.02303485655908296*I	-0.0953047187679925-0.11588080741696856*I	-0.04932461029564874+0.2732940962171742*I	0.41704124785497887-0.3350816971339134*I	-0.061128435001572716+0.2587848272367155*I	-0.09099598547295978-0.10770765261186847*I	0.08170175937098591-0.012682351153164463*I	-0.006057957191487044+0.04595994812680507*I	-0.03793124904904778-0.016171675269363313*I	0.020815994544980714-0.016672580246929178*I	0.015046522575579205+0.018562553111322114*I	-0.02065204912995312-0.00007814885224730018*I	-0.0034411120879660113-0.011873168991498716*I	0.019595201462619918+0.007007592946059874*I	-0.0076765664617504835+0.003923677152291553*I	-0.011642724727463164-0.007373786701834217*I	0.010233726525422638+0.001670345180981266*I	0.007880599357238298+0.005050122695066447*I	-0.01477981518039598-0.005554370482618672*I
