0.6519788657009111-0.24469111979689895*I	-0.008857926805594996-0.34107252488751905*I	-0.3409501548750222-0.23766996359613146*I
-0.008857926805594801-0.34107252488751855*I	0.3110287108258894-0.4823610833930298*I	-0.008857926805594274-0.34107252488751855*I
-0.34095015487502217-0.23766996359613107*I	-0.008857926805594385-0.3410725248875184*I	0.6519788657009117-0.24469111979689862*I
