0.37452523091740997-0.6698147217141434*I	-0.310545127296706-0.33500118689457625*I	-0.16863771481748055+0.14489738312881068*I	0.0895065771731134+0.049717895731470785*I	-0.005992946612540877-0.06427633339613208*I	-0.03784976384346823+0.02998435536399086*I	0.03311099972243268+0.013406751236014456*I	-0.0035252572118668088-0.02963816113403185*I	-0.018866159353070757+0.016332992353931337*I	0.018280774782899977+0.0068260480003970595*I	-0.0019920388678392937-0.018021746548582785*I	-0.011797530740995217+0.010911289455583548*I	0.01168595419176998+0.004217946037622821*I	-0.001054755989800472-0.01254853919176809*I	-0.00823452498462701+0.008102260268142793*I	0.008056722393539505+0.0028492337218442385*I	-0.0004310029406368891-0.009476972051566971*I	-0.006161897416198287+0.006484091147939561*I	0.005751439450879806+0.002039417853306317*I	0.00002106589677016964-0.007569280587518989*I	-0.004796866004905592+0.005458499725363315*I	0.004183886670127282+0.0014692975148328823*I	0.00038100630669207693-0.006318545062038385*I	-0.0038565872909368175+0.0048105725405886*I	0.0030125288618467402+0.0010597238134117698*I	0.0006848378926367267-0.005463785727907838*I	-0.0031573858366308214+0.004401720008043141*I	0.002102612602149814+0.0007418024540215109*I	0.0009668447483616835-0.00486869422888452*I	-0.002638316439479196+0.004162177438308273*I	0.0013148493148697205+0.00046810751099877107*I	0.0012449261911443102-0.004466878470797474*I	-0.0021846815055778382+0.004059221179694587*I	0.0006473884249514981+0.00022402071638031993*I	0.0015149492953762098-0.004210144342261352*I	-0.0018540590672316065+0.004082722407855961*I
-0.31054512729670203-0.3350011868945668*I	0.2058875160999352-0.5249173385853186*I	-0.22103855012359958-0.2852832911630994*I	-0.1746306614300475+0.08062104973267566*I	0.05165681332961728+0.0797022510954616*I	0.02711805310987551-0.05086958216011214*I	-0.04137502105534579+0.0003461942299642739*I	0.014244840369352463+0.029739743589945914*I	0.01475551757103006-0.022812113133646575*I	-0.02085819822090619-0.0016887541946665901*I	0.00648324404190208+0.017737337455983014*I	0.0096939153239085-0.013803800510942633*I	-0.012852286730824848-0.001637249736165515*I	0.003451429207128968+0.0123202063057859*I	0.0070019664037324035-0.009699305469909113*I	-0.00866552792528214-0.0013747117834253435*I	0.0018948249773181535+0.009333324869779879*I	0.005320436510232935-0.0074375541982522235*I	-0.006140831519422649-0.001085189439561969*I	0.0009545734459843055+0.007497917578689719*I	0.004204952566898172-0.0060999830726780925*I	-0.004415859698227178-0.0008600453366924704*I	0.0003272993791732395+0.00627987005540038*I	0.0033935351685269515-0.005258821248622529*I	-0.0031717493983046277-0.0006532131873036563*I	-0.00014485697477577785+0.005461443821458594*I	0.0027874504948038-0.004721983273888394*I	-0.002190541088263641-0.00046697422083965466*I	-0.0005357038373448269+0.004903979892330345*I	0.0022816940632122903-0.0044005867178871635*I	-0.0013933902483400304-0.00030470103248909263*I	-0.0008698321907043802+0.004527328690691914*I	0.0018923146160888132-0.0042428577544213536*I	-0.0006697322102261317-0.0001509231625675819*I	-0.0012066706423047725+0.0043067431242420524*I	0.0015149492953654955-0.0042101443422541095*I
-0.1686377148174695+0.1448973831288259*I	-0.22103855012358037-0.28528329116308876*I	0.19989456948737644-0.5891936719814578*I	-0.25888831396710177-0.25529893579911084*I	-0.1415196617076317+0.09402780096870036*I	0.04813155611775108+0.05006408996142929*I	0.008251893756805765-0.03453658980620184*I	-0.023094246272445003+0.007172242230336209*I	0.012252801501513732+0.011717997041349536*I	0.0029579868300284294-0.011900823678058673*I	-0.009172244029154352+0.0025291918429684273*I	0.005428488052078154+0.005188798264219827*I	0.0014593903392775827-0.005701540242795859*I	-0.004795564337261757+0.0012119839856897026*I	0.003020426266507612+0.002843234254220666*I	0.0008400689875195129-0.003215214321978067*I	-0.0029140884744212558+0.0006647060698843062*I	0.0019158908740872518+0.0017640442822707788*I	0.0005235705053382801-0.0019790544728922606*I	-0.0019569448492848464+0.00038410807526224465*I	0.0013355797526736935+0.001179372516642613*I	0.00034836527594560974-0.0012894105321057045*I	-0.001403330836388822+0.00019967847671000885*I	0.0010121372718178876+0.0008160843275029809*I	0.00023614933191118864-0.0008571012405720151*I	-0.001069136796137931+0.00008858926670926968*I	0.0008219877735954444+0.0005927495925689782*I	0.0001491340553149422-0.0005598058355790512*I	-0.000875691773412203+1.1332901530573085*^-6*I	0.0007092223537917612+0.00043710142152971957*I	0.00009701255763916877-0.0003413655381838925*I	-0.0007460018233851713-0.00008068031610215696*I	0.0006451171046564213+0.0003171843484331615*I	0.000038255548828384424-0.00016013534655825724*I	-0.0006697322102379238-0.00015092316256956194*I	0.0006473884249365772+0.00022402071636905475*I
0.08950657717311605+0.04971789573147152*I	-0.17463066143001965+0.08062104973268078*I	-0.25888831396707457-0.255298935799107*I	0.23300556920978843-0.575786920745436*I	-0.2624135711789612-0.2849370969331392*I	-0.1603858210606806+0.11036079332260545*I	0.06641233090066706+0.05689013796178892*I	0.006259854888970967-0.0525583363547894*I	-0.03489177701344941+0.018083531685950456*I	0.023938755693265725+0.015935943078996574*I	0.0019032308402121458-0.02444936286983123*I	-0.01740676901378133+0.010631452111097305*I	0.01348521044564439+0.008038031986057534*I	0.0010283873986788959-0.015178512294369256*I	-0.010957461753450706+0.0076960751336184715*I	0.008771865717367443+0.004882652107521369*I	0.0008611348842808938-0.010784494909497004*I	-0.007710954479311413+0.006123205795238173*I	0.006099777544237137+0.003233341797084426*I	0.0009045768120427798-0.008297599534939313*I	-0.005813532140230861+0.005194680615855213*I	0.004348108614504522+0.0022390963300537004*I	0.0010332031685906576-0.00675319626001636*I	-0.004560716672994122+0.004601398484757508*I	0.0031147498739832365+0.001557886781522756*I	0.0012029940802743813-0.0057257954694634955*I	-0.0037074532356296324+0.004250766705025574*I	0.0021368370884390204+0.001060857103574778*I	0.0013940602464414913-0.005026684306392416*I	-0.003060373278986584+0.004060354469836769*I	0.0013566107787527822+0.0006611221379249673*I	0.0016119618530143504-0.004551509880427271*I	-0.002600060890632061+0.004002042091765588*I	0.0006451171046436471+0.00031718434843666416*I	0.0018923146160742146-0.004242857754439527*I	-0.0021846815055852715+0.004059221179660036*I
-0.005992946612554018-0.06427633339614912*I	0.05165681332963016+0.07970225109545534*I	-0.14151966170760666+0.09402780096870354*I	-0.2624135711789561-0.2849370969331377*I	0.2141394098567212-0.5594539283915255*I	-0.2441327963960447-0.27811104893277205*I	-0.1623778599285106+0.09233904677402582*I	0.05461480015966267+0.06780142741742247*I	0.017945809080724254-0.048340390317125365*I	-0.035946533003256266+0.005534992494173102*I	0.01570423070864149+0.024038203347119768*I	0.009959953233751833-0.021600129147978906*I	-0.017837771954417887+0.0011544800595450755*I	0.007323313029443925+0.014522123134001476*I	0.0067798268495340925-0.013139094441058067*I	-0.010936395856717771+0.00012679454610060943*I	0.0039749997124487344+0.01034115183287139*I	0.005045021554424749-0.009315197394674995*I	-0.007329948172598369-0.00019533926678337317*I	0.0022431902533045964+0.0080439143377116*I	0.003917105673873931-0.007237875721507498*I	-0.005128694247610227-0.0002691051120663345*I	0.0011907227778729542+0.0066408163380855065*I	0.003135815770738898-0.006011393805983639*I	-0.003593871924645002-0.0002672957441161189*I	0.0004764334344952868+0.00572006421983837*I	0.002517843395136927-0.0052576879584502086*I	-0.0024625270445064393-0.00021611176577112165*I	-0.00004784441716175407+0.005120078283251009*I	0.00204144867138802-0.004802663590011597*I	-0.0015454239836060386-0.00014978987239895632*I	-0.0004974482884815696+0.004743844545796769*I	0.0016119618530043873-0.004551509880434113*I	-0.0007460018234040015-0.00008068031611361077*I	-0.0008698321907228957+0.004527328690672099*I	0.0012449261911345092-0.004466878470816009*I
-0.03784976384347043+0.029984355363981773*I	0.027118053109878946-0.05086958216012704*I	0.048131556117751564+0.05006408996142578*I	-0.16038582106069155+0.11036079332262012*I	-0.24413279639605584-0.2781110489327595*I	0.21214737098888842-0.5774756749401074*I	-0.25593032713704267-0.2671997594771589*I	-0.15069190573675223+0.09655699281167049*I	0.05356004416985133+0.05525288822563798*I	0.009711284096093935-0.040238130049008364*I	-0.027889810609719814+0.008384226216021279*I	0.015273227767993633+0.014561231295575065*I	0.0037980558175461916-0.015116038000023436*I	-0.012086332503535536+0.0031938979128600734*I	0.0073443789262065086+0.006952842546487654*I	0.001982960844608859-0.007680594715696868*I	-0.0067525091865956255+0.0015960920609315063*I	0.004356006019148289+0.004022606770847494*I	0.0011884342634827048-0.004504624854060223*I	-0.004317419310763788+0.0008643845466338576*I	0.0029280281459420727+0.002580128609776333*I	0.0007597198372456938-0.0028361557134832923*I	-0.0030260816454718625+0.000472697341974339*I	0.002157567526218787+0.0017721221092281008*I	0.0004974993312544068-0.0018492163676717935*I	-0.0022790226097713557+0.0002008117668724242*I	0.0017213596256426267+0.0012531857490261813*I	0.00033316188955293766-0.001198466778771469*I	-0.001815138619565157+7.90895061388613*^-6*I	0.0014671048782141703+0.0009099339410250714*I	0.00018738960416167904-0.0007199411821240725*I	-0.0015454239836084557-0.0001497898724071738*I	0.0013566107787464478+0.0006611221379024313*I	0.00009701255763240232-0.0003413655382010713*I	-0.0013933902483559838-0.0003047010324875189*I	0.0013148493148495751+0.00046810751100638596*I
0.033110999722444696+0.013406751236016272*I	-0.04137502105533703+0.0003461942299423077*I	0.008251893756793019-0.03453658980620822*I	0.06641233090064222+0.05689013796182023*I	-0.1623778599285269+0.0923390467740451*I	-0.25593032713704883-0.2671997594771624*I	0.22383332518065233-0.5732577289024887*I	-0.25698508312685203-0.279748298668958*I	-0.15892643072139012+0.10465925307979788*I	0.061616766563373816+0.05810212194750201*I	0.009280281155438035-0.04971510210055867*I	-0.034051708025922875+0.014868317363960888*I	0.021024667218896717+0.016600649148879605*I	0.003819121714350974-0.022685318587553575*I	-0.016883198508428954+0.008652397638203548*I	0.011528265596328014+0.008422140061317545*I	0.002363967151303173-0.01399913977771642*I	-0.010609096477528368+0.006406664601538072*I	0.007368534880991987+0.005082330584246939*I	0.0018732721561302778-0.00996841058201911*I	-0.007474805147373112+0.005266104554634289*I	0.005030640748092784+0.0033219310638120717*I	0.0017265645855985934-0.00770484994232704*I	-0.005664398084940202+0.004634874780290481*I	0.0034724168411059022+0.002240229620196413*I	0.0017424255224019409-0.006316094838506849*I	-0.004463704115352348+0.00426003294654875*I	0.0023687480505878325+0.0014772064654187875*I	0.0018481111849201549-0.005408611121001959*I	-0.003669197686794718+0.004090631358495485*I	0.001467104878223695+0.0009099339410251821*I	0.002041448671395404-0.004802663590011001*I	-0.003060373278982991+0.004060354469825552*I	0.0007092223538014133+0.0004371014215330324*I	0.0022816940632115483-0.004400586717867903*I	-0.002638316439494717+0.004162177438316153*I
-0.003525257211868666-0.02963816113404917*I	0.014244840369358133+0.029739743589918963*I	-0.023094246272451605+0.00717224223033961*I	0.006259854888948598-0.05255833635476474*I	0.05461480015964858+0.06780142741741955*I	-0.15069190573675706+0.09655699281165574*I	-0.25698508312685514-0.2797482986689537*I	0.21559880019601912-0.5651554686343387*I	-0.24892836073331837-0.276899064947067*I	-0.15935743366203828+0.0951822810282638*I	0.05545486914716576+0.06458621309543286*I	0.015031720606325582-0.04767568424726414*I	-0.03403064212913544+0.007299036776441256*I	0.016227801213990138+0.022059148874231292*I	0.008003008384456136-0.021216021072729605*I	-0.016502192201756437+0.002333852576178211*I	0.00767167830538514+0.013232712601919341*I	0.0053764960131572745-0.012939415964313333*I	-0.00992425858486552+0.0009428788736083859*I	0.004211149044387893+0.009484050592281043*I	0.003975884758272956-0.009226608127976252*I	-0.0065079603990391005+0.00039741032578337907*I	0.0023923243086075895+0.007484108502128973*I	0.003041413900478699-0.007236742431354043*I	-0.004419471893797878+0.00016799630945468002*I	0.0012877353355183914+0.006299450799878064*I	0.0023898139473443134-0.006092074122090057*I	-0.002948754819996411+0.00004988860433861173*I	0.0005146889833329718+0.0055599288732868*I	0.0018481111849171655-0.005408611121024012*I	-0.0018151386195522008+7.908950612800446*^-6*I	-0.00004784441714716685+0.0051200782832652395*I	0.0013940602464441254-0.00502668430638417*I	-0.0008756917734012132+1.1332901660231883*^-6*I	-0.0005357038373324158+0.004903979892343652*I	0.0009668447483585298-0.004868694228883502*I
-0.018866159353079545+0.01633299235389566*I	0.01475551757102532-0.022812113133671638*I	0.012252801501518229+0.011717997041359295*I	-0.03489177701344196+0.018083531685960087*I	0.017945809080725333-0.04834039031714376*I	0.053560044169847824+0.05525288822562237*I	-0.1589264307213886+0.10465925307980439*I	-0.24892836073331398-0.2768990649470628*I	0.21516779725538654-0.5746324406858753*I	-0.25509025814951497-0.2704149737991353*I	-0.15360599421114773+0.09722169888155469*I	0.05547593504395178+0.057016932507910074*I	0.010234854601411634-0.04221718452189966*I	-0.02984675545904002+0.008768334291281607*I	0.01660880752065833+0.015740603812213396*I	0.00414642109350943-0.016405448532121135*I	-0.0134896633399126+0.0033935763895886154*I	0.008356516198035714+0.007768926873992587*I	0.0022191101765407706-0.008537695956274778*I	-0.007821645982735102+0.0016846813276583286*I	0.005177993792713389+0.004615356363433922*I	0.0013375683187776518-0.005064430689653638*I	-0.0051931110841764785+0.0008655178367713746*I	0.0036372504997336085+0.003017230031311236*I	0.0008567323948839116-0.0031775212516690775*I	-0.0037720834688571236+0.0003920170258597346*I	0.0028026846308787192+0.0020893064576616056*I	0.0005357548800981494-0.002009351714218538*I	-0.002948754819995607+0.00004988860431835757*I	0.0023687480505770273+0.0014772064654132182*I	0.00033316188955067027-0.0011984667787683753*I	-0.002462527044502826-0.00021611176577135562*I	0.0021368370884321296+0.0010608571035788036*I	0.00014913405531392985-0.0005598058355733208*I	-0.0021905410882522482-0.0004669742208394854*I	0.0021026126021569053+0.0007418024540205889*I
0.01828077478290306+0.006826048000378434*I	-0.020858198220915083-0.00168875419467687*I	0.0029579868300323065-0.011900823678051176*I	0.023938755693295843+0.015935943079003555*I	-0.03594653300323968+0.005534992494166709*I	0.009711284096085489-0.040238130049021034*I	0.06161676656337177+0.05810212194749114*I	-0.1593574336620319+0.09518228102825496*I	-0.2550902581495177-0.27041497379914065*I	0.2209192367062634-0.5725930228325815*I	-0.2550691922527339-0.2779842543866559*I	-0.15840286021604194+0.10268019860690886*I	0.059659821714077355+0.05848623002274251*I	0.010615860908104596-0.04853572958392153*I	-0.03370334274996873+0.013578906831878446*I	0.01962133638251061+0.016800327625617853*I	0.004831258986160094-0.02186923426003947*I	-0.016647049176526887+0.007795296397626147*I	0.010459128800165965+0.008510729328018184*I	0.0031859549248612986-0.013406390185155423*I	-0.010459962422222207+0.005846858765955243*I	0.006492843107599444+0.005083463874417031*I	0.002582494509923284-0.00953130916045389*I	-0.007377792589758202+0.004924739016472146*I	0.004284638924684991+0.003241250747704651*I	0.0023716816902419106-0.007387665593915359*I	-0.005626142536109366+0.004474739433708632*I	0.002802684630891705+0.002089306457633667*I	0.0023898139473631868-0.006092074122088077*I	-0.004463704115353168+0.004260032946588147*I	0.0017213596256257962+0.0012531857490372148*I	0.002517843395126506-0.005257687958469156*I	-0.0037074532356402086+0.004250766705022393*I	0.0008219877735760138+0.0005927495925776981*I	0.002787450494802122-0.004721983273887197*I	-0.003157385836611765+0.004401720008041602*I
