0.45487536940755635-0.10824701646747877*I	0.18516758590285082-0.16338204169037487*I	0.0248338838584459-0.1444070202764679*I	-0.050832523263961635-0.07308641062258056*I	-0.055995174633639205+0.0030327633385521927*I	-0.02323878375688604+0.042571681580982165*I	0.009821756243553971+0.03491410508426833*I	0.021505743129137188+0.0015811294369595147*I	0.013168581992122121-0.02418509965067353*I	-0.0007707802526574293-0.02297283326201563*I	-0.008347678157002563-0.0009944653147543172*I	-0.007764290182724405+0.019045719476824177*I	-0.003774804465364154+0.01889489023337492*I
0.18516758590285076-0.16338204169037496*I	0.47970925326600233-0.25265403674394676*I	0.13433506263888914-0.2364684523129554*I	-0.031161290775193348-0.14137425693791558*I	-0.07407130702084778-0.030514729041598295*I	-0.04617341839008535+0.03794686842282056*I	-0.0017330406277490224+0.04415281101794158*I	0.0229903382356759+0.010729005433594608*I	0.020734962876479582-0.02139170382505626*I	0.004820903835119454-0.025179564965427875*I	-0.008535070435381856-0.003927113785191297*I	-0.012122482622366683+0.01790042491862084*I	-0.007764290182724374+0.019045719476824347*I
0.0248338838584458-0.14440702027646807*I	0.13433506263888909-0.2364684523129557*I	0.42371407863236316-0.2496212734053944*I	0.11109627888200305-0.1938967707319729*I	-0.021339534531639556-0.10646015185364696*I	-0.05256556389171092-0.028933599604638774*I	-0.033004836397963706+0.013761768772146701*I	-0.00250382088040695+0.021179977755925505*I	0.01464266007867298+0.009734540118840023*I	0.012970672693755063-0.002345984348231962*I	0.001046099369755406-0.006284674732052461*I	-0.00853507043538167-0.003927113785190732*I	-0.008347678157002417-0.000994465314753792*I
-0.05083252326396178-0.0730864106225809*I	-0.031161290775193556-0.14137425693791603*I	0.11109627888200291-0.1938967707319733*I	0.43353583487591674-0.21470716832112569*I	0.1326020220111397-0.1923156412950133*I	-0.008170952539518227-0.13064525150432077*I	-0.053336344144369184-0.05190643286665497*I	-0.041352514554966954+0.012767303457391818*I	-0.010268111063131647+0.04022569723274951*I	0.010867855613308976+0.028629430352215348*I	0.01297067269375549-0.002345984348231193*I	0.004820903835119987-0.02517956496542673*I	-0.0007707802526570819-0.022972833262014807*I
-0.055995174633639344+0.0030327633385518085*I	-0.07407130702084798-0.03051472904159889*I	-0.02133953453163981-0.10646015185364754*I	0.13260202201113963-0.19231564129501363*I	0.44670441686803813-0.23889226797179933*I	0.13183124175848132-0.21528847455702943*I	-0.016518630696521645-0.13163971681907577*I	-0.06110063432709411-0.032860713389831216*I	-0.045127319020331035+0.03166219369076688*I	-0.010268111063131021+0.04022569723275017*I	0.014642660078673993+0.009734540118841185*I	0.020734962876480578-0.021391703825055043*I	0.013168581992122737-0.02418509965067276*I
-0.023238783756886174+0.04257168158098177*I	-0.0461734183900856+0.03794686842281999*I	-0.05256556389171118-0.028933599604639416*I	-0.008170952539518314-0.13064525150432127*I	0.1318312417584813-0.21528847455702968*I	0.4383567387110346-0.23988673328655424*I	0.12406695157575626-0.1962427550802056*I	-0.020293435161885795-0.11274482658570074*I	-0.06110063432709337-0.03286071338983072*I	-0.04135251455496567+0.012767303457392595*I	-0.0025038208804054186+0.021179977755926317*I	0.022990338235677275+0.010729005433595234*I	0.021505743129138+0.0015811294369598482*I
0.009821756243553857+0.03491410508426809*I	-0.001733040627749212+0.04415281101794119*I	-0.0330048363979639+0.013761768772146219*I	-0.053336344144369274-0.05190643286665546*I	-0.01651863069652165-0.13163971681907605*I	0.1240669515757563-0.1962427550802058*I	0.43458193424567043-0.2209918430531792*I	0.12406695157575698-0.1962427550802051*I	-0.016518630696520334-0.1316397168190751*I	-0.053336344144367526-0.05190643286665465*I	-0.033004836397962+0.013761768772146604*I	-0.0017330406277475839+0.04415281101794119*I	0.009821756243554802+0.034914105084267996*I
0.02150574312913714+0.0015811294369594052*I	0.022990338235675818+0.010729005433594414*I	-0.0025038208804070536+0.021179977755925273*I	-0.04135251455496703+0.012767303457391589*I	-0.06110063432709413-0.03286071338983137*I	-0.020293435161885774-0.11274482658570083*I	0.12406695157575703-0.19624275508020508*I	0.4383567387110359-0.23988673328655352*I	0.13183124175848296-0.21528847455702904*I	-0.008170952539516522-0.13064525150432107*I	-0.052565563891709514-0.028933599604639797*I	-0.04617341839008432+0.037946868422819344*I	-0.023238783756885498+0.04257168158098133*I
0.013168581992122154-0.02418509965067362*I	0.020734962876479596-0.021391703825056382*I	0.014642660078672905+0.00973454011883996*I	-0.010268111063131817+0.04022569723274953*I	-0.04512731902033116+0.03166219369076699*I	-0.06110063432709339-0.0328607133898306*I	-0.01651863069652014-0.131639716819075*I	0.13183124175848324-0.215288474557029*I	0.44670441686804-0.2388922679717994*I	0.132602022011141-0.1923156412950142*I	-0.021339534531638962-0.10646015185364836*I	-0.07407130702084763-0.030514729041599617*I	-0.05599517463363927+0.0030327633385513805*I
-0.0007707802526573362-0.022972833262015813*I	0.0048209038351195175-0.0251795649654281*I	0.01297067269375496-0.0023459843482320345*I	0.010867855613308674+0.02862943035221554*I	-0.010268111063131333+0.04022569723275057*I	-0.04135251455496578+0.012767303457393058*I	-0.053336344144367255-0.05190643286665433*I	-0.00817095253951602-0.13064525150432105*I	0.1326020220111415-0.1923156412950142*I	0.43353583487591757-0.2147071683211268*I	0.11109627888200264-0.19389677073197403*I	-0.031161290775194354-0.14137425693791625*I	-0.05083252326396244-0.07308641062258088*I
