0.12012375107202075-0.8300053884307174*I	-0.49054148290469496-0.10468686660289259*I	-0.013335454274784421+0.18568188002841735*I	0.01631388410590901-0.03130173243204058*I	-0.01816456623196254+0.026224494342895813*I	0.01879888334935808-0.003748232825209946*I	-0.01815768461031154-0.0029027050814846396*I	0.016269238858627424+0.009712848299540415*I	-0.013267117843905114-0.01082402966887512*I	0.009380183054341294+0.009548725273417559*I	-0.004862122892587295-0.005340993180591576*I
-0.4905414829047033-0.10468686660288869*I	0.10678829679722886-0.6443235084023032*I	-0.4742275987987661-0.13598859903494376*I	-0.031500020506738814+0.21190637437129617*I	0.03511276745527096-0.03504996525725876*I	-0.0363222508422702+0.023321789261417758*I	0.0350681222079611+0.005964615474332048*I	-0.03142480245422586-0.013726734750358887*I	0.02564942191296877+0.019261573572941306*I	-0.01812924073650632-0.016165022849495315*I	0.009380183054343572+0.009548725273421326*I
-0.013335454274796321+0.18568188002840316*I	-0.47422759879878124-0.13598859903492674*I	0.08862373056529367-0.6180990140593976*I	-0.455428715449423-0.13973683186014685*I	-0.04965770511706266+0.20900366928981312*I	0.051382006313886286-0.025337116957728292*I	-0.04958936868618123+0.012497759592550473*I	0.04444830526231966+0.015513340747757436*I	-0.036286925346826704-0.019067727930975602*I	0.025649421912964293+0.019261573572951864*I	-0.013267117843903341-0.01082402966886047*I
0.016313884105911815-0.03130173243205407*I	-0.031500020506747925+0.21190637437130727*I	-0.4554287154494356-0.1397368318601407*I	0.07046604595496281-0.6210017191408859*I	-0.43915947659080684-0.13002398356061212*I	-0.06292482296097264+0.19817963962094354*I	0.060762189368227935-0.015788391684289332*I	-0.054451491578777905+0.007156766411939171*I	0.044448305262326945+0.015513340747738873*I	-0.031424802454225256-0.013726734750360799*I	0.016269238858613977+0.009712848299533958*I
-0.018164566231959223+0.02622449434289755*I	0.035112767455253-0.035049965257256156*I	-0.049657705117054945+0.20900366928981282*I	-0.43915947659080556-0.1300239835606151*I	0.05719892811105553-0.6318257488097662*I	-0.42977929353646066-0.12047525828719925*I	-0.06778694585358212+0.1928386464403311*I	0.060762189368227894-0.015788391684291383*I	-0.04958936868617661+0.012497759592554872*I	0.03506812220796601+0.005964615474321958*I	-0.018157684610324142-0.0029027050814890883*I
0.018798883349358086-0.003748232825202376*I	-0.03632225084227749+0.02332178926143237*I	0.05138200631387397-0.025337116957718425*I	-0.06292482296096819+0.19817963962094487*I	-0.4297792935364565-0.12047525828719326*I	0.052336805218454435-0.6371667419903926*I	-0.429779293536474-0.12047525828720952*I	-0.0629248229609797+0.19817963962095597*I	0.051382006313882636-0.02533711695770384*I	-0.036322250842274986+0.02332178926141546*I	0.018798883349354922-0.0037482328252060213*I
-0.018157684610308963-0.0029027050814809593*I	0.035068122207971994+0.0059646154743294155*I	-0.049589368686196816+0.012497759592535955*I	0.06076218936821852-0.015788391684312415*I	-0.06778694585356518+0.1928386464403283*I	-0.42977929353645455-0.12047525828719498*I	0.057198928111047195-0.631825748809767*I	-0.4391594765908269-0.130023983560614*I	-0.04965770511706596+0.2090036692898116*I	0.035112767455275445-0.035049965257263394*I	-0.018164566231944547+0.02622449434290782*I
0.016269238858617606+0.009712848299540888*I	-0.031424802454221405-0.013726734750354172*I	0.04444830526232655+0.015513340747739551*I	-0.05445149157879045+0.00715676641192356*I	0.06076218936822229-0.0157883916843094*I	-0.06292482296097143+0.19817963962094104*I	-0.43915947659081334-0.13002398356061554*I	0.07046604595495855-0.6210017191408903*I	-0.4554287154494359-0.13973683186014688*I	-0.031500020506743096+0.21190637437129772*I	0.01631388410591538-0.03130173243204002*I
-0.013267117843905496-0.01082402966887086*I	0.0256494219129743+0.019261573572964992*I	-0.03628692534682898-0.019067727930963785*I	0.044448305262316634+0.015513340747747448*I	-0.049589368686188684+0.012497759592539237*I	0.05138200631386908-0.025337116957731526*I	-0.049657705117064466+0.20900366928981423*I	-0.45542871544942765-0.1397368318601481*I	0.08862373056528045-0.6180990140594002*I	-0.4742275987987878-0.13598859903493637*I	-0.013335454274800138+0.18568188002838606*I
0.00938018305435917+0.009548725273406888*I	-0.01812924073650557-0.016165022849493532*I	0.0256494219129646+0.019261573572959323*I	-0.03142480245422792-0.013726734750362235*I	0.03506812220796218+0.005964615474313262*I	-0.036322250842263176+0.023321789261415482*I	0.03511276745526612-0.03504996525725046*I	-0.03150002050675532+0.21190637437130116*I	-0.4742275987987771-0.13598859903493896*I	0.10678829679723072-0.6443235084023029*I	-0.49054148290469596-0.10468686660289628*I
-0.004862122892583143-0.005340993180611722*I	0.009380183054344904+0.009548725273425918*I	-0.013267117843912657-0.010824029668868265*I	0.016269238858624385+0.00971284829954007*I	-0.018157684610311198-0.0029027050814858235*I	0.018798883349352202-0.0037482328252107927*I	-0.01816456623196311+0.026224494342900362*I	0.016313884105910503-0.0313017324320482*I	-0.01333545427477939+0.18568188002840663*I	-0.490541482904693-0.10468686660288982*I	0.12012375107200685-0.8300053884307066*I
