0.3023337395094102-0.000013528463676507973*I	0.104667151429171-0.000011938891294721965*I	0.04202244114617045-9.174321093558938*^-6*I	0.019466880184988253-7.046556362969274*^-6*I	0.010198663688036368-5.519047628180276*^-6*I	0.005886077191960333-4.391626374522889*^-6*I	0.0036487835623159126-3.520302832647272*^-6*I	0.0023764012603498448-2.815790534195946*^-6*I	0.001593818902554461-2.2227811023588014*^-6*I	0.0010774525027371722-1.7056761942552494*^-6*I	0.0007126157841238485-1.2403523583827295*^-6*I	0.00043540587483789655-8.09472059349032*^-7*I	0.00020681058316922735-3.99710788485708*^-7*I
0.1046671514291711-0.00001193889129472197*I	0.34435618065558077-0.000022702784770066917*I	0.12413403161415933-0.00001898544765769125*I	0.05222110483420683-0.000014693368721739224*I	0.02535295737694859-0.000011438182737492157*I	0.013847447250352281-9.039350460827553*^-6*I	0.008262478452310174-7.2074169087188325*^-6*I	0.005242602464870372-5.743083935006073*^-6*I	0.0034538537630870165-4.521466728451195*^-6*I	0.00230643468667831-3.4631334607415326*^-6*I	0.0015128583775750684-2.515148253604282*^-6*I	0.0009194263672930757-1.6400631468684376*^-6*I	0.0004354058748378967-8.094720593490323*^-7*I
0.04202244114617043-9.174321093558938*^-6*I	0.1241340316141593-0.000018985447657691242*I	0.35455484434361706-0.000028221832398247203*I	0.13002010880611964-0.000023377074032214132*I	0.055869888396522745-0.000018213671554386488*I	0.02772935863729843-0.0000142539732716881*I	0.015441266152906736-0.000011262131563186345*I	0.009339930955047341-8.91309310297408*^-6*I	0.005955218248994219-6.9834362933888035*^-6*I	0.003889259637924914-5.330938787800227*^-6*I	0.002513245269847537-3.86284424922724*^-6*I	0.0015128583775750686-2.5151482536042812*^-6*I	0.0007126157841238486-1.24035235838273*^-6*I
0.01946688018498825-7.046556362969272*^-6*I	0.05222110483420683-0.000014693368721739219*I	0.13002010880611964-0.000023377074032214136*I	0.358203627905933-0.000031742135230894464*I	0.13239651006646946-0.000026192864566410064*I	0.057463707299077176-0.000020436452656745276*I	0.02880681114003558-0.00001595964946594333*I	0.016153881937030573-0.000012502483921569066*I	0.009775336829885234-9.722565162323109*^-6*I	0.006162028832163447-7.383147081874508*^-6*I	0.0038892596379249134-5.330938787800227*^-6*I	0.0023064346866783097-3.4631334607415314*^-6*I	0.0010774525027371722-1.7056761942552494*^-6*I
0.010198663688036362-5.5190476281802744*^-6*I	0.025352957376948572-0.000011438182737492159*I	0.055869888396522696-0.00001821367155438648*I	0.13239651006646944-0.00002619286456641006*I	0.3597974468084872-0.000033964916333253256*I	0.13347396256920657-0.000027898540760665304*I	0.058176323083200976-0.000021676805015127987*I	0.029242217014873464-0.000016769121525292364*I	0.0163606925201998-0.000012902194710054769*I	0.009775336829885236-9.722565162323107*^-6*I	0.0059552182489942184-6.983436293388799*^-6*I	0.003453853763087016-4.5214667284511935*^-6*I	0.001593818902554461-2.222781102358802*^-6*I
0.005886077191960333-4.39162637452289*^-6*I	0.013847447250352285-9.039350460827548*^-6*I	0.027729358637298435-0.000014253973271688112*I	0.05746370729907722-0.000020436452656745287*I	0.1334739625692066-0.0000278985407606653*I	0.36051006259261137-0.000035205268691635984*I	0.1339093684440445-0.000028708012820014314*I	0.05838313366637022-0.00002207651580361369*I	0.02924221701487346-0.000016769121525292364*I	0.016153881937030577-0.000012502483921569073*I	0.009339930955047345-8.913093102974082*^-6*I	0.005242602464870372-5.743083935006073*^-6*I	0.0023764012603498456-2.815790534195947*^-6*I
0.0036487835623159126-3.520302832647272*^-6*I	0.00826247845231017-7.207416908718832*^-6*I	0.015441266152906736-0.00001126213156318635*I	0.028806811140035582-0.000015959649465943344*I	0.058176323083201004-0.00002167680501512799*I	0.1339093684440445-0.000028708012820014327*I	0.3607168731757804-0.00003560497948012166*I	0.1339093684440445-0.00002870801282001431*I	0.05817632308320101-0.00002167680501512799*I	0.028806811140035585-0.00001595964946594334*I	0.015441266152906736-0.000011262131563186347*I	0.008262478452310174-7.207416908718834*^-6*I	0.0036487835623159126-3.520302832647273*^-6*I
0.0023764012603498443-2.8157905341959462*^-6*I	0.005242602464870372-5.743083935006073*^-6*I	0.009339930955047347-8.913093102974082*^-6*I	0.01615388193703058-0.000012502483921569075*I	0.02924221701487346-0.000016769121525292364*I	0.05838313366637021-0.0000220765158036137*I	0.1339093684440445-0.000028708012820014314*I	0.3605100625926111-0.00003520526869163595*I	0.13347396256920657-0.00002789854076066529*I	0.05746370729907717-0.000020436452656745276*I	0.027729358637298415-0.000014253973271688099*I	0.013847447250352274-9.039350460827547*^-6*I	0.0058860771919603296-4.3916263745228884*^-6*I
0.0015938189025544612-2.2227811023588023*^-6*I	0.003453853763087017-4.521466728451196*^-6*I	0.005955218248994221-6.9834362933888035*^-6*I	0.009775336829885238-9.722565162323114*^-6*I	0.0163606925201998-0.000012902194710054777*I	0.02924221701487347-0.00001676912152529237*I	0.058176323083201004-0.000021676805015127994*I	0.1334739625692066-0.000027898540760665294*I	0.35979744680848735-0.000033964916333253256*I	0.1323965100664695-0.000026192864566410074*I	0.05586988839652274-0.00001821367155438649*I	0.025352957376948586-0.00001143818273749216*I	0.010198663688036371-5.5190476281802795*^-6*I
0.0010774525027371713-1.7056761942552494*^-6*I	0.002306434686678309-3.4631334607415314*^-6*I	0.0038892596379249125-5.330938787800229*^-6*I	0.006162028832163446-7.383147081874512*^-6*I	0.009775336829885234-9.722565162323107*^-6*I	0.016153881937030577-0.00001250248392156907*I	0.02880681114003558-0.000015959649465943344*I	0.057463707299077176-0.000020436452656745276*I	0.13239651006646946-0.00002619286456641007*I	0.35820362790593296-0.00003174213523089448*I	0.1300201088061196-0.000023377074032214136*I	0.052221104834206805-0.000014693368721739219*I	0.019466880184988253-7.046556362969275*^-6*I
