0.37432615146591824-0.6698009682659127*I	-0.3103579600777733-0.3350071115006689*I	-0.16864250311887663+0.14491941412420054*I	0.08930474858188067+0.049697770557320206*I	-0.0057894069513668-0.06430561030052387*I	-0.03783445126907677+0.030044988067159873*I	0.032908244032622644+0.013385862940377772*I	-0.0033214485838553337-0.02968791039956053*I	-0.01886182209488595+0.016410327494285594*I	0.018050255541961314+0.006791135449496257*I	-0.0017830313570051102-0.018082407067491653*I	-0.011775282509182613+0.011017993256239096*I	0.011461620500551363+0.004162186846595117*I	-0.0008230642242470774-0.012621313222726051*I	-0.008227031093320817+0.008268452188205513*I	0.007782494439846913+0.0027927483319652134*I	-0.00018325975333918502-0.00958938299970557*I	-0.006128888841310694+0.006659564778913317*I	0.005460260490066893+0.001953538876195966*I	0.00028598452054457606-0.007694351328094172*I	-0.004766048795678679+0.005702450612939957*I	0.003865578800630373+0.0013668107409566988*I	0.0006988645298683949-0.006494327374246301*I	-0.0038183289733027263+0.0050956261914371455*I	0.0026207487739835873+0.0009386444809375478*I	0.0010273435122087947-0.00566066591110268*I	-0.003107104104480795+0.004773039669266162*I	0.0016567495841405457+0.0005900586758445901*I	0.0013789811773068515-0.005134713168368313*I	-0.002556774248958712+0.004609189611014159*I	0.0007958804119809834+0.0002828252045023715*I	0.0017219313607921484-0.0047907114188864555*I	-0.002112255823941811+0.00463132168416612*I
-0.3103579600777859-0.3350071115006643*I	0.2056836483470218-0.5248815541417048*I	-0.22105321149590487-0.28530934094334254*I	-0.1744319100702381+0.08061380382368022*I	0.05147029731281337+0.07974275862448475*I	0.027118837081251786-0.05091974736013568*I	-0.04115589985294576+0.0003570776676088221*I	0.014046421937730973+0.029796190434666275*I	0.01472880695811342-0.022896774950060643*I	-0.0206448534518829-0.0016720795731961962*I	0.006274973032774038+0.017809128705749907*I	0.009678589143534134-0.013920220220880393*I	-0.012598346733435432-0.0016033199664777197*I	0.0032345894072282303+0.012430639034798827*I	0.006959430215594526-0.009828564890764342*I	-0.008410290846654648-0.0013209308115026378*I	0.0016536055985576325+0.009452313110872263*I	0.005277000736740485-0.007635844123512754*I	-0.005842904320777101-0.001034786549173588*I	0.0006942116943771449+0.007655989489148444*I	0.004151563321180709-0.00632754058712075*I	-0.004067184265798361-0.0007918767612844482*I	0.00004724982733575998+0.006462436932410478*I	0.003319613303854523-0.005555682893295474*I	-0.002790985461102061-0.0005650397196479818*I	-0.0004863553305153787+0.00571168415021526*I	0.0026840930963338977-0.005070607235258286*I	-0.001728122927177571-0.0003616734991073829*I	-0.0009000246648134086+0.005199248286841071*I	0.0021748615892895518-0.004851887963900857*I	-0.0008348428881746636-0.0001815218079038841*I	-0.001316375411970463+0.004914146888653497*I	0.0017219313607886866-0.004790711418891813*I
-0.16864250311889561+0.1449194141242062*I	-0.22105321149591267-0.28530934094334093*I	0.19989424139566725-0.5891871644422261*I	-0.2588876627649634-0.25526435287617455*I	-0.14152366603760969+0.09399966676407365*I	0.04814884872894505+0.05005484822493231*I	0.008257014986346603-0.034509419865863075*I	-0.023105644310994662+0.0071482131170908375*I	0.01226339058072342+0.011713783367184786*I	0.0029535244489249687-0.011878781693797908*I	-0.00918323295134097+0.0024901072734102893*I	0.0054519088085250005+0.005187815483017143*I	0.0014515580502213999-0.005651768032689165*I	-0.004815852293578069+0.0011894283654788722*I	0.003051329653905951+0.0028412560350937295*I	0.0008305413743171789-0.003169000111849834*I	-0.00295003035655742+0.0006326080646923463*I	0.0019395901190964015+0.0017579617827845736*I	0.0005109519410367958-0.0019333935105609946*I	-0.0019773255201447275+0.00033202419179629536*I	0.0013930762242742754+0.00116166211492315*I	0.00033323434789854034-0.001231914395665788*I	-0.001446435491811817+0.0001467677196545538*I	0.0010745933395351808+0.000801771021306663*I	0.00021250919935445338-0.0007826432240252099*I	-0.0011342358769783531+0.000025018956193496794*I	0.0008926258467891493+0.0005769709818369346*I	0.00012731884738151087-0.0004614176242570376*I	-0.0009322425151946912-0.00007884829463116796*I	0.0008219066959654051+0.0004085368679250364*I	0.00006260576532624795-0.00022056627974492097*I	-0.0008348428881829082-0.0001815218078984436*I	0.000795880411977634+0.0002828252044941165*I
0.08930474858187391+0.049697770557323474*I	-0.17443191007023653+0.08061380382367711*I	-0.2588876627649647-0.25526435287618315*I	0.23280248542828516-0.575801301501835*I	-0.2622091113488341-0.28495226327572454*I	-0.16038548813251025+0.1104099942583434*I	0.066199104270891+0.056845983674402516*I	0.00647398362933757-0.05259182693335391*I	-0.034880926820169786+0.01816620637335787*I	0.023725011081275962+0.015875970213799287*I	0.0021304602246724836-0.024500094916537336*I	-0.017410264044659472+0.010758559461583743*I	0.013234403248386055+0.00798056381496284*I	0.0012682982969048466-0.01524115103239646*I	-0.010944741134863862+0.007848993144396245*I	0.008511590143988092+0.004794794911298867*I	0.0011165258948528372-0.010863351439926406*I	-0.007716079152261671+0.006335058677644134*I	0.005805168919721015+0.0031247725237417982*I	0.0012098164709378777-0.008427720884799459*I	-0.00579565449341502+0.00542765038324638*I	0.004013824998253245+0.0021003065958573983*I	0.0013605778600791556-0.006892580306784315*I	-0.004553539596317824+0.004919807388908867*I	0.0027313429236679016+0.0013918296971393938*I	0.001591490376677777-0.005917356392411642*I	-0.003691010125912008+0.004634208567189031*I	0.0016885062587766021+0.0008597961863236311*I	0.001849250208156545-0.005252129043151767*I	-0.003044498339162381+0.004552473389542431*I	0.0008219066959506852+0.0004085368679441405*I	0.002174861589280483-0.004851887963893456*I	-0.002556774248952509+0.004609189610998599*I
-0.0057894069513628995-0.0643056103005212*I	0.0514702973128153+0.07974275862448067*I	-0.14152366603762573+0.09399966676406198*I	-0.2622091113488563-0.2849522632757298*I	0.21394066333338282-0.5593909740075518*I	-0.2441588558068776-0.27816112782624*I	-0.1621685194895221+0.0923275871908605*I	0.05442382176172362+0.06786397693067246*I	0.017935604129919257-0.048429640086731104*I	-0.03570399104440907+0.0055448931506366685*I	0.0154979799879423+0.024144422401990065*I	0.009912954664515583-0.02170734658458203*I	-0.017593523797985185+0.0011691764618843865*I	0.007105514407087392+0.014640128593884237*I	0.006728558786962314-0.013287612156191345*I	-0.010658756614348569+0.0001546418163251288*I	0.003745541348283938+0.010497245524256339*I	0.004982104695477997-0.009496540698981783*I	-0.0070172146223745815-0.00015926869661538726*I	0.00198683994644547+0.008220398715192308*I	0.003830565244920195-0.007489076403843894*I	-0.004768310981244111-0.00023301552785385626*I	0.0009067208937343838+0.0068733462651226545*I	0.0030173274442080195-0.006302521630936001*I	-0.0031745584189985885-0.00021490577946237864*I	0.0001745686747335982+0.00600101930813937*I	0.002387370788670199-0.005634531187925098*I	-0.0019690787651357624-0.00015650285170151442*I	-0.0004237495651854402+0.005491117870497414*I	0.0018492502081500477-0.005252129043145831*I	-0.0009322425152133668-0.00007884829462563922*I	-0.0009000246648157143+0.005199248286826697*I	0.0013789811773241567-0.005134713168393701*I
-0.037834451269076315+0.030044988067159658*I	0.027118837081254964-0.05091974736013722*I	0.04814884872893977+0.05005484822493419*I	-0.16038548813252673+0.11040999425835438*I	-0.2441588558068907-0.2781611278262286*I	0.2121576319763814-0.5774733810750257*I	-0.255934138316055-0.26714313456998223*I	-0.15070689898895268+0.09648977403746221*I	0.05360075753748008+0.055242663707951487*I	0.009708573036576951-0.040161187898518094*I	-0.02792149660457066+0.008337641482604083*I	0.015314720234624069+0.014555039402283627*I	0.0037840658232267664-0.01504778180566657*I	-0.01213326330791924+0.003122715338089509*I	0.00739149892761517+0.006945777265813469*I	0.001962509991277511-0.007585161543227434*I	-0.006793177813703323+0.0015214525572762858*I	0.004444405878170157+0.004002918149985402*I	0.0011637757221835356-0.0044009145075469686*I	-0.004396465848394457+0.0007793757843489308*I	0.003014183458632665+0.0025597328041148198*I	0.0007234611404145259-0.002716036734570103*I	-0.0031115613971013692+0.00035704314798921385*I	0.0022857020710619464+0.0017386330967477067*I	0.0004605531952607029-0.0016933320199358512*I	-0.0023786780070209363+0.00006791942502420848*I	0.0018965000355076612+0.001210307889246946*I	0.0002751149647063924-0.0010032095037562842*I	-0.0019690787651370154-0.00015650285170315002*I	0.0016885062587702745+0.0008597961863220583*I	0.0001273188473701967-0.00046141762426965777*I	-0.0017281229271773337-0.0003616734991309214*I	0.0016567495841530167+0.0005900586758254903*I
0.03290824403262189+0.013385862940379713*I	-0.04115589985292926+0.0003570776676080898*I	0.008257014986370909-0.034509419865851064*I	0.06619910427089933+0.05684598367442714*I	-0.16216851948953104+0.09232758719087479*I	-0.2559341383160642-0.2671431345699777*I	0.2236192524769456-0.5733111942284415*I	-0.2567572025403056-0.27976444779272136*I	-0.15893393008229745+0.10475822622567452*I	0.06138325197731616+0.05803541203992517*I	0.009525313283261264-0.04975057089823683*I	-0.03405038544585016+0.014997206261496393*I	0.020774980724703664+0.01650857827847727*I	0.004070050343770973-0.022742133133739253*I	-0.016899312103592516+0.008825165951051117*I	0.011257077728265927+0.008312588006767752*I	0.0026613745211707617-0.01407948891748739*I	-0.010611506786996492+0.006617078748717149*I	0.00706515465214827+0.004941562630949783*I	0.0021911192343832906-0.010061580418620278*I	-0.007503569952885411+0.005552415453624044*I	0.004670933042774601+0.003149791479943034*I	0.0021024423177450706-0.00785074990296899*I	-0.0056683356460374545+0.0049662327589716036*I	0.0030815824830433512+0.0020214583012273216*I	0.002182484556041934-0.006484043438830117*I	-0.0044909338309729275+0.004699241109188092*I	0.001896500035502122+0.001210307889236977*I	0.00238737078865407-0.005634531187931745*I	-0.0036910101259192197+0.00463420856718709*I	0.0008926258467936162+0.0005769709818334848*I	0.002684093096330087-0.005070607235263168*I	-0.0031071041044916647+0.004773039669263193*I
-0.0033214485838516513-0.029687910399545353*I	0.014046421937744174+0.029796190434669637*I	-0.023105644310979164+0.007148213117092856*I	0.006473983629337646-0.052591826933347324*I	0.05442382176171047+0.06786397693066679*I	-0.15070689898895953+0.096489774037461*I	-0.25675720254030204-0.27976444779270765*I	0.21539222138361727-0.5650427420402224*I	-0.24897470810045155-0.27697169946074807*I	-0.15911718983561096+0.09516884322595048*I	0.055254363136018475+0.06469497681881184*I	0.014985573773319485-0.047797032022043384*I	-0.033764400925314506+0.007302854933428404*I	0.016008931929025395+0.022211028891443444*I	0.007935629144399322-0.021375322392783863*I	-0.016200447573732714+0.0023308385767898477*I	0.0074387487549529225+0.013408214198206538*I	0.005282123295143558-0.01314084443652827*I	-0.009584163274792673+0.0009564128376378479*I	0.0039580505476703816+0.00971460230022489*I	0.0038478688185235926-0.009471521742789868*I	-0.006124588775582633+0.00041770228522418644*I	0.0021141587938157996+0.007758981090926606*I	0.0028983227297248847-0.007567924698481348*I	-0.003946404285251744+0.00017552134009035786*I	0.0009693266591006085+0.006652779985405958*I	0.002182484556046862-0.006484043438831407*I	-0.0023786780070300666+0.00006791942501259177*I	0.00017456867471025295+0.006001019308129814*I	0.0015914903766751083-0.005917356392412402*I	-0.0011342358769628347+0.000025018956194514173*I	-0.0004863553305199308+0.005711684150219657*I	0.001027343512188028-0.00566066591109525*I
-0.01886182209488672+0.01641032749429505*I	0.014728806958105621-0.02289677495005553*I	0.012263390580717038+0.011713783367177424*I	-0.03488092682018106+0.01816620637334094*I	0.01793560412990184-0.04842964008674777*I	0.05360075753748266+0.05524266370794654*I	-0.15893393008227932+0.10475822622568003*I	-0.24897470810044506-0.27697169946074063*I	0.21520896163030048-0.5746321250399486*I	-0.25510359694176465-0.2703121346818528*I	-0.15365692934557024+0.09712238210215676*I	0.05554034765654706+0.057000625490748746*I	0.010219524977641123-0.04209458140908193*I	-0.029898822124682704+0.008669665674385315*I	0.016707796458890437+0.01571670151719467*I	0.004117300171085838-0.016279696201340198*I	-0.013579698799769708+0.0032694830577329145*I	0.008466092267139147+0.007747548287102871*I	0.0021750191906530765-0.008367804767266162*I	-0.007927413690649593+0.0015464715134719793*I	0.005337031724976936+0.004579889131838103*I	0.0012910945695562086-0.0048623321317926346*I	-0.005328708363612392+0.00070052748971807*I	0.003836090154594885+0.002968269672043215*I	0.0007860669057697986-0.002936603014300575*I	-0.003946404285256617+0.00017552134010324452*I	0.0030815824830436205+0.0020214583012423525*I	0.0004605531952559846-0.001693332019938393*I	-0.003174558419007334-0.00021490577947052222*I	0.002731342923669668+0.001391829697134728*I	0.00021250919936068467-0.000782643224033866*I	-0.002790985461100679-0.0005650397196420473*I	0.002620748773984322+0.000938644480959528*I
0.018050255541953133+0.006791135449475549*I	-0.02064485345189309-0.0016720795732057057*I	0.0029535244489257944-0.01187878169380201*I	0.0237250110812816+0.015875970213789784*I	-0.03570399104440862+0.005544893150632403*I	0.009708573036582393-0.040161187898531174*I	0.061383251977322625+0.05803541203989572*I	-0.15911718983561174+0.09516884322594214*I	-0.2551035969417608-0.27031213468183757*I	0.22066922212034165-0.5726785861637285*I	-0.25481761242122736-0.2780064860099105*I	-0.15842297814123055+0.1028248327151127*I	0.05940592645719233+0.058367436231688746*I	0.010918389507524502-0.04858890878334243*I	-0.03371715109796298+0.013765291865837177*I	0.01932854523288401+0.016655345998146266*I	0.005144643683285521-0.02194036211245205*I	-0.016686802904262093+0.008042522726991266*I	0.010122841851278257+0.00833760696294946*I	0.0035540003679668283-0.013502517935643665*I	-0.010484187939602308+0.006155661124469377*I	0.006132912136957233+0.004862714336329532*I	0.0030130259303451337-0.009653043550691284*I	-0.007440964187558234+0.005331849173871928*I	0.0038360901545897927+0.0029682696720407546*I	0.002898322729713556-0.007567924698465542*I	-0.005668335646039838+0.004966232758989044*I	0.002285702071067668+0.0017386330967457983*I	0.003017327444212361-0.006302521630942702*I	-0.004553539596318934+0.004919807388902888*I	0.001074593339532739+0.0008017710212995796*I	0.003319613303861079-0.005555682893281198*I	-0.0038183289732891534+0.005095626191467376*I
