0.5094726409692687-0.3761652507433732*I	0.017003348776686168-0.37058541063754197*I	-0.17863139620770943-0.0844697949718044*I	-0.0744215375258412+0.09823331730202498*I	0.05346550895640524+0.044201398613756805*I	0.04089922738131814-0.04675936150925687*I	-0.025947928189280267-0.022502828844654342*I	-0.028496765328809723+0.0313221079283516*I	0.013564050583838846+0.01206246564151519*I	0.022948705901934503-0.024723312925219447*I	-0.005965725934821579-0.005363327663007275*I	-0.020704310878975424+0.022114735675800447*I
0.01700334877668315-0.3705854106375455*I	0.33084124476155474-0.4606350457151824*I	-0.05741818874915936-0.2723520933355184*I	-0.12516588725130762-0.04026839635804376*I	-0.03352231014452697+0.05147395579277459*I	0.027517580767117793+0.021698569769106016*I	0.012402462052497867-0.015437253580906373*I	-0.012383877605452415-0.010440363203140637*I	-0.005548059426883287+0.006598795003133977*I	0.007598324649013057+0.0066991379785103595*I	0.0022443950229575436-0.002608577249419668*I	-0.005965725934821968-0.005363327663009685*I
-0.17863139620771598-0.08446979497181213*I	-0.05741818874916628-0.2723520933355276*I	0.38430675371795214-0.4164336471014273*I	-0.016518961367847522-0.3191114548447708*I	-0.15111381544059613-0.06277122520269388*I	-0.062019075473349526+0.08279606372112375*I	0.041081631350941214+0.0337610354106162*I	0.03535116795442074-0.04016056650612443*I	-0.018349603540278408-0.015803690866140377*I	-0.026252370305859037+0.028713530678937838*I	0.00759832464901191+0.006699137978505278*I	0.02294870590193096-0.024723312925225574*I
-0.07442153752584738+0.09823331730201905*I	-0.12516588725131744-0.04026839635805842*I	-0.016518961367854294-0.3191114548447855*I	0.3583588255286665-0.43893647594608415*I	-0.045015726696664767-0.2877893469164283*I	-0.13754976485676706-0.05070875956119112*I	-0.03907036957142078+0.05807275079589974*I	0.03511590541612475+0.028397707747616706*I	0.014646857075457707-0.01804583083031485*I	-0.018349603540270418-0.01580369086614218*I	-0.00554805942688541+0.0065987950031268765*I	0.013564050583829736+0.012062465641507354*I
0.053465508956400815+0.04420139861375606*I	-0.03352231014453321+0.051473955792763364*I	-0.15111381544060107-0.06277122520271475*I	-0.045015726696667285-0.2877893469164423*I	0.3719228761125013-0.4268740103045824*I	-0.022067020794731246-0.3125126598416565*I	-0.14351549079157944-0.05607208722419641*I	-0.059774680450377385+0.08018748647170752*I	0.03511590541614158+0.028397707747617466*I	0.03535116795443675-0.04016056650612459*I	-0.012383877605454972-0.010440363203145182*I	-0.028496765328821765+0.03132210792834574*I
0.040899227381312325-0.046759361509256754*I	0.027517580767116193+0.021698569769100607*I	-0.06201907547334423+0.08279606372111155*I	-0.13754976485676224-0.05070875956120262*I	-0.02206702079473222-0.31251265984166127*I	0.36595715017768615-0.4322373379675839*I	-0.042771331673694096-0.2903979241658507*I	-0.14351549079156795-0.05607208722419858*I	-0.0390703695714015+0.05807275079589752*I	0.04108163135095347+0.03376103541061415*I	0.012402462052495171-0.015437253580909575*I	-0.025947928189289052-0.022502828844657225*I
-0.025947928189288875-0.02250282884465713*I	0.012402462052498104-0.015437253580908679*I	0.041081631350956306+0.03376103541061652*I	-0.039070369571406076+0.05807275079590041*I	-0.1435154907915786-0.05607208722419649*I	-0.04277133167369904-0.2903979241658503*I	0.3659571501776925-0.432237337967582*I	-0.022067020794721767-0.3125126598416562*I	-0.13754976485675957-0.05070875956119598*I	-0.06201907547334845+0.08279606372111568*I	0.027517580767113643+0.021698569769100673*I	0.04089922738131337-0.04675936150925821*I
-0.02849676532881689+0.03132210792834782*I	-0.012383877605451885-0.010440363203142462*I	0.03535116795443498-0.04016056650612278*I	0.03511590541614059+0.028397707747617223*I	-0.0597746804503726+0.08018748647170629*I	-0.1435154907915704-0.056072087224195655*I	-0.022067020794722725-0.31251265984165005*I	0.3719228761125069-0.4268740103045695*I	-0.045015726696662456-0.28778934691642805*I	-0.15111381544059815-0.06277122520270513*I	-0.03352231014453423+0.051473955792765466*I	0.05346550895639829+0.04420139861375479*I
0.013564050583838161+0.012062465641514346*I	-0.0055480594268812345+0.00659879500313152*I	-0.01834960354027182-0.015803690866146726*I	0.01464685707546504-0.01804583083032449*I	0.03511590541614776+0.02839770774761048*I	-0.0390703695713964+0.058072750795901795*I	-0.1375497648567543-0.05070875956118337*I	-0.045015726696658764-0.2877893469164179*I	0.3583588255286762-0.4389364759460742*I	-0.016518961367843914-0.31911145484477815*I	-0.1251658872513172-0.04026839635805468*I	-0.07442153752585366+0.09823331730201985*I
0.022948705901938996-0.024723312925218843*I	0.007598324649018051+0.00669913797850656*I	-0.026252370305857073+0.028713530678927974*I	-0.0183496035402705-0.015803690866151833*I	0.03535116795443766-0.04016056650612638*I	0.04108163135095702+0.03376103541062229*I	-0.06201907547334362+0.08279606372112769*I	-0.1511138154405942-0.06277122520269547*I	-0.0165189613678422-0.3191114548447741*I	0.38430675371795775-0.4164336471014286*I	-0.0574181887491681-0.272352093335529*I	-0.17863139620772195-0.08446979497181374*I
