0.3023410593992059-0.000013571414378617134*I	0.10468201765268499-0.000012025155833334395*I	0.04204532060415101-9.304636879706663*^-6*I	0.019498509700433975-7.222058050721324*^-6*I	0.010240098026172248-5.74130333805065*^-6*I	0.0059387608936432145-4.662689506223189*^-6*I	0.003714654884872601-3.842782950248984*^-6*I	0.002458041027427402-3.1929483524915896*^-6*I	0.0016946640163505089-2.6586547561034835*^-6*I	0.001202104918458101-2.2052490569813573*^-6*I	0.0008672957799815143-1.8097772068345868*^-6*I	0.0006286286945545043-1.4563731816057621*^-6*I	0.00045041771570959445-1.1335960818831658*^-6*I	0.0003107692635581811-8.328315354817702*^-7*I	0.0001954192225436355-5.472872389145289*^-7*I	0.00009438534456883914-2.7132722614219717*^-7*I
0.10468201765268503-0.000012025155833334398*I	0.3443863800033571-0.000022876051258323807*I	0.124180527353119-0.00001924721388405572*I	0.05228541863032328-0.000015045940217757321*I	0.02543727059407718-0.000011884747556944514*I	0.013954752911044851-9.584086288299636*^-6*I	0.008396801921070616-7.85563785871478*^-6*I	0.005409318901223107-6.501437706352466*^-6*I	0.0036601459458855024-5.398197409472946*^-6*I	0.002561959796332024-4.46843196293807*^-6*I	0.0018307336130126053-3.66162223858712*^-6*I	0.0013177134956911093-2.943373288717753*^-6*I	0.0009393979581126855-2.289204717087533*^-6*I	0.00064583693825323-1.6808833207976943*^-6*I	0.0004051546081270202-1.1041587616239672*^-6*I	0.00019541922254363552-5.472872389145291*^-7*I
0.042045320604150976-9.30463687970666*^-6*I	0.12418052735311895-0.000019247213884055714*I	0.3546264780295293-0.000028617354596374447*I	0.13011928824676222-0.000023909903390278915*I	0.056000073515195856-0.000018888723168006292*I	0.02789531162150458-0.000015077695909436097*I	0.015649416927395358-0.000012242741044403113*I	0.009598906839528716-0.000010060886915696137*I	0.006276614681204625-8.311214913187058*^-6*I	0.004288774640440008-6.854570591078712*^-6*I	0.003012377512041619-5.602028044821238*^-6*I	0.002141502876570788-4.494453774068892*^-6*I	0.0015131327182347455-3.490660527632283*^-6*I	0.0010337833026815247-2.5605319432297295*^-6*I	0.00064583693825323-1.680883320797694*^-6*I	0.00031076926355818116-8.328315354817701*^-7*I
0.01949850970043396-7.222058050721321*^-6*I	0.05228541863032327-0.000015045940217757321*I	0.13011928824676222-0.000023909903390278922*I	0.3583411329144019-0.00003246013754662345*I	0.13257732927418966-0.000027102851742770497*I	0.05769473753154638-0.00002154737792410978*I	0.029097416539962673-0.000017282944966417454*I	0.01651671270737688-0.000014052518251237708*I	0.010227535534083223-0.000011517260097301906*I	0.006727032396914222-9.444810995070226*^-6*I	0.004599543903998192-7.687402126560484*^-6*I	0.003207796734585257-6.149315283735772*^-6*I	0.0022358882211396276-4.765781000211092*^-6*I	0.0015131327182347457-3.4906605276322834*^-6*I	0.0009393979581126858-2.2892047170875325*^-6*I	0.0004504177157095946-1.1335960818831658*^-6*I
0.010240098026172248-5.74130333805065*^-6*I	0.02543727059407718-0.000011884747556944512*I	0.056000073515195876-0.000018888723168006295*I	0.13257732927418966-0.000027102851742770497*I	0.3600357969307524-0.000035118792302726904*I	0.13377943419264773-0.000029308100799751847*I	0.05856203331152786-0.000023357155130944362*I	0.029726045234517176-0.00001873931814802321*I	0.016967130423086462-0.000015186114333120874*I	0.010538304797641403-0.000012350091632783676*I	0.006922451619457857-9.992098233984754*^-6*I	0.004693929248567031-7.958729352702684*^-6*I	0.003207796734585257-6.149315283735772*^-6*I	0.002141502876570788-4.494453774068892*^-6*I	0.0013177134956911096-2.9433732887177534*^-6*I	0.0006286286945545044-1.4563731816057626*^-6*I
0.005938760893643216-4.6626895062231924*^-6*I	0.01395475291104485-9.584086288299638*^-6*I	0.02789531162150459-0.000015077695909436103*I	0.0576947375315464-0.000021547377924109788*I	0.13377943419264773-0.000029308100799751854*I	0.360903092710734-0.000036928569509561495*I	0.1344080628872022-0.000030764473981357613*I	0.059012451027237484-0.00002449075121282753*I	0.03003681449807537-0.000019572149683504993*I	0.01716254964563011-0.000015733401572035414*I	0.01063269014221025-0.000012621418858925881*I	0.006922451619457865-9.992098233984766*^-6*I	0.004599543903998198-7.687402126560494*^-6*I	0.0030123775120416223-5.602028044821244*^-6*I	0.0018307336130126077-3.661622238587124*^-6*I	0.0008672957799815155-1.8097772068345893*^-6*I
0.003714654884872601-3.842782950248984*^-6*I	0.008396801921070616-7.85563785871478*^-6*I	0.01564941692739536-0.000012242741044403122*I	0.02909741653996268-0.00001728294496641746*I	0.05856203331152788-0.000023357155130944366*I	0.1344080628872022-0.000030764473981357613*I	0.3613535104264434-0.00003806216559144467*I	0.1347188321507604-0.000031597305516839396*I	0.05920787024978113-0.000025038038451742085*I	0.030131199842644226-0.00001984347690964722*I	0.017162549645630118-0.000015733401572035424*I	0.010538304797641422-0.000012350091632783696*I	0.006727032396914235-9.444810995070243*^-6*I	0.004288774640440016-6.854570591078723*^-6*I	0.0025619597963320285-4.468431962938079*^-6*I	0.0012021049184581033-2.205249056981362*^-6*I
0.0024580410274274-3.192948352491588*^-6*I	0.005409318901223109-6.501437706352465*^-6*I	0.009598906839528715-0.000010060886915696137*I	0.016516712707376865-0.000014052518251237703*I	0.02972604523451717-0.000018739318148023217*I	0.059012451027237456-0.00002449075121282753*I	0.13471883215076036-0.00003159730551683939*I	0.3615489296489871-0.0000386094528303592*I	0.13481321749532926-0.00003186863274298161*I	0.05920787024978116-0.0000250380384517421*I	0.030036814498075395-0.000019572149683505027*I	0.016967130423086497-0.000015186114333120906*I	0.010227535534083244-0.00001151726009730193*I	0.006276614681204638-8.311214913187074*^-6*I	0.003660145945885511-5.39819740947296*^-6*I	0.001694664016350513-2.65865475610349*^-6*I
0.0016946640163505082-2.658654756103482*^-6*I	0.0036601459458855032-5.398197409472946*^-6*I	0.0062766146812046255-8.311214913187055*^-6*I	0.010227535534083223-0.000011517260097301901*I	0.01696713042308647-0.00001518611433312087*I	0.03003681449807536-0.000019572149683504986*I	0.05920787024978112-0.000025038038451742065*I	0.13481321749532926-0.0000318686327429816*I	0.36154892964898716-0.00003860945283035923*I	0.13471883215076044-0.00003159730551683944*I	0.059012451027237525-0.000024490751212827574*I	0.02972604523451723-0.00001873931814802327*I	0.016516712707376906-0.000014052518251237749*I	0.009598906839528739-0.000010060886915696168*I	0.005409318901223122-6.501437706352487*^-6*I	0.002458041027427408-3.1929483524915997*^-6*I
0.0012021049184581009-2.2052490569813564*^-6*I	0.0025619597963320237-4.4684319629380695*^-6*I	0.004288774640440007-6.85457059107871*^-6*I	0.0067270323969142246-9.444810995070226*^-6*I	0.010538304797641408-0.000012350091632783679*I	0.01716254964563011-0.00001573340157203541*I	0.030131199842644226-0.000019843476909647213*I	0.059207870249781164-0.000025038038451742102*I	0.1347188321507605-0.000031597305516839443*I	0.36135351042644365-0.00003806216559144474*I	0.1344080628872023-0.00003076447398135768*I	0.058562033311527956-0.00002335715513094444*I	0.02909741653996274-0.000017282944966417515*I	0.015649416927395392-0.00001224274104440316*I	0.008396801921070635-7.855637858714808*^-6*I	0.0037146548848726105-3.842782950248999*^-6*I
