0.39446889535045443-0.6475651878805493*I	-0.28541855528146687-0.349629099997961*I	-0.181654008377071+0.12965156600107994*I	0.0849071369479238+0.06413102076478043*I	0.007011237184415354-0.06669308926786757*I	-0.04525214313305122+0.020100050242295324*I	0.028931312629366757+0.023906294449540646*I	0.006359982703621448-0.030531533855729497*I	-0.024010519763504237+0.007905432864014919*I	0.01423401819970097+0.015272439092406241*I	0.006123259509604785-0.01811853884273901*I	-0.015468107908438606+0.003253983413759577*I	0.007731485296710586+0.011364487501734168*I	0.00578156537616461-0.01206106111391846*I	-0.010806758130956075+0.0009635043340800488*I	0.004192152108046247+0.00908432664548754*I	0.005360145552747077-0.008547033851250567*I	-0.007842968741772594-0.00032694536055787266*I	0.002009091848402527+0.007562911479921339*I	0.004885903492785825-0.00627345967479208*I	-0.005738393751652977-0.001102576307105974*I	0.0006041731591808911+0.00646494210116618*I	0.004398009613104955-0.004698335751526302*I	-0.004149125750285456-0.001594732563635866*I	-0.0003509378549256528+0.005622330441839088*I	0.0038738001632547957-0.0035686333643666726*I	-0.0028985583493345247-0.0019305535731964495*I	-0.000984951887847843+0.004967791955496588*I	0.003347374239471898-0.002691942340854319*I	-0.001881356782228348-0.002138967389067722*I	-0.0014038038463754106+0.004447293341753982*I	0.0028048393777998556-0.002027108009922973*I	-0.0010366679716932005-0.002316417284528362*I	-0.0016488408207153092+0.004004262238860084*I	0.0022501559809658214-0.0014999430274777812*I	-0.0003372743623281304-0.0024385847120478145*I	-0.0017560475662216695+0.0036813167386078394*I	0.0016968738091711678-0.0010408645987384428*I	0.0002535376674298437-0.002567408203199381*I	-0.0017469431564535172+0.003375310996758691*I	0.0011320260236897502-0.0006672876444015886*I	0.0007382595548875927-0.00267034079509089*I	-0.0016300499296885383+0.0031655007409158004*I	0.0005707550571515778-0.00032285029850192447*I	0.0011280888763719255-0.0028194357989300787*I	-0.0014264514443677846+0.002960255449032175*I
-0.2854185552814232-0.3496290999979028*I	0.21281488697340686-0.5179136218793443*I	-0.20051141833352212-0.28549807923308324*I	-0.17464277119257254+0.0629584767331863*I	0.039654993814994516+0.08423107100701878*I	0.035942549813899605-0.04278679481829166*I	-0.03889216042929643-0.010431483613342682*I	0.0049207928660358+0.03181172731364393*I	0.02059400090350467-0.015259094763239445*I	-0.01788726025376094-0.010213105978695626*I	-0.0012340897086921727+0.018526422506144467*I	0.013854744806258189-0.006754051340963407*I	-0.009686542532343302-0.00880707770007547*I	-0.003075272834251819+0.012327991835813453*I	0.009973717484216969-0.002976734468458351*I	-0.0054466125782417305-0.007583529517139951*I	-0.0036508166337518274+0.008757381284923793*I	0.007369237401150195-0.0009841223714187365*I	-0.0029570652490163874-0.006600405035434351*I	-0.0037293019032912213+0.006460335172762229*I	0.00549007665198127+0.00019148242635676064*I	-0.0013403841385347293-0.005800912058567469*I	-0.003544952591196123+0.0048702095375985095*I	0.004047071758046318+0.0009239946903060268*I	-0.0002753255870855813-0.005163365928000819*I	-0.0032494962042091463+0.0036917768686825438*I	0.0028888482755411475+0.0013991585911064881*I	0.00044881589027459035-0.004622495914140091*I	-0.0028663086700468883+0.00282882456633159*I	0.0019435703930554588+0.0017553510007700481*I	0.0009234825955855342-0.004166075399150125*I	-0.0024404718180269756+0.002130876057102748*I	0.001155998557072983+0.001977154228861743*I	0.0012134880092751392-0.0038163603120579355*I	-0.0019861151829703894+0.0015656775267741745*I	0.000494108414798872+0.002181373711111417*I	0.0013595994468453667-0.0034794493107314422*I	-0.0015025098987820806+0.0011139085355667305*I	-0.000050069347239034426+0.002334446398213166*I	0.0013855636911806772-0.003234695847419842*I	-0.0010086836014984541+0.0007049702018520489*I	-0.000498023905926464+0.002498213096647525*I	0.001309014612152642-0.0029931910935860908*I	-0.0005019610531342364+0.00034606494189891725*I	-0.0008556963870516108+0.0026374051504244925*I	0.0011280888764430657-0.0028194357990039896*I
-0.1816540083770324+0.12965156600117353*I	-0.20051141833347608-0.2854980792330322*I	0.2198261241579016-0.5846067111472528*I	-0.24576356146644449-0.26539802899089454*I	-0.14571145856310944+0.08686477118276*I	0.046014976518694094+0.05369953715142559*I	0.011932030050506439-0.03488136195419441*I	-0.024658142229494088+0.004840955479111789*I	0.011044052375673746+0.013693188470943762*I	0.005125892995046419-0.01200511134952722*I	-0.0101557749571065+0.001151381522989785*I	0.004547475667410057+0.006465361392286845*I	0.0030479866752962585-0.0057905470068395125*I	-0.005494390424256265+0.00027724894535909023*I	0.002284872718491683+0.003780957984527719*I	0.00213074874240889-0.003303679829022671*I	-0.00343752072979662-0.000020618037275848774*I	0.0012350868591348072+0.002483921610077653*I	0.001630843649517885-0.0020866986785394582*I	-0.002352892089894618-0.00013546293429713948*I	0.0006687077097888414+0.0017619994212431586*I	0.001340950901668334-0.0014032501372303742*I	-0.0016913219935069843-0.00017858161674226547*I	0.0003288475721048385+0.0013015761732058221*I	0.0011485134088814986-0.0010065588828094487*I	-0.0012602774747926641-0.00019557397247254956*I	0.00009787803530008035+0.0009998345276533822*I	0.001007491493273782-0.000739808798169631*I	-0.0009549879561671164-0.00017520257248048016*I	-0.00006146929226602641+0.0008017165563203523*I	0.000906902421405983-0.0005610662838887911*I	-0.0007253582251212985-0.00016181316035400643*I	-0.0001903158370841363+0.0006309330296346791*I	0.0008187241947825887-0.00046143048320680387*I	-0.0005425595569328489-0.0001350435734785913*I	-0.0002892413738816375+0.0005248129280945363*I	0.0007476460821904858-0.0003860344919510314*I	-0.00038734370953771543-0.00010413831384023112*I	-0.0003704838750554629+0.000446620891272306*I	0.0006881902076490752-0.00033589439680917395*I	-0.00024448623843180574-0.00006919510650830046*I	-0.0004379285442169485+0.00038211990329089384*I	0.0006300649705816942-0.00032122270236103426*I	-0.0001174368320954825-0.00003293564464109969*I	-0.0005019610530886899+0.0003460649418602095*I	0.000570755057277311-0.0003228502985558392*I
0.08490713694793722+0.0641310207648215*I	-0.17464277119257082+0.06295847673321785*I	-0.24576356146646855-0.26539802899089304*I	0.24875743678727813-0.560700416697743*I	-0.2394035787628304-0.29592956284651506*I	-0.16972197832658978+0.09477020404684423*I	0.06024899471840487+0.0689719762437985*I	0.018055289560047576-0.0529999007970074*I	-0.04012625013806079+0.008094938892785316*I	0.018775537672244224+0.025057675972629364*I	0.010907458371123386-0.024066172463406862*I	-0.02096253308805798+0.00211488585711931*I	0.008739627775519596+0.015549688037760917*I	0.008408132228089248-0.01433758085813454*I	-0.013337359166048357-0.00004969641525474439*I	0.004293964566870282+0.011343869464400034*I	0.007016652235243608-0.009577139503807562*I	-0.009175914481380918-0.001123194344340072*I	0.0018392600182721322+0.008948863711264457*I	0.006028853262517386-0.006785034429997469*I	-0.0065020178402261306-0.0017301954978319876*I	0.00031776985488158493+0.007384329863086514*I	0.005214751064988848-0.004971883501657088*I	-0.004589880342681355-0.0021091351899186475*I	-0.0006561043155756921+0.00626936812872961*I	0.00449588764834718-0.0036985012238062425*I	-0.0031416342571943404-0.0023345413617745056*I	-0.0013059258112268553+0.005447127869306215*I	0.0038123308710474564-0.002766916808040122*I	-0.001991655927813127-0.0024916198569650827*I	-0.0017103101129538412+0.004805978795183035*I	0.003157058402338961-0.002061009311303546*I	-0.0010626325874799917-0.002600397872338715*I	-0.00194636340334109+0.004312249768220196*I	0.00251559800385262-0.0015022950819156596*I	-0.00028902188958959587-0.002702451776531475*I	-0.0020361845302838285+0.0039001239249397053*I	0.001879672105955724-0.0010533221363532336*I	0.0003509158453248809-0.0027744791089343536*I	-0.002000533804749642+0.0036121216320678167*I	0.0012589452648951748-0.0006587446955602971*I	0.000883602638033476-0.0028886309055828844*I	-0.0018643799885753264+0.0033423753523068914*I	0.0006300649705090604-0.00032122270237874763*I	0.001309014612114186-0.002993191093605505*I	-0.0016300499296457655+0.0031655007409457365*I
0.007011237184536087-0.06669308926790081*I	0.0396549938149912+0.08423107100704134*I	-0.14571145856322976+0.08686477118278743*I	-0.23940357876289697-0.2959295628465331*I	0.22474691702383182-0.5527949838337244*I	-0.22516956056302728-0.2806571237541418*I	-0.16359871881692992+0.07665166520410896*I	0.04478088681000537+0.07222595965753371*I	0.0257867748568133-0.04163541329529074*I	-0.03434468476184948-0.003966122221060089*I	0.00796877954128504+0.026021180306773695*I	0.015099610479136454-0.01498184581792558*I	-0.015602387535299387-0.0064321479941350556*I	0.0008966590338047482+0.015222742677161227*I	0.010417224076499794-0.006774669378298543*I	-0.008451455673323331-0.006323156090027349*I	-0.001444429184837547+0.010241293157378362*I	0.007620825394346593-0.0031121974026705333*I	-0.004777904868428285-0.005821530095887251*I	-0.002309865732121984+0.007354131147734717*I	0.005677915407663605-0.0011627039880973153*I	-0.002628217676831824-0.005298828862220147*I	-0.002580788494425605+0.005453776289934607*I	0.0042297991770468245-4.091546137478135*^-6*I	-0.001242506103356553-0.004801077530939276*I	-0.0025374610979481092+0.004130400739453042*I	0.003092083801927707+0.0007487921179018054*I	-0.00033679487932027156-0.004361649371623837*I	-0.0023425937828498644+0.003130710584831799*I	0.002163490050331499+0.0012373454308158525*I	0.0002585000531515102-0.003991562884452709*I	-0.0020475844752597923+0.002367394083136029*I	0.0014010108360805078+0.0016203074272793717*I	0.0006342412216088684-0.0036412624710702684*I	-0.0016928257359000165+0.0017448415651225584*I	0.0007686548475305754+0.0018730159149351962*I	0.0008430041342064986-0.0033697394208998554*I	-0.0012979249753758493+0.0012297831299266603*I	0.00024962217631449395+0.0021121786046125737*I	0.0009216709025880513-0.003097329407529879*I	-0.0008724449283027177+0.0007926858330857962*I	-0.00016750617948851822+0.00230151075358913*I	0.0008836026379941003-0.002888630905498825*I	-0.0004379285442434685+0.0003821199032542401*I	-0.0004980239059505045+0.002498213096573637*I	0.0007382595548461651-0.0026703407950670562*I
-0.04525214313283881+0.02010005024224424*I	0.03594254981395366-0.042786794818312615*I	0.04601497651860186+0.05369953715144382*I	-0.16972197832661925+0.09477020404686187*I	-0.2251695605630406-0.2806571237541334*I	0.23087017653354733-0.5709135226763975*I	-0.24063766847136728-0.2774031403402726*I	-0.15586723352014833+0.08801615270592172*I	0.050562452186232495+0.06016489854370811*I	0.014980016725912388-0.04067190896115896*I	-0.0301525326538596+0.005118204424367428*I	0.013328925093936583+0.017474146455455176*I	0.007256641737423161-0.015308791178535123*I	-0.013593295686762272+0.0011307634856732958*I	0.005782562526595162+0.00894928300230577*I	0.004678830324785831-0.007877245685331165*I	-0.00784728251414585+0.0001417860111815974*I	0.0029535804282531377+0.005542957405833532*I	0.0034716996439967916-0.004706929966269105*I	-0.005128842723334463-0.00019919965407280433*I	0.001563934431290606+0.003785497783206858*I	0.0027793570584630717-0.003093257561386358*I	-0.003613169564733552-0.00033103690670587357*I	0.0007665857448804787+0.0027618339489940452*I	0.0023484423947478404-0.002143058935370426*I	-0.002646309949662253-0.00035378418923992766*I	0.00026737827996132856+0.0021032927295326132*I	0.002055415830289688-0.0015676251666890226*I	-0.0019856357000784105-0.0003573871328334613*I	-0.00009243780196995313+0.0016307675573312163*I	0.001826215687999619-0.001201239281295728*I	-0.0014975475130253294-0.0003102461459449081*I	-0.000350710666090158+0.0013265294844159328*I	0.0016545485035465678-0.0009471007757787748*I	-0.001112701934736286-0.00026595147420335134*I	-0.0005607997121824752+0.0010775539207922365*I	0.0015069144023826505-0.0007973248800166127*I	-0.0007870457953867904-0.0002042386799059324*I	-0.0007271699180534164+0.0009069328313232806*I	0.0013777110527533854-0.0007072571943953067*I	-0.0005047805418196443-0.0001370739583846363*I	-0.0008724449283551613+0.0007926858332284178*I	0.0012589452648575639-0.0006587446954199051*I	-0.0002444862383659313-0.00006919510659497256*I	-0.001008683601369394+0.0007049702017299224*I	0.0011320260237733424-0.0006672876443746331*I
0.028931312629490367+0.02390629444949653*I	-0.03889216042922566-0.010431483613464016*I	0.01193203005054032-0.03488136195426998*I	0.06024899471844716+0.0689719762438805*I	-0.1635987188169864+0.07665166520420659*I	-0.2406376684714773-0.27740314034030766*I	0.23860166183025455-0.5595490351746841*I	-0.23485610309531127-0.289464201454222*I	-0.16667399165125213+0.08897965703999826*I	0.054754604294127276+0.06924922518916929*I	0.020340162278480754-0.04921894281245409*I	-0.0379955013956515+0.0047912590637526*I	0.015338016942526705+0.025037057935276004*I	0.012142545230295631-0.02158225085342336*I	-0.01933168943851647+0.000028187178554597153*I	0.006386735685747013+0.015414225103531064*I	0.009076839937967858-0.012575581436756933*I	-0.011996408264409838-0.0014529465523533095*I	0.002602642573330206+0.011165287847660554*I	0.007345499807323947-0.008275563330780878*I	-0.008027401072582258-0.0021297532274128827*I	0.000578982543436851+0.008753289738629823*I	0.006126731297841233-0.005785199902320791*I	-0.005494526346950956-0.0024700042958804213*I	-0.000637218101266189+0.0072091272906771135*I	0.00515328177276653-0.004170166945374761*I	-0.003682977921379042-0.002670201473949711*I	-0.0013814625409096564+0.006107554968226459*I	0.004305571811148726-0.0030675681941409994*I	-0.0023229100624356834-0.0027959718447954605*I	-0.0018484853681835322+0.005312084295878577*I	0.0035230894971793845-0.002242103880094163*I	-0.001244009845565447-0.0028776543490464353*I	-0.0020976538224938062+0.004701840481266454*I	0.0027865745271622878-0.0016143884201339934*I	-0.0003744423800308989-0.0029362922691494233*I	-0.002190849641854717+0.004243054661810079*I	0.0020776694597676925-0.001120175178670262*I	0.0003410430810940829-0.003023674479041751*I	-0.002153621362496007+0.0038671882802919087*I	0.0013777110527189776-0.000707257194408689*I	0.0009216709025472573-0.00309732940742614*I	-0.0020005338047922924+0.003612121632175558*I	0.0006881902076388181-0.00033589439693691557*I	0.0013855636912931248-0.003234695847535545*I	-0.0017469431562804648+0.0033753109968470245*I
0.006359982703679698-0.030531533855748787*I	0.004920792866039202+0.03181172731351341*I	-0.024658142229489758+0.00484095547897326*I	0.0180552895600928-0.05299990079694954*I	0.04478088680995765+0.07222595965764692*I	-0.15586723352027282+0.08801615270583887*I	-0.2348561030953565-0.289464201454371*I	0.2277949036992001-0.5585855308407229*I	-0.23066395098733605-0.28037987480877974*I	-0.16131384609858734+0.0804326231888058*I	0.046911635552282616+0.06892227982867422*I	0.022349254126967772-0.04165603133256124*I	-0.033109597902719674-0.0014822006110955896*I	0.009599623190852991+0.023934481628147975*I	0.012746718389350743-0.015117308752244915*I	-0.014933679825481045-0.004670148572846375*I	0.002237609935378185+0.013819492540061724*I	0.008725902082904087-0.0069532509949495995*I	-0.008122608101217779-0.005021579916900937*I	-0.00029591577593923247+0.00923473427441421*I	0.00636054791952674-0.0033077713752163273*I	-0.004680026833194132-0.004821695568245209*I	-0.0013023742389344168+0.006614322349572909*I	0.004722927451446434-0.0013379065605511468*I	-0.0026896869690646867-0.004497112305923347*I	-0.0016738860729683916+0.004892710005915104*I	0.003504440951932266-0.00016590470664768294*I	-0.0014328219404778526-0.004170144501354501*I	-0.0017187369032222771+0.003668970256329917*I	0.002549524244934804+0.0006137485445217823*I	-0.0006260362532485586-0.003836836443551011*I	-0.0015949477006937643+0.0027446760927019296*I	0.001776146340767888+0.0011332071166801276*I	-0.00011198382195075384-0.0035449419934405818*I	-0.0013593942677364145+0.0020314996862931317*I	0.001156524597517965+0.0015511123208732072*I	0.00019631267738968083-0.00325914256779809*I	-0.0010627607652720934+0.0014236188627005449*I	0.0006512180153840814+0.001840080270370983*I	0.0003410430810364372-0.0030236744790100075*I	-0.0007271699181234401+0.0009069328312635165*I	0.0002496221763027835+0.002112178604634299*I	0.0003509158453227891-0.002774479108838442*I	-0.0003704838751207208+0.00044662089118092084*I	-0.000050069347301213204+0.0023344463980851464*I	0.0002535376674285127-0.0025674082031570226*I
-0.024010519763366923+0.007905432864024037*I	0.02059400090345674-0.01525909476328691*I	0.01104405237558287+0.013693188470877875*I	-0.04012625013797831+0.008094938892791953*I	0.025786774856840916-0.04163541329525903*I	0.05056245218616123+0.060164898543667265*I	-0.16667399165120553+0.08897965703992877*I	-0.2306639509872571-0.28037987480879856*I	0.23315504925202696-0.5671325646918551*I	-0.23850691972902135-0.280706820169276*I	-0.15930475425009993+0.08799553466869019*I	0.05179753904512828+0.06264882015380913*I	0.016610860375331677-0.042758607639725214*I	-0.032505424743570106+0.0049827414900478805*I	0.01399763280388142+0.019236145876709403*I	0.008597592638951409-0.01671204131573554*I	-0.015284617680491682+0.0009521818689836996*I	0.006111410098608907+0.010250859175528312*I	0.005827343733621598-0.008883804568244441*I	-0.009107559988966205-0.00005378796140275831*I	0.0030514584635886895+0.006542791933521378*I	0.004479191137265292-0.005446738764324705*I	-0.006083830679622371-0.00037440222643524243*I	0.0015024651388175852+0.004587214339667375*I	0.0036862594796498163-0.0036543238452241104*I	-0.004338527789905771-0.0004928500671750538*I	0.0005762699079826918+0.0033927669785423424*I	0.0031671665896697066-0.002604489418538863*I	-0.0031888695067201146-0.0004888277627235534*I	-0.000021863094129957847+0.0026281056576035917*I	0.002803061912412865-0.0019536596585909296*I	-0.0023729794095434424-0.00046152544676835664*I	-0.0004629216769430469+0.0020773884483207016*I	0.002514405895620813-0.001537133678201731*I	-0.0017420337515386417-0.0003794412523304703*I	-0.0007886392103088303+0.001708649387692012*I	0.002284613474127374-0.0012683234782277443*I	-0.0012301387669071814-0.00029888711875980723*I	-0.0010627607653068457+0.0014236188627348898*I	0.0020776694596485153-0.0011201751786410912*I	-0.0007870457954907027-0.00020423867991111556*I	-0.0012979249753736258+0.0012297831299575917*I	0.0018796721060191258-0.001053322136279206*I	-0.0003873437095123734-0.00010413831384071143*I	-0.0015025098988704385+0.0011139085354885847*I	0.0016968738090370882-0.0010408645987902813*I
0.014234018199824991+0.015272439092349318*I	-0.017887260253789908-0.010213105978698272*I	0.005125892995015512-0.012005111349458123*I	0.018775537672384504+0.025057675972661612*I	-0.03434468476178136-0.003966122221071906*I	0.014980016725858797-0.04067190896111794*I	0.05475460429419333+0.06924922518923982*I	-0.16131384609851754+0.08043262318881785*I	-0.23850691972909296-0.2807068201692839*I	0.23516414110046355-0.5595696532120108*I	-0.2336210162362048-0.28698027984417357*I	-0.16504314800179698+0.08689295836150557*I	0.05240171220426841+0.06911376225489271*I	0.021008869988387077-0.04745694339122452*I	-0.03665455049397038+0.0033880089265368738*I	0.013646694948933178+0.024858476318550975*I	0.012471392802378918-0.020280674680182256*I	-0.01818317602961189-0.0009783717041846219*I	0.00512645821086539+0.015218651131043473*I	0.009174717973102072-0.011575746909259792*I	-0.010988916771214571-0.0021927553506779765*I	0.001647654617236841+0.010990085275153234*I	0.007284030515143295-0.007473846774351778*I	-0.007120498651252703-0.0026908195110878384*I	-0.00014637568187466667+0.008591476578465151*I	0.005936415460639252-0.005154266872658842*I	-0.004675802152227344-0.0029314347791804763*I	-0.0011797776583088852+0.007074083717102354*I	0.0048640403987368795-0.0036453540172715357*I	-0.002935331839292114-0.0030562359657518457*I	-0.0017688062504466048+0.0060034166544707624*I	0.003935087936213537-0.0026209473030239182*I	-0.0016347198546594777-0.003131866241739672*I	-0.0020929716065829695+0.005242889189457079*I	0.0030851609529414284-0.0018599839767439264*I	-0.0006139448750465111-0.0031988770514233293*I	-0.0022150906546814014+0.004668904836750787*I	0.002284613474091243-0.0012683234782092081*I	0.00019631267735065704-0.003259142567908207*I	-0.0021908496419203497+0.00424305466169641*I	0.001506914402324873-0.0007973248799769145*I	0.0008430041342343169-0.0033697394208216562*I	-0.0020361845302140883+0.00390012392495823*I	0.0007476460822126548-0.0003860344919278282*I	0.0013595994468245563-0.0034794493107096498*I	-0.0017560475662372042+0.0036813167385909285*I
