0.23447653081029396-0.7833575109297317*I	-0.43809526380150654-0.20899965091105663*I	-0.07289853180892397+0.1908240614665303*I	0.06715818656082892-0.023848474922161536*I	-0.048252648360179985-0.005053162413762324*I	0.023306644593492028+0.02548613694571852*I	-0.000311560681840135-0.02412591138227588*I	-0.014524609647569296+0.014816692860043269*I	0.018624590726977357-0.0023601019927632803*I	-0.013481099052339223-0.006778803855382988*I	0.003541276856958914+0.010137106066082782*I	0.005896781296948373-0.008022184205234203*I	-0.010793522601459982+0.0029975221780976606*I	0.009731486866558163+0.001983243499451102*I	-0.004127069834285008-0.004681212925668833*I	-0.0027600364265860807+0.004494507647014236*I	0.007483624047912766-0.002382798781029775*I	-0.007994164662337573-0.00011418861017647997*I	0.004447176911990465+0.0017526566554408101*I	0.0011233405060296143-0.002059818584858365*I	-0.005829036348676767+0.0014142228980315071*I	0.007299790523722465-0.0005817800609131706*I	-0.004911328841832097+0.00010467010079917571*I
-0.43809526380146924-0.20899965091109754*I	0.16157799900139874-0.5925334494632122*I	-0.3709370772406374-0.23284812583320375*I	-0.12115118016906225+0.1857708990527978*I	0.09046483115433328+0.001637662023569516*I	-0.04856420904202039-0.029179073796073055*I	0.008782034945911033+0.040302829805724236*I	0.018313030045145125-0.026486013375073975*I	-0.028005708699851695+0.008037889004629824*I	0.02216586758396905+0.00777700407333031*I	-0.007584317755416391-0.014800988060599322*I	-0.007252245744528738+0.013134628244181558*I	0.015628268163490486-0.006038940705779825*I	-0.014920592435744073-0.001683690747572809*I	0.006971450439995476+0.006477751146437555*I	0.0033565542136316092-0.007064011706766216*I	-0.010754201088951231+0.0043803190367945714*I	0.011930800959885341-0.0006301421255689738*I	-0.006870824156309441-0.002174007195041421*I	-0.0013818594366774664+0.0031668795534206796*I	0.008423131029760568-0.0026415986457948774*I	-0.010740365190535195+0.0015188929988443475*I	0.0072997905236752425-0.0005817800608937107*I
-0.07289853180892572+0.19082406146652553*I	-0.3709370772406735-0.2328481258332381*I	0.1133253506412333-0.5975866118769737*I	-0.3476304326471268-0.20736198888749857*I	-0.1214627408509189+0.16164498767047425*I	0.07594022150676975+0.016454354883588616*I	-0.029939618315016635-0.03153917578879681*I	-0.004699064106407021+0.033524025950356695*I	0.02185430690210947-0.016348907308975882*I	-0.022108927402958126+0.000015704799448578447*I	0.011372344982464727+0.010774526251438758*I	0.002147169111186075-0.01281774456117042*I	-0.011379315578773575+0.008453415318494719*I	0.01286823173690968-0.001544433058771616*I	-0.0074369683878165865-0.004066489528599925*I	-0.0010227142223536334+0.006363562536242485*I	0.007803731125614588-0.005311355051327671*I	-0.009630860582890605+0.0023205004519494987*I	0.006101764611209589+0.0007840807724210931*I	0.0004289663673773692-0.0027557872559914034*I	-0.006293188278548689+0.003271549654241918*I	0.008423131029738164-0.0026415986457881636*I	-0.005829036348670824+0.0014142228980122962*I
0.06715818656082422-0.023848474922153338*I	-0.12115118016910377+0.1857708990527757*I	-0.3476304326471616-0.2073619888875121*I	0.11301378995939082-0.6217125232592875*I	-0.36215504229472084-0.1925452960274916*I	-0.10283815012392132+0.1592848856777423*I	0.06245912245446783+0.009675551028223239*I	-0.026398341458063572-0.021402069722745182*I	0.0011977171905101075+0.025501841745128765*I	0.01106078430062607-0.013351385130850095*I	-0.012377440536368155+0.0019989482988825376*I	0.007245275148241554+0.0060933133257233185*I	-0.0006128673154162423-0.008323236914195257*I	-0.0038956915309141197+0.006070616537449374*I	0.004874067074552023-0.0016586216689379566*I	-0.002989791475854106-0.002313832873145843*I	0.00010062628366056179+0.00430374395137848*I	0.001974694776947803-0.0038971321533171613*I	-0.0023310700591999385+0.001738720391026013*I	0.0011904357693426572+0.0008887508732364068*I	0.0004289663674069956-0.0027557872559734985*I	-0.0013818594366660128+0.003166879553434654*I	0.001123340506030246-0.002059818584883466*I
-0.048252648360144174-0.005053162413762915*I	0.09046483115432956+0.0016376620235649137*I	-0.12146274085093468+0.1616449876704895*I	-0.36215504229471135-0.19254529602747186*I	0.13163838068638442-0.6240726252520099*I	-0.37563614134704226-0.19932409988285135*I	-0.09929687326695906+0.169421991743794*I	0.06835590375139786+0.001653366822979865*I	-0.03719186405951659-0.018404547544641343*I	0.010929204057115562+0.027485085244561728*I	0.006933714466379065-0.018032598056547673*I	-0.015137476962984777+0.006493455945858939*I	0.014728899196075495+0.003710514544671153*I	-0.008607031977789451-0.008437425524376997*I	0.000551485381109025+0.007823273192858868*I	0.005997407580617324-0.0037184402538488932*I	-0.008818827824531167-0.0008996099751563258*I	0.007400416807351644+0.0037219638904781305*I	-0.002936634064919691-0.003792462052466948*I	-0.002331070059174092+0.001738720391025706*I	0.0061017646112486905+0.0007840807724143418*I	-0.006870824156317552-0.0021740071950377055*I	0.00444717691193991+0.0017526566554406653*I
0.02330664459348458+0.025486136945741287*I	-0.04856420904204207-0.02917907379606569*I	0.07594022150677064+0.016454354883584113*I	-0.1028381501239006+0.15928488567773993*I	-0.3756361413470501-0.19932409988287064*I	0.13517965754333064-0.6139355191859622*I	-0.3697393600500686-0.2073462840880552*I	-0.11009039586841055+0.17241951392196717*I	0.07808739061793517+0.003636610322444203*I	-0.041318933893818285-0.023085760470339934*I	0.008169167630507682+0.031979592891570166*I	0.014417338514258735-0.02041539683759568*I	-0.02313164162533718+0.006379267335670966*I	0.01917607610809427+0.00546317120013285*I	-0.0074836914716974665-0.010497244109255626*I	-0.005277550967530526+0.009237496090848878*I	0.013297198104312074-0.004300220314747487*I	-0.01373015666639843-0.0007949398743111501*I	0.007400416807360729+0.0037219638904815292*I	0.00197469477693162-0.003897132153307073*I	-0.009630860582920503+0.0023205004519294328*I	0.011930800959877016-0.000630142125599899*I	-0.007994164662342262-0.00011418861018386295*I
-0.00031156068183297117-0.024125911382310936*I	0.008782034945927206+0.04030282980573559*I	-0.029939618315015567-0.031539175788799376*I	0.06245912245445693+0.00967555102819819*I	-0.09929687326699173+0.16942199174375794*I	-0.3697393600501145-0.2073462840881079*I	0.12438613494192789-0.6109379970078243*I	-0.36000787318351557-0.2053630405886164*I	-0.11421746570274732+0.16773830099623008*I	0.07532735419135313+0.008131117969418636*I	-0.033835309845883454-0.025468559251368726*I	0.00017500296816338483+0.03186540428137092*I	0.01886451542623553-0.018662740182166834*I	-0.022008301119311992+0.004319448750825734*I	0.013347039759420554+0.006877394098146139*I	-0.00018390094802006173-0.011079024170148236*I	-0.010188879809451382+0.009342166191724543*I	0.013297198104289766-0.00430022031474527*I	-0.008818827824529814-0.000899609975166566*I	0.00010062628364930989+0.004303743951382093*I	0.0078037311256170605-0.005311355051328623*I	-0.010754201088915786+0.004380319036788954*I	0.0074836240479058125-0.0023827987810267626*I
-0.014524609647508539+0.014816692860012626*I	0.018313030045177675-0.02648601337505368*I	-0.00469906410643543+0.03352402595036266*I	-0.026398341458082748-0.021402069722766447*I	0.06835590375139136+0.0016533668229674005*I	-0.11009039586843437+0.17241951392193583*I	-0.3600078731835186-0.20536304058863447*I	0.12025906510760717-0.6156192099335499*I	-0.362767909610137-0.20086853294166107*I	-0.10673384165478081+0.16535550221518128*I	0.06733318952903374+0.008016929359249244*I	-0.02938813293393882-0.02371590259592465*I	0.0012983434741602239+0.029805585696513162*I	0.013035479077549882-0.017248517284164367*I	-0.014708510595577887+0.0037376686898811023*I	0.008435710917594699+0.006982064198995637*I	-0.00018390094801043586-0.01107902417010561*I	-0.005277550967586953+0.009237496090889386*I	0.005997407580588359-0.003718440253839347*I	-0.002989791475818064-0.0023138328731728596*I	-0.0010227142223401162+0.006363562536254936*I	0.003356554213615897-0.007064011706745965*I	-0.002760036426593393+0.004494507646965129*I
0.01862459072701305-0.0023601019927251203*I	-0.02800570869989187+0.008037889004658422*I	0.02185430690207862-0.016348907309009498*I	0.0011977171905335382+0.025501841745087146*I	-0.03719186405951657-0.01840454754463766*I	0.07808739061794988+0.0036366103224565356*I	-0.11421746570270087+0.1677383009962408*I	-0.3627679096101295-0.200868532941648*I	0.12774268915548073-0.6180020087145761*I	-0.3707620742724865-0.20098272155181698*I	-0.1022866647428328+0.16710815887066002*I	0.06845653003503015+0.0059571107744017145*I	-0.03521716928260936-0.022301679697937303*I	0.008598133997898699+0.02922380563556749*I	0.008124150235749802-0.01714384718332919*I	-0.014708510595542689+0.0037376686899200707*I	0.013347039759454251+0.006877394098166735*I	-0.0074836914717305095-0.010497244109213627*I	0.0005514853810904217+0.007823273192878528*I	0.004874067074579064-0.0016586216689726016*I	-0.0074369683878594125-0.004066489528594199*I	0.006971450439942192+0.006477751146420626*I	-0.004127069834250152-0.004681212925766287*I
-0.013481099052329602-0.0067788038554048675*I	0.022165867583947157+0.007777004073328298*I	-0.022108927402942836+0.000015704799418776846*I	0.011060784300666756-0.013351385130899113*I	0.01092920405709642+0.027485085244552662*I	-0.04131893389382873-0.023085760470334622*I	0.07532735419137693+0.008131117969420693*I	-0.10673384165479864+0.16535550221517675*I	-0.3707620742725061-0.20098272155183358*I	0.1321898660674593-0.6162493520591141*I	-0.36963873376645917-0.2030425401366838*I	-0.1081157010914982+0.16852238176862183*I	0.07575632055875811+0.005375330713436027*I	-0.04012849812445935-0.02219700959711408*I	0.008598133997894842+0.02922380563561022*I	0.013035479077566569-0.017248517284132056*I	-0.022008301119314268+0.0043194487508194795*I	0.019176076108100418+0.005463171200139263*I	-0.008607031977744707-0.00843742552435817*I	-0.003895691530891289+0.006070616537447592*I	0.012868231736892754-0.0015444330587907637*I	-0.014920592435744926-0.0016836907475921844*I	0.00973148686657721+0.0019832434994428993*I
