0.35838365963751-0.01541626760404629*I	0.15574396355007364-0.027873260033064694*I	0.07731896017942254-0.03515933292672608*I	0.037708922283035545-0.036280692775275326*I	0.012994210759078507-0.0316604237489961*I	-0.0033621441328414796-0.022956589535738717*I	-0.013028698430059087-0.012567162343638964*I	-0.01668634770119841-0.002969940575374898*I	-0.015268240182018318+0.003913463249931878*I	-0.010238199290743835+0.007154065459418814*I	-0.0034511663332838604+0.006940806827649031*I	0.0031693386965813415+0.004377832184560409*I	0.007993783141598137+0.001033851870102277*I	0.009987228448861624-0.0016059464144675781*I	0.008879944015610009-0.0026117313049110495*I	0.005175596586853007-0.001860946958481067*I
0.15574396355007367-0.027873260033064697*I	0.4357026198169331-0.05057560053077238*I	0.19345288583310932-0.06415395280833998*I	0.09031317093850107-0.06681975667572218*I	0.03434677815019403-0.05923728231101405*I	-0.00003448767098063792-0.04422758609263509*I	-0.020048491834039957-0.02592653011111365*I	-0.028296938612077466-0.008653699093707112*I	-0.026924546991942307+0.004184124884043885*I	-0.018719406515302222+0.010854270077580878*I	-0.007068860594162515+0.011531897643979189*I	0.004542616808314276+0.007974658697751274*I	0.013156567145442976+0.0027718857700927977*I	0.01687372715720817-0.0015778794348088024*I	0.015162825035714656-0.003466893372948667*I	0.008879944015610024-0.0026117313049110608*I
0.07731896017942258-0.03515933292672606*I	0.1934528858331092-0.06415395280833999*I	0.4486968305760112-0.08223602427976841*I	0.19009074170026755-0.08711054234407868*I	0.07728447250844181-0.07938691901936111*I	0.01766043044899546-0.06220722288638898*I	-0.015302727852999114-0.040314122842703255*I	-0.030286691124783938-0.01877246465169491*I	-0.03174810494536144-0.0017128922660581746*I	-0.023755208295361045+0.008561957068604194*I	-0.010725623373704118+0.011888121947683046*I	0.002918367854699111+0.009925951229511511*I	0.013422560823924307+0.0053629273928401345*I	0.018332163732296024+0.0009109388116116641*I	0.016873727157208203-0.0015778794348088427*I	0.009987228448861657-0.0016059464144676141*I
0.03770892228303551-0.03628069277527531*I	0.090313170938501-0.06681975667572218*I	0.1900907417002676-0.0871105423440787*I	0.43566813214595207-0.0948031866234074*I	0.17340439399906893-0.09008048291945363*I	0.062016232326423254-0.07547345576942932*I	0.007422231158251354-0.055053157426970305*I	-0.018753894186283232-0.03337331601505438*I	-0.027117352428202807-0.014394632467134669*I	-0.02375432180376344-0.0006790403959560796*I	-0.01376797984649946+0.006956010654136434*I	-0.0018456793580940846+0.009276390642771833*I	0.008093964441552191+0.008065004271030305*I	0.013422560823924404+0.0053629273928400365*I	0.013156567145443087+0.002771885770092675*I	0.00799378314159821+0.001033851870102196*I
0.012994210759078455-0.03166042374899608*I	0.03434677815019394-0.05923728231101405*I	0.0772844725084417-0.07938691901936111*I	0.1734043939990689-0.09008048291945363*I	0.42039989196393346-0.09088972337347563*I	0.1631661947083248-0.08292641746003498*I	0.05856506599313901-0.0685326489417805*I	0.010591569854832368-0.05067532524241012*I	-0.010760111044685335-0.03233946414495236*I	-0.01713012397934131-0.016000578881602508*I	-0.014874377788153453-0.003290771700867369*I	-0.008592383259646383+0.005095063695655161*I	-0.001845679358093961+0.009276390642771672*I	0.0029183678546993055+0.00992595122951127*I	0.004542616808314464+0.007974658697751042*I	0.003169338696581458+0.0043778321845602715*I
-0.003362144132841533-0.022956589535738703*I	-0.000034487670980726944-0.04422758609263505*I	0.017660430448995366-0.062207222886388955*I	0.06201623232642316-0.07547345576942929*I	0.16316619470832472-0.08292641746003497*I	0.4169487256306492-0.08394891654582678*I	0.1663355334049057-0.07854858527547488*I	0.0665588491347368-0.06749879707167855*I	0.02057879830369375-0.052281271656878035*I	-0.0018801670290754361-0.03495119544986371*I	-0.011954527392488274-0.017861525840083846*I	-0.014874377788153328-0.003290771700867585*I	-0.013767979846499228+0.006956010654136077*I	-0.010725623373703839+0.011888121947682647*I	-0.007068860594162263+0.011531897643978849*I	-0.0034511663332837117+0.006940806827648837*I
-0.013028698430059132-0.012567162343638938*I	-0.020048491834040044-0.025926530111113608*I	-0.015302727852999215-0.04031412284270319*I	0.007422231158251257-0.05505315742697024*I	0.05856506599313893-0.06853264894178046*I	0.16633553340490573-0.07854858527547484*I	0.424942508772247-0.08291506467572488*I	0.17632276185376708-0.08015453168994281*I	0.07543879315034663-0.07011052837658995*I	0.025754394890546727-0.05414221861535942*I	-0.0018801670290753384-0.03495119544986397*I	-0.017130123979341116-0.016000578881602955*I	-0.02375432180376316-0.000679040395956627*I	-0.023755208295360732+0.00856195706860365*I	-0.018719406515301955+0.010854270077580441*I	-0.010238199290743684+0.0071540654594185755*I
-0.01668634770119844-0.002969940575374877*I	-0.02829693861207754-0.008653699093707076*I	-0.030286691124784024-0.018772464651694867*I	-0.018753894186283326-0.033373316015054326*I	0.010591569854832271-0.0506753252424101*I	0.06655884913473674-0.06749879707167854*I	0.17632276185376702-0.08015453168994281*I	0.4338224527878567-0.08552679598063631*I	0.18149835844061998-0.08201547864842425*I	0.0754387931503467-0.07011052837659025*I	0.020578798303693878-0.05228127165687854*I	-0.01076011104468515-0.03233946414495302*I	-0.02711735242820256-0.014394632467135366*I	-0.03174810494536122-0.001712892266058811*I	-0.026924546991942102+0.004184124884043401*I	-0.015268240182018208+0.003913463249931616*I
-0.015268240182018326+0.003913463249931894*I	-0.026924546991942327+0.004184124884043911*I	-0.0317481049453615-0.0017128922660581403*I	-0.02711735242820285-0.01439463246713463*I	-0.0107601110446854-0.03233946414495232*I	0.020578798303693687-0.052281271656878*I	0.0754387931503466-0.07011052837658995*I	0.18149835844061996-0.08201547864842419*I	0.43382245278785675-0.0855267959806366*I	0.17632276185376716-0.0801545316899434*I	0.06655884913473689-0.0674987970716793*I	0.01059156985483245-0.05067532524241097*I	-0.018753894186283166-0.03337331601505517*I	-0.030286691124783882-0.018772464651695582*I	-0.028296938612077428-0.008653699093707603*I	-0.016686347701198388-0.002969940575375156*I
-0.010238199290743811+0.00715406545941882*I	-0.018719406515302184+0.010854270077580887*I	-0.023755208295361+0.008561957068604211*I	-0.023754321803763415-0.0006790403959560542*I	-0.017130123979341317-0.016000578881602483*I	-0.001880167029075467-0.034951195449863706*I	0.025754394890546674-0.054142218615359415*I	0.07543879315034666-0.07011052837659024*I	0.17632276185376708-0.08015453168994335*I	0.42494250877224693-0.08291506467572565*I	0.16633553340490567-0.07854858527547577*I	0.0585650659931389-0.06853264894178145*I	0.007422231158251175-0.0550531574269711*I	-0.01530272785299932-0.040314122842703894*I	-0.020048491834040123-0.02592653011111408*I	-0.013028698430059186-0.012567162343639186*I
