0.459747802921235-0.10900914236846826*I	0.19022951643279784-0.16358224896980242*I	0.025121593080887124-0.14323617851962847*I	-0.0558032523414438-0.07164053203315343*I	-0.06157138243523521+0.002730448331320449*I	-0.02387171848196077+0.040091826997970204*I	0.015196439297557277+0.03256547113087873*I	0.028027355177199436+0.002372474179731177*I	0.014283345592429776-0.02007598115579728*I	-0.006940574021762879-0.01933285713841971*I	-0.0164774999702082-0.002301882324610785*I	-0.00964411646506437+0.01268229369148636*I	0.00377773593015281+0.013234238363400853*I	0.010902467043293187+0.0018795786348473852*I	0.007034118195352468-0.00905195952858202*I	-0.0021900551291032444-0.009859665930298259*I	-0.0076974238185327695-0.0014978350317744245*I	-0.0053976424764307085+0.0069876356404803466*I	0.0012541465201801176+0.007780093609075049*I	0.005638355335797778+0.0011881663491240804*I	0.0042888134343780976-0.005708863003154355*I	-0.0006369930965623575-0.006408070224747416*I	-0.004205696604333048-0.0009383470127994952*I	-0.0034921237365309055+0.004874926946470838*I	0.00019272992014455757+0.005460541045881233*I	0.0031445790166729154+0.000730831964232186*I	0.002893001835293888-0.004319796979276763*I	0.00015330915519384082-0.004789981274953782*I	-0.0023140920230009087-0.0005545194226024107*I	-0.002423366066986933+0.003952003392263183*I	-0.0004417433391673694+0.004310881178199561*I	0.0016312351696155555+0.00039978531846786975*I	0.0020416759057832004-0.0037202230744636964*I	0.000698264859128708-0.003972605959443306*I	-0.0010423282227115692-0.00025930679103551167*I	-0.0017209322617023452+0.003595110170209*I	-0.000941810931166573+0.0037447016123604805*I	0.0005077912106963537+0.00012704239447442584*I	0.0014396156527495198-0.0035615177987724602*I	0.0011843115091331282-0.003610977375091945*I
0.1902295164327977-0.1635822489698024*I	0.48486939600212187-0.25224532088809665*I	0.1344262640913538-0.2352227810029558*I	-0.03644978935434844-0.14050573018830811*I	-0.0796749708234049-0.03154870503518345*I	-0.046374943137678176+0.035295919462199*I	0.004155636695238501+0.04246430117770123*I	0.02947978488998702+0.012489489975081357*I	0.02108678115543668-0.01696038295868865*I	-0.002194154377778228-0.022377863480408287*I	-0.01658469048682701-0.006650563446933663*I	-0.012699764040055147+0.010932356038789774*I	0.0012583505782290938+0.014561872326333564*I	0.010811854125505612+0.004182278834818826*I	0.00871241191419033-0.007980087295450742*I	-0.0006633056231798944-0.010549794560356289*I	-0.007587697605533582-0.002872030289817793*I	-0.006443277298352408+0.006282258577300649*I	0.0002407128593671313+0.008175801989604409*I	0.005542959954558082+0.002071230605920679*I	0.005001362239235151-0.005219903875623323*I	0.00008311683004473982-0.0066472100159538135*I	-0.004129116833093516-0.0015331432782765538*I	-0.004012966684188637+0.004522194033081763*I	-0.00034754471985801877+0.005605758910703092*I	0.0030857317554385086+0.0011407440666046367*I	0.003297888171866882-0.004059149310721309*I	0.0005789098122931637-0.004874316401878799*I	-0.0022700569117928395-0.0008379778826902163*I	-0.0027558353621679427+0.003756361755597469*I	-0.0007921308973709758+0.004351788710731303*I	0.0015999325666162492+0.000590658103736089*I	0.0023295000287446343-0.003572820640975153*I	0.0009993476830719077-0.003979529865498823*I	-0.0010226674025734558-0.0003774957892338396*I	-0.0019841391538780173+0.00348539482132543*I	-0.0012131410510058736+0.0037221525646837918*I	0.0004978047215830813+0.0001831838135882419*I	0.0016921027198296137-0.0034839349806174264*I	0.0014396156527496044-0.0035615177987724385*I
0.025121593080886913-0.14323617851962822*I	0.1344262640913536-0.23522278100295552*I	0.423298013566886-0.2495148725567759*I	0.11055454560939228-0.19513095400498598*I	-0.021253350056791815-0.10794025905742986*I	-0.051647615646206-0.029176230855452737*I	-0.03209159754524871+0.015219938306401438*I	-0.0027849373265243387+0.023131444039281333*I	0.013002284919779145+0.010187607650470266*I	0.011442664690372764-0.0042780892672028585*I	0.0015835815523751078-0.00914362511700814*I	-0.005682223443533266-0.00477098481208688*I	-0.0056656458447020335+0.0018803965102074998*I	-0.0009317045508733749+0.00470220639603546*I	0.0031144303069737403+0.0026844438030447742*I	0.0033147694377605548-0.0009924516549700416*I	0.0005908408970010074-0.0027697009512810816*I	-0.0019493422697353649-0.0016838639406937465*I	-0.0021544638639743262+0.0005733955741462047*I	-0.0003962802371956464+0.0017677317648569595*I	0.0013372633502243849+0.0011328835931212356*I	0.0015092385027036057-0.0003449769291524171*I	0.0002758467501888457-0.00118666897007255*I	-0.000984537816420784-0.0008023113140443178*I	-0.0011199648488946893+0.00020239705380521253*I	-0.00019423556466395357+0.0008157776357498139*I	0.0007716397324379395+0.0005862246440030239*I	0.0008745221048804144-0.000107145918457187*I	0.00013716647312643122-0.0005634352236783817*I	-0.0006388217421764612-0.0004381925642216977*I	-0.0007141594563838008+0.000036138681134260666*I	-0.00009386603824134882+0.00037918275128851235*I	0.0005576043439054295+0.00033135131270131755*I	0.0006085677670427961+0.000022289529234861237*I	0.00005753675190564223-0.00023482825313719572*I	-0.0005148761918768768-0.0002504533947583879*I	-0.0005445235011282471-0.00007612297744633469*I	-0.000028829541872449443+0.00011117518959215903*I	0.0004978047215833463+0.00018318381358828698*I	0.0005077912106966067+0.00012704239447447797*I
-0.055803252341444086-0.07164053203315296*I	-0.03644978935434879-0.1405057301883074*I	0.11055454560939203-0.1951309540049856*I	0.43849445286444244-0.21694940142589805*I	0.13858190078659086-0.19275847982525562*I	-0.006970004464362697-0.12801624021322774*I	-0.05858818966796915-0.04850908799387276*I	-0.04856909751545676+0.012918055981790414*I	-0.012429053791588287+0.03581373773076717*I	0.016780020849932523+0.02342184601387024*I	0.022345131733666587-0.0023985106323564306*I	0.008617699747728294-0.0181955846455908*I	-0.007872278572635635-0.014630650742385204*I	-0.013363069663233714+0.0003825614784334817*I	-0.006329347027302841+0.011689842036516346*I	0.004368576827155045+0.010464537412120157*I	0.008953124773559196+0.00019571469415403242*I	0.004879654331379425-0.00847856395443564*I	-0.0025863353662979992-0.008091934165441341*I	-0.006360160468308083-0.0003649514386533057*I	-0.0038884039737273903+0.006642658711327887*I	0.0015299932703682806+0.0065934246390025285*I	0.004653817519376215+0.0003858550350797691*I	0.00316884858548279-0.005506465949349216*I	-0.0008312286612266395-0.005592292588997657*I	-0.0034340568718951667-0.00035212236879627435*I	-0.0026176016316503616+0.004767781028014283*I	0.0003298963932712513+0.004897105822203903*I	0.0025057572744968813+0.00029263940001172137*I	0.002178842378910764-0.004283658298141401*I	0.000059443116953457776-0.004410798523664478*I	-0.0017564876790942983-0.00022316810990051522*I	-0.0018147982999429351+0.003974292921498701*I	-0.000384206587260723+0.004076052925063378*I	0.0011163589777393598+0.00014933192371090822*I	0.0014971524046553505-0.0037963460519084263*I	0.0006694353172565332-0.0038614307698497485*I	-0.0005445235011279055-0.0000761229774463311*I	-0.0012131410510053257+0.0037221525646838343*I	-0.0009418109311661587+0.0037447016123605286*I
-0.06157138243523551+0.0027304483313208374*I	-0.07967497082340531-0.03154870503518291*I	-0.021253350056792197-0.10794025905742946*I	0.13858190078659077-0.19275847982525546*I	0.4527777984568716-0.23702538258169611*I	0.13164132676482762-0.2120913369636758*I	-0.023447504434570898-0.13031812253783867*I	-0.06823230613303322-0.03582679430238659*I	-0.04479136158530355+0.026152294345190626*I	-0.0015265867482946525+0.037693316365613606*I	0.023814139045285457+0.01436988648528746*I	0.020155076604563955-0.012258176562654929*I	0.0009202759291963545-0.019693419677364883*I	-0.013269921049065294-0.007643015101904225*I	-0.0121089231430525+0.008162655087508991*I	-0.0006909916915041782+0.012878008385640441*I	0.008657390261533556+0.00475567440896543*I	0.008316131676996678-0.006212355530593819*I	0.0006739577270457574-0.009416910967235358*I	-0.006078459102829679-0.0032170072189704624*I	-0.0061674305481641285+0.005095589607228055*I	-0.0007438249570546791+0.007373490675560126*I	0.004422995105662388+0.002273627659725793*I	0.004807126674570564-0.004404126239873751*I	0.0008547565624824892-0.006060985371950867*I	-0.003254594728212978-0.001640289196733198*I	-0.0038758002110619335+0.0039587588094047695*I	-0.0009863664620340924+0.005167566346483409*I	0.002371572299055343+0.0011768827477409648*I	0.0032040221336266015-0.003679966559431218*I	0.0011365141562001445-0.00454296508917652*I	-0.001661489144748204-0.0008156883534546091*I	-0.0026982986102605504+0.003521533502461449*I	-0.0013070070892465477+0.004101335315974937*I	0.0010554090654887392+0.0005145351262924884*I	0.0023006704868725235-0.003461645451380209*I	0.0014971524046555255-0.003796346051908479*I	-0.0005148761918763899-0.00025045339475844716*I	-0.00198413915387737+0.0034853948213254067*I	-0.0017209322617018814+0.0035951101702090035*I
-0.023871718481961086+0.04009182699797026*I	-0.0463749431376786+0.0352959194621991*I	-0.051647615646206284-0.02917623085545261*I	-0.006970004464362682-0.1280162402132276*I	0.1316413267648279-0.2120913369636757*I	0.43630029848666363-0.23932726490630718*I	0.12199721029976354-0.19940904327218942*I	-0.01966976850441791-0.11708388417443806*I	-0.05732983908973994-0.03394721566753982*I	-0.037757243389950956+0.01710033481660799*I	-0.0037166418773976963+0.027833650435315133*I	0.01611671522675312+0.012872051453513318*I	0.01475743412813389-0.005270540922173932*I	0.002174422449377174-0.011913326068289274*I	-0.007631565713267004-0.00645484875278007*I	-0.007820109708674309+0.0024537920843541615*I	-0.0013279847880669406+0.006469938160892298*I	0.004451693657199745+0.0038173273961653762*I	0.004824007940464973-0.0013374285841231467*I	0.0008666876471898091-0.00395636992135397*I	-0.002933880086156762-0.0024861752547380407*I	-0.003274428712869721+0.0007757926279514825*I	-0.0005905158018599865+0.002583509400606607*I	0.00210890308266241+0.0017191082371239886*I	0.0023837606075844424-0.0004521228476094717*I	0.0004130132233157614-0.0017501041937498924*I	-0.0016233595585968812-0.0012405038782640264*I	-0.0018341243052781974+0.00023853573494185784*I	-0.00028810160290483426+0.001194960387040303*I	0.001329244076344251+0.000917575956705427*I	0.0014830898719245208-0.00008485638922191682*I	0.0001947032250335401-0.0007982634768150471*I	-0.0011536979340521318-0.0006886459589786069*I	-0.001258682957511401-0.00003998429630940013*I	-0.0001226955801137012+0.0004903579408839706*I	0.00105540906548863+0.0005145351262924545*I	0.0011163589777393951+0.0001493319237108186*I	0.000057536751905959566-0.00023482825313728308*I	-0.0010226674025729664-0.0003774957892338815*I	-0.001042328222711201-0.0002593067910355173*I
0.015196439297557084+0.03256547113087848*I	0.004155636695238233+0.04246430117770088*I	-0.03209159754524889+0.015219938306401148*I	-0.05858818966796905-0.048509087993872775*I	-0.02344750443457058-0.1303181225378386*I	0.12199721029976386-0.1994090432721894*I	0.44007803441681675-0.22609302654290625*I	0.13289967734305674-0.19752946463734233*I	-0.012635650309065527-0.12613584370302047*I	-0.059519894218843274-0.043806881597838174*I	-0.04545466720848369+0.01560249978483386*I	-0.009114284353828096+0.03482128607579614*I	0.01737086174693363+0.02065214506258904*I	0.02039578946393186-0.00408237457304961*I	0.006463235883754992-0.017622189071444014*I	-0.008268558809830186-0.01286291897752832*I	-0.012025806313008532+0.001515445071553822*I	-0.004820108524598988+0.01134486510736267*I	0.004644423577343614+0.009277868442046646*I	0.007968586957137888-0.000606596619890591*I	0.00375968948248436-0.008276166900630252*I	-0.0027805709309618393-0.0072761565296912845*I	-0.005588520735869447+0.00022127320534979497*I	-0.003013881868845883+0.006535512792870865*I	0.0016671597434958336+0.006029989415324921*I	0.004014995777200567-0.00005233752914026895*I	0.002454689129099364-0.005470327268212724*I	-0.0009250946994679272-0.005213109837707137*I	-0.0028764525279897177-0.000020771056093897168*I	-0.0020090338646073817+0.004790070557249165*I	0.00038743314517723017+0.0046622775690663785*I	0.001990881082620275+0.00004218600525368621*I	0.0016343188777824624-0.004359781275586042*I	0.000030613575080537715-0.004299623334069492*I	-0.0012586829575116731-0.000039984296309294194*I	-0.001307007089246979+0.004101335315975*I	-0.0003842065872610501+0.004076052925063406*I	0.0006085677670427608+0.000022289529234939252*I	0.0009993476830721195-0.003979529865498682*I	0.0006982648591289244-0.0039726059594431895*I
0.028027355177199332+0.0023724741797307896*I	0.029479784889986874+0.012489489975080762*I	-0.0027849373265244498+0.023131444039280812*I	-0.04856909751545664+0.012918055981790213*I	-0.06823230613303288-0.03582679430238645*I	-0.01966976850441744-0.1170838841744376*I	0.1328996773430571-0.19752946463734192*I	0.44711215261216886-0.23514498607148834*I	0.13070962221395324-0.20738913056764055*I	-0.020333074127598428-0.12763367873479453*I	-0.06491753669527377-0.03681924595735742*I	-0.044200520688303206+0.023382593393909402*I	-0.0034759290180300766+0.0360094524249205*I	0.02165967518131151+0.014943282059434494*I	0.01975879636736863-0.010490444797797647*I	0.002257539279420563-0.01856053608424431*I	-0.011760682546362557-0.007987992031058072*I	-0.011833076392865016+0.006975986117434915*I	-0.0016755295079263482+0.012075697071595204*I	0.007537425412637997+0.004958071462770554*I	0.008121896112332718-0.005396577894843519*I	0.0014455974594845778-0.008830686323231644*I	-0.005203936997947781-0.003324153137426852*I	-0.006030264075036046+0.004532154383550828*I	-0.0013826466992297385+0.006935298111340203*I	0.0037088356492794806+0.0023097663408623154*I	0.0047132606363295415-0.00402494348858313*I	0.0014123609063877785-0.005729634059248356*I	-0.002646026961170631-0.0016179996674983864*I	-0.003818263459156934+0.0037239305562667495*I	-0.001501242653911774+0.0049171129517244444*I	0.0018270487979261138+0.001100759770295233*I	0.00317519259175301-0.003568791369837099*I	0.0016343188777823002-0.004359781275585663*I	-0.0011536979340526492-0.0006886459589781945*I	-0.0026982986102613068+0.003521533502461776*I	-0.0018147982999435941+0.0039742929214990445*I	0.000557604343905131+0.0003313513127017985*I	0.002329500028744685-0.003572820640974596*I	0.002041675905783348-0.003720223074463307*I
0.014283345592429761-0.020075981155797472*I	0.02108678115543655-0.016960382958688947*I	0.013002284919778907+0.01018760765046997*I	-0.012429053791588518+0.03581373773076702*I	-0.04479136158530358+0.02615229434519076*I	-0.05732983908973958-0.033947215667539395*I	-0.012635650309064947-0.12613584370301992*I	0.13070962221395369-0.20738913056764013*I	0.43941472879363624-0.2366428211032626*I	0.12531197973752287-0.20040149492715997*I	-0.01907892760741781-0.11985358512571942*I	-0.059279181359475484-0.035631079608233286*I	-0.03991170725392487+0.0176737303907549*I	-0.004112922114592826+0.02960138220017272*I	0.017453978576977437+0.014004935046634566*I	0.01626667263083639-0.005615517851327132*I	0.00245026919956401-0.013099995038363076*I	-0.008616103529690104-0.007257160066825518*I	-0.008940074557570843+0.0026561891381588756*I	-0.0015222203527317424+0.007285715796642394*I	0.0052233333896379375+0.00440355204016931*I	0.0056985300453464265-0.0014445745025789694*I	0.001003854120317607-0.004519805145030546*I	-0.0035727018283319223-0.002924367818957417*I	-0.003988588169252498+0.000811931309088448*I	-0.0006843818401006677+0.0029626921518977056*I	0.0026665074265681088+0.0020504595498270586*I	0.002992328374627048-0.0004298333183741528*I	0.0004705499752207142-0.001984932446887727*I	-0.0021382357504749045-0.001490957273023291*I	-0.0023786478064078856+0.00016241275749544085*I	-0.00031693114477877724+0.0013061355766336926*I	0.0018270487979262866+0.0011007597702958846*I	0.0019908810826201454+0.00004218600525460752*I	0.00019470322503290028-0.0007982634768142187*I	-0.0016614891447491397-0.0008156883534539268*I	-0.0017564876790950692-0.0002231681098997735*I	-0.0000938660382416273+0.0003791827512894674*I	0.0015999325666164106+0.0005906581037371094*I	0.0016312351696157997+0.00039978531846855366*I
-0.006940574021762851-0.019332857138419608*I	-0.0021941543777783223-0.022377863480408117*I	0.011442664690372405-0.004278089267202705*I	0.016780020849931975+0.023421846013870398*I	-0.0015265867482951194+0.03769331636561383*I	-0.037757243389951005+0.01710033481660834*I	-0.05951989421884285-0.043806881597837743*I	-0.020333074127597765-0.1276336787347942*I	0.12531197973752312-0.20040149492715983*I	0.4406688753138167-0.22886272749418782*I	0.1309503350733212-0.19921332857803636*I	-0.01479011417303912-0.12556244812887435*I	-0.05991617445603764-0.042039149832981154*I	-0.04411740385825829+0.016735383377955212*I	-0.007605045851124478+0.034476309146643666*I	0.01764670849712127+0.019465476092516223*I	0.01941125164750902-0.004884685887094274*I	0.005343271034858223-0.017419792017638984*I	-0.008462794374495533-0.012047141341778304*I	-0.011254166580571037+0.0021016697155575824*I	-0.003945586419718304+0.011237719188906826*I	0.004781590050470549+0.008714433218370229*I	0.007329765214961822-0.0010447891841097044*I	0.0030455300261007998-0.008240028219492969*I	-0.002874436969202959-0.006896973778399746*I	-0.005030916391963706+0.0005526245180535402*I	-0.002405314101802823+0.006557802322107052*I	0.0017246964954014047+0.005795161162187893*I	0.0035001195853230733-0.000302790923899104*I	0.0019101656279700138-0.005546450245659246*I	-0.0009539242413416273-0.005101934648114218*I	-0.0023786478064073547+0.00016241275749611996*I	-0.0015012426539112447+0.004917112951725668*I	0.00038743314517722074+0.004662277569067725*I	0.0014830898719238445-0.00008485638922076907*I	0.0011365141561991794-0.0045429650891755675*I	0.0000594431169527923-0.004410798523663466*I	-0.0007141594563838192+0.00003613868113547795*I	-0.0007921308973705033+0.004351788710732539*I	-0.00044174333916691447+0.00431088117820037*I
