0.39201386866396604-0.6525548849665768*I	-0.3291516322370569-0.35133037580220616*I	-0.16656375513772084+0.14287700481600427*I	0.1063196987821442+0.06841545734623367*I	-0.02622598289761413-0.08013592818288373*I	-0.033447728500994124+0.025736650037087458*I	0.04956652195207312+0.034308047249439255*I	-0.026233415473669197-0.04553360707222964*I	-0.011472127022162368+0.009303785159204256*I	0.0347597637938577+0.031230375229824858*I	-0.028658136762757636-0.03457993787283442*I
-0.3291516322315431-0.35133037579602444*I	0.22545011353248867-0.5096778801518553*I	-0.22283193344792604-0.2829149184612953*I	-0.19278973802781252+0.0627410766304024*I	0.07287197028348658+0.09415210737729751*I	0.02334053905469541-0.04582788094012443*I	-0.059681143966571426-0.019796957033307194*I	0.03809439494048661+0.0436118324092547*I	0.008526348321340506-0.014303231854917865*I	-0.04013026378505913-0.0252761527319052*I	0.03475976379850465+0.031230375218839868*I
-0.16656375513875687+0.1428770048220862*I	-0.2228319334480453-0.282914918451425*I	0.19922413064358735-0.5898138083354032*I	-0.25627966194444696-0.2571782684284223*I	-0.1432232160796829+0.09704912386899167*I	0.04663855481195776+0.048618500301463315*I	0.011868412041142307-0.03652409577822979*I	-0.024921380173079655+0.011433418187763777*I	0.00943625817410787+0.00903189451826485*I	0.008526348327741573-0.01430323186547966*I	-0.011472127015899503+0.00930378514334862*I
0.1063196987750814+0.06841545734529575*I	-0.1927897380307826+0.06274107663959683*I	-0.2562796619430239-0.25717826841672164*I	0.24879065258694766-0.5555057610976206*I	-0.2825130774242979-0.30271187550731327*I	-0.15469534309717395+0.10635290903145282*I	0.08139831860233926+0.07984887552748887*I	-0.016789724730145394-0.07110403366336016*I	-0.02492138016868698+0.011433418184162714*I	0.03809439494220612+0.04361183239986133*I	-0.026233415473470245-0.04553360708155196*I
-0.02622598288895972-0.08013592818628013*I	0.07287197029160097+0.09415210737606117*I	-0.14322321607865804+0.09704912387351332*I	-0.282513077426799-0.3027118755004494*I	0.23731852556593935-0.5462019759376346*I	-0.2477533136274588-0.271481500278035*I	-0.1833534798606422+0.07177297115140391*I	0.0813983186111642+0.07984887552683517*I	0.01186841204147547-0.03652409578341298*I	-0.059681143972696304-0.019796957041933183*I	0.04956652195032518+0.034308047243598594*I
-0.03344772848339517+0.02573665003497183*I	0.023340539069181432-0.04582788094701584*I	0.04663855481339042+0.04861850029609238*I	-0.15469534310165045+0.10635290903476857*I	-0.247753313632316-0.2714815002716051*I	0.20866038880505633-0.5807819138164382*I	-0.2477533136150214-0.2714815002765505*I	-0.154695343086658+0.1063529090315285*I	0.04663855481021404+0.04861850029784644*I	0.023340539051631026-0.045827880944585786*I	-0.033447728498842366+0.025736650034687614*I
0.04956652195622269+0.03430804724514758*I	-0.0596811439631324-0.019796957036263052*I	0.011868412046083302-0.03652409577830068*I	0.0813983186056646+0.07984887552619568*I	-0.18335347986828765+0.07177297115160286*I	-0.24775331362728917-0.2714815002712528*I	0.23731852557429534-0.5462019759304724*I	-0.2825130774181446-0.3027118755008189*I	-0.14322321607693658+0.09704912387147752*I	0.07287197028463765+0.09415210738001178*I	-0.026225982897216227-0.08013592817998472*I
-0.026233415474600896-0.04553360707581078*I	0.03809439493658928+0.04361183240740729*I	-0.02492138016977609+0.011433418188560734*I	-0.016789724720480237-0.07110403366726814*I	0.08139831860956459+0.07984887551839392*I	-0.15469534310044913+0.10635290903439708*I	-0.28251307742701837-0.3027118754887965*I	0.2487906525896708-0.5555057610855556*I	-0.256279661942463-0.2571782684239147*I	-0.1927897380307213+0.06274107662841288*I	0.10631969877826819+0.06841545734278043*I
-0.011472127013348654+0.00930378515485586*I	0.008526348320856414-0.014303231861376275*I	0.009436258167725755+0.009031894512831762*I	-0.02492138016532408+0.011433418180260446*I	0.011868412050830557-0.036524095787541455*I	0.04663855481222369+0.048618500296449485*I	-0.143223216080969+0.09704912387874742*I	-0.2562796619455412-0.25717826841336944*I	0.19922413063794725-0.5898138083355513*I	-0.22283193345208474-0.2829149184684354*I	-0.16656375513719013+0.1428770048055128*I
0.03475976379797885+0.031230375216523498*I	-0.040130263785499665-0.025276152735159485*I	0.008526348319020022-0.014303231858671422*I	0.03809439493849709+0.04361183240575883*I	-0.05968114396168289-0.019796957035850937*I	0.023340539063324284-0.04582788094346257*I	0.07287197028489345+0.09415210737017787*I	-0.1927897380342074+0.06274107662511597*I	-0.22283193345244978-0.28291491845833944*I	0.22545011353241762-0.509677880147251*I	-0.3291516322306336-0.3513303757969197*I
-0.02865813676862672-0.03457993788913427*I	0.03475976379479562+0.03123037522152572*I	-0.011472127018627376+0.009303785163171666*I	-0.026233415475985566-0.045533607069614845*I	0.04956652195448896+0.03430804725121561*I	-0.03344772849296246+0.025736650039128256*I	-0.0262259828980973-0.08013592819349924*I	0.10631969877522351+0.0684154573274327*I	-0.16656375513694693+0.1428770048140758*I	-0.3291516322296957-0.3513303757824815*I	0.3920138686682435-0.6525548849473353*I
