0.5156847549722575-0.3544810892491491*I	0.030366033700076248-0.36363357239316857*I	-0.175966591346564-0.10137314795669342*I	-0.08013633454294775+0.0895415236101907*I	0.05256677034939785+0.057993966432085535*I	0.04361567738770047-0.03816326096257506*I	-0.026466464776705924-0.03559610209322002*I	-0.028876226452102565+0.02213688984210966*I	0.015587202528668933+0.025268685335745392*I	0.021042739288500673-0.014434362813850582*I	-0.009838896686505106-0.019371174021977005*I	-0.016226496904606456+0.010069182731686882*I	0.006369833777015644+0.015609125698275874*I	0.012958617675138088-0.007336351293618659*I	-0.004103946142880655-0.013034956669406255*I	-0.010588882245534167+0.005498951586878366*I	0.0025419996903551035+0.011175252284440843*I	0.008789159719992728-0.004208457507493962*I	-0.0014097286204987798-0.00978654915439376*I	-0.007352969489422714+0.0032683525758999627*I	0.0005751307305133293+0.008727167050735084*I	0.006175805464180757-0.002554312744832392*I	0.00005434460757314506-0.007892087338838156*I	-0.005187523847786443+0.002012562254383092*I	-0.0005449506220414256+0.00723986797211422*I	0.0043245044141802975-0.0015834351386562358*I	0.0009187819029266549-0.006725237393093769*I	-0.0035647776402962686+0.0012321474114992458*I	-0.001209580602775449+0.0063088081335906715*I	0.0028790224856758578-0.0009560167601131988*I	0.001434970498785026-0.005994894583611532*I	-0.0022442158018415597+0.0007172784467864362*I	-0.0016010808302583958+0.0057564936988471265*I	0.0016509403532187971-0.000505419738224686*I	0.0017200600085635247-0.005574094447016829*I	-0.0010836537120808985+0.0003295933549194383*I	-0.001791432444338415+0.00546309038399012*I	0.0005435249887490661-0.00016458544088914534*I	0.0018362278433306516-0.005412610934389805*I
0.030366033700078145-0.3636335723931691*I	0.33971816362569407-0.45585423720584306*I	-0.049770300842872206-0.2740920487829786*I	-0.12339982099716651-0.04337918152460853*I	-0.03652065715524472+0.05137826264761307*I	0.026100305572695884+0.02239786433885995*I	0.014739450935602518-0.016026371120473247*I	-0.010879262248032534-0.010327416757482579*I	-0.007833487163596652+0.007702527028252332*I	0.0057483058421694275+0.005897511313762466*I	0.004816242383900094-0.004365180082168808*I	-0.0034690629094821395-0.0037620483237051578*I	-0.003267879229458647+0.002732831438064965*I	0.002265887634145382+0.0025741690288662617*I	0.0023697354296120746-0.001837399706743391*I	-0.0015619464525197379-0.001859704384966733*I	-0.0017997225255359215+0.0012904940793851865*I	0.0011322710698619854+0.0013887031300476905*I	0.0014361902305729786-0.0009401049315952243*I	-0.0008345978899876318-0.0010593821036606942*I	-0.001177164025248088+0.0007140398310668145*I	0.0006294753380795183+0.0008350797118970266*I	0.000988281616388447-0.000541750490449971*I	-0.0004906060144728241-0.0006522193667252933*I	-0.0008630194336092579+0.0004291271157263811*I	0.00037383128088365925+0.0005146305790208379*I	0.0007597267738830478-0.00035128772715772145*I	-0.0002907986998507186-0.0004164292595055829*I	-0.0006857551546236912+0.00027613065138356967*I	0.0002253898960060661+0.00031391354997833374*I	0.0006348066838321083-0.0002387383133258278*I	-0.00016611033147284857-0.00023840088476122999*I	-0.0005932754486183498+0.00021185870856861336*I	0.00011897917831347908+0.00018239925183992034*I	0.0005672866411474542-0.00017582638329756282*I	-0.00007137243576884732-0.00011100406302507706*I	-0.000540128723332332+0.0001650079140269121*I	0.000044795398986832+0.000050479449596327353*I	0.0005435249887440785-0.00016458544089110078*I
-0.17596659134656226-0.10137314795669453*I	-0.04977030084287059-0.2740920487829799*I	0.3922849339750909-0.3978602707737593*I	-0.006154623455168374-0.31225530974555715*I	-0.14986628577386493-0.07897528361783648*I	-0.0653968836073397+0.07351515248971031*I	0.04168750810137077+0.04766654967459202*I	0.0357821902241094-0.030460733934334194*I	-0.020718158934529832-0.02969859077946725*I	-0.024059984068194536+0.017771709759931763*I	0.012118139619194173+0.0215066370120305*I	0.017774860059049342-0.011701531375794263*I	-0.007573009052349933-0.016797004993117145*I	-0.013856761474982044+0.008231783024936984*I	0.004807887324507156+0.013749421313300427*I	0.01115889514960987-0.006045857214241665*I	-0.0029716750730121953-0.011646253539362317*I	-0.009152692014953659+0.004558846655282522*I	0.0017074018003736598+0.010115870180777671*I	0.007611995694744929-0.0034944176764322736*I	-0.0007802532824253774-0.008951469442500248*I	-0.006364687873043021+0.0027266020854503554*I	0.00008452471603201662+0.008074947684010923*I	0.005312786030563459-0.002125185629106792*I	0.0004281758884494451-0.0073774567598184435*I	-0.004427797073908487+0.0016612745272257521*I	-0.0008357493218947289+0.006823438712608732*I	0.0036387492595539544-0.0013073044872747752*I	0.0011441717989277794-0.0064113238431177414*I	-0.0029299709564701375+0.0009934090981736558*I	-0.0013756909342520188+0.0060704072488315585*I	0.0022857470370582235-0.0007441580515416361*I	0.0015539496771041913-0.005812495331764969*I	-0.0016769291606835485+0.0005414520635017388*I	-0.0016724532660132398+0.005645489635836395*I	0.0011108116298995838-0.0003404118241905004*I	0.0017648554075570557-0.005523614997422497*I	-0.000540128723338761+0.00016500791402285222*I	-0.001791432444345356+0.005463090383986348*I
-0.08013633454294886+0.08954152361019083*I	-0.12339982099716612-0.04337918152460889*I	-0.006154623455167433-0.31225530974555754*I	0.36581846919839217-0.43345637286698624*I	-0.03503084990726408-0.29011841990345894*I	-0.1342790832451926-0.053706598282102884*I	-0.044354144318837704+0.059080789675852625*I	0.03184861141486812+0.028295375652614294*I	0.019555693319507385-0.020391551202646477*I	-0.014348325157508158-0.014089465081193787*I	-0.011101366393049596+0.01043535846630755*I	0.00801419347631936+0.008471680342619164*I	0.007185977813516726-0.006202579788919939*I	-0.005031009361998385-0.005621752708681964*I	-0.005067601754993979+0.004023325517435241*I	0.0033981587040064357+0.003962872158898973*I	0.003805925660186098-0.002777504638348403*I	-0.0023965443425050066-0.0029190864886343847*I	-0.0029768865507853563+0.002004533910442719*I	0.0017617464079341487+0.0022237828419347763*I	0.00242447184695235-0.001481855422049548*I	-0.0013252039044662567-0.0017116014703838485*I	-0.0020401834588606926+0.0011431669467963632*I	0.0010033066189582183+0.0013497102909189559*I	0.0017480083902643682-0.0008930382176068329*I	-0.0007814047143296722-0.0010686486262296796*I	-0.0015487745882369827+0.0007052577671090581*I	0.0005992211768849536+0.0008285441289969863*I	0.0013945334577078476-0.0005900260404818452*I	-0.0004569090313301964-0.0006548301442594292*I	-0.0012790306032425865+0.0004879893599608203*I	0.00034436907432726355+0.0004963128018255562*I	0.0012020933249931212-0.00041456469661384167*I	-0.00023748276722667473-0.0003494049477730667*I	-0.0011334041719379725+0.0003768666226054441*I	0.00016377457730832088+0.00023287870143594232*I	0.0011108116298942127-0.00034041182419556194*I	-0.00007137243576992864-0.00011100406302964462*I	-0.0010836537120781915+0.0003295933549177882*I
0.052566770349396844+0.05799396643208529*I	-0.0365206571552451+0.05137826264761308*I	-0.1498662857738659-0.07897528361783515*I	-0.03503084990726594-0.29011841990345694*I	0.3814056717270612-0.4081876875312495*I	-0.013988110618765216-0.30455278271731234*I	-0.1441179799316984-0.07307777230407515*I	-0.06058064122344312+0.06914997240754801*I	0.03821844519188642+0.04390450135089493*I	0.032514310994650394-0.027727902496266114*I	-0.01845227130038341-0.027124421750602815*I	-0.021690248638583664+0.01593431005318526*I	0.010556193166666512+0.019646932627060038*I	0.0159751375334985-0.010411037296416294*I	-0.006440737982504092-0.01540830186308117*I	-0.012420571244420081+0.0072916780933287165*I	0.003973289434512416+0.012690039209627649*I	0.009981731124352206-0.005331817383186754*I	-0.0023421997349473696-0.010811173827476624*I	-0.008164410398578797+0.004017096164825445*I	0.0012167957858966046+0.009463650814052153*I	0.0067489762611417144-0.0030652905607015776*I	-0.0004064220015324218-0.008436838863474867*I	-0.0056049610991548825+0.0023753143582955533*I	-0.0002062739838193214+0.007658518424506743*I	0.004627030875936679-0.0018490549777237563*I	0.0006535657844526872-0.007063543209841851*I	-0.0037929903900789774+0.001422536213900945*I	-0.001001859653370225+0.006585037827854973*I	0.0030454738109354346-0.0010954457786938768*I	0.0012631509772473278-0.0062289245912659115*I	-0.002362684315310555+0.0008175827148843771*I	-0.001447063370009073+0.005959403185810353*I	0.0017456183137293671-0.000579150137516979*I	0.001598745076084088-0.005762015882178139*I	-0.0011334041719505991+0.0003768666225984077*I	-0.0016724532660194235+0.005645489635829803*I	0.0005672866411586869-0.0001758263832970655*I	0.0017200600085792346-0.005574094447012618*I
0.043615677387705616-0.038163260962578605*I	0.026100305572699163+0.02239786433885814*I	-0.06539688360734386+0.07351515248971316*I	-0.13427908324520046-0.053706598282098145*I	-0.013988110618769888-0.3045527827173094*I	0.37156677504055624-0.4275588615532203*I	-0.030214607523366195-0.2944835999856167*I	-0.13774814615467748-0.05746864660579534*I	-0.047622023548299974+0.06181362111392602*I	0.03411449904901257+0.030869544681483146*I	0.02192542874912276-0.022228950909389568*I	-0.01591027161002712-0.01594916946616035*I	-0.012901088918594102+0.01172585254569285*I	0.009146464546167058+0.009860383472666235*I	0.008622168044079953-0.007142684720517227*I	-0.005865607251988333-0.006681134812346929*I	-0.006244765780245078+0.004737365348495701*I	0.004027634042075408+0.004797951870790091*I	0.0047942072765605-0.003319255128800443*I	-0.0028871503569852246-0.0035713058553569752*I	-0.0038399059843907276+0.0024336610261741494*I	0.0021355776888288425+0.002738413420959987*I	0.003184198620846271-0.0018331431492051846*I	-0.001616002604311015-0.0021280307298904458*I	-0.0027259386134836448+0.0014192975981760691*I	0.0012286965149630404+0.0016636238408931023*I	0.0023828150740971958-0.0011317765309333905*I	-0.0009475150457986355-0.0013070495109866991*I	-0.002142050036849844+0.0009171164756848375*I	0.000718200355204658+0.0010109433808444242*I	0.0019618200988628333-0.0007658524237731644*I	-0.0005282814670924933-0.0007658342072824322*I	-0.0018191593265763442+0.0006529972739811484*I	0.0003891644732996113+0.0005467922514059596*I	0.0017456183137143345-0.000579150137523074*I	-0.00023748276724550095-0.00034940494778362913*I	-0.001676929160687516+0.0005414520634968405*I	0.00011897917832798919+0.0001823992518461837*I	0.001650940353235282-0.0005054197382154526*I
-0.026466464776698048-0.035596102093225786*I	0.01473945093560751-0.016026371120477147*I	0.04168750810136602+0.047666549674594716*I	-0.04435414431884671+0.059080789675857906*I	-0.1441179799317033-0.07307777230407332*I	-0.03021460752336704-0.2944835999856175*I	0.37793660881758256-0.4119497358549445*I	-0.01725598984822025-0.3018199512792438*I	-0.14185209229755133-0.07050360327521289*I	-0.05821090579382764+0.06731257270079705*I	0.03665649873937289+0.042044796965921255*I	0.030714588469118564-0.026437408416884776*I	-0.017320000230521326-0.025735718620555157*I	-0.020254058408008393+0.01499420512159271*I	0.009721595276689005+0.01858755052340208*I	0.014797973508263512-0.009696997465348621*I	-0.0058112626444172056-0.014573222151183167*I	-0.011432289628031308+0.00674992760288397*I	0.0034826834200403587+0.012037819842912245*I	0.009118711690748564-0.004902690267450519*I	-0.0019683684540566385-0.010296543248450848*I	-0.0074046836246927875+0.0036658084376668156*I	0.000925997086043203+0.00904722155454114*I	0.006063221106511684-0.0027891599093265115*I	-0.00018103210553323075-0.008122925313505397*I	-0.00497015441532602+0.0021365760449651053*I	-0.00037238431528864845+0.007420117539747493*I	0.004033755427327091-0.0016371962691496174*I	0.0007725449627749701-0.006881143957997883*I	-0.0032257037489259+0.0012467098306040063*I	-0.0010732320891364046+0.006474033764827332*I	0.0025053450876016997-0.0009304378646737971*I	0.0013079463762249884-0.006178445141681364*I	-0.0018191593265829528+0.000652997273980694*I	-0.001447063370024067+0.00595940318580378*I	0.0012020933249810904-0.00041456469662438125*I	0.0015539496771029941-0.0058124953317693915*I	-0.0005932754486127939+0.0002118587085752768*I	-0.001601080830253834+0.005756493698856448*I
-0.028876226452102017+0.022136889842105392*I	-0.01087926224803335-0.01032741675748559*I	0.0357821902241075-0.030460733934332355*I	0.03184861141486842+0.02829537565261726*I	-0.060580641223440736+0.0691499724075469*I	-0.137748146154676-0.0574686466058003*I	-0.01725598984822132-0.3018199512792479*I	0.3738326626747065-0.4249846925243647*I	-0.027844872093753345-0.2963209996923738*I	-0.13931009260719734-0.059328350990775776*I	-0.0494217460738372+0.06310411519329946*I	0.03524677011887329+0.03225824781152321*I	0.023361618979697303-0.02316905584098707*I	-0.016744869500007056-0.017008551569820743*I	-0.014078252943830357+0.012439892376758025*I	0.00977593988425631+0.010695463184559635*I	0.009610449660473884-0.007684435210966401*I	-0.006356213266455496-0.007333354179063105*I	-0.007107785213844567+0.0051664924642349985*I	0.004401465322969014+0.005312582449818717*I	0.005553934050445961-0.00367054285595986*I	-0.0031779490568440757-0.003987735114871496*I	-0.004525661139029402+0.0027097916775464465*I	0.002360967584818729+0.0030523269709287486*I	0.0038190053046656984-0.0020718814625360496*I	-0.0017821129357891209-0.0023664316146508007*I	-0.003319214062098669+0.0016311563067504587*I	0.001347675693284099+0.0018460230927406745*I	0.002950101715249652-0.0013076029142251072*I	-0.001018887481567448-0.001418053574011162*I	-0.0026821787601839296+0.0010821243897055591*I	0.0007629957541907641+0.0010614228304306804*I	0.002505345087606869-0.0009304378646712738*I	-0.0005282814670910011-0.000765834207281375*I	-0.0023626843153133105+0.0008175827148792258*I	0.000344369074326217+0.0004963128018160412*I	0.0022857470370583935-0.0007441580515476958*I	-0.00016611033147674527-0.00023840088475942658*I	-0.0022442158018473792+0.0007172784467911913*I
0.015587202528662502+0.025268685335743*I	-0.007833487163603577+0.007702527028251794*I	-0.020718158934530606-0.02969859077946444*I	0.019555693319514195-0.020391551202645342*I	0.038218445191894414+0.04390450135089049*I	-0.04762202354829767+0.06181362111391805*I	-0.14185209229755508-0.07050360327521997*I	-0.027844872093755527-0.29632099969237635*I	0.37637466236505834-0.4138094402399238*I	-0.019055712373765517-0.30052945719986746*I	-0.14071982122770105-0.06911490014517359*I	-0.056774715563263585+0.0663724677691958*I	0.03582190084938103+0.0409854148622584*I	0.029537424443867963-0.025723368585819993*I	-0.01669052489244708-0.024900638908665007*I	-0.019265776791628015+0.01445245463113357*I	0.009230989262209145+0.01793533115667365*I	0.013934954074652641-0.009267870349616297*I	-0.00543743136353096-0.014058591572153676*I	-0.010672562854147085+0.006398639875728245*I	0.003191884720184514+0.011621390583399687*I	0.008432956536114285-0.004626559616077422*I	-0.0017429785580621877-0.009982629698479326*I	-0.00676987694086995+0.0034270701243409875*I	0.000759886754564584+0.008808820669785321*I	0.00546994565789163-0.002577301200749636*I	-0.00006205292721753438-0.007940526061655446*I	-0.00440286777417522+0.001960749661678615*I	-0.00044375675105704274+0.007309113476731094*I	0.003493626703991799-0.0014721883551214196*I	0.0008173403617599406-0.006830664508407771*I	-0.0026821787601776738+0.001082124389706688*I	-0.001073232089125463+0.0064740337648288146*I	0.0019618200988727272-0.0007658524237747834*I	0.0012631509772537345-0.00622892459127141*I	-0.0012790306032392919+0.0004879893599541783*I	-0.0013756909342532704+0.006070407248826559*I	0.0006348066838254668-0.00023873831332865269*I	0.0014349704987781115-0.005994894583612759*I
0.021042739288499826-0.014434362813855642*I	0.005748305842166725+0.005897511313760548*I	-0.0240599840681972+0.017771709759936184*I	-0.014348325157506897-0.014089465081189991*I	0.032514310994654974-0.02772790249626921*I	0.03411449904901558+0.030869544681476086*I	-0.058210905793828725+0.06731257270079216*I	-0.13931009260719776-0.05932835099077748*I	-0.019055712373762804-0.30052945719986945*I	0.37496493374455997-0.42359598939432075*I	-0.02640868186318592-0.2972611046239716*I	-0.14014469049718617-0.06038773309443838*I	-0.050598910099085334+0.0638181550243653*I	0.03587624545694696+0.0330933275234185*I	0.024349900596073712-0.023710806331441955*I	-0.01723547551449317-0.017660770936551298*I	-0.014941272377450406+0.012869019492483397*I	0.01014977116513166+0.011210093763585024*I	0.010370176434348224-0.008035722938119322*I	-0.006647011966315962-0.007749783438568923*I	-0.0077935403684770005+0.005442623115614484*I	0.004626855218971074+0.005626495999795759*I	0.006188740734280753-0.003909281169279973*I	-0.0033440593883092484-0.0042261359996218165*I	-0.005118936587639238+0.0029216503861271967*I	0.002479946763138362+0.003234726222780766*I	0.004386291945816646-0.002247707845821519*I	-0.0018534853715561515-0.0024774356776667344*I	-0.0038593427854306805+0.0017961642207787061*I	0.0013924710922697179+0.0018965025423303562*I	0.0034936267039924304-0.0014721883551237585*I	-0.0010188874815664007-0.0014180535740121417*I	-0.0032257037489237354+0.0012467098306017848*I	0.0007182003552091401+0.0010109433808385437*I	0.0030454738109407537-0.001095445778699373*I	-0.00045690903132808333-0.0006548301442603131*I	-0.0029299709564735627+0.0009934090981740696*I	0.00022538989599935996+0.00031391354997463357*I	0.0028790224856707126-0.0009560167601185459*I
