0.3477101316782595-0.7012988995579403*I	-0.34693842223714055-0.3091087229963074*I	-0.14812060553037057+0.16214339973689412*I	0.09440269764662926+0.027803470759469432*I	-0.02554418136029969-0.05363588199010634*I	-0.023617742730030086+0.03787699779831062*I	0.03608450186595549-0.0029187677498748424*I	-0.018752110290891622-0.01984620037144661*I	-0.006701834881765061+0.020600437136867992*I	0.020067793965346303-0.006144809006653937*I	-0.014823932430222158-0.00846462750156332*I	-0.0007460727527259015+0.012669027714388848*I	0.012608967830989628-0.006245612538716026*I	-0.012273700704643122-0.003246736129224403*I	0.0021130746584056437+0.007915868987425407*I	0.008262503715564895-0.00542648408529973*I	-0.010496710801909542-0.000570862933582427*I	0.0037544207954646773+0.004666380434960622*I	0.005404516564115916-0.004251203058542977*I	-0.009133568418762339+0.0007804340442104881*I	0.0048469851719602185+0.002340679247828718*I	0.003270419844986339-0.0029055380760974825*I	-0.008094985901431163+0.001280305725506446*I	0.005674527059814614+0.0006658255589700981*I	0.001549347102772988-0.001476837858835526*I	-0.00720299641933891+0.0011376328269808173*I	0.00644630368959076-0.0004887380124416474*I
-0.3469384222371132-0.30910872299626835*I	0.199589526147902-0.5391554998210123*I	-0.2525357245905194-0.28130525223682495*I	-0.17366478689068518+0.10850751774678936*I	0.07078495491659274+0.06568046855778391*I	0.010540320505669236-0.056554649739960175*I	-0.04236985302091804+0.01803079742688001*I	0.02938266698416413+0.01768166938696192*I	0.0013156836744321599-0.025991009378151398*I	-0.021525767311991243+0.012135809635280128*I	0.01932172121262562+0.006524218707720087*I	-0.002214964599209804-0.014710240040284234*I	-0.01301977345734661+0.009422291585188224*I	0.014722042489393922+0.001670256448718444*I	-0.004011196989084177-0.008673220214548683*I	-0.008383636143507468+0.007345006053854597*I	0.012016924511022717-0.0007601036502736598*I	-0.005092194237792651-0.004822065992075401*I	-0.005379147623307364+0.005446814479181303*I	0.010251501736033007-0.0019105238107144731*I	-0.0058631485738246565-0.002125104031875462*I	-0.0032480007294972716+0.0036209849733670517*I	0.008944946904806298-0.002239712517088722*I	-0.006545638798618056-0.00019653213330742212*I	-0.0015284693594831385+0.0018034583859531251*I	0.007995650792364766-0.0019655758712906614*I	-0.00720299641936073+0.0011376328269615543*I
-0.14812060553037107+0.16214339973691383*I	-0.2525357245905045-0.2813052522368189*I	0.17404534478759057-0.5927913818111449*I	-0.2761534673205428-0.24342825443851407*I	-0.13758028502471797+0.10558874999693857*I	0.05203284462567067+0.0458342681863502*I	0.0038384856238353553-0.035954212603135284*I	-0.02230205905560001+0.01188598842015314*I	0.014558734553964862+0.00921704188538227*I	0.0005696109217146384-0.013321981663725033*I	-0.008916799481009029+0.005890197096579474*I	0.007048020507978796+0.0032774825784865434*I	-0.0001018899408331108-0.006794371052846998*I	-0.0047572697418254055+0.003995807499906033*I	0.004225331687472217+0.0010993935151491548*I	-0.00025677619360447545-0.004006839779555971*I	-0.0029791195793883365+0.0030938029953341277*I	0.002883356092237928+0.00002033039392236391*I	-0.00024520906586361543-0.0024813867442619185*I	-0.0021087277783379105+0.002541276403093828*I	0.0021565158346076372-0.0006302180851835219*I	-0.00018862151398026529-0.0014592784728818579*I	-0.0016986536266871788+0.00214414711453432*I	0.0017419504854724506-0.001102079690125182*I	-0.00009933510905644599-0.0006852701457634401*I	-0.0015284693595000092+0.0018034583859481486*I	0.001549347102793197-0.0014768378588437825*I
0.09440269764659436+0.027803470759436445*I	-0.17366478689070394+0.10850751774676547*I	-0.27615346732053775-0.24342825443852562*I	0.21012984665357443-0.5957101495610096*I	-0.294905577611439-0.26327445480994865*I	-0.1442821199065468+0.1261891871337747*I	0.07210063859098165+0.03968945917963163*I	-0.010985446806349733-0.04441884010471557*I	-0.02304813180829043+0.024555016134600854*I	0.02716770238495354+0.0029714293467339357*I	-0.011704089782935264-0.016568717792949068*I	-0.006803724822615989+0.013806066083959605*I	0.015310524223514406-0.0021490015068191914*I	-0.010598600742759782-0.007365233986381491*I	-0.0010028489463417797+0.008662187934902473*I	0.009629848251607408-0.003151809543402901*I	-0.009390344612399834-0.003226405735371181*I	0.0018678655925171946+0.005434482243137115*I	0.006153775937211886-0.002885207682192834*I	-0.008340194967270197-0.001201081018740941*I	0.0035657992815182698+0.0032071019621018946*I	0.003705862937425601-0.0021070559440112746*I	-0.007391617933324152-0.0003216456459362496*I	0.004747650062840978+0.0016554091020588996*I	0.0017419504854362694-0.001102079690127887*I	-0.006545638798619393-0.00019653213330004984*I	0.005674527059873036+0.0006658255589946371*I
-0.02554418136030555-0.05363588199011787*I	0.0707849549165669+0.06568046855777261*I	-0.13758028502472672+0.10558874999691666*I	-0.2949055776114286-0.2632744548099603*I	0.20342801177175937-0.5751097124241525*I	-0.2748377836461023-0.2694192638166376*I	-0.15910605233671296+0.11772455963220317*I	0.07135456583828384+0.05235848689405975*I	0.001623521024629559-0.0506644526433888*I	-0.03532183251293686+0.021308280005380438*I	0.029280777043362124+0.010887298334116126*I	-0.003441586067354937-0.021995201878280454*I	-0.017300435624501433+0.013235203150429002*I	0.01906494501899652+0.002517378928206801*I	-0.00519408417863519-0.011616437044950698*I	-0.010136417365132919+0.009442621979077699*I	0.014476833423510305-0.0008111302955327509*I	-0.006119924767425128-0.0061319438114346096*I	-0.006227120308886795+0.006714787968642628*I	0.011828302997034437-0.002219382123188447*I	-0.006790847864505414-0.0026779188775334505*I	-0.003637197137854785+0.0043447347890804185*I	0.010152166626953847-0.002595793956465506*I	-0.007391617933335398-0.000321645645924201*I	-0.0016986536266840834+0.00214414711452185*I	0.008944946904820858-0.0022397125170991188*I	-0.008094985901428098+0.0012803057255240669*I
-0.02361774273002026+0.03787699779833113*I	0.010540320505669151-0.05655464973997424*I	0.052032844625688204+0.045834268186316536*I	-0.14428211990652728+0.12618918713377572*I	-0.2748377836461166-0.2694192638166141*I	0.1886040793415462-0.5835743399257245*I	-0.27558385639883987-0.2567502361022484*I	-0.1464970845057586+0.11147894709350296*I	0.05908086513363964+0.04911175076483219*I	0.003736595683040516-0.04274858365598479*I	-0.02705932879738155+0.015881795920074746*I	0.018784066241458935+0.01031643540057473*I	0.0003128347281127321-0.017328821443241105*I	-0.011895919060420177+0.008984000091912981*I	0.009931376600178114+0.003297812972381103*I	-0.00034709900671299167-0.009275757797115716*I	-0.006865997520136548+0.006537083903015271*I	0.006381847522120546+0.00046917542996232215*I	-0.00044539770757615825-0.005466118252454891*I	-0.004677773206100345+0.005237950109860653*I	0.0046253065776760095-0.0010817492962098259*I	-0.0003445441749563275-0.0031666568900218985*I	-0.0036371971378530454+0.00434473478907502*I	0.003705862937426347-0.0021070559440062395*I	-0.0001886215139510713-0.0014592784729098845*I	-0.0032480007294838527+0.0036209849733399454*I	0.0032704198449571287-0.002905538076085068*I
0.0360845018659606-0.0029187677498772667*I	-0.04236985302092416+0.01803079742685455*I	0.0038384856238642194-0.03595421260314864*I	0.07210063859102048+0.03968945917963672*I	-0.15910605233673233+0.1177245596322079*I	-0.27558385639886834-0.25675023610223185*I	0.2012130471724843-0.589819952464443*I	-0.28785755710348493-0.25999697223146706*I	-0.14438400984733088+0.1193948160809268*I	0.06734336884920522+0.043685266679536816*I	-0.006760115118873103-0.04331944658954314*I	-0.023304908001916314+0.020548176355061232*I	0.024188582805548496+0.006065232342037306*I	-0.008820733690708312-0.016548387399032968*I	-0.007048933888495294+0.011324679339755957*I	0.013201796445191078+0.0003922748962998337*I	-0.00844208490810785-0.007995452071628452*I	-0.0011914704603166533+0.0072029094619633135*I	0.007931194624900271-0.0010076624288497082*I	-0.007648394126904535-0.004328485425455213*I	0.0017685304834881828+0.004749212097382199*I	0.004625306577697504-0.001081749296249449*I	-0.006790847864491057-0.0026779188775843737*I	0.0035657992815058214+0.003207101962082861*I	0.0021565158346021442-0.0006302180851979081*I	-0.005863148573821209-0.0021251040318758753*I	0.004846985171951257+0.0023406792478573024*I
-0.018752110290881124-0.01984620037145396*I	0.02938266698415631+0.017681669386982506*I	-0.022302059055607445+0.011885988420183836*I	-0.010985446806337713-0.0444188401047242*I	0.07135456583829738+0.052358486894032844*I	-0.14649708450575075+0.11147894709350949*I	-0.2878575571034798-0.25999697223144347*I	0.20332612183091933-0.5819040834770056*I	-0.27959505338792684-0.26542345631674635*I	-0.15488072064924968+0.11882395314736004*I	0.07109778964467629+0.04835164711448766*I	-0.001355598554754951-0.04757064964810872*I	-0.0324384764207095+0.021328610399276794*I	0.029035567977472466+0.008405911589890144*I	-0.005550313845709913-0.01945392547514116*I	-0.015143919789898444+0.012604985065238447*I	0.018876323505006096+0.0010581004552975726*I	-0.006892737805334385-0.009472289930415654*I	-0.008394466879658079+0.008340542288948512*I	0.01437749831446092-0.00149640044130652*I	-0.007648394126924254-0.004328485425447557*I	-0.004677773206090448+0.005237950109845664*I	0.011828302997042725-0.002219382123209304*I	-0.008340194967291955-0.0012010810187347153*I	-0.0021087277783523022+0.0025412764031213135*I	0.01025150173601515-0.0019105238106946103*I	-0.009133568418801419+0.0007804340442122415*I
-0.006701834881760497+0.020600437136861893*I	0.0013156836744644502-0.025991009378119365*I	0.014558734553960676+0.009217041885404129*I	-0.023048131808327627+0.024555016134585276*I	0.0016235210246381899-0.050664452643395384*I	0.05908086513367271+0.049111750764831666*I	-0.1443840098473244+0.11939481608092131*I	-0.2795950533879204-0.26542345631673886*I	0.19282941102900086-0.5824749464105526*I	-0.27584063259247527-0.26075707588176916*I	-0.14947620408515264+0.1145727500888044*I	0.061964221225890403+0.04913208115871977*I	0.003491386617165459-0.045229970400209804*I	-0.029168056575755736+0.01842307232319733*I	0.020940582076032242+0.009686217315341321*I	0.00012421321410609968-0.018788099916174215*I	-0.01359457268710237+0.011128147206464154*I	0.011673327085699061+0.002195733282286982*I	-0.0004464341157437999-0.009961027942886214*I	-0.008394466879674012+0.008340542288962253*I	0.00793119462486257-0.0010076624288460664*I	-0.0004453977076002791-0.00546611825243617*I	-0.006227120308879508+0.006714787968694051*I	0.006153775937223844-0.0028852076821431496*I	-0.0002452090658637024-0.002481386744232311*I	-0.005379147623340909+0.005446814479179671*I	0.005404516564065931-0.004251203058569963*I
0.02006779396536609-0.006144809006697984*I	-0.021525767311956236+0.012135809635270342*I	0.000569610921724427-0.013321981663733534*I	0.027167702384934128+0.0029714293466979414*I	-0.035321832512945524+0.021308280005372417*I	0.003736595683043658-0.04274858365597402*I	0.06734336884919989+0.04368526667953116*I	-0.1548807206492401+0.11882395314736399*I	-0.2758406325924517-0.2607570758817615*I	0.19823392759309277-0.5867261494691114*I	-0.2849742010112593-0.25997664183755925*I	-0.14462921891319944+0.11691342933667967*I	0.06523464107087014+0.046226543082655544*I	-0.004603599284267739-0.043949664674725754*I	-0.023493529515926714+0.019088897882159492*I	0.022489929178836535+0.008209379456547454*I	-0.0070787832052087605-0.017650467089185187*I	-0.007148268997515893+0.010639409193984598*I	0.011673327085695013+0.002195733282284669*I	-0.006892737805317254-0.009472289930432476*I	-0.0011914704603235963+0.007202909461940871*I	0.006381847522085471+0.00046917542993858425*I	-0.0061199247674064835-0.006131943811414017*I	0.0018678655925703303+0.005434482243183937*I	0.002883356092237937+0.00002033039391227635*I	-0.005092194237824227-0.004822065992107477*I	0.0037544207954613995+0.004666380434970696*I
