0.49120918180830847-0.2148292807997106*I	-0.1632278330550277+0.26863464030589584*I	-0.034898093085536555-0.1470323441751942*I	0.09999402251438406-0.01395559162858788*I	-0.07037420933258193+0.06777072298130135*I
-0.16322783305502747+0.26863464030589573*I	0.4563110887227714-0.36186162497490476*I	-0.06323381054064293+0.25467904867730806*I	-0.10527230241811919-0.07926162119389316*I	0.09999402251438452-0.013955591628587609*I
-0.034898093085536916-0.14703234417519404*I	-0.06323381054064259+0.254679048677308*I	0.3859368793901882-0.294090901993604*I	-0.06323381054064162+0.2546790486773088*I	-0.03489809308553787-0.14703234417519484*I
0.09999402251438452-0.013955591628588126*I	-0.10527230241811981-0.07926162119389285*I	-0.06323381054064121+0.2546790486773087*I	0.456311088722769-0.361861624974906*I	-0.16322783305502575+0.2686346403058968*I
-0.07037420933258229+0.06777072298130148*I	0.09999402251438502-0.013955591628587819*I	-0.03489809308553821-0.14703234417519473*I	-0.16322783305502564+0.2686346403058967*I	0.491209181808307-0.21482928079971134*I
