0.4882190997695322-0.11935122345259166*I	0.2110224725591666-0.17283138050921265*I	0.015099816354988173-0.1421546217923945*I	-0.08867485032750116-0.06430296826944693*I	-0.0854204921557936+0.004008664577361542*I	-0.013586308009375424+0.030821552439062882*I	0.051778397814723265+0.023882099309975598*I	0.05463845330656446+0.009058554919873452*I
0.2110224725591665-0.17283138050921293*I	0.5033189161245203-0.2615058452449865*I	0.12234762223166544-0.23713434877865963*I	-0.07032067580080532-0.13814595721503295*I	-0.10226115833687643-0.033481415830384*I	-0.03364209434107023+0.027890763887337158*I	0.04105214529718906+0.0398801073589363*I	0.05177839781472322+0.023882099309975553*I
0.015099816354987795-0.142154621792395*I	0.12234762223166502-0.23713434877866024*I	0.4178984239687266-0.25749718066762506*I	0.10876131422229028-0.20631279633959665*I	-0.01854227798608178-0.11426385790505711*I	-0.04762270503031185-0.024422860910510283*I	-0.033642094341070336+0.02789076388733732*I	-0.013586308009375518+0.030821552439062934*I
-0.08867485032750148-0.06430296826944772*I	-0.0703206758008059-0.138145957215034*I	0.10876131422228986-0.20631279633959737*I	0.4696768217834502-0.23361508135764888*I	0.163399767528855-0.1972542414197224*I	-0.018542277986081837-0.1142638579050562*I	-0.10226115833687648-0.03348141583038301*I	-0.08542049215579363+0.00400866457736211*I
-0.08542049215579385+0.004008664577360647*I	-0.1022611583368769-0.03348141583038529*I	-0.018542277986082375-0.11426385790505815*I	0.16339976752885466-0.19725424141972286*I	0.46967682178345055-0.2336150813576473*I	0.10876131422229039-0.20631279633959415*I	-0.07032067580080517-0.13814595721503048*I	-0.08867485032750097-0.0643029682694454*I
-0.013586308009375355+0.03082155243906216*I	-0.033642094341070385+0.02789076388733612*I	-0.047622705030312434-0.024422860910511143*I	-0.01854227798608264-0.11426385790505658*I	0.10876131422228974-0.20631279633959418*I	0.41789842396872695-0.2574971806676208*I	0.12234762223166591-0.23713434877865555*I	0.015099816354988561-0.14215462179239194*I
0.05177839781472356+0.02388209930997517*I	0.04105214529718924+0.03988010735893572*I	-0.033642094341070704+0.027890763887336877*I	-0.10226115833687735-0.03348141583038319*I	-0.0703206758008061-0.1381459572150304*I	0.12234762223166543-0.23713434877865555*I	0.5033189161245211-0.26150584524498194*I	0.21102247255916712-0.17283138050920985*I
0.054638453306564715+0.009058554919873278*I	0.051778397814723424+0.02388209930997533*I	-0.013586308009375679+0.030821552439062795*I	-0.08542049215579418+0.0040086645773621*I	-0.08867485032750166-0.06430296826944527*I	0.01509981635498811-0.14215462179239186*I	0.21102247255916692-0.17283138050920976*I	0.4882190997695326-0.11935122345258975*I
