0.48076317907201777-0.49982175974157245*I	-0.12003905480070726-0.39427942347678097*I	-0.21792763532137302+0.010895679727185451*I	0.00891400172971254+0.1212141322075767*I	0.07256144710507716-0.021471040298770793*I	-0.025670472849481492-0.05081681981463754*I	-0.03236527297490821+0.029503692849215304*I	0.026474907326057676+0.022361142054114453*I	0.01219263807482759-0.028033872514960447*I	-0.02237951568815666-0.005910962668834026*I	-0.0007905298327920349+0.023150549223242937*I	0.016630193832603522-0.004099927365127997*I	-0.005352684502096787-0.01681107797330216*I	-0.010698208167836697+0.009783356803242223*I	0.007968513335126721+0.010131147879710234*I	0.005439101203096-0.012211982304756388*I	-0.008200951163652217-0.0038653222161744547*I	-0.0013356176720344722+0.012131851931879316*I	0.0069523015447234-0.0014490749156158794*I	-0.0014296737249974538-0.010200643160971407*I	-0.005004582726180413+0.005439973123003577*I	0.0028673097551073605+0.0070555903155533044*I	0.0029467260447602296-0.007877756181839033*I	-0.0032079443514208086-0.0032888646518679063*I	-0.0012179282741576081+0.008719441782686608*I	0.0028013729074523666-0.0005207587224986987*I	0.00007972400311061223-0.008058353709672818*I	-0.002033359618355849+0.0038692361694615818*I	0.00040846112965734274+0.006127047501991597*I	0.0012738692008610105-0.0063609923451943395*I	-0.0003621959676981708-0.0033041717093552484*I	-0.0008244281906589898+0.00767552981354288*I
-0.12003905480079054-0.39427942347668177*I	0.26283554375047685-0.4889260800143289*I	-0.11112505307112489-0.27306529126926543*I	-0.1453661882162232-0.010575360571695988*I	-0.01675647111952102+0.07039731239286176*I	0.04019617413043915+0.008032652550480447*I	0.0008044344768139179-0.0284556777603409*I	-0.02017263489988487+0.0014698203345072675*I	0.004095391637976336+0.016450179385420642*I	0.011402108241919456-0.004883323291783395*I	-0.005749321855770175-0.010010890034218433*I	-0.006143214335051742+0.006339471249566271*I	0.005931985664720319+0.005683429437750186*I	0.002615828833072296-0.006679930093755842*I	-0.005259106964613109-0.0024286255014166497*I	-0.00023243782832255318+0.006265825663730304*I	0.004103483531293448-0.000080130372759012*I	-0.001248649618711773-0.005314397131767827*I	-0.0027652913969131235+0.0019312087708648735*I	0.0019477188185354766+0.003990898207283465*I	0.0014376360300559768-0.0031450528455125855*I	-0.0020578566813916994-0.002437783058825701*I	-0.0003406345961850664+0.0037667256637633245*I	0.0017287977707100535+0.0008416856008659549*I	-0.0004065714439507812-0.003809623374411969*I	-0.0011382042711034126+0.0006610880729876635*I	0.0007680132889719389+0.0033484774469393396*I	0.0004881851325630375-0.001931306207742715*I	-0.0007594904177382826-0.00249175617581104*I	0.000046265161737657316+0.0028228757925423753*I	0.00044944101002895257+0.0013145374681935037*I	-0.0003621959678053472-0.0033041717095085564*I
-0.2179276353214907+0.010895679727230708*I	-0.1111250530712129-0.27306529126920764*I	0.3353969908555584-0.5103971203132441*I	-0.13679552592039917-0.3238821110839711*I	-0.17773146119084068+0.01892833227756592*I	0.009718436206781988+0.09275845444715129*I	0.052388812205424296-0.020001219964200286*I	-0.021575081211304314-0.034366640428965874*I	-0.020963164732780107+0.02462036955769893*I	0.020725585470389673+0.012350252019999954*I	0.006049423739670103-0.02169440126546432*I	-0.016447530023648668-0.00022753323132238706*I	0.0018252990001406209+0.016470619129077865*I	0.011371086867984851-0.006528552866960981*I	-0.005585122330338517-0.01054525230972862*I	-0.006594724636405466+0.009703226430594514*I	0.0067198637166252795+0.004816750748098902*I	0.0026738098064588026-0.010280773533794333*I	-0.006253232344824363+0.00012557599116115085*I	0.00010201835820297569+0.008986799086322049*I	0.004894444863352254-0.003886857974605468*I	-0.0017703083212296973-0.006433917497332029*I	-0.003275784955433113+0.006281658723896586*I	0.0024607383112945423+0.0032459669412035247*I	0.001808521773787054-0.007216668108882005*I	-0.002439931062405096+0.00005961279501398315*I	-0.0007297431416454087+0.006788135574915448*I	0.0020418824895626114-0.003012514898383098*I	0.00012598916460946664-0.005235477917248885*I	-0.0015839186085948257+0.005183773637570999*I	0.000046265161597693755+0.0028228757923956602*I	0.0012738692006579759-0.006360992345363192*I
0.00891400172970495+0.12121413220739874*I	-0.14536618821624228-0.010575360571740078*I	-0.1367955259204286-0.3238821110838536*I	0.3030317178808083-0.48089342746384395*I	-0.1103206185943187-0.3015209690296154*I	-0.16553882311607077-0.009105540237192258*I	-0.012661079481572758+0.0868474917783762*I	0.05159828237229619+0.003149329258845811*I	-0.004944887378951806-0.038466567794493686*I	-0.026315849234863357+0.007809291584056223*I	0.010027377302748806+0.022133608823165958*I	0.014017937075045436-0.011563253385562086*I	-0.011008428820267122-0.012439515535750652*I	-0.006375652163224386+0.01260529691318816*I	0.010035469196086411+0.005603299064997598*I	0.0013671792143653827-0.011994327225496504*I	-0.008024398361488381-0.0004974167306207851*I	0.0017152809903495103+0.010256723870946834*I	0.0055411195615208625-0.003225183218253993*I	-0.003306506299972386-0.007752180190596589*I	-0.003105925993034433+0.005697934434550623*I	0.0036765165892834323+0.0048325838081066915*I	0.0010310645861428213-0.006954676219899616*I	-0.0031960609524445687-0.0017766949858613894*I	0.0004273786928165454+0.00711520311062242*I	0.0022169829032651807-0.0010896206069261078*I	-0.0011660618617473605-0.006301379550270836*I	-0.0010919391094358357+0.0034839638654231664*I	0.0012174542989522794+0.004663014915035787*I	0.0001259891647138016-0.0052354779172773735*I	-0.0007594904177963512-0.0024917561758261535*I	0.00040846112948854027+0.006127047502005487*I
0.07256144710524831-0.021471040298911483*I	-0.016756471119458743+0.07039731239283856*I	-0.1777314611909362+0.0189283322777315*I	-0.11032061859436484-0.30152096902946385*I	0.315224355955561-0.5089272999786109*I	-0.13270013428261673-0.30743193169842137*I	-0.16632935294915904+0.014045008985824092*I	0.003969114350734704+0.08274756441282934*I	0.04624559787019014-0.01366174871480198*I	-0.015643095546558957-0.02868321099130076*I	-0.01834733589950817+0.01794043946400807*I	0.01546647850605698+0.009921626518765178*I	0.005816985911668823-0.015428575601462019*I	-0.012344046492114994-0.0003076636037616442*I	0.000576649381447344+0.011156221997513125*I	0.008605795470884685-0.00459734409615392*I	-0.003637403511994479-0.006554354102691543*I	-0.005157088606460605+0.006558173584853509*I	0.0046620070351405755+0.0023789676891998084*I	0.002333175210195786-0.006514047869966998*I	-0.004524434574117693+0.0009672615921587054*I	-0.00030455308572219057+0.005177175712010566*I	0.003756240592238377-0.0032257699016243896*I	-0.0010022950323109916-0.003085440050465755*I	-0.0027875998229522046+0.004350352516107549*I	0.0017012478934159752+0.0007542107653705178*I	0.001854786935395385-0.00439379231637973*I	-0.0019904900523370116+0.0013741502631965247*I	-0.0010919391092320532+0.003483963865466814*I	0.0020418824898251536-0.0030125148983057492*I	0.0004881851326325433-0.0019313062076845794*I	-0.002033359618438706+0.0038692361694731927*I
-0.025670472849229683-0.050816819814512235*I	0.040196174130491716+0.00803265255057828*I	0.009718436206587345+0.09275845444718371*I	-0.16553882311612078-0.009105540237109083*I	-0.13270013428246596-0.3074319316983186*I	0.31443382612276344-0.4857767507555701*I	-0.11606994045006973-0.31153185906385505*I	-0.1716820374511615-0.0027660689876984924*I	-0.00672909381685252+0.09253092121604733*I	0.05421411120548594-0.0035306008349611983*I	-0.010203994343435026-0.04089519329592545*I	-0.026548287063117744+0.014075117247801432*I	0.014130860834097226+0.022053478450470478*I	0.01276928745637331-0.01687765051721505*I	-0.013773720217244536-0.01050830676475569*I	-0.0044279333448274845+0.01659619512052528*I	0.01147310522604748+0.0024582462194107243*I	-0.00069067746706181-0.014432110284446551*I	-0.008365032957731382+0.003269308933105562*I	0.003444078760950037+0.011098409471871578*I	0.005134548117428809-0.007034806592607809*I	-0.004444710571217198-0.007091092117613813*I	-0.002337912704149257+0.009046411881461304*I	0.0041647017218359485+0.0029012776003423738*I	0.00027157416835920864-0.009446432395740969*I	-0.0031497957908842387+0.0010461808066577157*I	0.0008768197026740865+0.008429740578852981*I	0.0018547869354477102-0.004393792316325865*I	-0.0011660618616199502-0.006301379550128875*I	-0.0007297431414898387+0.0067881355750312395*I	0.0007680132890443697+0.003348477446852024*I	0.00007972400309088148-0.008058353709856*I
-0.0323652729746938+0.029503692849387354*I	0.0008044344768505735-0.028455677760309262*I	0.05238881220526907-0.02000121996433397*I	-0.012661079481557138+0.08684749177833972*I	-0.16632935294888623+0.0140450089859331*I	-0.11606994044986878-0.3115318590637978*I	0.30908114162072453-0.5025878287291061*I	-0.1267681486177544-0.3017485022606221*I	-0.16371352411590062+0.007365078892082984*I	-0.0012899926136827494+0.08031893891131589*I	0.04601316004190801-0.007395923051182081*I	-0.011539612015424456-0.02876334136416447*I	-0.01959598551843922+0.012626042332038859*I	0.0127011871089812+0.011852835289411775*I	0.007764704730128916-0.011437677394223302*I	-0.01090641046205854-0.0034527164491898223*I	-0.0014812072998656532+0.008718438938738469*I	0.008265160874825516-0.0008306184323453414*I	-0.0019086057411509415-0.005712668501724034*I	-0.005563660050359722+0.002748550210466044*I	0.0035238027639429084+0.0030400557620226705*I	0.0031011884989913755-0.003165570423203013*I	-0.004036249441662547-0.000964044615628633*I	-0.001064043503464509+0.0026854195361620953*I	0.0038025057539715587-0.00040289410918932164*I	-0.0005528540223473022-0.001770902582319456*I	-0.0031497957908422003+0.0010461808066744818*I	0.0017012478933602288+0.0007542107654700971*I	0.0022169829031365787-0.001089620606784835*I	-0.0024399310624603552+0.00005961279507640544*I	-0.0011382042710563842+0.0006610880729011519*I	0.002801372907494553-0.000520758722626058*I
0.026474907326182295+0.022361142054175602*I	-0.020172634899842667+0.001469820334442198*I	-0.021575081211339817-0.034366640429114095*I	0.05159828237235834+0.003149329258813071*I	0.003969114350881824+0.08274756441288444*I	-0.17168203745110117-0.0027660689877193074*I	-0.1267681486177809-0.3017485022606779*I	0.3170496549557789-0.49245668084935007*I	-0.12132904741462451-0.3139604845653502*I	-0.17191447527932682+0.0034997566759399534*I	-0.0026256102854556474+0.09245079084334326*I	0.05296546158672885-0.00884499796658044*I	-0.012969285740474481-0.03896398452501768*I	-0.024600568244660604+0.01806601545500956*I	0.015568496864146068+0.018908425604850038*I	0.010711430774999376-0.019315433576170143*I	-0.014114354813412526-0.006741581101109449*I	-0.002699135574067854+0.017437880721403825*I	0.011066533782190448-0.0013513771548919454*I	-0.0018288817380445882-0.013771022211438442*I	-0.0075970196686532335+0.006617786379974021*I	0.003932263893562564+0.009167103264128435*I	0.004375057699658204-0.009526562768373147*I	-0.00439844540955313-0.0042682163251284355*I	-0.001888471694164848+0.010360949349513766*I	0.0038025057540336214-0.0004028941092490059*I	0.00027157416837679353-0.009446432395767276*I	-0.0027875998230600554+0.00435035251614083*I	0.00042737869266069005+0.007115203110659991*I	0.001808521773718737-0.007216668108814303*I	-0.0004065714438953403-0.003809623374262248*I	-0.0012179282740847064+0.008719441782833902*I
0.012192638074885343-0.028033872514830135*I	0.004095391638013463+0.016450179385500516*I	-0.020963164732760522+0.024620369557674365*I	-0.00494488737892749-0.03846656779451234*I	0.04624559787013569-0.01366174871482465*I	-0.006729093817025139+0.09253092121598099*I	-0.16371352411604576+0.0073650788920506275*I	-0.121329047414643-0.3139604845653145*I	0.30884870379240614-0.4963220030653896*I	-0.12266466508632133-0.3018286326332481*I	-0.164962173734446+0.0020506817606105454*I	-0.00405528401046871+0.08225014768255283*I	0.04796087886055211-0.0034050248436104397*I	-0.01010197598527488-0.03190839420960453*I	-0.021653842199786808+0.010188259273085152*I	0.012360552512769435+0.015619560952967054*I	0.009493502500765104-0.010595991793526327*I	-0.011312981906092666-0.0072623398236972775*I	-0.0026194115710242685+0.009379527011684563*I	0.0090331741638456+0.0025178590146348115*I	-0.0014204206084269559-0.007643974709292567*I	-0.006323150467943872+0.00025679403491513965*I	0.0035700679257323047+0.005862931554756158*I	0.0035506295090023425-0.0018510329549802282*I	-0.00439844540949261-0.004268216325216443*I	-0.0010640435034901044+0.0026854195360795554*I	0.004164701721746369+0.0029012776002587783*I	-0.0010022950323459537-0.003085440050562668*I	-0.0031960609524350645-0.0017766949858974476*I	0.0024607383112868475+0.0032459669413150705*I	0.0017287977707056736+0.0008416856010767812*I	-0.0032079443514038304-0.0032888646517021318*I
-0.022379515688139257-0.005910962668661302*I	0.011402108242003802-0.004883323291641372*I	0.02072558547047089+0.012350252020030837*I	-0.026315849234905188+0.0078092915840457825*I	-0.015643095546703147-0.028683210991353385*I	0.05421411120534422-0.003530600835009379*I	-0.001289992613749449+0.08031893891140117*I	-0.17191447527932077+0.0034997566760825143*I	-0.12266466508628712-0.30182863263324256*I	0.315801005337265-0.4977710779809139*I	-0.12409433881141607-0.31202927579429607*I	-0.16996675646072038+0.007490654883376518*I	-0.001187974255325146+0.08930573799784358*I	0.05090760490540995-0.011282781025552939*I	-0.013309920336635205-0.03519725886138752*I	-0.02287177047397012+0.01890770105588065*I	0.015161925420158347+0.015098802230485136*I	0.009573226503858492-0.018654345503200477*I	-0.01334634152444895-0.003393103654219035*I	-0.0022109504414651628+0.015506574513658451*I	0.010307043364499313-0.0038431333306402655*I	-0.0017826165762972381-0.010948146418789172*I	-0.007147578658612888+0.007932323848238105*I	0.003570067925809097+0.005862931554570717*I	0.004375057699709077-0.009526562768471736*I	-0.00403624944177655-0.0009640446156162974*I	-0.002337912704277415+0.009046411881426034*I	0.003756240592253729-0.003225769901711086*I	0.001031064586164491-0.006954676219910545*I	-0.0032757849555416323+0.006281658723959286*I	-0.0003406345962984666+0.003766725663772021*I	0.0029467260447381856-0.007877756181878328*I
