0.3766774518774188-0.6760071989280891*I	-0.3120732665561239-0.3286032479323192*I	-0.16993676315477993+0.14453519980907364*I	0.09238283407710926+0.043471860695524264*I	-0.00694603740561088-0.05729548361324709*I	-0.040553711510512666+0.029208302273047944*I	0.036962207666659065+0.00674580128275922*I	-0.003908016112566609-0.02165399632772238*I	-0.023361382072197692+0.015023717005770022*I	0.02344262835177651-0.0006693995992671578*I	-0.0017383142126571605-0.0083390177866892*I	-0.018711047349852024+0.008850627062765116*I	0.018888226607329712-0.004771193335902575*I
-0.3120732665561337-0.32860324793231593*I	0.20674068872262072-0.5314719991190109*I	-0.21969043247902906-0.2851313872367928*I	-0.17688280056039005+0.08723971619582598*I	0.05182912256660929+0.07268016296857158*I	0.03001617026105905-0.05054968233049158*I	-0.04446172762307679+0.007554305945315167*I	0.01360082559445723+0.021769518288518575*I	0.01953461223920707-0.022323395926994175*I	-0.025099696284844555+0.006684699219080208*I	0.004731581001948964+0.008181227463498211*I	0.017149912394695863-0.013110211122590138*I	-0.018711047349840956+0.008850627062767586*I
-0.1699367631547904+0.1445351998090792*I	-0.21969043247903478-0.2851313872367947*I	0.19979465131701377-0.588767482732264*I	-0.2602441439895252-0.25592308496374755*I	-0.13992059289372263+0.09398551747857795*I	0.04792110645403891+0.05102616664083517*I	0.0066547881888561885-0.03552596532473254*I	-0.021019099271300856+0.006884906346040911*I	0.011862511381810936+0.01343050050182337*I	0.0008235648893757204-0.013472768864231825*I	-0.006211469677505508+0.0019135058831798672*I	0.004731581001937891+0.008181227463507013*I	-0.0017383142126497489-0.0083390177866789*I
0.0923828340771141+0.043471860695530405*I	-0.17688280056038513+0.08723971619582725*I	-0.26024414398952417-0.2559230849637521*I	0.23675685898368276-0.5820216814495109*I	-0.26415216010210096-0.27757708129148334*I	-0.1632819749659272+0.1090092344843419*I	0.07136373480582146+0.050356767041572895*I	0.0049164739762121296-0.04386498311142011*I	-0.03973014662113617+0.01573553340880424*I	0.030750737989147583+0.008659307165922059*I	0.000823564889359335-0.01347276886422787*I	-0.02509969628485955+0.006684699219089948*I	0.02344262835177464-0.0006693995992545516*I
-0.006946037405600923-0.057295483613240626*I	0.05182912256661231+0.07268016296857648*I	-0.1399205928937242+0.09398551747857575*I	-0.2641521601021005-0.2775770812914896*I	0.2133954769114833-0.5669979644437453*I	-0.24070953175030607-0.2782464808907405*I	-0.16502028917856199+0.10067021669766*I	0.05265268745597851+0.05920739410433797*I	0.02380470058354051-0.048636176447321065*I	-0.03973014662113872+0.015735533408807928*I	0.011862511381821272+0.013430500501825475*I	0.019534612239224855-0.02232339592699619*I	-0.023361382072189123+0.01502371700576879*I
-0.040553711510513686+0.0292083022730433*I	0.03001617026104739-0.05054968233050431*I	0.04792110645403571+0.05102616664082607*I	-0.16328197496592206+0.10900923448433816*I	-0.24070953175031284-0.27824648089074655*I	0.21165716269884347-0.5753369822304304*I	-0.25942057910015304-0.2693958538279817*I	-0.14613206257124492+0.09589902336175239*I	0.05265268745597248+0.05920739410433636*I	0.004916473976220987-0.04386498311141992*I	-0.02101909927128074+0.006884906346040193*I	0.013600825594477388+0.021769518288507615*I	-0.003908016112551866-0.02165399632773756*I
0.03696220766665476+0.00674580128273883*I	-0.04446172762308606+0.0075543059452889295*I	0.006654788188857835-0.03552596532474458*I	0.07136373480582636+0.05035676704157471*I	-0.16502028917857486+0.100670216697658*I	-0.25942057910016536-0.26939585382798575*I	0.23054538930616553-0.5801081755663378*I	-0.2594205791001641-0.26939585382798603*I	-0.16502028917856867+0.1006702166976521*I	0.0713637348058308+0.05035676704157172*I	0.006654788188855093-0.035525965324734066*I	-0.0444617276230854+0.007554305945304505*I	0.03696220766666137+0.006745801282747203*I
-0.003908016112569884-0.021653996327741884*I	0.013600825594456509+0.021769518288509468*I	-0.02101909927129809+0.006884906346047389*I	0.004916473976213406-0.04386498311141697*I	0.0526526874559783+0.05920739410433662*I	-0.1461320625712406+0.09589902336175592*I	-0.2594205791001601-0.2693958538279816*I	0.2116571626988362-0.575336982230436*I	-0.24070953175031373-0.27824648089074616*I	-0.16328197496592026+0.10900923448434573*I	0.04792110645404138+0.05102616664083098*I	0.030016170261052542-0.05054968233050256*I	-0.04055371151051423+0.029208302273045862*I
-0.023361382072209842+0.015023717005767406*I	0.019534612239195455-0.02232339592699213*I	0.011862511381806546+0.013430500501833646*I	-0.039730146621131+0.015735533408806873*I	0.023804700583555313-0.048636176447329454*I	0.052652687455984906+0.05920739410433682*I	-0.16502028917856915+0.10067021669766082*I	-0.24070953175032012-0.2782464808907469*I	0.21339547691148075-0.5669979644437447*I	-0.2641521601020881-0.27757708129148195*I	-0.13992059289371586+0.09398551747856901*I	0.05182912256660824+0.07268016296856245*I	-0.0069460374056068835-0.057295483613244394*I
0.02344262835176572-0.0006693995992615304*I	-0.025099696284866857+0.006684699219073199*I	0.0008235648893647091-0.013472768864238798*I	0.03075073798915884+0.008659307165925646*I	-0.039730146621130114+0.015735533408806443*I	0.004916473976212712-0.04386498311142563*I	0.07136373480581645+0.050356767041568856*I	-0.16328197496593344+0.10900923448433994*I	-0.2641521601020957-0.2775770812914864*I	0.23675685898369114-0.5820216814495137*I	-0.26024414398953377-0.2559230849637547*I	-0.1768828005603984+0.08723971619582421*I	0.09238283407711423+0.04347186069552898*I
