0.3023290529030489-0.000013507144750436018*I	0.10465759297552457-0.000011896021468837895*I	0.04200762583471547-9.109427346173331*^-6*I	0.019446192299975285-6.9589057742921725*^-6*I	0.010171205345817497-5.407617261734848*^-6*I	0.0058505891631049686-4.255059412010454*^-6*I	0.0036035265984378406-3.356847159786024*^-6*I	0.0023189788708635277-2.623214098339226*^-6*I	0.001520910531033444-1.9982555983488667*^-6*I	0.0009844056044279184-1.4456164360403502*^-6*I	0.0005928093238918913-9.401921399695508*^-7*I	0.000279232314393268-4.633468053912363*^-7*I
0.1046575929755246-0.000011896021468837895*I	0.34433667873776447-0.000022616572096609352*I	0.12410378527549988-0.000018854927243130076*I	0.05217883118053298-0.000014517044607908184*I	0.025296781463080252-0.000011213965186302624*I	0.013774731944255336-8.764464421520871*^-6*I	0.008169568033968495-6.878273510349679*^-6*I	0.005124437129471286-5.355102758134892*^-6*I	0.003303384475291446-4.0688305343795766*^-6*I	0.002113719854925336-2.9384477383184186*^-6*I	0.0012636379188211866-1.908963241431587*^-6*I	0.0005928093238918913-9.401921399695507*^-7*I
0.04200762583471546-9.10942734617333*^-6*I	0.12410378527549985-0.000018854927243130066*I	0.3545078840835819-0.000028024189358344205*I	0.12995437443860489-0.000023109986655140526*I	0.05578235777897078-0.0000178738917676942*I	0.027615760333943765-0.000013837179284641852*I	0.015295642475288777-0.000010762720019869739*I	0.009153973638396413-8.323889946390029*^-6*I	0.005717246453363175-6.295294898104441*^-6*I	0.003582616789684714-4.532177339770812*^-6*I	0.002113719854925336-2.938447738318419*^-6*I	0.0009844056044279181-1.4456164360403498*^-6*I
0.019446192299975282-6.9589057742921725*^-6*I	0.052178831180532965-0.000014517044607908176*I	0.12995437443860483-0.000023109986655140526*I	0.35811141068201985-0.00003138103651813022*I	0.13227335330946838-0.000025733200753479747*I	0.05730326831000425-0.000019872147366043063*I	0.02860016593837168-0.000015282795720682196*I	0.015888451799180664-0.000011702912159839288*I	0.00943320595278968-8.787236751781263*^-6*I	0.005717246453363177-6.295294898104444*^-6*I	0.0033033844752914467-4.068830534379577*^-6*I	0.001520910531033444-1.9982555983488667*^-6*I
0.010171205345817495-5.4076172617348455*^-6*I	0.02529678146308024-0.000011213965186302624*I	0.0557823577789708-0.0000178738917676942*I	0.13227335330946832-0.00002573320075347974*I	0.3596323212130531-0.00003337929211647907*I	0.1332577589138962-0.00002717881718952007*I	0.0578960776338961-0.000020812339506012598*I	0.028879398252764945-0.000015746142526073427*I	0.01588845179918066-0.000011702912159839278*I	0.00915397363839641-8.323889946390025*^-6*I	0.005124437129471285-5.355102758134891*^-6*I	0.0023189788708635264-2.6232140983392247*^-6*I
0.005850589163104964-4.255059412010454*^-6*I	0.01377473194425533-8.764464421520866*^-6*I	0.02761576033394377-0.000013837179284641847*I	0.057303268310004235-0.000019872147366043063*I	0.1332577589138962-0.00002717881718952007*I	0.36022513053694494-0.000034319484256448615*I	0.13353699122828946-0.00002764216399491131*I	0.05789607763389611-0.000020812339506012604*I	0.028600165938371676-0.00001528279572068219*I	0.015295642475288775-0.000010762720019869735*I	0.008169568033968497-6.878273510349679*^-6*I	0.0036035265984378398-3.3568471597860236*^-6*I
0.0036035265984378406-3.3568471597860236*^-6*I	0.008169568033968497-6.878273510349678*^-6*I	0.015295642475288777-0.000010762720019869734*I	0.028600165938371686-0.0000152827957206822*I	0.05789607763389609-0.000020812339506012604*I	0.13353699122828946-0.000027642163994911313*I	0.360225130536945-0.00003431948425644862*I	0.1332577589138962-0.000027178817189520083*I	0.057303268310004214-0.000019872147366043056*I	0.027615760333943768-0.000013837179284641849*I	0.013774731944255334-8.764464421520871*^-6*I	0.005850589163104967-4.255059412010453*^-6*I
0.0023189788708635273-2.6232140983392264*^-6*I	0.005124437129471286-5.3551027581348915*^-6*I	0.009153973638396417-8.32388994639003*^-6*I	0.015888451799180674-0.000011702912159839288*I	0.02887939825276495-0.00001574614252607343*I	0.05789607763389611-0.000020812339506012604*I	0.13325775891389627-0.000027178817189520083*I	0.35963232121305316-0.000033379292116479084*I	0.13227335330946835-0.000025733200753479733*I	0.0557823577789708-0.0000178738917676942*I	0.025296781463080245-0.000011213965186302627*I	0.010171205345817492-5.407617261734846*^-6*I
0.0015209105310334443-1.9982555983488667*^-6*I	0.003303384475291446-4.0688305343795766*^-6*I	0.005717246453363177-6.295294898104442*^-6*I	0.00943320595278968-8.787236751781263*^-6*I	0.015888451799180657-0.000011702912159839285*I	0.028600165938371676-0.000015282795720682186*I	0.057303268310004214-0.000019872147366043053*I	0.13227335330946832-0.000025733200753479733*I	0.3581114106820196-0.00003138103651813021*I	0.12995437443860477-0.000023109986655140515*I	0.05217883118053295-0.000014517044607908174*I	0.01944619229997527-6.958905774292168*^-6*I
0.0009844056044279188-1.4456164360403502*^-6*I	0.0021137198549253367-2.93844773831842*^-6*I	0.003582616789684716-4.5321773397708166*^-6*I	0.005717246453363181-6.295294898104445*^-6*I	0.009153973638396415-8.323889946390029*^-6*I	0.01529564247528878-0.000010762720019869739*I	0.027615760333943782-0.000013837179284641857*I	0.05578235777897082-0.000017873891767694207*I	0.12995437443860486-0.000023109986655140526*I	0.3545078840835819-0.000028024189358344205*I	0.12410378527549991-0.000018854927243130072*I	0.04200762583471546-9.109427346173331*^-6*I
0.0005928093238918916-9.401921399695512*^-7*I	0.0012636379188211873-1.908963241431587*^-6*I	0.002113719854925337-2.9384477383184194*^-6*I	0.0033033844752914476-4.068830534379578*^-6*I	0.005124437129471286-5.355102758134892*^-6*I	0.008169568033968498-6.8782735103496795*^-6*I	0.013774731944255337-8.764464421520873*^-6*I	0.025296781463080252-0.000011213965186302627*I	0.05217883118053297-0.000014517044607908178*I	0.1241037852754999-0.000018854927243130072*I	0.3443366787377644-0.000022616572096609352*I	0.10465759297552457-0.000011896021468837896*I
0.0002792323143932682-4.633468053912364*^-7*I	0.0005928093238918915-9.40192139969551*^-7*I	0.000984405604427919-1.4456164360403504*^-6*I	0.001520910531033445-1.9982555983488675*^-6*I	0.0023189788708635277-2.6232140983392264*^-6*I	0.0036035265984378415-3.356847159786024*^-6*I	0.005850589163104968-4.255059412010454*^-6*I	0.010171205345817495-5.407617261734847*^-6*I	0.019446192299975275-6.958905774292171*^-6*I	0.042007625834715456-9.10942734617333*^-6*I	0.10465759297552457-0.000011896021468837893*I	0.3023290529030488-0.000013507144750436014*I
