0.3023459461239512-0.000013620091928881731*I	0.10469188292682172-0.000012122754141708445*I	0.042060351612469446-9.451646908058949*^-6*I	0.019518996288951554-7.419227781126881*^-6*I	0.01026644425180899-5.9896521178330555*^-6*I	0.005971501607308545-4.963528039261901*^-6*I	0.0037544785166357675-4.1977397486798975*^-6*I	0.0025058202538244304-3.604003766424959*^-6*I	0.0017514966944189156-3.1281840839597954*^-6*I	0.001269368666746866-2.736076739439402*^-6*I	0.0009467210235427595-2.4052447709937474*^-6*I	0.0007223971034209847-2.1204244975032078*^-6*I	0.0005612961292033511-1.870884721588451*^-6*I	0.0004422940164578179-1.6488567355358285*^-6*I	0.0003521532903676862-1.4485673872733347*^-6*I	0.00028228263709595896-1.2656232763587466*^-6*I	0.0002269304847245262-1.0966063117972343*^-6*I	0.00018213623313940137-9.388004818060451*^-7*I	0.00014509905852095188-7.900023501190054*^-7*I	0.00011378544807914534-6.483862628236163*^-7*I	0.00008667756981131922-5.124060097329484*^-7*I	0.00006260690433115386-3.807211238211263*^-7*I	0.000040640480858439435-2.521399446277336*^-7*I	0.000019999827638564758-1.2557402536184532*^-7*I
0.10469188292682173-0.00001212275414170844*I	0.3444062977364206-0.000023071738836940677*I	0.12421087921577328-0.00001954198192283532*I	0.05232679586427847-0.000015441299025892003*I	0.025490497896260116-0.000012382755820388777*I	0.014020922768444766-0.00001018739186651296*I	0.008477321861132975-8.567531805686857*^-6*I	0.005505975211054686-7.325923832639691*^-6*I	0.0037751889205712976-6.340080505864362*^-6*I	0.002698217717961676-5.533428854953541*^-6*I	0.0019917657701678513-4.856501236942609*^-6*I	0.0015080171527461108-4.2761294925821965*^-6*I	0.0011646911198788027-3.7692812330390373*^-6*I	0.0009134494195710375-3.319452108861785*^-6*I	0.0007245766535537765-2.914480011894574*^-6*I	0.0005790837750922125-2.545173699070568*^-6*I	0.00046441887023536047-2.204423758164791*^-6*I	0.00037202954324547797-1.8866086619162394*^-6*I	0.00029592168121854657-1.5871867446296612*^-6*I	0.00023177662833227098-1.3024083598519537*^-6*I	0.00017639235241029915-1.0291073866447426*^-6*I	0.0001273180506697586-7.645459543606819*^-7*I	0.0000826067319697186-5.062951491829717*^-7*I	0.00004064048085843943-2.5213994462773367*^-7*I
0.04206035161246947-9.451646908058944*^-6*I	0.12421087921577331-0.00001954198192283532*I	0.3546727419882295-0.000029061390954773734*I	0.13018238082308178-0.000024505509962097226*I	0.056081274380914245-0.000019639038774571898*I	0.027996318150084527-0.00001598675958681374*I	0.015772419462863677-0.000013315575950472748*I	0.009746690527879846-0.000011303608545126263*I	0.006452696234597447-9.731168603633446*^-6*I	0.004497586023992283-8.460505003367578*^-6*I	0.0032595138471650286-7.404313576541996*^-6*I	0.002434059786625671-6.505357972478442*^-6*I	0.0018601704431137984-5.724696879855534*^-6*I	0.0014469737569747624-5.034904509397784*^-6*I	0.0011403799042955635-4.416058420659019*^-6*I	0.0009067128866931785-3.85328049370062*^-6*I	0.0007241828336131645-3.335176049189575*^-6*I	0.0005782043183145056-2.8528100209884065*^-6*I	0.0004587071130567971-2.3990146716491883*^-6*I	0.00035852858554970046-1.9679078684507884*^-6*I	0.0002724171091907104-1.5545483044796879*^-6*I	0.00019639218004886385-1.1546814120065874*^-6*I	0.00012731805066975858-7.645459543606815*^-7*I	0.00006260690433115383-3.807211238211262*^-7*I
0.01951899628895155-7.419227781126878*^-6*I	0.052326795864278436-0.000015441299025892*I	0.1301823808230818-0.00002450550996209722*I	0.3584272205048653-0.00003325913070345363*I	0.1326882010769062-0.000028109513728522187*I	0.057832771075333154-0.00002276722285853171*I	0.029265686816831404-0.00001872283632625315*I	0.01671914048640644-0.00001572082072146651*I	0.010469087631300835-0.000013424033042629478*I	0.007013992363800801-0.000011602053325221903*I	0.004939880040450101-0.000010109361738903406*I	0.0036116671375327177-8.852880963815334*^-6*I	0.0027163424237216308-7.770981248837193*^-6*I	0.002087100927838325-6.821303191652768*^-6*I	0.0016291099901141635-5.973704991203828*^-6*I	0.0012854789628165156-5.206060770778026*^-6*I	0.001020498334772324-4.501666756524235*^-6*I	0.0008108604034244835-3.847582058922523*^-6*I	0.0006408112226456594-3.2335311448095343*^-6*I	0.0004993475939152365-2.6511546162769224*^-6*I	0.0003785284131882651-2.0934818938126326*^-6*I	0.00027241710919071035-1.5545483044796868*^-6*I	0.0001763923524102991-1.0291073866447423*^-6*I	0.00008667756981131917-5.124060097329482*^-7*I
0.010266444251808993-5.989652117833058*^-6*I	0.025490497896260126-0.000012382755820388778*I	0.056081274380914266-0.000019639038774571918*I	0.13268820107690632-0.00002810951372852219*I	0.3601787171992844-0.00003638731478741344*I	0.1339575697436532-0.0000308455904679616*I	0.05877949209887593-0.00002517246762952547*I	0.029988083920252404-0.000020843260823756378*I	0.017280436615609802-0.000017591705443054986*I	0.010911381647758659-0.000015072889778165329*I	0.007366145654168492-0.000013050620712495253*I	0.005222162677546068-0.00001137498501526216*I	0.0038385976222572453-9.949487275612578*^-6*I	0.0028984786568610325-8.70978173064324*^-6*I	0.002232199986359277-7.611305541771779*^-6*I	0.0017428954381933093-6.6220912540274484*^-6*I	0.0013721565326278347-5.718466780510976*^-6*I	0.001083105239103477-4.882387880345363*^-6*I	0.0008515008842829226-4.0997220035502565*^-6*I	0.0006608110502842241-3.35910517017138*^-6*I	0.0004993475939152364-2.6511546162769224*^-6*I	0.0003585285855497003-1.967907868450787*^-6*I	0.00023177662833227095-1.3024083598519533*^-6*I	0.0001137854480791453-6.483862628236161*^-7*I
0.005971501607308545-4.963528039261896*^-6*I	0.014020922768444756-0.000010187391866512959*I	0.027996318150084538-0.00001598675958681374*I	0.05783277107533317-0.000022767222858531702*I	0.1339575697436531-0.000030845590467961594*I	0.3611254382228271-0.000038792559558407195*I	0.13467996684707417-0.00003296601496546482*I	0.05934078822807928-0.000027043352351113942*I	0.030430377936710246-0.000022492117559292217*I	0.01763258990597749-0.000019040272830328324*I	0.011193664284854627-0.000016338513054524075*I	0.0075930761388930245-0.000014147227024292488*I	0.005404298910685471-0.000012313785497068215*I	0.003983696680778199-0.000010739489625731586*I	0.0030122641049401782-9.358167993466857*^-6*I	0.0023188775561705957-8.123711551504726*^-6*I	0.0018055023425244628-7.002812377848575*^-6*I	0.0014127970134862739-5.970606725138709*^-6*I	0.0011031050667420419-5.0079619057072085*^-6*I	0.0008515008842829225-4.099722003550258*^-6*I	0.0006408112226456593-3.2335311448095347*^-6*I	0.0004587071130567969-2.3990146716491883*^-6*I	0.00029592168121854657-1.5871867446296612*^-6*I	0.00014509905852095177-7.900023501190055*^-7*I
0.0037544785166357653-4.197739748679894*^-6*I	0.008477321861132973-8.567531805686852*^-6*I	0.015772419462863674-0.00001331557595047275*I	0.0292656868168314-0.000018722836326253132*I	0.05877949209887591-0.00002517246762952545*I	0.13467996684707406-0.00003296601496546482*I	0.36168673435203047-0.000040663444279995646*I	0.13512226086353205-0.00003461487170100067*I	0.05969294151844698-0.0000284919197383873*I	0.0307126605738062-0.000023757740835650973*I	0.01785952039070203-0.00002013687914212556*I	0.01137580051799403-0.00001727731353633014*I	0.007738175197413977-0.000014937229374411491*I	0.005518084358764613-0.000012962171759891829*I	0.004070374250589513-0.000011251895635464525*I	0.003074871009271331-9.738889117287982*^-6*I	0.002359518037029035-8.375851496132457*^-6*I	0.0018255021701630264-7.1283864032104175*^-6*I	0.0014127970134862728-5.970606725138707*^-6*I	0.0010831052391034766-4.882387880345362*^-6*I	0.0008108604034244829-3.8475820589225215*^-6*I	0.0005782043183145052-2.852810020988406*^-6*I	0.00037202954324547775-1.8866086619162388*^-6*I	0.0001821362331394012-9.388004818060449*^-7*I
0.002505820253824431-3.6040037664249573*^-6*I	0.005505975211054686-7.325923832639696*^-6*I	0.00974669052787985-0.000011303608545126261*I	0.01671914048640644-0.0000157208207214665*I	0.029988083920252404-0.00002084326082375636*I	0.05934078822807928-0.000027043352351113945*I	0.13512226086353196-0.000034614871701000666*I	0.36203888764239844-0.00004211201166726905*I	0.13540454350062806-0.00003588049497735946*I	0.05991987200317154-0.000029588526050184565*I	0.030894796806945624-0.00002469654131745705*I	0.018004619449223-0.0000209268814922446*I	0.011489585966073185-0.000017925699799153757*I	0.007824852767225297-0.000015449635384144455*I	0.005580691263095768-0.000013342892883712959*I	0.004111014731447956-0.00001150403558009227*I	0.003094870836909897-9.864463142649832*^-6*I	0.0023595180370290358-8.37585149613246*^-6*I	0.0018055023425244628-7.002812377848576*^-6*I	0.0013721565326278344-5.718466780510977*^-6*I	0.0010204983347723237-4.501666756524237*^-6*I	0.000724182833613164-3.335176049189574*^-6*I	0.00046441887023536025-2.2044237581647915*^-6*I	0.0002269304847245261-1.0966063117972343*^-6*I
0.0017514966944189164-3.1281840839597954*^-6*I	0.0037751889205712976-6.340080505864362*^-6*I	0.006452696234597449-9.731168603633444*^-6*I	0.010469087631300836-0.000013424033042629477*I	0.017280436615609792-0.000017591705443054972*I	0.03043037793671022-0.000022492117559292214*I	0.059692941518446986-0.000028491919738387293*I	0.13540454350062803-0.000035880494977359476*I	0.3622658181271229-0.00004320861797906633*I	0.13558667973376753-0.00003681929545916554*I	0.060064971061692535-0.00003037852840030359*I	0.03100858225502479-0.000025344927580280682*I	0.01809129701903432-0.000021439287501977553*I	0.011552192870404333-0.00001830642092297488*I	0.007865493248083735-0.000015701775328772187*I	0.005600691090734335-0.000013468466909074802*I	0.004111014731447956-0.000011504035580092263*I	0.003074871009271331-9.738889117287979*^-6*I	0.0023188775561705953-8.123711551504722*^-6*I	0.0017428954381933086-6.622091254027444*^-6*I	0.0012854789628165154-5.2060607707780224*^-6*I	0.0009067128866931777-3.853280493700617*^-6*I	0.000579083775092212-2.5451736990705665*^-6*I	0.00028228263709595874-1.2656232763587455*^-6*I
0.0012693686667468668-2.736076739439401*^-6*I	0.0026982177179616772-5.533428854953542*^-6*I	0.004497586023992283-8.460505003367564*^-6*I	0.007013992363800803-0.000011602053325221897*I	0.010911381647758657-0.000015072889778165319*I	0.017632589905977495-0.00001904027283032832*I	0.030712660573806207-0.000023757740835650983*I	0.059919872003171545-0.00002958852605018456*I	0.13558667973376745-0.00003681929545916554*I	0.3624109171856437-0.00004399862032918533*I	0.13570046518184659-0.00003746768172198914*I	0.06015164863150384-0.000030890934410036526*I	0.031071189159355934-0.000025725648704101807*I	0.018131937499892746-0.000021691427446605268*I	0.01157219269804289-0.00001843199494833671*I	0.007865493248083728-0.000015701775328772167*I	0.0055806912630957635-0.000013342892883712945*I	0.004070374250589512-0.000011251895635464516*I	0.0030122641049401743-9.358167993466845*^-6*I	0.0022321999863592736-7.611305541771766*^-6*I	0.0016291099901141613-5.9737049912038225*^-6*I	0.0011403799042955618-4.416058420659013*^-6*I	0.0007245766535537757-2.91448001189457*^-6*I	0.00035215329036768564-1.4485673872733318*^-6*I
