0.3506723440798508-0.012372726957575693*I	0.14725852902121278-0.0227939339554703*I	0.07076057484784655-0.02970480704718251*I	0.0346611872890689-0.032178714106106635*I	0.014143000994441976-0.03009304200033944*I	0.0016370268250215916-0.024136885259800542*I	-0.0055223493993822636-0.015660983427931142*I	-0.00872528046627716-0.006401655664299859*I	-0.009123062035082547+0.0018659243661507787*I	-0.007814607381837287+0.0076762807031054625*I	-0.005754182426989749+0.010155159683801323*I	-0.0036123584932301247+0.009178739431077401*I	-0.0017000977970414214+0.0053797165515389565*I
0.14725852902121278-0.022793933955470306*I	0.42143291892769735-0.042077534004758194*I	0.18191971631028164-0.05497264806157693*I	0.08490357584228854-0.059797849047521945*I	0.036298214114090496-0.05631559936590718*I	0.0086206515950597-0.045754025428270576*I	-0.007088253641255583-0.0305385409241004*I	-0.014645411434464824-0.013795059061780352*I	-0.01653988784811446+0.0012746250388056043*I	-0.01487724446207231+0.0120210840499521*I	-0.011426965875067427+0.01685502013418286*I	-0.007454280224031181+0.01553487623534028*I	-0.0036123584932301303+0.009178739431077401*I
0.07076057484784655-0.029704807047182494*I	0.18191971631028164-0.05497264806157691*I	0.4355759199221394-0.07217057600509764*I	0.18355674313530324-0.07910953332137745*I	0.07938122644290627-0.07545883247545311*I	0.027572933647813307-0.06271725503020707*I	-0.0005024104400228857-0.0438881010621198*I	-0.014902861023092915-0.022862260220994943*I	-0.020399593861454624-0.003639899377979033*I	-0.02015224634134463+0.010453364469883004*I	-0.016577342259113764+0.017400800601491066*I	-0.011426965875067448+0.016855020134182868*I	-0.00575418242698977+0.010155159683801328*I
0.034661187289068904-0.03217871410610662*I	0.08490357584228851-0.05979784904752194*I	0.18355674313530326-0.0791095333213775*I	0.4300535705227571-0.08783155943302884*I	0.17483146266902613-0.08551118898567742*I	0.07025816440782365-0.07359290810930237*I	0.01975832626597595-0.055040974327101595*I	-0.006256592867012719-0.03373294137831849*I	-0.01851521951632312-0.013683520789917542*I	-0.022099691658496106+0.0017398171735599284*I	-0.02015224634134468+0.010453364469883014*I	-0.014877244462072378+0.012021084049952113*I	-0.007814607381837334+0.007676280703105472*I
0.01414300099444196-0.030093042000339455*I	0.03629821411409049-0.056315599365907174*I	0.07938122644290622-0.07545883247545315*I	0.17483146266902613-0.08551118898567744*I	0.42093050848767466-0.08596563506687813*I	0.16701685528718874-0.07783490828257199*I	0.0645039819808338-0.06343774842550105*I	0.016145967772745698-0.04586223489602421*I	-0.007956690664054258-0.028353224826779534*I	-0.01851521951632322-0.013683520789917525*I	-0.020399593861454766-0.0036398993779790147*I	-0.0165398878481146+0.0012746250388056212*I	-0.009123062035082629+0.0018659243661507893*I
0.001637026825021568-0.024136885259800546*I	0.008620651595059661-0.0457540254282706*I	0.027572933647813262-0.06271725503020709*I	0.0702581644078236-0.07359290810930239*I	0.16701685528718874-0.077834908282572*I	0.41517632606068483-0.0758104753830768*I	0.16340449679395852-0.06865616885149456*I	0.06280388418379222-0.05805803187396208*I	0.01614596777274558-0.04586223489602418*I	-0.006256592867012927-0.03373294137831846*I	-0.014902861023093154-0.022862260220994923*I	-0.014645411434465029-0.01379505906178034*I	-0.008725280466277277-0.00640165566429985*I
-0.005522349399382293-0.01566098342793114*I	-0.007088253641255638-0.03053854092410041*I	-0.0005024104400229575-0.04388810106211982*I	0.019758326265975876-0.055040974327101595*I	0.06450398198083371-0.06343774842550107*I	0.16340449679395838-0.06865616885149457*I	0.413476228263643-0.07043075883153777*I	0.16340449679395835-0.06865616885149453*I	0.06450398198083353-0.06343774842550103*I	0.019758326265975616-0.055040974327101574*I	-0.0005024104400232203-0.043888101062119794*I	-0.007088253641255852-0.030538540924100396*I	-0.005522349399382415-0.01566098342793113*I
-0.008725280466277192-0.00640165566429987*I	-0.014645411434464893-0.013795059061780378*I	-0.014902861023093-0.022862260220994968*I	-0.0062565928670128045-0.033732941378318525*I	0.01614596777274562-0.04586223489602423*I	0.06280388418379218-0.0580580318739621*I	0.16340449679395824-0.06865616885149453*I	0.41517632606068433-0.07581047538307671*I	0.16701685528718832-0.0778349082825719*I	0.0702581644078232-0.07359290810930232*I	0.027572933647812894-0.06271725503020704*I	0.008620651595059377-0.045754025428270576*I	0.0016370268250214134-0.02413688525980054*I
-0.009123062035082579+0.0018659243661507663*I	-0.01653988784811452+0.0012746250388055822*I	-0.0203995938614547-0.003639899377979059*I	-0.01851521951632322-0.013683520789917563*I	-0.007956690664054349-0.028353224826779547*I	0.01614596777274549-0.04586223489602419*I	0.06450398198083343-0.06343774842550098*I	0.16701685528718824-0.07783490828257189*I	0.4209305084876738-0.085965635066878*I	0.17483146266902547-0.0855111889856773*I	0.07938122644290575-0.0754588324754531*I	0.03629821411409012-0.05631559936590717*I	0.014143000994441775-0.03009304200033944*I
-0.007814607381837322+0.007676280703105447*I	-0.014877244462072373+0.012021084049952072*I	-0.020152246341344715+0.010453364469882969*I	-0.02209969165849621+0.001739817173559889*I	-0.01851521951632331-0.013683520789917566*I	-0.006256592867013017-0.03373294137831849*I	0.019758326265975543-0.05504097432710157*I	0.07025816440782313-0.0735929081093023*I	0.17483146266902552-0.08551118898567732*I	0.4300535705227564-0.08783155943302876*I	0.18355674313530276-0.07910953332137746*I	0.08490357584228816-0.059797849047521945*I	0.03466118728906871-0.032178714106106635*I
-0.00575418242698978+0.01015515968380131*I	-0.011426965875067483+0.016855020134182844*I	-0.01657734225911385+0.01740080060149104*I	-0.020152246341344777+0.010453364469882981*I	-0.02039959386145486-0.003639899377979047*I	-0.014902861023093239-0.022862260220994943*I	-0.000502410440023291-0.0438881010621198*I	0.027572933647812832-0.06271725503020704*I	0.07938122644290575-0.07545883247545311*I	0.18355674313530276-0.07910953332137749*I	0.43557591992213907-0.07217057600509769*I	0.18191971631028142-0.05497264806157696*I	0.07076057484784641-0.029704807047182525*I
