0.4886782841228015-0.1589225281250113*I	0.1779882605893338-0.21961929095112406*I	-0.021282960382456886-0.15998218163513045*I	-0.09266474208693914-0.043808367654023864*I	-0.0581074734508791+0.039790293639876975*I	0.009269659112626416+0.04875966410264273*I	0.040707158561320816+0.009195833144340632*I	0.02129379519199749-0.02417157418049894*I	-0.013795464581966574-0.021999671887419033*I	-0.024979074780507343+0.0019553968890486774*I	-0.006841956882866209+0.01691228231244191*I	0.014765301654426232+0.009969160091447514*I	0.01590148536188781-0.005793835661961606*I	-0.000855604211067077-0.011432735333269184*I	-0.013952949718538766-0.003369113618488948*I	-0.00930710587178247+0.006470533867707396*I	0.0053695750132532714+0.007003561131539723*I	0.01210022453941152-0.00022488285980871498*I	0.0040668969268802275-0.005547568899224075*I	-0.007930728836124255-0.0035792498678546697*I	-0.009574404874433402+0.0018097282995476291*I	0.0002083763349999145+0.0038902778779150477*I	0.009080179640742763+0.0012332263917823418*I	0.0066072342783149475-0.0019800210400111413*I	-0.003654386152973571-0.002098336857637532*I	-0.009095601304169485-4.902372771307163*^-6*I	-0.0033691810664840116+0.0012226504582815562*I	0.006303069406765225+0.0006352134795207778*I	0.008136308824879271-0.0001460692978947164*I
0.17798826058933362-0.2196192909511241*I	0.46739532374034426-0.3189047097601419*I	0.0853235185023942-0.26342765860514794*I	-0.07939043383333656-0.12019188799525334*I	-0.08339508297431339+0.004951296448619132*I	-0.017400314889558892+0.048986126784217925*I	0.030563454304623535+0.024588089922144018*I	0.026911693979354098-0.012803838743078366*I	-0.0036852795885098932-0.02221617729145046*I	-0.020637421464832904-0.005087389574977458*I	-0.010213773126081465+0.01192455698049578*I	0.009059528479021015+0.011118446650479914*I	0.013909697443358446-0.0014635752418220482*I	0.0019485356433482186-0.009162949280450918*I	-0.010162710082850412-0.004962201465562125*I	-0.008583374705286407+0.003634447513050465*I	0.0027931186676281574+0.006245651007898354*I	0.00943647194013267+0.0014559922323151865*I	0.004169495703286519-0.003804132727664113*I	-0.005507507947553897-0.0037378405996774675*I	-0.007722352501125098+0.00031102801005919537*I	-0.000494225233691401+0.003042954691328863*I	0.00681561061331423+0.0019102568379030832*I	0.005425793487768829-0.0008651104658556473*I	-0.002488367025854599-0.0019849234127826076*I	-0.007023567219457466-0.0008756863993559846*I	-0.0027925318974041367+0.0006303111067494888*I	0.004767127758395301+0.0010765811603868384*I	0.006303069406765213+0.0006352134795207654*I
-0.02128296038245708-0.1599821816351306*I	0.08532351850239404-0.2634276586051481*I	0.40928785028946446-0.2791144161202648*I	0.09459317761501934-0.21466799450250493*I	-0.0386832752720172-0.11099605485091213*I	-0.062101287782317154-0.01922027773187927*I	-0.031195779471526092+0.02698645489679919*I	0.005584379524115995+0.026543486811192563*I	0.020069737096487766+0.004108443569362983*I	0.011080022065915877-0.012247017200003783*I	-0.004735936102946055-0.010881225236939978*I	-0.011069377337149851+0.0004918216472257641*I	-0.004893421239519243+0.0077493330319902565*I	0.004602591571574378+0.005006958625884726*I	0.007318110656599787-0.0021593881489118034*I	0.0019375144565593125-0.005187084325371519*I	-0.004516477778407958-0.0019131213861744818*I	-0.005137610168497761+0.002666401140042457*I	-0.0001379329343022967+0.003265720531861124*I	0.004377872038284833+0.00008614515024885957*I	0.003572671693187179-0.0025046142078972936*I	-0.0011151182228117467-0.0016689930299538188*I	-0.0041486113866661505+0.0009446178336900568*I	-0.002279990690855788+0.0019053544651311766*I	0.0020566124212848453+0.00035753999242582173*I	0.0038147023809108685-0.0013497099332616762*I	0.001112741605421947-0.0010217556972505273*I	-0.002792531897404167+0.0006303111067495945*I	-0.0033691810664840346+0.0012226504582816024*I
-0.09266474208693928-0.04380836765402398*I	-0.07939043383333662-0.12019188799525353*I	0.09459317761501931-0.21466799450250496*I	0.4499950088507836-0.2699185829759235*I	0.11588697280701504-0.2388395686830032*I	-0.05247873985398488-0.1329957267383309*I	-0.08708036256282484-0.017264880842830725*I	-0.03803773635439236+0.04389873720924055*I	0.020349681178541905+0.03651264690263915*I	0.03597122245837466-0.0016853920925997098*I	0.010224417854847461-0.023679752533274003*I	-0.018688885821486315-0.01425033885542974*I	-0.020376483208933812+0.006962355514932604*I	0.0004761537737324952+0.01475289416352952*I	0.016702816110984214+0.0047820757660753865*I	0.011385007583478208-0.0077069570481368786*I	-0.005993214379566761-0.008766334193227629*I	-0.014090882652843136-0.00010339308662864041*I	-0.004929233833499678+0.006556679017955581*I	0.008942246706438483+0.004498946923641617*I	0.010985106316597767-0.0018938758897638756*I	-0.00008171445978807129-0.004602951065536014*I	-0.010210719526982204-0.001673895402725781*I	-0.007517792453150379+0.0021672682919715207*I	0.004023078715909653+0.0025405679446522996*I	0.01019292124616432+0.00021147069453163975*I	0.0038147023809108433-0.0013497099332611976*I	-0.0070235672194574805-0.0008756863993555103*I	-0.009095601304169476-4.902372771061348*^-6*I
-0.058107473450879216+0.03979029363987705*I	-0.08339508297431358+0.004951296448619142*I	-0.03868327527201728-0.11099605485091224*I	0.11588697280701506-0.2388395686830033*I	0.4361995442688159-0.29191825486334244*I	0.09090789802650737-0.236884171793955*I	-0.05932069673685096-0.11608344442588993*I	-0.07231506090839857-0.00729572075138428*I	-0.02213625099250504+0.03810490154727789*I	0.019494076967473812+0.025079911569369083*I	0.02201827273983474-0.005054505711089279*I	0.0009173119830639625-0.01720921866556693*I	-0.013319310808233903-0.007246777723890105*I	-0.008276258669523091+0.006737472655123692*I	0.004543050700611837+0.009205325264304724*I	0.008772087274858984+0.0012028258982193217*I	0.0018106027090437262-0.005897228748591045*I	-0.0057848380445680815-0.004876056315314185*I	-0.005010703012101842+0.0011298333051527882*I	0.0016780004448136868+0.004576657977944256*I	0.005287860553463553+0.0024006100660043284*I	0.0018895050124275294-0.0018987782625348086*I	-0.0034508955262721177-0.0033803006072539864*I	-0.003907650120216579-0.0010386819232043158*I	0.0006185163717292848+0.0020211989940777174*I	0.004023078715909757+0.0025405679446532194*I	0.0020566124212849225+0.00035753999242700416*I	-0.002488367025854519-0.0019849234127817085*I	-0.0036543861529735053-0.002098336857637101*I
0.009269659112626208+0.048759664102642965*I	-0.01740031488955912+0.048986126784218244*I	-0.06210128778231718-0.019220277731879024*I	-0.05247873985398483-0.13299572673833088*I	0.09090789802650732-0.236884171793955*I	0.42935758738594954-0.27500597255090176*I	0.10567319968093376-0.22691501170250902*I	-0.04341921137496316-0.12187728008785274*I	-0.07317066511946607-0.018728456084654285*I	-0.0360892007110445+0.03473578792878863*I	0.010186971095690674+0.03155044543707654*I	0.027387847753087478+0.0019490554204506187*I	0.013017536522475127-0.01743410152537563*I	-0.009252413881353897-0.012794346623114704*I	-0.0162069875056475+0.0031582227872677085*I	-0.0050313541738217366+0.011015053563850507*I	0.008980463609858557+0.005093103776132752*I	0.010890782349785867-0.004664002356809261*I	0.0008223962337460644-0.0068560773553245765*I	-0.008665089165076042-0.000968503552483179*I	-0.007417600859355872+0.004571755605174557*I	0.0019186794869801276+0.0036232605242871234*I	0.008192574419193719-0.0012635647830130273*I	0.004685413298608035-0.003526369905147623*I	-0.003907650120216071-0.0010386819232031542*I	-0.00751779245314982+0.0021672682919733205*I	-0.002279990690855432+0.0019053544651327213*I	0.005425793487768977-0.0008651104658548383*I	0.0066072342783149805-0.0019800210400109128*I
0.040707158561320435+0.009195833144340701*I	0.030563454304623153+0.024588089922144236*I	-0.03119577947152609+0.026986454896799496*I	-0.0870803625628245-0.0172648808428305*I	-0.059320696736850614-0.11608344442588982*I	0.10567319968093396-0.2269150117025092*I	0.44525907274783766-0.2807998082128649*I	0.10481759546986662-0.2383477470357795*I	-0.05737216109350216-0.1252463937063421*I	-0.08247777099124882-0.012257922216946656*I	-0.030719625697791724+0.04173934906032875*I	0.022287195635101533+0.031325562577267804*I	0.03145474467996708-0.0035985134787742353*I	0.005086807686350467-0.02101335139323194*I	-0.018826818755787424-0.010984618323569267*I	-0.01599861117064763+0.007048500665180824*I	0.004048825466920808+0.012248279955632064*I	0.015587697888173104+0.003113082736122331*I	0.00723639619681206-0.006762339214445022*I	-0.008273205070423065-0.006860979728094035*I	-0.012034270231558983+0.000254146905799572*I	-0.0011145314525891823+0.0052069690846959045*I	0.01005498831186075+0.0034771912263928924*I	0.008192574419194638-0.0012635647830122594*I	-0.003450895526270712-0.0033803006072521133*I	-0.010210719526980962-0.0016738954027237189*I	-0.004148611386665552+0.0009446178336911013*I	0.006815610613314198+0.0019102568379028482*I	0.009080179640742536+0.001233226391781717*I
0.021293795191997-0.024171574180499325*I	0.026911693979353613-0.0128038387430787*I	0.005584379524115987+0.02654348681119261*I	-0.03803773635439188+0.04389873720924084*I	-0.07231506090839807-0.007295720751384148*I	-0.04341921137496297-0.1218772800878531*I	0.10481759546986669-0.23834774703577996*I	0.4313061230292988-0.28416892183135484*I	0.09551048959808438-0.23187721316807214*I	-0.05200258608024912-0.11824283257480206*I	-0.07037754645183829-0.012482805076755367*I	-0.026652728770913018+0.03619178016110369*I	0.014356466798975816+0.027746312709411074*I	0.021880339805532705-0.0017887851792292861*I	0.005295184021349904-0.017123073515319297*I	-0.00974663911504508-0.00975139193178818*I	-0.00939137689233329+0.005068479625169947*I	0.00039443931394669607+0.01014994309799583*I	0.006492096584003688+0.0031081803633523576*I	0.003867215130328979-0.00553968875616299*I	-0.0019701356636563617-0.006225766248573757*I	-0.0038979614066783023+0.00010807760790401004*I	-0.0011145314525882412+0.005206969084695426*I	0.0019186794869819892+0.0036232605242876035*I	0.001889505012429745-0.0018987782625331452*I	-0.00008171445978643603-0.004602951065534524*I	-0.0011151182228113649-0.0016689930299540363*I	-0.0004942252336920754+0.00304295469132696*I	0.00020837633499913919+0.0038902778779132076*I
-0.013795464581967086-0.021999671887419865*I	-0.0036852795885104032-0.02221617729145145*I	0.020069737096487763+0.004108443569362563*I	0.020349681178542425+0.036512646902639376*I	-0.02213625099250447+0.03810490154727821*I	-0.07317066511946597-0.01872845608465447*I	-0.05737216109350242-0.12524639370634286*I	0.09551048959808403-0.2318772131680727*I	0.4366756980425519-0.2771653606998149*I	0.10761071413749482-0.23210209602788082*I	-0.047935689153370944-0.12379040147402727*I	-0.07830827528796501-0.016062054944612245*I	-0.036227133645348374+0.038001508460648564*I	0.014564843133974721+0.031636590587323696*I	0.030960519446274988-0.0005555587874482557*I	0.011902418299664243-0.019103094555330418*I	-0.013401025268019522-0.011849728789424849*I	-0.018486978196503388+0.005063577252399413*I	-0.0029747417525371237+0.011372593556277299*I	0.01279516599076987+0.0037433938428720155*I	0.01200352395520936-0.0056857580540593654*I	-0.0019701356636557038-0.006225766248575245*I	-0.012034270231557469+0.00025414690579774325*I	-0.007417600859353627+0.0045717556051739*I	0.005287860553465804+0.002400610066004986*I	0.010985106316598936-0.0018938758897634545*I	0.003572671693186633-0.00250461420789876*I	-0.007722352501126831+0.00031102801005604256*I	-0.009574404874434889+0.0018097282995449776*I
-0.024979074780507742+0.001955396889047685*I	-0.020637421464833283-0.005087389574978731*I	0.011080022065915913-0.01224701720000452*I	0.03597122245837518-0.0016853920925996462*I	0.01949407696747442+0.025079911569369503*I	-0.03608920071104424+0.03473578792878868*I	-0.082477770991249-0.012257922216947291*I	-0.05200258608024953-0.11824283257480306*I	0.10761071413749458-0.2321020960278815*I	0.44074259496943-0.2827129295990398*I	0.09967998530136782-0.2356813458957376*I	-0.05751009402780682-0.12198067317448222*I	-0.07809989895296644-0.012171777066699165*I	-0.027146954004605806+0.03923473485243024*I	0.021172077412289728+0.02965656954731316*I	0.02730613329330107-0.002653895645084685*I	0.002806816995494047-0.019107996928101098*I	-0.016770206334503993-0.010627078331143658*I	-0.012183908789738003+0.005698790731918987*I	0.005161567072342686+0.011226524258381138*I	0.0127951659907702+0.003743393842870839*I	0.0038672151303298747-0.005539688756165479*I	-0.008273205070421558-0.006860979728096835*I	-0.00866508916507423-0.0009685035524849786*I	0.0016780004448150123+0.004576657977943664*I	0.008942246706438376+0.004498946923641041*I	0.004377872038282975+0.00008614515024698698*I	-0.005507507947556665-0.00373784059968047*I	-0.007930728836126293-0.0035792498678570385*I
