0.5051490537635454-0.2107138864941015*I	0.14875860421966786-0.26924840217746737*I	-0.06957545534562083-0.16095320219344747*I	-0.10914746784042739-0.006750691354836211*I	-0.03257548894540977+0.065814117160164*I	0.03898768285277609+0.03626219639769668*I	0.038316811818099386-0.01997158146084741*I	-0.005814280930848475-0.03207236138828345*I	-0.029042414742214865-0.0022068290609766885*I	-0.010595575625007746+0.021124940784981762*I	0.01616732961539421+0.011824760821843135*I	0.016505868619332235-0.009804847228569289*I	-0.004113486595668078-0.013681937460882186*I	-0.015460937157838367+0.0008399791852063454*I	-0.004826652951775441+0.01105517550261087*I	0.010330476639090539+0.00472935606473579*I	0.009647773375745109-0.006491277334265514*I	-0.0036551798850077456-0.00693806114172366*I	-0.010386101893792164+0.001892942862743428*I	-0.0024751524708675953+0.00653569599430265*I	0.007872452058067497+0.001562878921268467*I	0.006584502135012125-0.004606395816863807*I	-0.0034692914180196764-0.003421119233327949*I	-0.007962059396318012+0.0022082125579187943*I	-0.0012744799837618723+0.003792610996112774*I	0.006687909961910047-0.00015083641581446582*I	0.004993559743412901-0.003171460858329594*I	-0.003468898522203058-0.001172600943691199*I	-0.006738664874585003+0.0021480104237918875*I	-0.0005500050391842682+0.0017623498430315158*I	0.006188837955694293-0.0011785222775360371*I	0.004122003690565892-0.0018643140446531347*I	-0.0036629202081899562+0.0004796009642579424*I	-0.00620506498725638+0.001805472113349045*I
0.148758604219668-0.26924840217746765*I	0.4355735984179245-0.3716670886875494*I	0.039611136379240616-0.2759990935323041*I	-0.10215094429103008-0.0951390850332838*I	-0.07015978498765064+0.02951150504286039*I	0.005741322872690385+0.045842535699316525*I	0.03317340192192809+0.004189835009412738*I	0.009274397075884674-0.022178410521825117*I	-0.016409856555856247-0.0109474206033027*I	-0.012875085126820555+0.009617931760866144*I	0.005910292994324842+0.011320093556413138*I	0.012053843019726541-0.00185717663903773*I	0.0010449314614941105-0.008964868043361576*I	-0.008940139547443465-0.002626761958270265*I	-0.005130460518747793+0.005569335249942787*I	0.0048211204239697394+0.004563898168345659*I	0.0066752967540827145-0.0022087050769879647*I	-0.0007383285180474761-0.0045983344715225735*I	-0.006130332355876035-0.00040236514742168897*I	-0.002513649835725244+0.003455821784011367*I	0.004109349664144396+0.0019293001774386973*I	0.004403160640048069-0.0018582403120592681*I	-0.0013775572613056578-0.00239818325894468*I	-0.004743771401781617+0.00037149176278500063*I	-0.0012741494344081755+0.0020573761421041653*I	0.003719079759651145+0.0006211501377826595*I	0.003219011439707677-0.0013234373595063151*I	-0.0017451051311711228-0.001023450434538038*I	-0.004018903561386663+0.0005897488993406914*I	-0.0005498269188907734+0.000969488146256897*I	0.0035719986513809486-0.00010196420162044418*I	0.0025259177475035048-0.0006989213132774167*I	-0.0020830612966910756-0.00005884193130407388*I	-0.003662920208190219+0.0004796009642577093*I
-0.06957545534562078-0.16095320219344822*I	0.0396111363792406-0.275999093532305*I	0.40299810947251513-0.30585297152738583*I	0.07859881923201778-0.23973689713460747*I	-0.06383413247292936-0.1151106664941311*I	-0.07597406591849806-0.002560856345423443*I	-0.02330109186952406+0.043635706638338385*I	0.022577826296920265+0.025314775794392442*I	0.02544172669127885-0.010353649699983434*I	0.0000960120634763896-0.020752267831871816*I	-0.016988571722488004-0.004064005700014248*I	-0.009550644163513164+0.012160072741621907*I	0.007227190067951004+0.009197998863575191*I	0.011375408100584402-0.004235511978624498*I	0.0007076338283015707-0.009118039292535098*I	-0.008785640403755606-0.0013687258917806633*I	-0.005564981469822998+0.006456841031088756*I	0.0042001442832138+0.004326990917313832*I	0.007134123540018492-0.003035455550255109*I	0.00045416977913524946-0.0050087609642860895*I	-0.005982941253744682+0.000034702550683567174*I	-0.003852709732172871+0.004137512735358216*I	0.0031286806562865147+0.0019343706840542465*I	0.005310352700604003-0.0025490196747589896*I	0.00024978834163092475-0.002799969095545327*I	-0.0047430479566106+0.0008847751984116005*I	-0.003019585114932134+0.0027691605615733747*I	0.00266900640052519+0.0004389124835251768*I	0.004443732824523724-0.0022019727120725953*I	0.00010310012917815243-0.0012745651453101444*I	-0.004212747127082683+0.0014490891105166793*I	-0.0026330663358771246+0.0017035079117291624*I	0.0025259177475026487-0.0006989213132778172*I	0.004122003690565142-0.001864314044653483*I
-0.10914746784042743-0.006750691354837014*I	-0.10215094429103026-0.09513908503328479*I	0.07859881923201754-0.23973689713460813*I	0.4413149212906157-0.32582455298823304*I	0.07278453830116992-0.2718092585228911*I	-0.09287654721514432-0.11731749555510884*I	-0.0865696415435064+0.01856408443955623*I	-0.007133762254130316+0.05546046746017961*I	0.039083694916252666+0.015509928565822622*I	0.021328240095611288-0.024035587160864437*I	-0.015364925094361877-0.0199122886466634*I	-0.02181522467426412+0.006991169802598282*I	0.0007798324755763236+0.01688942880635835*I	0.016874963443695365+0.002706721529309557*I	0.007720228215576328-0.011173573120348461*I	-0.009678468065491098-0.00722509642979189*I	-0.011260792874624543+0.00516697010252178*I	0.002307470588242532+0.00801971995235692*I	0.0107846464182244-0.00027940489955021765*I	0.0036648321219986462-0.006456574783582884*I	-0.007507889617181781-0.0028005484063664907*I	-0.00725742123750559+0.0038273135467975124*I	0.0028352002297371685+0.003986676319544556*I	0.008122240399698765-0.0012370901742756288*I	0.0018414541784008906-0.00372162061845162*I	-0.0064888765329527524-0.0006519586717550925*I	-0.005293052995792839+0.0026471250414426147*I	0.0031692528407632164+0.001590638284038702*I	0.006791010091090046-0.0014254015611253814*I	0.0007808126163310946-0.0017223717478124362*I	-0.006101964858080949+0.000530906968039597*I	-0.0042127471270841585+0.0014490891105160477*I	0.003571998651379135-0.00010196420162067953*I	0.0061888379556931565-0.0011785222775358593*I
-0.03257548894540958+0.06581411716016358*I	-0.07015978498765063+0.029511505042859827*I	-0.0638341324729298-0.11511066649413156*I	0.07278453830116972-0.27180925852289123*I	0.41227250654840025-0.3280313820492108*I	0.06218896267616072-0.2506843177379113*I	-0.07670921759975159-0.1054927347332677*I	-0.07006377292417477+0.008759237210986363*I	-0.011247248849798148+0.04177852999929844*I	0.023622757758414357+0.016349907751030613*I	0.016501587143834817-0.0129804116582526*I	-0.005034448455273195-0.015182932581928033*I	-0.01216745129852071+0.0004998924683313086*I	-0.0028753474094323087+0.00995136766463304*I	0.006488861549902781+0.004599664392051911*I	0.005245075744707913-0.004637877126046006*I	-0.001806016007425123-0.005662217508522865*I	-0.004676290739613911+0.0005605742856588825*I	-0.0011618208297775644+0.004598600719029933*I	0.002822587021907247+0.0019288076583695805*I	0.0023903521382379936-0.0026639637874689573*I	-0.0008199796552712869-0.002951384822179883*I	-0.0022638614940931547+0.0006558526884682474*I	-0.0006336982924662785+0.002814075375852506*I	0.0013835755251144332+0.0009109202495148031*I	0.0012914491392181206-0.0019592707754206825*I	-0.00030003857725757906-0.0018304809492897278*I	-0.0011710493052280208+0.0007828109967923363*I	-0.0004936673674296595+0.0020702392482990764*I	0.0005859451038304602+0.00038007055222411993*I	0.0007808126163293008-0.001722371747813761*I	0.00010310012917558047-0.0012745651453109977*I	-0.0005498269188928773+0.0009694881462575518*I	-0.0005500050391853247+0.0017623498430326566*I
0.03898768285277663+0.03626219639769681*I	0.0057413228726907505+0.04584253569931672*I	-0.07597406591849837-0.0025608563454232766*I	-0.09287654721514485-0.11731749555510895*I	0.0621889626761605-0.25068431773791144*I	0.42843983616379283-0.31620662122736953*I	0.07869483129549197-0.26048916496648145*I	-0.08082270419541983-0.11917467219414925*I	-0.08552471008201304+0.009599216396194179*I	-0.01607390180157428+0.052833705501910286*I	0.033953234397503175+0.021079263815766074*I	0.026149360519578026-0.019471688992519626*I	-0.00868962834028216-0.022120993723653632*I	-0.02255355319231321+0.00239283533107324*I	-0.005350499880299957+0.0164870636589352*I	0.01436131360796992+0.0061625433133210405*I	0.011829577879719503-0.00924427294290841*I	-0.0052753074254448555-0.009083336741849333*I	-0.01263835013593119+0.0027687868435788223*I	-0.00243630081353843+0.008391211715143548*I	0.009510496983817722+0.001777971242555786*I	0.007383911881650533-0.005835424645798273*I	-0.004288878177474734-0.004123985765871572*I	-0.009002526368677712+0.0028038631122591336*I	-0.0011837033316493889+0.004576425218883701*I	0.007572413480809351-0.0002676020280197111*I	0.005413452829782845-0.0038235848200707163*I	-0.003962958785450443-0.0013508799850289457*I	-0.007376114292487519+0.002588283110142105*I	-0.0004936673674312042+0.002070239248297585*I	0.00679101009108753-0.001425401561126989*I	0.004443732824521417-0.0022019727120727263*I	-0.004018903561387986+0.0005897488993421786*I	-0.0067386648745854484+0.002148010423793454*I
0.03831681181810016-0.019971581460847123*I	0.03317340192192879+0.004189835009413253*I	-0.023301091869524126+0.04363570663833889*I	-0.08656964154350702+0.018564084439556258*I	-0.07670921759975186-0.10549273473326808*I	0.07869483129549182-0.26048916496648183*I	0.4243263495681243-0.32988855868825145*I	0.06323389413765354-0.2596491857812744*I	-0.08564935714719564-0.10811949669153768*I	-0.07519423344292346+0.014328572460930026*I	-0.006426128425830318+0.04634242816764431*I	0.03029805451249467+0.014141202674041743*I	0.01576325862578575-0.017578746129776692*I	-0.011164780811149312-0.015585297729350876*I	-0.014681101134244982+0.003955714252342666*I	0.0012340022547130027+0.011880667842072914*I	0.01089202218995117+0.002741424079994408*I	0.0038675184834024083-0.007036060384989061*I	-0.006549787409206145-0.005290725745736654*I	-0.005950440174021214+0.002617950427764069*I	0.0025572589298738916+0.005219750856813576*I	0.006041598461614262+0.0006053702988638022*I	0.000645247007065986-0.003687414222007469*I	-0.004838883216657872-0.002361635922840438*I	-0.0028136884129827643+0.0016253408347245428*I	0.0029383003589155015+0.002712111174233624*I	0.003909493272616749+0.00021199893624109181*I	-0.000791612157476306-0.0020181127067208735*I	-0.003962958785451464-0.0013508799850303378*I	-0.0011710493052297048+0.0007828109967911306*I	0.0031692528407617124+0.0015906382840387982*I	0.002669006400524535+0.00043891248352638507*I	-0.0017451051311709433-0.0010234504345366594*I	-0.003468898522202669-0.0011726009436903852*I
-0.005814280930847898-0.03207236138828366*I	0.009274397075885203-0.022178410521825384*I	0.022577826296920248+0.025314775794392154*I	-0.007133762254130721+0.05546046746017923*I	-0.07006377292417486+0.008759237210985734*I	-0.08082270419541947-0.11917467219414987*I	0.06323389413765387-0.25964918578127477*I	0.4194996966163487-0.3188333831856406*I	0.07356437077674344-0.2549198297165386*I	-0.07600158377145083-0.11461077402580301*I	-0.07884941332793102+0.007390511319207063*I	-0.016812230319622094+0.04823537103038855*I	0.027822902041627427+0.020676898668345177*I	0.023635710683853867-0.01601586720850711*I	-0.004580278676135865-0.020191693546213054*I	-0.01815039255226287+0.000534595019016094*I	-0.006728057141603636+0.014088880399991854*I	0.009617542206189472+0.006534035076106005*I	0.01055542844531146-0.007186896800805118*I	-0.0015562276657945008-0.008462186604067501*I	-0.009419338696224726+0.001445349484071766*I	-0.004181405944710383+0.007367761280604103*I	0.005491593422431308+0.002367720141894303*I	0.0068340849627609775-0.004865936499542891*I	-0.0007168795260928368-0.004225949967491075*I	-0.006476608621174999+0.00210494179898516*I	-0.003266764628343214+0.004517583287583282*I	0.003909493272616076+0.00021199893623924956*I	0.005413452829781843-0.0038235848200723157*I	-0.0003000385772581439-0.0018304809492891505*I	-0.005293052995792438+0.002647125041444975*I	-0.003019585114930873+0.0027691605615753913*I	0.0032190114397091557-0.001323437359505977*I	0.004993559743413867-0.003171460858330158*I
-0.029042414742214816-0.002206829060977576*I	-0.01640985655585638-0.010947420603304165*I	0.025441726691278407-0.010353649699984988*I	0.039083694916252104+0.015509928565821503*I	-0.011247248849798342+0.04177852999929783*I	-0.08552471008201276+0.009599216396193886*I	-0.08564935714719508-0.10811949669153804*I	0.07356437077674385-0.254919829716539*I	0.4291474699920937-0.3253246605199059*I	0.0699091908917366-0.26185789085826117*I	-0.08638768566524187-0.11271783116305782*I	-0.0813245657987983+0.013926207313510786*I	-0.00893977826155486+0.04979824995165741*I	0.03440740417663983+0.016070502851481795*I	0.020166419265835497-0.019436986441834246*I	-0.012542338072452466-0.017983480988293953*I	-0.019424872536024696+0.0043272060151278305*I	-0.000040147179695349685+0.01393804398417538*I	0.01461110194960007+0.0033625742177746023*I	0.007086529923107384-0.008359497744497402*I	-0.008294892540378547-0.006314176180276472*I	-0.00996934373540711+0.0032076993271023084*I	0.0020074320109849174+0.006189239003067762*I	0.0096135971129963+0.000503406097242416*I	0.0031711647545687046-0.004386335535282842*I	-0.006921944513351377-0.0024204778541411743*I	-0.006476608621175463+0.0021049417989834956*I	0.002938300358914896+0.0027121111742312294*I	0.007572413480809091-0.0002676020280206114*I	0.0012914491392187163-0.001959270775419057*I	-0.006488876532951209-0.0006519586717523797*I	-0.004743047956608543+0.000884775198412969*I	0.0037190797596530116+0.000621150137781863*I	0.006687909961911133-0.0001508364158158571*I
-0.010595575625008135+0.021124940784980818*I	-0.012875085126821341+0.009617931760864337*I	0.00009601206347529651-0.02075226783187397*I	0.021328240095610174-0.02403558716086594*I	0.02362275775841358+0.016349907751030308*I	-0.016073901801574454+0.052833705501910716*I	-0.07519423344292316+0.014328572460930196*I	-0.0760015837714504-0.11461077402580358*I	0.06990919089173674-0.26185789085826183*I	0.4187613680983028-0.3234317176571605*I	0.0674340384208693-0.25532219486395674*I	-0.07851523360717531-0.11115495224178941*I	-0.07474006366378726+0.00931981149664593*I	-0.012409069679574638+0.04637713071832855*I	0.026445344780322406+0.018278715409400282*I	0.01889193928207351-0.015644375445721854*I	-0.005854428110544197-0.018134317404109427*I	-0.014431312792614505+0.001155745156797023*I	-0.0035090457019000963+0.012765443040483578*I	0.007872437075015625+0.005510584641566597*I	0.006536524883925157-0.006597147901465674*I	-0.0021060545846828104-0.007492698457812444*I	-0.005847340044841904+0.001343385282449613*I	-0.001655488197207519+0.006668839967326823*I	0.0034085321257374852+0.002308878210592426*I	0.003171164754568096-0.004386335535283304*I	-0.0007168795260933689-0.004225949967492222*I	-0.0028136884129827647+0.001625340834723389*I	-0.0011837033316488535+0.004576425218883382*I	0.0013835755251153086+0.0009109202495153694*I	0.0018414541784020316-0.0037216206184510466*I	0.00024978834163230586-0.002799969095545681*I	-0.0012741494344067918+0.0020573761421029024*I	-0.0012744799837609707+0.003792610996111627*I
