0.44902294357804495-0.15240268354314854*I	0.19554345678991894-0.2155135588793811*I	0.06705693322236699-0.15238560150387717*I
0.19554345678991897-0.21551355887938112*I	0.5160798768004121-0.3047882850470257*I	0.19554345678991897-0.21551355887938112*I
0.06705693322236699-0.15238560150387714*I	0.19554345678991897-0.21551355887938106*I	0.44902294357804495-0.15240268354314845*I
