0.3023450602828265-0.000013607893495326992*I	0.10469009967308075-0.000012098313117968326*I	0.042057647504273675-9.414874406104064*^-6*I	0.019515335403749928-7.369989017210822*^-6*I	0.010261777238361141-5.927764628437574*^-6*I	0.0059657643588824005-4.888759230430743*^-6*I	0.003747590406379047-4.109803713151791*^-6*I	0.002497681851589368-3.502557281361613*^-6*I	0.0017419868570392079-3.012821676485796*^-6*I	0.0012583408587580759-2.6063246763305403*^-6*I	0.0009339986796487541-2.260553790957065*^-6*I	0.0007077677835511446-1.9601610573537845*^-6*I	0.0005445041360375561-1.6943204682962122*^-6*I	0.00042303103565847724-1.4551558406479048*^-6*I	0.0003300464637132281-1.2367712832842487*^-6*I	0.0002568792711754975-1.0346322089225027*^-6*I	0.00019767830766263545-8.451569572041431*^-7*I	0.00014835770142456023-6.654386618656706*^-7*I	0.00010595762863121752-4.930495867260259*^-7*I	0.00006824087613576126-3.2589852381690935*^-7*I	0.0000334260512790959-1.6212246541630798*^-7*I
0.10469009967308074-0.000012098313117968326*I	0.3444027077871-0.000023022767901431055*I	0.12420543507683073-0.000019468302135179157*I	0.05231942474263485-0.000015342639034541642*I	0.025481099762632336-0.000012258748247641566*I	0.014009367644740194-0.000010037568341589366*I	0.008463446210471761-8.391316511792353*^-6*I	0.005489577263418256-7.122625389637585*^-6*I	0.003756022710347445-6.108881957692154*^-6*I	0.0026759855366879624-5.273375467442862*^-6*I	0.0019661086423092213-4.566485733684325*^-6*I	0.0014785028156863113-3.954874259253277*^-6*I	0.0011307988192096221-3.415316898001689*^-6*I	0.0008745505997507844-2.931091751580462*^-6*I	0.0006799103068339744-2.489788049570407*^-6*I	0.0005277247713758633-2.081928240488391*^-6*I	0.00040523697260005763-1.7000708707881725*^-6*I	0.0003036359362938528-1.3382065439301682*^-6*I	0.00021659857756032135-9.913371856825794*^-7*I	0.0001393836799103134-6.551720521423337*^-7*I	0.00006824087613576123-3.258985238169091*^-7*I
0.0420576475042737-9.414874406104074*^-6*I	0.12420543507683077-0.00001946830213517916*I	0.3546644850254615-0.000028950532529868647*I	0.13017119943571318-0.000024357061365609914*I	0.056067015149013924-0.000019452442747693437*I	0.02797878161422171-0.00001576130552900318*I	0.015751354501779398-0.00001305039001807516*I	0.009721787069229845-0.000010997641188122894*I	0.006423575943067014-9.383179180594656*^-6*I	0.004463790493898594-8.06904301504594*^-6*I	0.003220489672725521-6.96769593573908*^-6*I	0.0023891396779676987-6.021641574332234*^-6*I	0.00180854927939954-5.1916455425375295*^-6*I	0.0013876780903851202-4.449949106924196*^-6*I	0.0010722289074134202-3.776248708784606*^-6*I	0.0008282680082585348-3.155226711436077*^-6*I	0.0006336824000070811-2.574977827214416*^-6*I	0.00047347784873581875-2.025969394605081*^-6*I	0.00033706198757294876-1.5003290093464762*^-6*I	0.0002165985775603214-9.913371856825794*^-7*I	0.0001059576286312175-4.930495867260257*^-7*I
0.019515335403749938-7.369989017210822*^-6*I	0.052319424742634846-0.00001534263903454164*I	0.1301711994357131-0.000024357061365609897*I	0.3584120754318403-0.00003306033624302041*I	0.13266888128730242-0.000027859618646971486*I	0.05780900200605305-0.000022465264424179204*I	0.029237122472979733-0.0000183676302053337*I	0.016685353181428136-0.00001531094380903221*I	0.01042955485278098-0.000012957802245476679*I	0.006968080079104569-0.000011077499648890864*I	0.004886821529557069-9.524198855693844*^-6*I	0.0035505361364387466-8.20446721902332*^-6*I	0.002646018949143195-7.056273783254734*^-6*I	0.0020062275870621742-6.036802499741672*^-6*I	0.0015360357918096795-5.115387768789861*^-6*I	0.001178186536044636-4.2692982955106255*^-6*I	0.0008965088843942952-3.481125235252982*^-6*I	0.0006671084512861762-2.73710029263072*^-6*I	0.00047347784873581826-2.0259693946050787*^-6*I	0.0003036359362938526-1.338206543930167*^-6*I	0.00014835770142456004-6.654386618656697*^-7*I
0.010261777238361146-5.927764628437572*^-6*I	0.025481099762632315-0.000012258748247641562*I	0.05606701514901386-0.000019452442747693423*I	0.13266888128730242-0.000027859618646971493*I	0.36015406228887936-0.00003607315791950616*I	0.13392722214606045-0.000030465943323302007*I	0.05874300068570176-0.000024725818215136247*I	0.029944890256530875-0.00002032779126268747*I	0.017229857317465697-0.00001700526427732842*I	0.010852585888439457-0.00001441295808612458*I	0.007298126542817795-0.00001231427093217511*I	0.005143700800732563-0.000010558831064616341*I	0.0037482144441013812-9.049624176227466*^-6*I	0.0027943766505677545-7.7217124451204*^-6*I	0.0021121852156933897-6.529852086467689*^-6*I	0.0016042766679454383-5.441286292606764*^-6*I	0.0012116125873237306-4.431420760926929*^-6*I	0.0008965088843942938-3.4811252352529784*^-6*I	0.0006336824000070792-2.5749778272144103*^-6*I	0.00040523697260005665-1.7000708707881689*^-6*I	0.00019767830766263494-8.451569572041407*^-7*I
0.0059657643588824-4.888759230430743*^-6*I	0.01400936764474019-0.000010037568341589364*I	0.027978781614221685-0.000015761305529003173*I	0.057809002006053045-0.00002246526442417921*I	0.1339272221460604-0.000030465943323302003*I	0.3610880609685281-0.00003833371171046323*I	0.13463498992961154-0.00003242610438065576*I	0.05928750482173933-0.00002642013868343246*I	0.03036792129218937-0.000021782947103335387*I	0.01755990378117893-0.00001824203556061268*I	0.011109465159614964-0.000015447590295047092*I	0.007495804850480434-0.000013159427889379264*I	0.005292058502157129-0.000011224269726482023*I	0.0038541720727326024-9.542673762953494*^-6*I	0.0028626175267035168-8.047610968937309*^-6*I	0.002145611266972485-6.691974551883994*^-6*I	0.0016042766679454385-5.44128629260676*^-6*I	0.0011781865360446344-4.2692982955106205*^-6*I	0.0008282680082585327-3.155226711436068*^-6*I	0.000527724771375862-2.081928240488385*^-6*I	0.0002568792711754968-1.0346322089224993*^-6*I
0.003747590406379047-4.109803713151789*^-6*I	0.00846344621047176-8.391316511792353*^-6*I	0.015751354501779398-0.000013050390018075148*I	0.029237122472979736-0.0000183676302053337*I	0.05874300068570176-0.00002472581821513624*I	0.13463498992961156-0.00003242610438065577*I	0.3616325651045656-0.00004002803217875943*I	0.13505802096527006-0.00003388126022130368*I	0.05961755128545259-0.00002765690996671673*I	0.030624800563364876-0.000022817579312257916*I	0.017757582088841574-0.000019087192517816835*I	0.011257822861039525-0.00001611302895691277*I	0.007601762479111653-0.000013652477476105296*I	0.005360299378292889-0.000011550168250298935*I	0.003887598124011695-9.704796228369801*^-6*I	0.002862617526703514-8.047610968937305*^-6*I	0.002112185215693388-6.529852086467682*^-6*I	0.0015360357918096758-5.115387768789847*^-6*I	0.0010722289074134167-3.7762487087845906*^-6*I	0.0006799103068339722-2.4897880495703984*^-6*I	0.0003300464637132269-1.2367712832842438*^-6*I
0.0024976818515893675-3.5025572813616124*^-6*I	0.005489577263418254-7.122625389637585*^-6*I	0.009721787069229836-0.000010997641188122894*I	0.01668535318142814-0.00001531094380903221*I	0.02994489025653088-0.000020327791262687476*I	0.059287504821739355-0.000026420138683432473*I	0.1350580209652701-0.0000338812602213037*I	0.36196261156827886-0.0000412648034620437*I	0.13531490023644563-0.00003491589243022623*I	0.05981522959311526-0.000028502066923920916*I	0.030773158264789463-0.00002348301797412362*I	0.01786353971747281-0.000019580242104542884*I	0.011326063737175297-0.000016438927480729697*I	0.007635188530390756-0.000013814599941521618*I	0.00536029937829289-0.000011550168250298938*I	0.0038541720727326002-9.542673762953488*^-6*I	0.002794376650567753-7.721712445120393*^-6*I	0.0020062275870621708-6.036802499741656*^-6*I	0.001387678090385116-4.449949106924179*^-6*I	0.0008745505997507821-2.931091751580452*^-6*I	0.0004230310356584759-1.4551558406478993*^-6*I
0.0017419868570392077-3.012821676485797*^-6*I	0.0037560227103474444-6.1088819576921536*^-6*I	0.006423575943067011-9.383179180594649*^-6*I	0.010429554852780982-0.000012957802245476676*I	0.017229857317465694-0.00001700526427732842*I	0.03036792129218937-0.000021782947103335393*I	0.05961755128545256-0.000027656909966716728*I	0.1353149002364456-0.00003491589243022623*I	0.3621602898759417-0.0000421099604192479*I	0.13546325793787026-0.000035581331092091966*I	0.05992118722174651-0.000028995116510646972*I	0.030841399140925235-0.000023808916497940538*I	0.01789696576875191-0.00001974236456995922*I	0.011326063737175308-0.000016438927480729717*I	0.007601762479111661-0.000013652477476105311*I	0.005292058502157131-0.00001122426972648203*I	0.0037482144441013817-9.04962417622746*^-6*I	0.0026460189491431924-7.0562737832547206*^-6*I	0.0018085492793995354-5.191645542537514*^-6*I	0.0011307988192096198-3.4153168980016808*^-6*I	0.0005445041360375549-1.6943204682962076*^-6*I
0.0012583408587580759-2.606324676330541*^-6*I	0.0026759855366879624-5.273375467442863*^-6*I	0.00446379049389859-8.069043015045939*^-6*I	0.006968080079104566-0.00001107749964889087*I	0.01085258588843946-0.000014412958086124583*I	0.01755990378117894-0.000018242035560612678*I	0.030624800563364883-0.00002281757931225791*I	0.05981522959311528-0.00002850206692392093*I	0.13546325793787026-0.000035581331092091966*I	0.362266247504573-0.00004260301000597398*I	0.13553149881400603-0.000035907229615908895*I	0.05995461327302561-0.00002915723897606331*I	0.030841399140925242-0.00002380891649794056*I	0.017863539717472822-0.00001958024210454292*I	0.01125782286103954-0.0000161130289569128*I	0.007495804850480439-0.000013159427889379277*I	0.005143700800732565-0.000010558831064616348*I	0.0035505361364387453-8.204467219023315*^-6*I	0.0023891396779676956-6.021641574332219*^-6*I	0.0014785028156863082-3.95487425925327*^-6*I	0.0007077677835511437-1.9601610573537802*^-6*I
