0.3799840390187368-0.6657185473594773*I	-0.31611146060915885-0.33897087318609437*I	-0.1684623584022928+0.14459141605785855*I	0.09489330202389729+0.05399989050256844*I	-0.011670852024692676-0.06809211078662133*I	-0.037466537004938245+0.029374002109594788*I	0.03845702370723+0.01786770104870368*I	-0.009369119770261477-0.03334519840106333*I	-0.018288971172540944+0.015396777720249059*I	0.023613473281151723+0.011501889043646837*I	-0.008031129294950963-0.021616022379487038*I	-0.011023882758231464+0.009634265942642401*I	0.017020969394233535+0.0091254599259087*I	-0.007325166787208711-0.016045129411893413*I	-0.007236220347605716+0.0064837885464040955*I	0.013422883669153778+0.008056819526081754*I	-0.006987559709078686-0.012882531379211137*I	-0.0049058811479144445+0.004456128716461557*I	0.011206318826449266+0.007546195180410831*I	-0.006878755645600986-0.010909982776942363*I	-0.00329332039422185+0.0030008841241393664*I	0.00972531696652986+0.007365831117482027*I	-0.006924303480850413-0.009584146792080514*I	-0.002019652569098678+0.0018749079697899325*I	0.008711564229250849+0.007417971182656295*I	-0.00713597840412407-0.00867702825723711*I	-0.0009753409350081551+0.0008956769106299961*I	0.00798905316589985+0.0076371732159768585*I	-0.007470750566490381-0.008055437044731661*I
-0.31611146060302314-0.3389708731881825*I	0.21152168062244256-0.5211271313060477*I	-0.22121815858327834-0.2849709826875754*I	-0.18013321042750385+0.07649930527008111*I	0.057426765019025355+0.08337389261274514*I	0.026786171685293222-0.05022440973624434*I	-0.046835656769688365-0.003971196288742818*I	0.020168052539989222+0.033264478770925365*I	0.014244353513726998-0.021843309356622737*I	-0.026320100466144927-0.0062192446574798055*I	0.012589590524022752+0.021136154987336744*I	0.008989840098826873-0.01249056245544319*I	-0.01834904954738946-0.006410863471054275*I	0.00978474904591738+0.015609248472285148*I	0.006097716882970665-0.007988309887068955*I	-0.014223780056607007-0.006398742834104208*I	0.008517002519631035+0.012512948244855916*I	0.0042187591168805745-0.005336336194705786*I	-0.011784636792173968-0.0064538540568035985*I	0.00791299843371742+0.010547079307418876*I	0.0028465613217772173-0.0035441516594746573*I	-0.010217623875474018-0.006583262670393074*I	0.00770566439491462+0.009240739086603666*I	0.0017872607467251736-0.002166175608434149*I	-0.009155630969996904-0.006802120289220379*I	0.007736223299383458+0.008313648088412236*I	0.0008530747624819148-0.001039855044926537*I	-0.008446091504620265-0.0071597601340794015*I	0.007989053163587556+0.007637173217801774*I
-0.16846235840293558+0.14459141605674844*I	-0.22121815858162047-0.28497098268834514*I	0.1998508285970004-0.5892192420942672*I	-0.25868469558683777-0.2555969805784822*I	-0.14167618671535398+0.09436700631752784*I	0.04805764525515291+0.05002869421270394*I	0.008497200514784154-0.03482763201293539*I	-0.02322218348998682+0.00753069275471297*I	0.012136923245654588+0.01164845639035372*I	0.0032204707593618707-0.012209043413116278*I	-0.009299131070231191+0.0029062152660310793*I	0.005264423732269481+0.005091025571682192*I	0.0017536197454377058-0.006006773907457526*I	-0.004926165878227296+0.0016459560564413525*I	0.00279718933911219+0.0027267170904433846*I	0.0011918357337740648-0.0035321811693224633*I	-0.003017461230389976+0.0011474523511073255*I	0.0016382468785217108+0.0016029654696251116*I	0.0009254387255603363-0.002335452069845128*I	-0.002059319826210837+0.0009119770608342837*I	0.0009886949530147008+0.0009629325117819713*I	0.0008269087528757224-0.001669243691467206*I	-0.0015060596470134555+0.0008347085149104038*I	0.0005696859933047511+0.0005637108285947004*I	0.0008119198153821012-0.0012704987027137619*I	-0.0011665778066065667+0.000835052925568294*I	0.0002654727273964729+0.00025821104624109705*I	0.0008530747625149941-0.001039855043439948*I	-0.0009753409338699726+0.000895676909573595*I
0.09489330201628746+0.05399989050545662*I	-0.18013321043001357+0.07649930527092957*I	-0.258684695584792-0.25559698057862185*I	0.23830785230827153-0.5713515410448552*I	-0.26805381535013345-0.2889421789784222*I	-0.15996515788634744+0.10976378404042593*I	0.0716711185291136+0.06153058325753613*I	0.00046607121423096714-0.05644365439465668*I	-0.034246066246593196+0.01716495869588413*I	0.029157892641885518+0.020773916315259086*I	-0.004104696031388397-0.028254172828066915*I	-0.016535351424070317+0.009390003812706112*I	0.01868730740004065+0.01314784510097683*I	-0.0052339399591481315-0.018889305286827973*I	-0.0098320470239432+0.006102084774317151*I	0.01400350816457308+0.010272912277279986*I	-0.005686919908462594-0.01444216394350658*I	-0.006310781619850473+0.004148336473530165*I	0.011363563843011302+0.008968796586204988*I	-0.005998864759363561-0.011919598865075723*I	-0.004078972395327495+0.0027868850270052307*I	0.009700259183894135+0.008380903697466129*I	-0.006309069647938725-0.010346271946430313*I	-0.0024814005779684014+0.001730385420199505*I	0.008558739155677952+0.008200884042983664*I	-0.0066588307601816235-0.009325935740865071*I	-0.0011665778082088243+0.0008350529296497662*I	0.007736223300352795+0.008313648089585159*I	-0.0071359783989422-0.008677028260422048*I
-0.011670852022405986-0.06809211078457829*I	0.05742676502095046+0.08337389261168118*I	-0.1416761867162996+0.09436700631712826*I	-0.26805381535220557-0.2889421789754616*I	0.22001888113545068-0.5559547633174722*I	-0.24444034207439122-0.27744028993167225*I	-0.16799628718481863+0.08814776165932656*I	0.06064723577583367+0.07116484919828625*I	0.01748704061338071-0.0473181944693006*I	-0.04157123303752004+0.0011198292841935534*I	0.02192167228782991+0.027257704863815332*I	0.009318187637039708-0.020197353300054864*I	-0.023522911128653186-0.0034925275682896606*I	0.013781426256381447+0.017603973817482743*I	0.005972378869455444-0.011343110101001717*I	-0.016710802667067527-0.004807897999312839*I	0.010710187772590286+0.013273796400604485*I	0.004038397055365987-0.007076332824832618*I	-0.013235085106901783-0.005435810317409487*I	0.009343911271676789+0.010843704553859121*I	0.0027126994724200036-0.004501627682071271*I	-0.011214950796656293-0.005890143227577901*I	0.008724918249251222+0.009276580606225146*I	0.0016799835140154742-0.0027090987323343807*I	-0.009952151149419313-0.006325051621083988*I	0.00855873915843696+0.008200884043353805*I	0.0008119198150357998-0.0012704987018532779*I	-0.009155630971626114-0.006802120288053222*I	0.008711564229599844+0.007417971183997452*I
-0.03746653700180063+0.029374002106122864*I	0.026786171689359803-0.05022440974101677*I	0.04805764525417389+0.050028694211424536*I	-0.1599651578905235+0.10976378404375675*I	-0.24444034207559498-0.27744028992831177*I	0.21198775183898472-0.5775707856999085*I	-0.2554642248286159-0.26780602399402675*I	-0.15097531778518972+0.0972732215820026*I	0.053322068988660626+0.05511971978560266*I	0.010250820262173119-0.040834405920342445*I	-0.028148349368705534+0.009176648812718272*I	0.014934112580197377+0.014375173482367378*I	0.004412306487689481-0.01574122458548377*I	-0.012316592302208216+0.004053667615167919*I	0.0069026706151122585+0.006693991042544778*I	0.002679058477804897-0.00834222597884026*I	-0.006985485702181788+0.00255793311749145*I	0.003785884289689132+0.0036896496084914796*I	0.00201874448561824-0.005201424858490149*I	-0.004523520875630033+0.0019821608615420297*I	0.0022079328724505095+0.0021666762953126218*I	0.0017373585386387502-0.003605950772048009*I	-0.0032258976376888346+0.0017470299904857203*I	0.001254167676207298+0.0012211435656564909*I	0.0016799835171815924-0.002709098734238253*I	-0.002481400574311564+0.001730385415988646*I	0.0005696859960274498+0.0005637108251362728*I	0.001787260745746058-0.002166175607121071*I	-0.002019652572881503+0.0018749079732742757*I
0.03845702370126504+0.017867701041917275*I	-0.04683565677165039-0.003971196296557553*I	0.008497200517595569-0.03482763201553978*I	0.07167111853097727+0.061530583260542476*I	-0.16799628718483609+0.08814776166444088*I	-0.25546422482890857-0.2678060239898856*I	0.22900872123182933-0.5684453257797064*I	-0.26278939162150955-0.28385115340939926*I	-0.15821153813594882+0.10375701013042127*I	0.06674495265814363+0.06317653931591917*I	0.0032632605543983914-0.05371693729907984*I	-0.03305423051873778+0.013632777527522672*I	0.02614043140344318+0.02192136866226997*I	-0.002466449155266086-0.026651207362413238*I	-0.01560991269306429+0.007054551741237628*I	0.016627987578357754+0.014059822164165042*I	-0.00424524500560487-0.01792637277004372*I	-0.009005138267967287+0.004432841082113547*I	0.012497448521583021+0.011107620783805498*I	-0.005117233917231136-0.013878453121937598*I	-0.005498861809106956+0.0028778377701735203*I	0.010196986034642586+0.009803849516821117*I	-0.005733392032938703-0.01166138781021716*I	-0.0032258976341455374+0.0017470299871168015*I	0.008724918248866188+0.009276580600634923*I	-0.006309069650198264-0.010346271951033964*I	-0.0015060596446457024+0.0008347085155608792*I	0.007705664397250559+0.009240739091008893*I	-0.006924303482811922-0.009584146789109127*I
-0.009369119768055286-0.03334519840547327*I	0.020168052539285816+0.03326447876360532*I	-0.023222183489034206+0.0075306927520170765*I	0.0004660712187357129-0.05644365438909285*I	0.06064723577533306+0.07116484920667429*I	-0.15097531779021425+0.09727322158784402*I	-0.26278939162283943-0.2838511534072754*I	0.221772500881755-0.5619615372333309*I	-0.24936650794958146-0.2757943338779238*I	-0.1651990978457424+0.09087447875584244*I	0.061839071506850606+0.06763266803540494*I	0.014469579381441538-0.046170742119402544*I	-0.0399329861584887+0.002722794744167409*I	0.02284711101483518+0.024922252784300047*I	0.00725886781001645-0.019285376236423846*I	-0.022534216179546207-0.002529595043879694*I	0.014608335007022764+0.0159347301316468*I	0.004466319224276204-0.010508401591455918*I	-0.016141116672893738-0.0042441871783182525*I	0.011522107583910507+0.01200329769236716*I	0.0028718192429965216-0.006241279899192414*I	-0.012969612380986265-0.005177599263952337*I	0.010196986037972498+0.009803849514841284*I	0.0017373585418760753-0.003605950777610793*I	-0.011214950798675715-0.005890143233889998*I	0.009700259179951027+0.008380903695501533*I	0.0008269087517729025-0.0016692436870416579*I	-0.010217623875868198-0.006583262662666914*I	0.009725316964839692+0.007365831123024691*I
-0.018288971165232076+0.015396777720374637*I	0.014244353517287152-0.02184330935856876*I	0.012136923242855193+0.011648456389273447*I	-0.03424606624927666+0.01716495869990653*I	0.017487040610898553-0.047318194462928696*I	0.05332206898380298+0.055119719788705716*I	-0.15821153813832356+0.10375701012939802*I	-0.24936650794741655-0.2757943338802865*I	0.21478494117677316-0.5748440686091592*I	-0.2542723890999801-0.27133820515678514*I	-0.15399277902004607+0.09842067393928344*I	0.05496031586691417+0.0567226852526923*I	0.011176258992480688-0.043169858002943165*I	-0.030207669192243096+0.010088625864953123*I	0.01592280753114465+0.01533810599947967*I	0.005239215238964857-0.01741046826829027*I	-0.013822651950921014+0.004888376133488773*I	0.007472356603299905+0.007257701871874154*I	0.0034909782887750903-0.009612724683331075*I	-0.008152063511599899+0.003392986040120632*I	0.004051357012075284+0.003947860656754304*I	0.002871819244023823-0.006241279897271067*I	-0.005498861809521946+0.0028778377724854535*I	0.002207932873604016+0.002166676294821585*I	0.002712699475833463-0.004501627684977196*I	-0.004078972394586565+0.0027868850247549436*I	0.0009886949497803534+0.000962932512708713*I	0.00284656131920764-0.0035441516550271295*I	-0.003293320394335275+0.00300088412877475*I
0.02361347327401546+0.011501889044369905*I	-0.02632010046830901-0.006219244657255325*I	0.0032204707585868435-0.012209043413316153*I	0.02915789263755333+0.020773916315482713*I	-0.041571233038467846+0.0011198292841253996*I	0.010250820263264257-0.04083440592139447*I	0.06674495265501111+0.06317653931210389*I	-0.16519909784685904+0.09087447874972687*I	-0.2542723890964203-0.2713382051612383*I	0.22599126000512693-0.56729787342452*I	-0.2611511447400995-0.2822481879335228*I	-0.15728609941180005+0.1014215580594713*I	0.06468563282929818+0.06408851636971885*I	0.004251955506383753-0.05275400479054673*I	-0.032227321763051396+0.011963533837725637*I	0.02463437176158225+0.022756077180833112*I	-0.001896763160332474-0.026087496528962483*I	-0.014797992880324911+0.005784053039064159*I	0.015461409767772358+0.014894875084155504*I	-0.003979772282998326-0.01766816172783335*I	-0.008152063509339322+0.003392986039907054*I	0.011522107585963188+0.012003297698248538*I	-0.00511723391965888-0.013878453113892228*I	-0.004523520876893672+0.0019821608654671777*I	0.009343911274737698+0.010843704554675808*I	-0.0059988647582576585-0.011919598865754721*I	-0.0020593198284717825+0.0009119770591873616*I	0.007912998435043898+0.010547079307862778*I	-0.0068787556409475314-0.010909982774592208*I
