0.3456260601733158-0.009688556344039895*I	0.1461538182535807-0.01780190335342121*I	0.07409521644672565-0.02311761211194629*I	0.04074330851764462-0.024966835079491028*I	0.020632226072474925-0.023366334748719818*I	0.006299510669438504-0.018990946721295355*I	-0.0042318985033693475-0.013001385620132411*I	-0.011268013023757947-0.006769199270642044*I	-0.014755873004824784-0.0015626366478314097*I	-0.014785429806619918+0.0017345897925182376*I	-0.011774226079015147+0.002807771015755497*I	-0.006493670879660152+0.001957693911837711*I
0.14615381825358076-0.01780190335342122*I	0.41972127662004144-0.0328061684559862*I	0.18689712677122533-0.042768738432912234*I	0.09472744251920058-0.046483946860666085*I	0.04704281918708311-0.04395778180078637*I	0.01640032756910557-0.036367720368852184*I	-0.00496850235431945-0.025760145991937367*I	-0.018987771508194137-0.01456402226796378*I	-0.026053442830377874-0.005034609478123767*I	-0.026530099083839926+0.0012451343679241258*I	-0.02127910068628007+0.0036922837043559774*I	-0.011774226079015147+0.002807771015755512*I
0.07409521644672563-0.02311761211194629*I	0.18689712677122527-0.042768738432912214*I	0.44035350269251633-0.056172503204705966*I	0.19319663744066376-0.0617596851542075*I	0.09049554401583115-0.05948533248079839*I	0.03577480616332514-0.05072698107142827*I	0.001644454564280773-0.037930357016683465*I	-0.019753932160939385-0.024025556199419*I	-0.03076199758720929-0.01175625125220816*I	-0.032547113710038024-0.003076915566285951*I	-0.026530099083839936+0.0012451343679241971*I	-0.014785429806619928+0.0017345897925182964*I
0.04074330851764462-0.02496683507949103*I	0.09472744251920055-0.046483946860666106*I	0.19319663744066373-0.06175968515420754*I	0.4361216041891468-0.0691738888248383*I	0.1819286244169057-0.06852888442484942*I	0.07573967101100633-0.061047969128629614*I	0.02098937635670517-0.04899239127890982*I	-0.010129771514734428-0.03512258600092776*I	-0.026247603040599598-0.02206786228758108*I	-0.03076199758720935-0.01175625125220799*I	-0.026053442830377922-0.005034609478123554*I	-0.014755873004824813-0.001562636647831273*I
0.020632226072474967-0.02336633474871983*I	0.04704281918708316-0.043957781800786376*I	0.09049554401583126-0.05948533248079843*I	0.1819286244169058-0.06852888442484945*I	0.4213657311843221-0.07073652547266947*I	0.16714319461028582-0.06679429463233091*I	0.06396544493199113-0.05824019811287383*I	0.01449570547704494-0.04703469736707184*I	-0.01012977151473452-0.035122586000927485*I	-0.019753932160939524-0.024025556199418586*I	-0.018987771508194258-0.014564022267963382*I	-0.01126801302375802-0.00676919927064181*I
0.006299510669438561-0.018990946721295386*I	0.016400327569105675-0.03636772036885222*I	0.03577480616332526-0.05072698107142834*I	0.0757396710110065-0.06104796912862968*I	0.1671431946102859-0.06679429463233096*I	0.40959150510530684-0.06792875445691363*I	0.16064952373062558-0.06483660072049284*I	0.06396544493199102-0.05824019811287348*I	0.02098937635670496-0.04899239127890925*I	0.0016444545642805303-0.037930357016682785*I	-0.004968502354319652-0.025760145991936757*I	-0.004231898503369461-0.013001385620132066*I
-0.004231898503369273-0.013001385620132443*I	-0.0049685023543193175-0.025760145991937416*I	0.0016444545642809348-0.03793035701668355*I	0.02098937635670534-0.048992391278909926*I	0.06396544493199129-0.0582401981128739*I	0.1606495237306256-0.06483660072049288*I	0.40959150510530673-0.06792875445691329*I	0.16714319461028557-0.06679429463233022*I	0.07573967101100608-0.061047969128628726*I	0.03577480616332481-0.05072698107142734*I	0.016400327569105304-0.03636772036885141*I	0.006299510669438352-0.018990946721294925*I
-0.011268013023757864-0.006769199270642082*I	-0.01898777150819398-0.014564022267963838*I	-0.019753932160939194-0.024025556199419085*I	-0.010129771514734221-0.035122586000927845*I	0.014495705477045123-0.04703469736707192*I	0.06396544493199116-0.05824019811287355*I	0.16714319461028562-0.06679429463233028*I	0.4213657311843218-0.0707365254726685*I	0.1819286244169054-0.06852888442484828*I	0.09049554401583076-0.05948533248079729*I	0.04704281918708277-0.04395778180078546*I	0.020632226072474745-0.02336633474871932*I
-0.014755873004824694-0.0015626366478314415*I	-0.026053442830377707-0.005034609478123824*I	-0.030761997587209093-0.011756251252208244*I	-0.026247603040599383-0.022067862287581175*I	-0.010129771514734315-0.035122586000927575*I	0.020989376356705138-0.04899239127890932*I	0.07573967101100619-0.06104796912862878*I	0.18192862441690547-0.06852888442484832*I	0.43612160418914653-0.06917388882483705*I	0.19319663744066332-0.06175968515420634*I	0.0947274425192002-0.046483946860665155*I	0.04074330851764443-0.024966835079490518*I
-0.01478542980661984+0.0017345897925182085*I	-0.02653009908383979+0.0012451343679240718*I	-0.03254711371003787-0.003076915566286025*I	-0.030761997587209152-0.011756251252208076*I	-0.01975393216093933-0.024025556199418676*I	0.0016444545642807019-0.03793035701668286*I	0.03577480616332493-0.05072698107142742*I	0.09049554401583085-0.059485332480797314*I	0.19319663744066334-0.061759685154206344*I	0.4403535026925159-0.05617250320470487*I	0.18689712677122494-0.04276873843291137*I	0.07409521644672545-0.023117612111945827*I
-0.011774226079015088+0.002807771015755475*I	-0.021279100686279962+0.003692283704355938*I	-0.02653009908383982+0.0012451343679241436*I	-0.026053442830377773-0.005034609478123621*I	-0.018987771508194105-0.014564022267963453*I	-0.004968502354319517-0.025760145991936823*I	0.016400327569105404-0.03636772036885146*I	0.04704281918708285-0.04395778180078551*I	0.09472744251920026-0.046483946860665176*I	0.18689712677122497-0.04276873843291138*I	0.4197212766200411-0.03280616845598554*I	0.14615381825358054-0.017801903353420863*I
-0.0064936708796601225+0.0019576939118377008*I	-0.011774226079015097+0.0028077710157554917*I	-0.014785429806619866+0.001734589792518268*I	-0.01475587300482474-0.0015626366478313084*I	-0.011268013023757942-0.006769199270641848*I	-0.004231898503369387-0.013001385620132106*I	0.0062995106694384104-0.01899094672129496*I	0.020632226072474794-0.023366334748719342*I	0.04074330851764446-0.024966835079490535*I	0.0740952164467255-0.02311761211194584*I	0.1461538182535806-0.017801903353420863*I	0.34562606017331576-0.009688556344039709*I
