0.5117023956944211-0.3740324078917195*I	0.016575176351565107-0.3701454925162115*I	-0.18099939293705072-0.08671186387415147*I	-0.07356362184221034+0.09731143400346014*I	0.05607375946336593+0.04667104339364353*I	0.0395194656112172-0.04527049423172248*I	-0.028962880485120406-0.025349170555385006*I	-0.02644862397996368+0.029122657527054556*I	0.01723599501163809+0.015501710921668726*I	0.02002392201132038-0.02156200821569197*I	-0.01063957479294733-0.00971478157706171*I	-0.016525721236620827+0.017561898112513664*I	0.006259110184521407+0.0057630044408583*I	0.014623460564212033-0.015431084502015413*I	-0.0029318920057655184-0.0026969143828978435*I	-0.013800045033364641+0.01449243081577722*I
0.01657517635155987-0.37014549251620915*I	0.3307030027573616-0.4607442717658647*I	-0.056988445490655015-0.2728340585127434*I	-0.12492563347369368-0.04004082048050435*I	-0.03404415623100043+0.05204093977173623*I	0.027110878978237368+0.021321872838257924*I	0.013070841631243127-0.016147836704662733*I	-0.011726885473498124-0.009847459633708327*I	-0.006424701968662536+0.00756064931136498*I	0.006596420218673109+0.005786929344604123*I	0.0034982007746879743-0.0040001101031792805*I	-0.004380464608430269-0.0039517771361977224*I	-0.0019022606724072837+0.002130813610506842*I	0.0033272181787620224+0.003066090057964809*I	0.0008234155308560346-0.0009386536862401795*I	-0.0029318920057589916-0.0026969143829015042*I
-0.18099939293705902-0.08671186387414598*I	-0.05698844549066076-0.27283405851273884*I	0.3867767622207156-0.4140732283722124*I	-0.017468979879449134-0.31810455274446575*I	-0.15388851395882697-0.06538999103589441*I	-0.06049278021097844+0.08116359729878952*I	0.04434687398985648+0.03682358375993179*I	0.033094763642539514-0.03770984492035255*I	-0.022366460266469483-0.019562241210775273*I	-0.022950423205300448+0.025122547423873955*I	0.01285553040318946+0.01154993378546677*I	0.018121661338907358-0.01943119460518362*I	-0.0073123566141800045-0.006648691519087542*I	-0.01570230570575533+0.016623244426284888*I	0.0033272181787716223+0.003066090057963107*I	0.014623460564220564-0.015431084502016083*I
-0.07356362184221416+0.09731143400346508*I	-0.12492563347369626-0.04004082048049964*I	-0.017468979879447597-0.3181045527444639*I	0.3578138817355881-0.43942239892760354*I	-0.043917603859423025-0.2889818952174161*I	-0.1366525189472032-0.04988828011422818*I	-0.04046885819967384+0.059601589083090226*I	0.03370729919689795+0.027108802182857453*I	0.016569042405917157-0.02014794680784658*I	-0.016107350081939236-0.013799236769912758*I	-0.008326962641068882+0.00969146292186799*I	0.00992363839745209+0.008853019402571907*I	0.0043216163055696385-0.004938763789410717*I	-0.00731235661416945-0.006648691519089156*I	-0.0019022606724008306+0.0021308136105149464*I	0.006259110184519315+0.005763004440870887*I
0.056073759463367+0.04667104339364108*I	-0.03404415623099613+0.05204093977173158*I	-0.15388851395881997-0.06538999103589849*I	-0.04391760385941861-0.2889818952174179*I	0.37504987674721707-0.4239206880059382*I	-0.023893681848111088-0.31054390343311467*I	-0.14729209374015031-0.059603061691300585*I	-0.056994579436282854+0.07716348719560069*I	0.039966409381440235+0.032871806623724145*I	0.031192502970155682-0.035579031309852314*I	-0.019039242087673828-0.016496151152812655*I	-0.022127007674406944+0.024183893737634632*I	0.009923638397459383+0.008853019402568111*I	0.01812166133891554-0.019431194605178927*I	-0.004380464608434838-0.0039517771361793005*I	-0.01652572123663195+0.017561898112531848*I
0.03951946561121269-0.04527049423173323*I	0.02711087897823752+0.021321872838241614*I	-0.06049278021097041+0.08116359729877645*I	-0.1366525189471935-0.04988828011423237*I	-0.023893681848107966-0.31054390343311145*I	0.3644103019542697-0.4336354695830002*I	-0.040419403084720154-0.2929820053205886*I	-0.14103298355561342-0.05384005725041543*I	-0.04237111887205823+0.06173240269360786*I	0.03703451737568863+0.03017489224082634*I	0.01739245793680298-0.02108660049409001*I	-0.019039242087680555-0.016496151152816*I	-0.008326962641075273+0.009691462921875294*I	0.012855530403183227+0.011549933785485111*I	0.0034982007746814058-0.004000110103166133*I	-0.010639574792952286-0.009714781577058759*I
-0.028962880485134523-0.025349170555393968*I	0.013070841631234526-0.01614783670468027*I	0.04434687398986343+0.036823583759915166*I	-0.040468858199659966+0.0596015890830878*I	-0.14729209374014338-0.05960306169129083*I	-0.040419403084720265-0.29298200532058116*I	0.37066941213880056-0.427872465142107*I	-0.025795942520507067-0.3084130898225708*I	-0.1439648755613836-0.0565369716333067*I	-0.05617116390542612+0.07622483350937156*I	0.03703451737567791+0.030174892240824293*I	0.0311925029701349-0.03557903130984278*I	-0.016107350081957496-0.013799236769889006*I	-0.022950423205308774+0.0251225474238939*I	0.00659642021867312+0.0057869293446026*I	0.020023922011322318-0.021562008215704035*I
-0.026448623979976056+0.029122657527056207*I	-0.011726885473504093-0.00984745963371465*I	0.03309476364255058-0.037709844920363*I	0.0337072991969174+0.02710880218285965*I	-0.056994579436271724+0.0771634871956162*I	-0.14103298355561253-0.053840057250404534*I	-0.025795942520508906-0.3084130898225736*I	0.36773752013302924-0.4305693795250085*I	-0.03959598755387374-0.29392065900681436*I	-0.14396487556138501-0.05653697163331051*I	-0.042371118872074426+0.06173240269361949*I	0.03996640938141986+0.03287180662375083*I	0.016569042405914253-0.020147946807826722*I	-0.02236646026646008-0.019562241210772748*I	-0.006424701968661274+0.0075606493113583514*I	0.01723599501163066+0.0155017109216645*I
0.01723599501163669+0.01550171092167563*I	-0.00642470196865704+0.007560649311369404*I	-0.022366460266454183-0.019562241210772845*I	0.01656904240593362-0.020147946807836888*I	0.039966409381448034+0.03287180662374096*I	-0.042371118872057564+0.0617324026936161*I	-0.14396487556138293-0.056536971633315086*I	-0.03959598755387064-0.2939206590068278*I	0.3677375201330422-0.43056937952502317*I	-0.025795942520500874-0.3084130898225744*I	-0.14103298355562263-0.05384005725039206*I	-0.05699457943628393+0.07716348719562591*I	0.03370729919692128+0.0271088021828561*I	0.03309476364256282-0.03770984492036842*I	-0.011726885473503368-0.009847459633707915*I	-0.026448623979985025+0.029122657527068205*I
0.020023922011323636-0.021562008215691812*I	0.0065964202186805515+0.00578692934460993*I	-0.022950423205292315+0.025122547423888284*I	-0.016107350081938282-0.013799236769896604*I	0.03119250297014651-0.03557903130983895*I	0.03703451737567845+0.030174892240833293*I	-0.05617116390542925+0.0762248335093686*I	-0.14396487556138401-0.05653697163332364*I	-0.025795942520503722-0.30841308982258747*I	0.3706694121388056-0.42787246514211025*I	-0.04041940308471574-0.29298200532057717*I	-0.14729209374013785-0.05960306169129337*I	-0.04046885819965267+0.05960158908308115*I	0.04434687398986909+0.0368235837599198*I	0.013070841631235688-0.01614783670465917*I	-0.028962880485135664-0.025349170555373113*I
