0.22484481541864063-0.7843351843799141*I	-0.43914079993179883-0.20685999741180122*I	-0.07087296597339492+0.19506035227174862*I	0.06429366804230163-0.0269006587911981*I	-0.04529362896132711-0.004081980531043856*I	0.021370948527092648+0.02769700633328*I	-0.0003726731058193584-0.02807950613781632*I	-0.012288393129248145+0.01831865172616105*I	0.015139003323185055-0.0033195282937273233*I	-0.010438777575640837-0.009054817483903743*I	0.002608251398879042+0.01462707773372845*I	0.003989546651421132-0.012349719905792271*I	-0.006769750984195582+0.00470637779358865*I	0.0055574587197092925+0.004043344472109667*I	-0.002114641957030364-0.009698234780524463*I	-0.0012216594651855205+0.00996742674921988*I	0.0028634029942967393-0.005293648488785431*I	-0.0025010565337590116-0.0016442156877296168*I	0.0010005165079254234+0.007333733861232131*I	0.0002678437152112728-0.009042833082725105*I	-0.0005206658668225339+0.006063324695698702*I
-0.4391407999317973-0.20685999741175773*I	0.15397184944525152-0.5892748321081602*I	-0.37484713188950297-0.23376065620299147*I	-0.11616659493470995+0.1909783717407083*I	0.08566461656941068+0.0007963475420688348*I	-0.04566630206714921-0.03216148666883115*I	0.009082555397870064+0.04601565805945262*I	0.014766330217393327-0.03139903443157684*I	-0.022727170704891397+0.009263834242242681*I	0.017747254722066022+0.011307549439982205*I	-0.006449230924228998-0.021404537389711875*I	-0.004161499585325356+0.019333455527322567*I	0.009547005371138194-0.008306375433704367*I	-0.008884392941242845-0.004991856986969344*I	0.004335799254520379+0.014010771221323416*I	0.0007487610372844095-0.014991883269295925*I	-0.00372271599894654+0.008323211061503926*I	0.003863919502241293+0.002040085372435418*I	-0.0022332128185284994-0.010687048770464011*I	0.00047985064108461284+0.013397058556943607*I	0.00026784371520383043-0.009042833082721802*I
-0.07087296597337903+0.1950603522717686*I	-0.3748471318895066-0.2337606562029879*I	0.10867822048391342-0.5933568126391908*I	-0.35347618336239356-0.2060636498697013*I	-0.11653926804053154+0.16289886560288652*I	0.07337622344017065+0.019114999268248153*I	-0.030527298743939897-0.03548101496258225*I	-0.0013562221778018683+0.03696084057551748*I	0.01737458161624622-0.016771956697839548*I	-0.018737624053452556-0.003085885663552621*I	0.01097750373787345+0.016013927233579386*I	-0.0008917722045145352-0.017361192917580117*I	-0.006276141542364361+0.009635220746789108*I	0.008325345905925293+0.0016610513155351021*I	-0.006020989946912977-0.010285505475693717*I	0.0018347427208022554+0.012366555533610126*I	0.0017492775451956274-0.007658149408108864*I	-0.0034548722837631435-0.000719622021243592*I	0.003343253635389232+0.008103410068169817*I	-0.002233212818519875-0.01068704877044538*I	0.001000516507956073+0.007333733861223157*I
0.06429366804230797-0.026900658791201047*I	-0.11616659493470761+0.19097837174071589*I	-0.3534761833624032-0.20606364986969233*I	0.10830554737810105-0.6214363187770126*I	-0.36576457649163074-0.1877449981435604*I	-0.10140026471733138+0.1595793373091567*I	0.0629374458645142+0.01006018178431345*I	-0.027919047345088904-0.02085393722887722*I	0.0026333244736274327+0.02461112066975937*I	0.01060483063207587-0.012065578904231544*I	-0.013180165333740616+0.000957458808543349*I	0.008862861780829446+0.006315692453036697*I	-0.002113431669716372-0.007393766168372895*I	-0.003412738548063665+0.004341572258035845*I	0.00582428937220601+0.00001683562783850821*I	-0.005020473438972452-0.0029517716145006753*I	0.002102586435963303+0.0033237224508531346*I	0.0012286116783290486-0.0015948247123699268*I	-0.0034548722837458457-0.0007196220212086245*I	0.003863919502260964+0.0020400853724486323*I	-0.0025010565337031943-0.001644215687752304*I
-0.04529362896134118-0.004081980531011399*I	0.08566461656940394+0.0007963475421013241*I	-0.11653926804052402+0.16289886560289868*I	-0.3657645764916259-0.18774499814356238*I	0.12344455070131634-0.6247558470707488*I	-0.37620335406728267-0.19679981562743423*I	-0.09879201331845852+0.17420641504287424*I	0.06692699251595474-0.002289538121488476*I	-0.03468879832926103-0.01614755943526123*I	0.008190783193343258+0.028654465141848738*I	0.008490188675002773-0.021763813684795665*I	-0.014401824798959894+0.010924885557769002*I	0.011726264775142478+0.0010220439642684585*I	-0.0046144882034555405-0.009037981856107203*I	-0.0024122220401200673+0.011675306119235007*I	0.006092133087400972-0.009025997454898719*I	-0.005541139305844479+0.0031115530812374976*I	0.0021025864359847353+0.0033237224508730063*I	0.0017492775452187088-0.007658149408084304*I	-0.003722715998933261+0.008323211061509189*I	0.0028634029943122585-0.0052936484887717294*I
0.021370948527066586+0.02769700633329886*I	-0.04566630206717263-0.03216148666882887*I	0.07337622344018573+0.019114999268233745*I	-0.10140026471730516+0.15957933730914875*I	-0.37620335406728195-0.19679981562743476*I	0.12605280210017805-0.6101287693369944*I	-0.3722138074158677-0.20914953553323215*I	-0.10556176430266889+0.17891279283646866*I	0.0724844512356584+0.001753806350617674*I	-0.03680344028632001-0.025845794215809334*I	0.006969123728121078+0.03862189189107605*I	0.01135359166931617-0.02705746217353215*I	-0.016902881332691463+0.009280669870072797*I	0.012726781283077512+0.008355777825492228*I	-0.004346644488238429-0.018080814938815137*I	-0.0029328879069547647+0.01773863081498001*I	0.006092133087400768-0.009025997454919606*I	-0.005020473438998351-0.002951771614516237*I	0.0018347427207854687+0.012366555533602512*I	0.000748761037286357-0.014991883269280953*I	-0.0012216594652026957+0.009967426749257657*I
-0.00037267310584164986-0.02807950613782679*I	0.009082555397855898+0.04601565805945681*I	-0.030527298743931643-0.03548101496258574*I	0.0629374458645335+0.010060181784309804*I	-0.09879201331845273+0.17420641504288903*I	-0.37221380741587196-0.2091495355332262*I	0.11928305111596062-0.6054223915434275*I	-0.3666563486961591-0.20510619106115102*I	-0.1076764062597008+0.16921455805593907*I	0.07126279177045668+0.011721233099863082*I	-0.03394003729199649-0.03113944270457945*I	0.0044680671944055264+0.036977676203332734*I	0.01235410817725135-0.019723728312332784*I	-0.016635037617489502+0.00023783678733944847*I	0.012206115416242596+0.014419102521221293*I	-0.004346644488236308-0.018080814938827447*I	-0.002412222040120305+0.011675306119223768*I	0.00582428937219929+0.00001683562779676411*I	-0.006020989946918635-0.010285505475717445*I	0.004335799254517286+0.014010771221334768*I	-0.002114641957037089-0.009698234780533999*I
-0.012288393129236495+0.018318651726153858*I	0.014766330217378585-0.03139903443154838*I	-0.001356222177797667+0.03696084057553615*I	-0.027919047345071935-0.020853937228881365*I	0.06692699251595542-0.002289538121472145*I	-0.10556176430265664+0.17891279283648565*I	-0.3666563486961521-0.205106191061151*I	0.11716840915894769-0.6151206263239763*I	-0.3678780081613361-0.19513876431191624*I	-0.1048130032653738+0.16392090956716587*I	0.06876173523672252+0.010077017412126025*I	-0.03293952078407128-0.023805708843364314*I	0.004735910909604901+0.02793484312060554*I	0.01183344231041384-0.013660403616622381*I	-0.016635037617477994+0.00023783678731874124*I	0.012726781283085475+0.008355777825490334*I	-0.0046144882034449535-0.009037981856095124*I	-0.003412738548037292+0.004341572258014952*I	0.008325345905951383+0.0016610513155350202*I	-0.00888439294123323-0.004991856986953809*I	0.005557458719712582+0.004043344472081767*I
0.015139003323191938-0.0033195282937478186*I	-0.022727170704897087+0.009263834242246458*I	0.017374581616257316-0.01677195669783105*I	0.002633324473640377+0.024611120669742376*I	-0.03468879832927638-0.016147559435267127*I	0.07248445123565642+0.001753806350638784*I	-0.10767640625969783+0.16921455805595131*I	-0.36787800816135724-0.19513876431191884*I	0.12003181215325942-0.6204142748127602*I	-0.37037906469507575-0.1967829799996525*I	-0.10381248675746524+0.17125464342840604*I	0.06902957895190574+0.0010341843294264042*I	-0.03346018665090963-0.017742384147631875*I	0.004735910909622282+0.0279348431206102*I	0.01235410817727144-0.019723728312333953*I	-0.016902881332677224+0.009280669870051632*I	0.011726264775142204+0.001022043964262829*I	-0.002113431669721616-0.007393766168372348*I	-0.006276141542347241+0.009635220746794943*I	0.009547005371155782-0.008306375433689063*I	-0.006769750984203071+0.004706377793589844*I
-0.010438777575655419-0.009054817483917748*I	0.017747254722085538+0.0113075494399902*I	-0.01873762405343947-0.0030858856635476105*I	0.010604830632065302-0.012065578904256729*I	0.008190783193333637+0.02865446514183657*I	-0.03680344028633491-0.025845794215796237*I	0.07126279177044587+0.011721233099865462*I	-0.1048130032653872+0.1639209095671561*I	-0.37037906469509413-0.1967829799996609*I	0.12103232866118364-0.6130805409515157*I	-0.3701112209798794-0.2058258130823609*I	-0.1043331526242934+0.17731796812409356*I	0.06902957895192899+0.001034184329387834*I	-0.03293952078406647-0.02380570884335374*I	0.00446806719440647+0.03697767620334148*I	0.011353591669323695-0.027057462173571575*I	-0.014401824798962709+0.010924885557767324*I	0.008862861780836468+0.00631569245304343*I	-0.0008917722044967574-0.01736119291760179*I	-0.004161499585321202+0.019333455527322605*I	0.003989546651416709-0.012349719905784762*I
