0.30234702317415807-0.000013643841167650082*I	0.10469404622239493-0.00001217030638960347*I	0.04206361970484157-9.523110163466867*^-6*I	0.01952339741282467-7.5147651937961685*^-6*I	0.010272016827784643-6.109483394099897*^-6*I	0.005978294935329309-5.107931354105821*^-6*I	0.0037625536815412705-4.367054199011702*^-6*I	0.0025152512714529548-3.798632410524227*^-6*I	0.0017623719351863678-3.3485976238987443*^-6*I	0.0012817926039738348-2.9828179170723897*^-6*I	0.0009608163665745198-2.6789335641667648*^-6*I	0.0007383073915733296-2.4217642221740698*^-6*I	0.0005791888827970681-2.200669168332199*^-6*I	0.00046236456704902665-2.0079784964351*^-6*I	0.0003746294455904987-1.8380275627285456*^-6*I	0.0003074303788260177-1.68654279253104*^-6*I	0.00025506095600498583-1.5502391303383076*^-6*I	0.00021361434427814247-1.4265490470080135*^-6*I	0.00018035414267736856-1.3134356982961487*^-6*I	0.00015332453099253378-1.209261319488837*^-6*I	0.00013110200062449855-1.112692728496075*^-6*I	0.00011263334429413512-1.0226322857743252*^-6*I	0.00009712759264559882-9.381666504140563*^-7*I	0.00008398249238507731-8.585281908900374*^-7*I	0.00007273357541073022-7.830655342577555*^-7*I	0.00006301828990850536-7.112208073068418*^-7*I	0.00005455035061074142-6.425118402171576*^-7*I	0.00004710113347276763-5.765180919746014*^-7*I	0.000040485996724200574-5.128693950114489*^-7*I	0.00003455409199716121-4.5123685385856686*^-7*I	0.000029180676467382722-3.913254012244776*^-7*I	0.00002426123481231057-3.328676360679676*^-7*I	0.00001970692088312931-2.756186560983685*^-7*I	0.000015440966343608683-2.193516613366451*^-7*I	0.000011395798222098171-1.6385415249019777*^-7*I	7.5106729744378995*^-6-1.0892458249006528*^-7*I	3.729680157453168*^-6-5.4369344776862256*^-8*I
0.10469404622239485-0.000012170306389603467*I	0.34441064287899936-0.000023166951331116935*I	0.12421744363521957-0.00001968507158339964*I	0.05233563653262623-0.000015632593557566767*I	0.025501692348153977-0.000012622696547901994*I	0.01403457050932591-0.000010476537593111599*I	0.008493546206782266-8.90656376463005*^-6*I	0.005524925616727641-7.715651822910449*^-6*I	0.00379704387542679-6.781450327596615*^-6*I	0.0027231883017608885-6.0275311880655065*^-6*I	0.0020200999955471647-5.404582139246459*^-6*I	0.001540005249371589-4.879602732498966*^-6*I	0.0012006719586223574-4.42974271860917*^-6*I	0.0009538183283875668-4.038696731060742*^-6*I	0.0007697949458750445-3.694521288966141*^-6*I	0.0006296904015954844-3.388266693066853*^-6*I	0.0005210447231041601-3.1130918395390527*^-6*I	0.0004354150986823546-2.8636748286344564*^-6*I	0.00036693887527067633-2.6358103664968504*^-6*I	0.0003114561433018669-2.4261284267922222*^-6*I	0.0002659578752866689-2.231893605263162*^-6*I	0.00022822959327009731-2.0508593789101305*^-6*I	0.00019661583667921238-1.8811604766643621*^-6*I	0.00016986116805632902-1.7212321846718121*^-6*I	0.00014700078229358264-1.569748998196879*^-6*I	0.00012728392602147161-1.4255773744749128*^-6*I	0.00011011942338127296-1.2877388992814434*^-6*I	0.00009503634733494197-1.1553812352286066*^-6*I	0.00008165522546992882-1.0277549458331684*^-6*I	0.00006966667319158327-9.041947962359263*^-7*I	0.000058815326809471776-7.841044899265344*^-7*I	0.00004888759735051203-6.66944057322846*^-7*I	0.00003970220115591924-5.522192974046126*^-7*I	0.000031102719105227494-4.3947280858856616*^-7*I	0.000022951639318046583-3.282762438267104*^-7*I	0.000015125478379551338-2.1822349726705997*^-7*I	7.510672974437899*^-6-1.0892458249006525*^-7*I
0.04206361970484157-9.523110163466865*^-6*I	0.12421744363521957-0.00001968507158339964*I	0.35468265970678453-0.000029276434725216846*I	0.13019573857054897-0.00002479300293750548*I	0.05609819021416754-0.00001999964775657848*I	0.028016943619606938-0.00001642132895842622*I	0.015796942444512272-0.00001382513521701035*I	0.009775338810756101-0.000011889381681702446*I	0.00648574198330216-0.00001039458538707722*I	0.004535351267000119-9.203214549770694*^-6*I	0.0033023771845579575-8.228200356397722*^-6*I	0.0024824645625961942-7.412560635681571*^-6*I	0.001914634694962089-6.717630295227518*^-6*I	0.001508102337448375-6.116285511140211*^-6*I	0.0012088792843925535-5.588935861399054*^-6*I	0.000983409290153187-5.121070335974157*^-6*I	0.0008100445442728532-4.701702391363004*^-6*I	0.0006743692540966941-4.322353159027892*^-6*I	0.0005665170993068527-3.9763675571305325*^-6*I	0.0004795722195648113-3.6584426522711765*^-6*I	0.00040858373594746585-3.3642950772062787*^-6*I	0.00034994036767174627-3.0904217961531986*^-6*I	0.0003009631686808276-2.8339249131678867*^-6*I	0.0002596341265877177-2.5923812839712045*^-6*I	0.0002244115186670704-2.363744024888969*^-6*I	0.00019410191576635025-2.146267090171481*^-6*I	0.0001677699227456721-1.9384467694863626*^-6*I	0.00014467351537843416-1.7389757531400103*^-6*I	0.0001242170238023247-1.5467066364530846*^-6*I	0.00010591646028223941-1.360622581901137*^-6*I	0.00008937359407471256-1.1798134523342953*^-6*I	0.00007425629315308044-1.0034561512631798*^-6*I	0.00006028339557261018-8.307982098130435*^-7*I	0.000047212874130357156-6.611438798946779*^-7*I	0.00003483239926268064-4.938421533654283*^-7*I	0.00002295163931804658-3.2827624382671046*^-7*I	0.000011395798222098171-1.6385415249019777*^-7*I
0.019523397412824665-7.514765193796168*^-6*I	0.05233563653262626-0.000015632593557566767*I	0.1301957385705489-0.00002479300293750547*I	0.3584452133883256-0.000033643488924228573*I	0.13271098984200183-0.000028591635348029695*I	0.05786056214935386-0.00002334824538047721*I	0.029298736223580764-0.0000194041468754986*I	0.016757758811086813-0.000016504068781177107*I	0.010513646202329434-0.000014311145903876514*I	0.007064930866099228-0.000012595254555409418*I	0.004997715834049149-0.000011211193046205798*I	0.003677006630148459-0.000010066227919126263*I	0.002789894941422211-9.09910342821261*^-6*I	0.002169695650967075-8.267869425565815*^-6*I	0.0017217166817265173-7.542834558148223*^-6*I	0.0013892334270699214-6.902371559695199*^-6*I	0.0011367338211457209-6.330331655462988*^-6*I	0.0009411465448973511-5.814395119859073*^-6*I	0.0007870025983908286-5.344985444802216*^-6*I	0.0006636446919524513-4.914534207544585*^-6*I	0.0005635547119498881-4.516970843161211*^-6*I	0.0004813173113581958-4.147360611464031*^-6*I	0.00041295865758025137-3.8016426034600395*^-6*I	0.0003555135192915687-3.4764367533850422*^-6*I	0.0003067352600604853-3.168899375945805*^-6*I	0.0002648975153912707-2.876613419900418*^-6*I	0.00022865600776351134-2.5975039440300464*^-6*I	0.00019695059921305482-2.329772170710839*^-6*I	0.00016893475019074474-2.0718433892079783*^-6*I	0.00014392394468545403-1.822325292551452*^-6*I	0.00012135742662584804-1.5799742432377803*^-6*I	0.00010076939229681067-1.3436676048244919*^-6*I	0.0000817669661275183-1.112380733753244*^-6*I	0.0000640130757300633-8.851675545899053*^-7*I	0.00004721287413035711-6.611438798946776*^-7*I	0.00003110271910522746-4.3947280858856606*^-7*I	0.000015440966343608677-2.1935166133664502*^-7*I
0.010272016827784645-6.109483394099896*^-6*I	0.025501692348153984-0.000012622696547901996*I	0.05609819021416751-0.00001999964775657847*I	0.13271098984200183-0.000028591635348029695*I	0.36020758532351194-0.000036992086548127295*I	0.13399278244597568-0.000031574453265102073*I	0.058821378515928335-0.000026027178944643954*I	0.030037043615154094-0.000021825911097672664*I	0.01733694769388387-0.0000187047379495093*I	0.010976010769378453-0.00001631912440031161*I	0.007439560311689728-0.000014433282118137962*I	0.005305146212875168-0.00001289773583873684*I	0.0039320675861534435-0.000011616467049464572*I	0.0030035092857003515-0.000010525652475220615*I	0.002350049793644441-9.581305123861965*^-6*I	0.0018750412127190488-8.752095877637056*^-6*I	0.001520335427694419-8.015064288191263*^-6*I	0.0012493671654398544-7.3529639412373125*^-6*I	0.0010382741375429493-6.7525617702731245*^-6*I	0.0008709850907759045-6.203513635692243*^-6*I	0.0007363782673631806-5.697599741802331*^-6*I	0.0006265730018583927-5.228191650468044*^-6*I	0.0005358676619689365-4.789872451681184*^-6*I	0.00046005979105301836-4.3781606954346364*^-6*I	0.0003959995160157688-3.989306148396485*^-6*I	0.00034128935205764605-3.620136229804366*^-6*I	0.0002940781918586532-3.267938821124892*^-6*I	0.00025291724257582164-2.9303715800980125*^-6*I	0.00021665752009618396-2.6053908268092053*^-6*I	0.0001843757165343532-2.2911950505446204*^-6*I	0.0001553197429075519-1.9861794450416478*^-6*I	0.00012886809960028576-1.6888988257278435*^-6*I	0.0001044990724542637-1.3980369496013518*^-6*I	0.0000817669661275182-1.1123807337532425*^-6*I	0.00006028339557261008-8.307982098130423*^-7*I	0.00003970220115591917-5.522192974046119*^-7*I	0.000019706920883129277-2.7561865609836813*^-7*I
0.005978294935329307-5.107931354105822*^-6*I	0.01403457050932591-0.000010476537593111597*I	0.028016943619606924-0.00001642132895842621*I	0.05786056214935384-0.000023348245380477216*I	0.13399278244597562-0.000031574453265102073*I	0.3611684016900865-0.000039671020112294046*I	0.13473108983754897-0.00003399621748727612*I	0.059400567398725464-0.000028227848112976166*I	0.030499408182203137-0.000023833889594107776*I	0.017711577139474372-0.000020542765512237856*I	0.011283441148204478-0.00001800566719284267*I	0.00769462126769472-0.000015983521248476283*I	0.005518760557153313-0.000014324284885744862*I	0.0041124217288308115-0.000012929902747760713*I	0.003156833816692885-0.00001173491379470945*I	0.0024811517942689393-0.000010693997852358031*I	0.0019876745570131843-9.774728163411376*^-6*I	0.0016174630203400176-8.953230938605323*^-6*I	0.0013333496578249318-8.211492132127342*^-6*I	0.0011110077129536785-7.535627304530872*^-6*I	0.0009340033806844098-6.914734442999077*^-6*I	0.000790928617973922-6.340111582019484*^-6*I	0.0006736741353311602-5.804709742442643*^-6*I	0.0005763536586931369-5.302741846692628*^-6*I	0.0004946138830501793-4.829397549293196*^-6*I	0.0004251801924831513-4.380631549620961*^-6*I	0.00036555058686995635-3.953003865872331*^-6*I	0.00031378511274178235-3.543557477223258*^-6*I	0.00026835820891943027-3.1497232414346546*^-6*I	0.00022805331831828203-2.769244979299401*^-6*I	0.00019188638950879097-2.4001196330346835*^-6*I	0.00015904942306500504-2.040548789818508*^-6*I	0.0001288680996002857-1.6888988257278428*^-6*I	0.00010076939229681053-1.3436676048244902*^-6*I	0.0000742562931530803-1.0034561512631775*^-6*I	0.00004888759735051192-6.669440573228447*^-7*I	0.000024261234812310526-3.32867636067967*^-7*I
0.003762553681541266-4.367054199011702*^-6*I	0.008493546206782259-8.906563764630046*^-6*I	0.015796942444512255-0.000013825135217010336*I	0.029298736223580753-0.000019404146875498593*I	0.058821378515928356-0.000026027178944643957*I	0.13473108983754895-0.00003399621748727613*I	0.3617475905728833-0.000041871689280626235*I	0.13519345440459798-0.00003600419598371124*I	0.05977519684431593-0.000030065875675704716*I	0.030806838561029132-0.000025520432386638815*I	0.01796663809547936-0.000022093004642576193*I	0.011497055492482623-0.000019432216239850688*I	0.007874975410372092-0.000017296956946772442*I	0.005672085088145844-0.000015533546205233683*I	0.004243523729455309-0.000014042595476256783*I	0.003269467160987017-0.000012757546080483758*I	0.002578279386914536-0.000011632164502772073*I	0.0020716570493982604-0.000010633256354301402*I	0.001690196595750745-9.73629647286306*^-6*I	0.0013963679477334353-8.922712939434172*^-6*I	0.0011655580635644193-8.178139144748021*^-6*I	0.0009811045141571765-7.491252534973676*^-6*I	0.0008314146146981218-6.852980977030928*^-6*I	0.0007082282273283205-6.255946596301202*^-6*I	0.000605534335160519-5.694067247917098*^-6*I	0.0005188751178624894-5.162265185361162*^-6*I	0.00044488711336628043-4.656250205719326*^-6*I	0.000380991553213565-4.172355527208973*^-6*I	0.00032518091096388056-3.707411629713452*^-6*I	0.0002758688818938681-3.2586478239247173*^-6*I	0.00023178299847573505-2.823614324076261*^-6*I	0.00019188638950879086-2.4001196330346814*^-6*I	0.0001553197429075517-1.9861794450416444*^-6*I	0.00012135742662584774-1.5799742432377763*^-6*I	0.00008937359407471234-1.1798134523342913*^-6*I	0.00005881532680947162-7.841044899265323*^-7*I	0.000029180676467382647-3.9132540122447653*^-7*I
0.0025152512714529535-3.7986324105242282*^-6*I	0.005524925616727638-7.71565182291045*^-6*I	0.009775338810756096-0.00001188938168170244*I	0.0167577588110868-0.00001650406878117711*I	0.03003704361515409-0.000021825911097672674*I	0.05940056739872546-0.000028227848112976183*I	0.13519345440459812-0.000036004195983711264*I	0.36212222001847416-0.00004370971684335483*I	0.13550088478342412-0.00003769073877624233*I	0.06003025780032098-0.00003161611480604308*I	0.031020452905307323-0.000026946981433646892*I	0.018146992238156752-0.000023406440340872387*I	0.011650380023475172-0.000020641477559339565*I	0.008006077410996595-0.000018409649675268524*I	0.005784718432439982-0.000016556178491008024*I	0.004340651322100909-0.000014980762126670843*I	0.0033534496533720974-0.000013616074271373804*I	0.002651012962325268-0.000012415230037029842*I	0.002134675339306766-0.000011344477161608243*I	0.0017447469463614885-0.000010378808313080226*I	0.0014434690812062032-9.499231031408773*^-6*I	0.0012060440602886197-8.691008539759466*^-6*I	0.001015658606154338-7.942489388832242*^-6*I	0.0008605952911655047-7.244306378255405*^-6*I	0.0007324894621406317-6.588814232369172*^-6*I	0.0006252412560436486-5.96968590401547*^-6*I	0.0005343160842060982-5.381616846697806*^-6*I	0.0004562829115883787-4.820104358209524*^-6*I	0.00038850222618800305-4.281280109699041*^-6*I	0.00032891059112133376-3.7617809744903155*^-6*I	0.0002758688818938682-3.2586478239247173*^-6*I	0.00022805331831828198-2.7692449792993985*^-6*I	0.00018437571653435303-2.291195050544616*^-6*I	0.00014392394468545368-1.822325292551447*^-6*I	0.00010591646028223914-1.360622581901132*^-6*I	0.00006966667319158309-9.041947962359238*^-7*I	0.000034554091997161125-4.512368538585656*^-7*I
0.001762371935186366-3.348597623898746*^-6*I	0.0037970438754267874-6.78145032759662*^-6*I	0.006485741983302157-0.000010394585387077217*I	0.010513646202329427-0.000014311145903876506*I	0.01733694769388386-0.000018704737949509306*I	0.030499408182203126-0.000023833889594107787*I	0.059775196844315946-0.000030065875675704753*I	0.13550088478342415-0.00003769073877624233*I	0.362377280974479-0.00004525995597369317*I	0.13571449912770223-0.000039117287823250387*I	0.06021061194299833-0.00003292955050433928*I	0.031173777436299854-0.00002815624275313576*I	0.018278094238781253-0.00002451913306936848*I	0.011763013367769304-0.00002166410984511388*I	0.008103205003642188-0.000019347816325682574*I	0.005868700924825054-0.000017414706681898048*I	0.004413384897511637-0.000015763827660928588*I	0.0034164679432806024-0.000014327295078680644*I	0.002705563312936008-0.00001305774187724699*I	0.0021817764727795324-0.00001192099525358284*I	0.0017852329430856862-0.000010891677708091658*I	0.001478023173203363-9.95046788526733*^-6*I	0.0012352247367560024-9.082333940983946*^-6*I	0.0010399198409666484-8.275357024900205*^-6*I	0.0008803022120486333-7.5199250343537715*^-6*I	0.0007479304284842398-6.808165893705813*^-6*I	0.0006366370542657462-6.133540056505663*^-6*I	0.0005418267571805361-5.490541429187867*^-6*I	0.00046001259174583174-4.874473702986382*^-6*I	0.0003885022261880029-4.2812801096990365*^-6*I	0.0003251809109638805-3.7074116297134516*^-6*I	0.00026835820891943-3.14972324143465*^-6*I	0.00021665752009618355-2.605390826809199*^-6*I	0.0001689347501907443-2.071843389207971*^-6*I	0.00012421702380232435-1.5467066364530786*^-6*I	0.0000816552254699286-1.027754945833165*^-6*I	0.00004048599672420044-5.128693950114472*^-7*I
0.0012817926039738324-2.9828179170723884*^-6*I	0.002723188301760884-6.027531188065505*^-6*I	0.004535351267000115-9.203214549770689*^-6*I	0.007064930866099222-0.000012595254555409416*I	0.01097601076937844-0.00001631912440031161*I	0.01771157713947435-0.00002054276551223787*I	0.030806838561029132-0.00002552043238663883*I	0.060030257800320924-0.000031616114806043073*I	0.13571449912770212-0.000039117287823250346*I	0.3625576351171563-0.00004657339167198932*I	0.1358678236586947-0.00004032654914273924*I	0.06034171394362286-0.00003404224323283535*I	0.03128641078059399-0.000029178875038910082*I	0.018375221831426838-0.000025457299719782488*I	0.011846995860154372-0.000022522638036003885*I	0.008175938579052917-0.00002013088185994029*I	0.005931719214733557-0.000018125927489204864*I	0.004467935248122376-0.000016406339501145724*I	0.0034635690767533655-0.000014903813170655216*I	0.0027460493096602054-0.000013570611272258407*I	0.00221633056477669-0.000012372232107441383*I	0.001814413619553067-0.000011283003109316119*I	0.0015022844080156725-0.000010283335521335292*I	0.0012549316576391293-9.357952597082301*^-6*I	0.0010553608073102557-8.494708686236834*^-6*I	0.0008916980102707307-7.683779186843955*^-6*I	0.0007554411014586769-6.917090476195869*^-6*I	0.0006403667344231991-6.187909401282516*^-6*I	0.0005418267571805355-5.490541429187864*^-6*I	0.0004562829115883781-4.820104358209516*^-6*I	0.0003809915532135644-4.172355527208966*^-6*I	0.00031378511274178164-3.543557477223248*^-6*I	0.000252917242575821-2.9303715800980015*^-6*I	0.00019695059921305414-2.3297721707108285*^-6*I	0.00014467351537843367-1.7389757531400017*^-6*I	0.0000950363473349416-1.155381235228601*^-6*I	0.000047101133472767434-5.765180919745988*^-7*I
