0.5130796378710561-0.3853172388395582*I	-0.0016397055412266759-0.37633608931022233*I	-0.19308015727256866-0.08084010800365753*I	-0.06254901530941391+0.10408303418391193*I	0.06643098284175504+0.04492154880225118*I	0.03003576117768018-0.050168535217346384*I	-0.038424477567202985-0.025194001044910555*I	-0.01746070685185812+0.032720748103417414*I	0.0262224572192669+0.01646852341424515*I	0.011060409581045353-0.024029548003930947*I	-0.019467210855993546-0.011653266932159876*I	-0.007295828159547694+0.018924759339867484*I	0.015194338017803451+0.008666666568894683*I	0.0048695698423025305-0.015618618736293565*I	-0.012244372638753505-0.006662625609639317*I	-0.003201821969460989+0.013343865269298169*I	0.010079194813669744+0.005254122222527526*I	0.00200533103537212-0.011697004437570655*I	-0.00840813720571437-0.004223135469648835*I	-0.0011126099021570653+0.010450012788370761*I	0.007075389795562773+0.0034195919379611784*I	0.00043893118091537615-0.009503918406235956*I	-0.005969767383622015-0.0027878069153081503*I	0.00008008699615099811+0.008771033291283935*I	0.005021616796510965+0.0022813956477302634*I	-0.0004958230149555493-0.008191385220750334*I	-0.004202920871515767-0.0018591600186200357*I	0.0008204614939720761+0.007737306975619994*I	0.0034754403643292983+0.0015072126247749331*I	-0.001071589064817723-0.007371391787357455*I	-0.002811934106709457-0.0011919085676269496*I	0.0012655744816616366+0.00709556345126798*I	0.0021951313278525523+0.0009193136410843877*I	-0.0014151990700999666-0.006881795211972561*I	-0.0016166336717673298-0.0006670697405960562*I	0.0015240251572463462+0.006731537480233001*I	0.001068004201708743+0.00043421147352220094*I	-0.0015874502800581223-0.006637490157029048*I	-0.0005252222348209159-0.0002203969283223658*I	0.0016270009431172947+0.006581643254707423*I
-0.0016397055412265553-0.37633608931022905*I	0.3199994805985165-0.46615734684322807*I	-0.06418872085057738-0.27225305512632597*I	-0.12664917443074986-0.035918559201421896*I	-0.03251325413169902+0.05391449896655071*I	0.02800650527456065+0.019727547757327744*I	0.012575054325817006-0.017447787113941016*I	-0.012202020347959266-0.008725477630672582*I	-0.00640029727085541+0.008691200099480639*I	0.0067552463632309665+0.004815256482074563*I	0.0037645814214714523-0.005104788664084338*I	-0.00427287283820525-0.0029866003632763897*I	-0.0024262583172671927+0.0033061406035931333*I	0.002949965379020978+0.002004040959305325*I	0.0016677478728095582-0.002274753466946349*I	-0.002165177825122213-0.0014085033870883856*I	-0.0011964909341364517+0.0016468608317398855*I	0.0016710576079202373+0.0010309867529105195*I	0.0008927211332135534-0.0012469916491456917*I	-0.001332747410134656-0.000803543531636983*I	-0.0006736787212478577+0.0009460943821693916*I	0.0011056224119050466+0.000631785022680148*I	0.0005190181770322701-0.0007328851149244388*I	-0.0009481505871116549-0.0005064112675588256*I	-0.00041573601877582236+0.0005796480705409467*I	0.0008186959250287648+0.0004222356291156619*I	0.0003246384790408756-0.00045407824512063127*I	-0.0007274805071659734-0.0003519473938301538*I	-0.00025112757082239746+0.00036591518829608594*I	0.0006635062576527232+0.00031530405722085883*I	0.00019398541689260568-0.0002758283359921983*I	-0.000616802778794728-0.0002725949264754534*I	-0.00014962458838618093+0.00021376823930697086*I	0.0005784976561099377+0.0002522439004770142*I	0.00010882608714136305-0.00015025773172710875*I	-0.0005486294700796099-0.00023285826704145878*I	-0.00006342512283230329+0.00009404732322177267*I	0.000542781966869627+0.00021381454519597934*I	0.00003955066304474697-0.00005584690232237465*I	-0.000525222234830121-0.00022039692831535125*I
-0.19308015727255287-0.08084010800366996*I	-0.06418872085057191-0.2722530551263343*I	0.38643046344036763-0.4212357980409951*I	-0.03415295967283542-0.32242159034368983*I	-0.16507365199794183-0.06111256024634913*I	-0.04997396098356894+0.08663524706994646*I	0.05422896249380729+0.03619607117154866*I	0.023635463906821814-0.04147733511789905*I	-0.03166923120401156-0.020378744562861855*I	-0.013696125430453914+0.027615959439311676*I	0.021949584381002113+0.013481923050939705*I	0.008634151263739261-0.020723407400374448*I	-0.016517245477007673-0.009649225972863195*I	-0.005628080286779085+0.01665000587296724*I	0.013029160192644242+0.007258163181889762*I	0.0036730789081294486-0.013971757904480285*I	-0.010573315030886916-0.0056316388566846716*I	-0.002309100836309393+0.012096873620193658*I	0.008746447403506824+0.004450578690955217*I	0.0013316523141444305-0.010750910055323935*I	-0.007302514793791124-0.003591350446899748*I	-0.0005935917251592064+0.009717127673507521*I	0.006127239208384998+0.0029131806704650277*I	0.000023195162098636974-0.008924270335640952*I	-0.005151071458582771-0.002365571286155828*I	0.0004047254752309467+0.00831695504619327*I	0.004294136289384668+0.0019294482539330394*I	-0.0007469505857429717-0.0078254700324283*I	-0.0035394146138261885-0.0015438559613785638*I	0.001014446910906945+0.007461478639679876*I	0.0028586375855895064+0.001234617698409666*I	-0.0012212136531251764-0.00715762354792569*I	-0.002233436450511595-0.0009396646670827845*I	0.0013744005688706277+0.006945305719545058*I	0.001646501857803439+0.000686455374045517*I	-0.0014786241929329175-0.006787747888714636*I	-0.0010738517049096305-0.0004532551953604194*I	0.0015635758202732684+0.006675690577918861*I	0.0005427819668513561+0.00021381454520216428*I	-0.0015874502800835614-0.006637490157021896*I
-0.06254901530936825+0.10408303418389894*I	-0.1266491744307327-0.035918559201431007*I	-0.034152959672861756-0.3224215903436904*I	0.34800598587313397-0.4464297990859145*I	-0.05161366652475293-0.2897008422402927*I	-0.13885119477872387-0.04464403683214524*I	-0.03891355140255316+0.06260569906595417*I	0.03476175163779697+0.024542804239318004*I	0.0163396357472655-0.02255257577810168*I	-0.016474893186214864-0.011712077994022336*I	-0.008826555588171177+0.011997340703002107*I	0.009705211742210718+0.006819297441329783*I	0.0054323292942381855-0.007379542131029383*I	-0.0064380506633691294-0.004395103750310242*I	-0.003622749251431846+0.004953001435412949*I	0.0046210229869197515+0.0030350277122962255*I	0.0025604690059958936-0.0035217451160086187*I	-0.0034979252352775264-0.002212046918627315*I	-0.0018701696553730174+0.0025929552140114957*I	0.0027766800198499486+0.0016627717756840439*I	0.0014117393102320032-0.0019798767639813094*I	-0.0022808979973174513-0.0013099547990934228*I	-0.0010894147401014666+0.0015257424528208384*I	0.0019243183369017963+0.0010540206518960368*I	0.0008436566560876128-0.001186963359962501*I	-0.001675631094255749-0.0008583586613130217*I	-0.0006668635895857499+0.0009455632589058186*I	0.0014822021826997036+0.0007375396863857197*I	0.0005186238959724932-0.000729906581079324*I	-0.0013442832859051628-0.000624542320265557*I	-0.0004007521591399771+0.0005796834276513462*I	0.0012420039138398178+0.0005675479577248406*I	0.00030281150411097177-0.00042608606773019184*I	-0.001165432248814685-0.0005054531935394783*I	-0.0002130497111779339+0.00030781556252769984*I	0.0011212796230160383+0.00046605844568820725*I	0.00014837675021864082-0.0002061046340493603*I	-0.0010738517048936161-0.00045325519537565604*I	-0.00006342512284256081+0.00009404732320518054*I	0.0010680042016815842+0.0004342114735079737*I
0.06643098284181453+0.04492154880223089*I	-0.03251325413166909+0.053914498966533636*I	-0.16507365199798188-0.06111256024635435*I	-0.051613666524797736-0.2897008422402952*I	0.374228443092331-0.42996127567171705*I	-0.040553256943747985-0.3137303902442955*I	-0.15831840563471763-0.056297303764380247*I	-0.0462093795620626+0.0815304584057581*I	0.04995608965564753+0.0332094708081662*I	0.02120920558957865-0.03817119451440973*I	-0.02871926582499184-0.018374703603636168*I	-0.012028377557653763+0.025341205972339652*I	0.01978440655587461+0.012073419663862179*I	0.007437660329598401-0.01907654656862496*I	-0.014846187869094862-0.008618239219951073*I	-0.004735359153557531+0.015403014223852131*I	0.011696412782552634+0.006454619650332794*I	0.002999400186943672-0.01302566352221831*I	-0.009467692618953395-0.004999853833933177*I	-0.001790082659312325+0.011363988505332288*I	0.007798296816320423+0.003944167423483893*I	0.0009159162953063501-0.010171261984675658*I	-0.006483818868788577-0.0031691148176774967*I	-0.0002689532461193087+0.009263049428488603*I	0.005399758701212938+0.0025612332767340844*I	-0.00022793240874928884-0.008558355147263315*I	-0.004487565200967718-0.002050267228882575*I	0.0005987108920982226+0.008041126710240232*I	0.0036773335105975426+0.0016568533274886241*I	-0.0008965751740895819-0.007611701793144623*I	-0.0029609169576747594-0.001291612061020615*I	0.0011232729980660706+0.007311220907781153*I	0.002310008115509991+0.0010017594312378062*I	-0.0012846387759461986-0.007063576224768979*I	-0.0016906544835928149-0.0007258501219422188*I	0.0014139512319970402+0.006889458817141288*I	0.001121279623057802+0.0004660584456467035*I	-0.001478624192872085-0.006787747888767631*I	-0.000548629470044787-0.00023285826708418827*I	0.0015240251572507437+0.006731537480206282*I
0.030035761177712336-0.05016853521738352*I	0.028006505274595563+0.019727547757284736*I	-0.049973960983556734+0.08663524706991181*I	-0.13885119477872818-0.044644036832172336*I	-0.04055325694374819-0.31373039024431615*I	0.35476123223636324-0.44161454260396055*I	-0.04784908510324081-0.29480563090447326*I	-0.14312406761685198-0.04763063719548852*I	-0.04133980971974179+0.06591183966948796*I	0.03771171701685701+0.026546845198567457*I	0.01800738362008412-0.024827329245069325*I	-0.018640071011314194-0.01312058138109068*I	-0.01002304652226585+0.0136442015347634*I	0.011376269350149147+0.007850284194229118*I	0.0063250504274305576-0.008626533780196207*I	-0.0077707980735141746-0.005198647281937526*I	-0.004296427972639899+0.00589909581761434*I	0.005726645398856607+0.003666812734997376*I	0.00307948718296913-0.00425463023091498*I	-0.004446075822526459-0.0027184581861341922*I	-0.002285905674263793+0.0031726032846370344*I	0.003595375944846451+0.0020850074048786847*I	0.0017363777892878515-0.0024339550090421015*I	-0.0030083785044813485-0.0016619021928649363*I	-0.0013405423109460284+0.0018916576411663847*I	0.0025878245945327176+0.0013693247091253946*I	0.001037642072963946-0.00146279169597363*I	-0.0022924338730628377-0.0011309535877864014*I	-0.0008164881779665678+0.0011593314982212852*I	0.0020606998388395343+0.000989783586794538*I	0.0006274499831438195-0.000880164312975149*I	-0.0018929127559768732-0.0008574005874882562*I	-0.000464177281976359+0.0006737307507605014*I	0.0017847858807355098+0.0007813625028400312*I	0.0003423621672215011-0.0004819329701771026*I	-0.001690654483570973-0.0007258501220013029*I	-0.000213049711120291+0.00030781556243256414*I	0.0016465018578898586+0.0006864553739616756*I	0.00010882608722070046-0.00015025773176845697*I	-0.001616633671720326-0.0006670697406095947*I
-0.038424477567213434-0.025194001044947085*I	0.012575054325845601-0.017447787114004954*I	0.05422896249389011+0.03619607117146973*I	-0.03891355140246226+0.06260569906589569*I	-0.1583184056346673-0.05629730376441188*I	-0.047849085103235434-0.2948056309044855*I	0.36995557025421705-0.43294787603504603*I	-0.04297951526094464-0.31042424964070575*I	-0.15536844025567645-0.05429326280505498*I	-0.04454163168927786+0.07925570493884203*I	0.04779091183050493+0.03180096742112089*I	0.020012714655464867-0.03652433368262308*I	-0.027048208217034724-0.01734371685068414*I	-0.011135656424438596+0.02409421432323261*I	0.018451659145707424+0.011269876132273274*I	0.006763981608325154-0.018130452186414032*I	-0.013740565457216254-0.007986454197262582*I	-0.004216340976608043+0.014670129108916324*I	0.010748262195289628+0.005948208382787838*I	0.0025836641680175333-0.01244601545161932*I	-0.00864899669400218-0.004577618204748673*I	-0.0014654441802837408+0.01090991026025678*I	0.007070816309152905+0.0035922200296700096*I	0.0006647887244645674-0.009805346796384836*I	-0.005820312611138945-0.0028538107604919234*I	-0.00007496782918204735+0.008987221092436453*I	0.004782955922498847+0.0022886383502103264*I	-0.0003775569970555281-0.008344586907975975*I	-0.003909067544799642-0.0017980233284340863*I	0.000707536979281883+0.007890868978448165*I	0.0031287040405606477+0.0014239950603829495*I	-0.0009600002968703517-0.007517654469939682*I	-0.002418134990735994-0.0010777975158249304*I	0.0011628236611895828+0.007255374005404104*I	0.0017847858807443085+0.0007813625028128519*I	-0.0012846387759201964-0.007063576224857356*I	-0.0011654322487736997-0.000505453193649913*I	0.0013744005689346913+0.00694530571947086*I	0.0005784976561884753+0.00025224390045749056*I	-0.0014151990700390037-0.006881795211970477*I
-0.01746070685188865+0.03272074810339011*I	-0.012202020347947855-0.008725477630741845*I	0.023635463906913606-0.04147733511799385*I	0.034761751637922805+0.024542804239262726*I	-0.046209379561981505+0.08153045840575773*I	-0.1431240676168408-0.04763063719547996*I	-0.04297951526095382-0.3104242496407162*I	0.35771119761538406-0.4396105016446181*I	-0.04618133723048999-0.2970803843713562*I	-0.14528924544203925-0.04903914058250416*I	-0.04253630065390367+0.0675587005012878*I	0.03938277462477691+0.02757783195153156*I	0.018900104753282437-0.02607432089414462*I	-0.019972818421475913-0.013924124912626134*I	-0.010696725243522807+0.014590295917034679*I	0.012481891762040802+0.008482069216982366*I	0.006844068604395155-0.009359418895070672*I	-0.00871894866074628-0.0057050585494456095*I	-0.0047121639915257835+0.006478743888207209*I	0.0065453413238408635+0.004089048364152103*I	0.0034041256620156654-0.00470870847601136*I	-0.005173556329684586-0.0030704055799496053*I	-0.002537033245099244+0.0035385184729224113*I	0.004258882202495196+0.0024003114620426676*I	0.0019303632062206764-0.0027097833451110408*I	-0.003625181283177568-0.0019344971193827063*I	-0.0014901668991885132+0.00210542588047093*I	0.003166322250781038+0.001621568609584866*I	0.0011464681601964437-0.0016130494277618436*I	-0.0028410633430964215-0.001363811854881579*I	-0.0008799133007567665+0.0012533788214566012*I	0.0026034818057794114+0.0012035981320519086*I	0.0006670006462744943-0.0009360112152593549*I	-0.002418134990744655-0.0010777975158057737*I	-0.00046417728195825457+0.0006737307507615866*I	0.0023100081155483163+0.0010017594311900221*I	0.00030281150414584004-0.00042608606779557807*I	-0.002233436450472689-0.0009396646671262909*I	-0.00014962458833438756+0.0002137682392960035*I	0.0021951313278999853+0.0009193136410829877*I
0.026222457219234618+0.016468523414197564*I	-0.006400297270860955+0.00869120009939116*I	-0.03166923120395431-0.020378744562948265*I	0.01633963574735275-0.022552575778113742*I	0.049956089655703376+0.033209470808216235*I	-0.04133980971973344+0.06591183966952575*I	-0.15536844025568003-0.054293262805071636*I	-0.0461813372304869-0.29708038437138445*I	0.3677903924290411-0.43435637942207306*I	-0.04417600619509542-0.308777388808914*I	-0.153697382647757-0.05326227605210649*I	-0.043648910556096224+0.07800871328975516*I	0.04645816442030925+0.030997423889580267*I	0.01933903593418326-0.035578239300354815*I	-0.025942585805125085-0.016711931827932194*I	-0.010616638247417402+0.02336132920837879*I	0.01750350855853485+0.010763464864818604*I	0.006348245589483949-0.017550804115762965*I	-0.012921869532190546-0.007564218568082728*I	-0.0038917024975150157+0.014216050863808819*I	0.010020781688170104+0.005596260988961395*I	0.0023325365972101143-0.012080100263325047*I	-0.00798549043633472-0.004262314147568789*I	-0.0012714587633431938+0.010634081924190584*I	0.0064540135304320964+0.003319625103154825*I	0.0005151641361614757-0.009591578557053476*I	-0.005241814954950229-0.0026015668599830505*I	0.00003385825802503066+0.00883696336068532*I	0.004234326452457498+0.002055780083101919*I	-0.0004409821198759804-0.008250539584811546*I	-0.003366285577917902-0.0015842087832706915*I	0.0007470876423535894+0.007835022076101162*I	0.002603481805750981+0.0012035981320594276*I	-0.0009600002968828674-0.0075176544699075845*I	-0.0018929127559452106-0.0008574005874383736*I	0.0011232729981168338+0.007311220907812596*I	0.0012420039138720204+0.0005675479577135694*I	-0.0012212136530935984-0.007157623547963119*I	-0.0006168027787376758-0.00027259492649743284*I	0.0012655744817158358+0.007095563451262902*I
0.011060409581019563-0.02402954800402098*I	0.006755246363220902+0.004815256481956327*I	-0.013696125430420555+0.027615959439238048*I	-0.016474893186164213-0.011712077994013444*I	0.021209205589606917-0.038171194514358374*I	0.03771171701686415+0.026546845198606565*I	-0.044541631689263055+0.07925570493883881*I	-0.14528924544201305-0.04903914058253035*I	-0.04417600619507781-0.30877738880893335*I	0.35938225522333767-0.43857951489167807*I	-0.04528861609727734-0.2983273760204726*I	-0.14662199285221766-0.04984268411408147*I	-0.04320997937519832+0.06850479488353875*I	0.040488397036648194+0.028209616974269238*I	0.01941912293027215-0.026807206009035377*I	-0.020920969008649485-0.014430536180132545*I	-0.011112461262353933+0.015169943987660646*I	0.013300587687055462+0.008904304846170727*I	0.007168707083462028-0.009813497140159643*I	-0.009446429167877421-0.006057005943257088*I	-0.0049632915623243155+0.0068446590765252864*I	0.007208847581513874+0.004404352421366832*I	0.003598111078955357-0.004984536812055115*I	-0.005790359108402169-0.0033430005064724686*I	-0.0026866578334038887+0.0037522867122320486*I	0.004837379858637715+0.002652555362541692*I	0.002039189293331438-0.002860041076854454*I	-0.004173810753313739-0.0021673553864783343*I	-0.0015535920220625353+0.002199473203638758*I	0.0037091042176360892+0.001835383154728155*I	0.00118601882323422-0.001668896330159951*I	-0.003366285577943306-0.0015842087832754566*I	-0.0008799133007919096+0.001253378821424068*I	0.0031287040405614465+0.0014239950603831706*I	0.000627449983183208-0.0008801643129037717*I	-0.002960916957639911-0.0012916120609480157*I	-0.00040075215912925154+0.0005796834276354357*I	0.002858637585621008+0.0012346176983375615*I	0.00019398541697561583-0.00027582833601497966*I	-0.0028119341066274793-0.0011919085676027447*I
