0.30234696330337557-0.000013641771717246669*I	0.10469392617062659-0.00001216616449484547*I	0.042063438848525675-9.516889820986486*^-6*I	0.019523154808680342-7.506457359721115*^-6*I	0.010271711203138688-6.099075937026339*^-6*I	0.005977924674968634-5.0954089916505286*^-6*I	0.0037621168108693476-4.3523984172888515*^-6*I	0.0025147454356627265-3.781821365708363*^-6*I	0.0017617943740891597-3.3296060248371037*^-6*I	0.0012811401220416511-2.9616168876936528*^-6*I	0.00096008529765935-2.6554904841951806*^-6*I	0.0007374935576589556-2.39604254439309*^-6*I	0.0005782875460131348-2.1726282103449946*^-6*I	0.00046137037402979505-1.977573204534307*^-6*I	0.00037353636308695297-1.8052082451070307*^-6*I	0.00030623161927396974-1.651254818630743*^-6*I	0.00025374889150624327-1.5124225926351183*^-6*I	0.00021218040715778296-1.3861383809550477*^-6*I	0.00017878871042655985-1.2703592554810356*^-6*I	0.00015161679297934314-1.1634408882853468*^-6*I	0.000129239803437419-1.0640429955853346*^-6*I	0.00011060301195281699-9.71060230850524*^-7*I	0.00009491371714297354-8.835708651426369*^-7*I	0.00008156768907975375-8.007981117149203*^-7*I	0.0000700981966236441-7.220805769114327*^-7*I	0.00006014008863620771-6.468493888056459*^-7*I	0.000051404084475882376-5.746102716525916*^-7*I	0.0000436580967950914-5.049293224518452*^-7*I	0.000036713465788881226-4.374215835278217*^-7*I	0.00003041466505955501-3.7174174161952687*^-7*I	0.000024631485551045106-3.07576451688522*^-7*I	0.00001925300064816757-2.446379036740751*^-7*I	0.00001418281502598112-1.826583368797321*^-7*I	9.33523508343255*^-6-1.2138526910328695*^-7*I	4.632090701047204*^-6-6.057725250840076*^-8*I
0.10469392617062658-0.00001216616449484547*I	0.3444104021519012-0.000023158661538233157*I	0.124217080979307-0.00001967262185456659*I	0.05233515005166437-0.000015615965758012832*I	0.02550107948364897-0.000012601866351371651*I	0.01403382801400804-0.000010451474354315195*I	0.008492670110631366-8.877230357358895*^-6*I	0.00552391118495851-7.68200444212596*^-6*I	0.0037958855577043802-6.743438253402022*^-6*I	0.002721879671748511-5.985096509032288*^-6*I	0.0020186336797006084-5.3576594320867436*^-6*I	0.0015383728436724857-4.8281186945401765*^-6*I	0.0011988639316887512-4.373615748927399*^-6*I	0.0009518239091000881-3.9778364554520285*^-6*I	0.0007676019933037648-3.628828023165051*^-6*I	0.0006272852545931961-3.3176308377421497*^-6*I	0.0005184120264317525-3.037393199585791*^-6*I	0.0004325376019328033-2.7827818481161537*^-6*I	0.0003637972001371262-2.5495792692403937*^-6*I	0.000308028513863979-2.3344022510663695*^-6*I	0.00026221980493216026-2.1345011191358717*^-6*I	0.00022415352058039272-1.9476138607279715*^-6*I	0.00019217070103257075-1.7718583425654447*^-6*I	0.00016501191376661758-1.6056514420540693*^-6*I	0.00014170777771596143-1.4476475005205658*^-6*I	0.00012150228109952653-1.296690848564024*^-6*I	0.0001037981854312992-1.151778711257491*^-6*I	0.00008811755026476363-1.0120318551804134*^-6*I	0.00007407276185464643-8.766710640713721*^-7*I	0.00006134495133992634-7.449980352163438*^-7*I	0.00004966766570772259-6.163796452936017*^-7*I	0.00003881430057702621-4.902347885682543*^-7*I	0.000028588235731600118-3.660231727773619*^-7*I	0.000018814905727028337-2.432355893881328*^-7*I	9.33523508343256*^-6-1.2138526910328706*^-7*I
0.04206343884852567-9.516889820986484*^-6*I	0.12421708097930706-0.000019672621854566593*I	0.35468211335504013-0.000029257737475259505*I	0.13019500565427558-0.000024768030846217135*I	0.056097266862533725-0.000019968364175301686*I	0.02801582491931169-0.00001638368771708002*I	0.015795622388097206-0.000013781080379152308*I	0.009773810232673014-0.000011838847245052557*I	0.006483996482617863-0.000010337494926321143*I	0.004533379115363337-9.139480797795106*^-6*I	0.0033001672177616465-8.157724719377285*^-6*I	0.0024800040537304034-7.335232636621053*^-6*I	0.0019119092067594395-6.63332693964721*^-6*I	0.0015050955509627213-6.02487056755814*^-6*I	0.0012055728006063317-5.490259048087142*^-6*I	0.0009797824004615474-5.0149664041200965*^-6*I	0.0008060739650197562-4.587990093223184*^-6*I	0.0006700288194110956-4.200834087871136*^-6*I	0.0005617774053702222-3.846824843701488*^-6*I	0.0004744002120899432-3.520639500090919*^-6*I	0.0004029422310069528-3.2179731162090073*^-6*I	0.00034378749401191413-2.9352992308507925*^-6*I	0.00029425171720403687-2.6696944376394045*^-6*I	0.00025231078966877845-2.41870773137109*^-6*I	0.00021641599824249994-2.1802617137066606*^-6*I	0.00018536587451105293-1.952576822972412*^-6*I	0.0001582157468884077-1.7341124320918462*^-6*I	0.00013421285049085418-1.5235204528770185*^-6*I	0.0001127490358158087-1.3196083068689354*^-6*I	0.00009332576250281397-1.1213089677454466*^-6*I	0.00007552776636590743-9.276563720960754*^-7*I	0.00005900290079115511-7.377649143968885*^-7*I	0.00004344639127807341-5.508120410766545*^-7*I	0.000028588235731600125-3.6602317277736196*^-7*I	0.00001418281502598114-1.8265833687973233*^-7*I
0.019523154808680342-7.506457359721118*^-6*I	0.05233515005166438-0.000015615965758012836*I	0.13019500565427575-0.00002476803084621714*I	0.3584442301659096-0.000033610135892548386*I	0.1327097510899384-0.0000285498522119255*I	0.057859061236622884-0.000023297970200138802*I	0.029296965041353356-0.000019345304604773684*I	0.016755707685756554-0.000016436570863347506*I	0.010511303790331977-0.00001423488978944565*I	0.007062284028631-0.00001251012313666614*I	0.0049947494893931325-0.000011117054002329423*I	0.0036737035808486014-9.962932964484318*^-6*I	0.002786235673004374-8.986487455251807*^-6*I	0.0021656580982656833-8.145749532282332*^-6*I	0.0017172759581205034-7.41100894851319*^-6*I	0.0013843615110328905-6.760618303568178*^-6*I	0.0011313991934408909-6.178407292405443*^-6*I	0.0009353137684571747-5.652033088808515*^-6*I	0.0007806318313639122-5.171894318721658*^-6*I	0.0006566911225131953-4.730395708844123*^-6*I	0.0005559679011696969-4.321437611805841*^-6*I	0.0004730404276305968-3.940053693120441*^-6*I	0.0004039275826481217-3.5821486196564372*^-6*I	0.00034565580167991906-3.244304709291995*^-6*I	0.00029596888646386983-2.9236370538229343*^-6*I	0.0002531294640313812-2.6176832972344814*^-6*I	0.00021578053957060786-2.3243185645919375*^-6*I	0.0001828472324394528-2.0416888837803667*^-6*I	0.00015346585113902168-1.7681583565510917*^-6*I	0.00012693185084178979-1.502266643748666*^-6*I	0.00010266099758624648-1.2426942368487328*^-6*I	0.00008015985706695461-9.882336246044757*^-7*I	0.00005900290079115508-7.377649143968881*^-7*I	0.00003881430057702622-4.902347885682541*^-7*I	0.000019253000648167585-2.446379036740751*^-7*I
0.01027171120313869-6.099075937026347*^-6*I	0.025501079483648968-0.000012601866351371654*I	0.056097266862533704-0.0000199683641753017*I	0.13270975108993835-0.000028549852211925497*I	0.36020602453999856-0.00003693974191738547*I	0.13399089121198002-0.000031511469099619145*I	0.05881914653428221-0.00002595346068433397*I	0.030034458599012326-0.00002174134714916678*I	0.01733399523176969-0.000018609199073692495*I	0.010972674164361764-0.000016212462993979944*I	0.007435820391717949-0.000014315331381773167*I	0.005300981108667102-0.000012768308820960165*I	0.003927452472354843-0.000011475355557119433*I	0.0029984160801621545-0.000010372625836206843*I	0.0023444468086922404-9.41610878776336*^-6*I	0.0018688927510998447-8.574449836798525*^-6*I	0.001513601314470309-7.824661299153504*^-6*I	0.0012420022053937067-7.149467523255959*^-6*I	0.0010302274856001472-6.5356039539511485*^-6*I	0.0008621995204436657-5.972692430436577*^-6*I	0.0007267893191368395-5.4524762857555535*^-6*I	0.0006161079898059045-4.968287000611481*^-6*I	0.0005244445121064787-4.514663964773028*^-6*I	0.000447585679443213-4.087077942108275*^-6*I	0.00038236926746879985-3.681726292819811*^-6*I	0.00032638355152342466-3.295378795442458*^-6*I	0.0002777609495824261-2.925259748923002*^-6*I	0.00023503354021877523-2.56895646826601*^-6*I	0.0001970300474654337-2.2243472206600964*^-6*I	0.000162801086222454-1.8895436256543768*^-6*I	0.0001315639415428368-1.5628438962570646*^-6*I	0.00010266099758624635-1.2426942368487309*^-6*I	0.0000755277663659073-9.276563720960738*^-7*I	0.00004966766570772251-6.163796452936008*^-7*I	0.000024631485551045085-3.0757645168852184*^-7*I
0.005977924674968634-5.095408991650533*^-6*I	0.014033828014008038-0.000010451474354315198*I	0.028015824919311694-0.000016383687717080022*I	0.05785906123662287-0.0000232979702001388*I	0.13399089121198005-0.000031511469099619145*I	0.361166109837658-0.00003959523240158066*I	0.13472838476963897-0.00003390751164401225*I	0.05939743408029538-0.000028126088894678983*I	0.030495828973042115-0.000023718920353701086*I	0.017707531594856645-0.000020414407318799516*I	0.01127890578363574-0.000017863717812610704*I	0.007689569283224194-0.000015827753974408297*I	0.0055131615158248845-0.000014154447201915224*I	0.004106241182781405-0.000012745714812600469*I	0.003150032873141498-0.000011536066724492179*I	0.0024736866121296587-0.000010480151783348678*I	0.0019794957630526605-9.54551006764904*^-6*I	0.001608515031613282-8.708232164296133*^-6*I	0.0013235698944734594-7.950265634970881*^-6*I	0.0011003256822237917-7.257684530862579*^-6*I	0.0009223396090798737-6.619541819242223*^-6*I	0.000778193403612722-6.027086557408144*^-6*I	0.0006597660866009958-5.473216323063325*^-6*I	0.0005611579778953601-4.952085548300847*^-6*I	0.0004780003445027675-4.458819683727803*^-6*I	0.000407000753019845-3.989302744508334*^-6*I	0.000345636552171592-3.5400166991165324*^-6*I	0.0002919437646084069-3.1079180858027325*^-6*I	0.0002443687753022075-2.690341737369295*^-6*I	0.00020166213816648072-2.2849244731684957*^-6*I	0.0001628010862224539-1.8895436256543751*^-6*I	0.00012693185084178957-1.5022666437486636*^-6*I	0.00009332576250281374-1.1213089677454438*^-6*I	0.0000613449513399262-7.44998035216342*^-7*I	0.00003041466505955497-3.7174174161952634*^-7*I
0.0037621168108693467-4.352398417288853*^-6*I	0.008492670110631357-8.877230357358898*^-6*I	0.015795622388097192-0.00001378108037915231*I	0.02929696504135336-0.00001934530460477368*I	0.05881914653428222-0.000025953460684333966*I	0.13472838476963891-0.00003390751164401226*I	0.3617443973836713-0.00004176786061192566*I	0.13518975514366885-0.00003588508484854658*I	0.059770970443382344-0.00002993129713978602*I	0.030802060592316074-0.000025370175172331823*I	0.017961280486362894-0.00002192682991143464*I	0.011491086190793521-0.000019249856193565758*I	0.007868357993650753-0.000017098113229889337*I	0.005664778308804227-0.00001531788809020055*I	0.004235480986218819-0.000013809757808185785*I	0.0032606358850943125-0.000012507126955342693*I	0.002568600329272631-0.000011363722648491307*I	0.0020610634521324137-0.000010346308179363953*I	0.001678613228236925-9.43031274120756*^-6*I	0.0013837099831096676-8.597115023776515*^-6*I	0.0011517297666996744-7.832294802515174*^-6*I	0.000965997705874965-7.124471141694064*^-6*I	0.000814906869401603-6.464508140935964*^-6*I	0.0006901807516605504-5.844958064682849*^-6*I	0.0005857894634464047-5.259661999989367*^-6*I	0.0004972533451509351-4.7034575874018785*^-6*I	0.0004211835680458259-4.171961081388063*^-6*I	0.00035497178725502434-3.6614019682198162*^-6*I	0.00029657585530945405-3.1684953383111305*^-6*I	0.0002443687753022074-2.690341737369293*^-6*I	0.00019703004746543336-2.224347220660092*^-6*I	0.00015346585113902125-1.7681583565510864*^-6*I	0.00011274903581580834-1.3196083068689301*^-6*I	0.00007407276185464621-8.766710640713688*^-7*I	0.00003671346578888115-4.374215835278205*^-7*I
0.002514745435662724-3.7818213657083587*^-6*I	0.005523911184958503-7.682004442125953*^-6*I	0.009773810232673008-0.00001183884724505254*I	0.01675570768575653-0.000016436570863347472*I	0.030034458599012267-0.00002174134714916675*I	0.059397434080295304-0.000028126088894678952*I	0.1351897551436687-0.000035885084848546544*I	0.3621179337467582-0.000043573068857032704*I	0.13549598676294272-0.00003753633966717731*I	0.06002471933488854-0.00003144371973242112*I	0.031014240999473842-0.000026756313553286856*I	0.018140069196789434-0.00002319718916691566*I	0.011642702983772865-0.00002041329708185108*I	0.00799759779708817-0.00001816215622547464*I	0.005775381320757035-0.00001628894832105107*I	0.004330394703361788-0.000014693328673328405*I	0.003342203574174063-0.000013307925067057603*I	0.0026386985258962724-0.00001208580322540273*I	0.00212120354076862-0.000010993157568169595*I	0.0017300173127128065-0.000010004923012860143*I	0.001427368079904758-9.102044346228355*^-6*I	0.0011884432324885542-8.26971638604298*^-6*I	0.000996412370934519-7.496212883313582*^-6*I	0.0008395383549526467-6.772084592624477*^-6*I	0.0007094337523087173-6.089595968356915*^-6*I	0.0005999722784723852-5.442320336869093*^-6*I	0.000506588580234367-4.824842856505157*^-6*I	0.00042581565874687244-4.2325383338964605*^-6*I	0.0003549717872550238-3.661401968219812*^-6*I	0.0002919437646084064-3.107918085802725*^-6*I	0.00023503354021877458-2.5689564682660017*^-6*I	0.0001828472324394521-2.0416888837803574*^-6*I	0.00013421285049085353-1.5235204528770096*^-6*I	0.00008811755026476324-1.0120318551804081*^-6*I	0.000043658096795091264-5.049293224518428*^-7*I
0.001761794374089159-3.3296060248371016*^-6*I	0.003795885557704377-6.7434382534020106*^-6*I	0.006483996482617857-0.000010337494926321134*I	0.01051130379033197-0.000014234889789445637*I	0.01733399523176968-0.000018609199073692468*I	0.030495828973042104-0.000023718920353701073*I	0.059770970443382344-0.000029931297139786*I	0.1354959867629428-0.00003753633966717731*I	0.3623716826382642-0.00004508549144966783*I	0.1357081671701005-0.00003892247804813236*I	0.060203508045315136-0.00003271407898790217*I	0.031165857792453202-0.000027919754441572215*I	0.018269309000226868-0.000024261232162501006*I	0.01175330599572568-0.000021384357312701603*I	0.008092511514231137-0.000019045727090617265*I	0.005856949009836789-0.000017089746432765957*I	0.00440049289998543-0.000015415409250239827*I	0.0034023436628102684-0.000013954774455863235*I	0.002690102610372153-0.000012660413497055316*I	0.0021648616375637107-0.000011498086890621431*I	0.0017667307785016872-0.000010442344596387967*I	0.0014577827449643128-9.473786087847882*^-6*I	0.001213074718039599-8.577292837731499*^-6*I	0.001015665371582686-7.740850786987658*^-6*I	0.0008537211699786276-6.9547429295042055*^-6*I	0.0007187689873921492-6.210981237460202*^-6*I	0.0006046043691734317-5.502897589377491*^-6*I	0.0005065885802343666-4.8248428565051565*^-6*I	0.0004211835680458249-4.171961081388058*^-6*I	0.00034563655217159097-3.540016699116523*^-6*I	0.0002777609495824251-2.925259748922991*^-6*I	0.0002157805395706069-2.324318564591926*^-6*I	0.0001582157468884069-1.7341124320918356*^-6*I	0.00010379818543129865-1.1517787112574846*^-6*I	0.000051404084475882166-5.746102716525888*^-7*I
0.00128114012204165-2.96161688769365*^-6*I	0.0027218796717485083-5.985096509032278*^-6*I	0.004533379115363331-9.139480797795096*^-6*I	0.00706228402863099-0.000012510123136666124*I	0.010972674164361759-0.00001621246299397993*I	0.017707531594856628-0.0000204144073187995*I	0.030802060592316067-0.000025370175172331795*I	0.06002471933488859-0.00003144371973242111*I	0.13570816717010054-0.00003892247804813235*I	0.3625504713486908-0.00004635585070514885*I	0.13585978396307985-0.000040085918936417676*I	0.06033274784875257-0.00003377812198348749*I	0.031276460804406034-0.000028890814672422732*I	0.01836422271736982-0.000025144803027643613*I	0.011834873684805423-0.000022185155424416493*I	0.00816260971085478-0.00001976780766752867*I	0.005917089098472996-0.000017736595821571583*I	0.004451896984461312-0.000015990019521892404*I	0.0034460017596053584-0.000014459703778315063*I	0.0027268160761610336-0.00001309783508058313*I	0.0021952763026232658-0.000011869828632240955*I	0.0017913622640527318-0.00001074992104807648*I	0.0014770357456124798-9.718423991521948*^-6*I	0.0012272575330655796-8.759951174611228*^-6*I	0.0010250006066661178-7.862236056090934*^-6*I	0.0008583532606796743-7.0153201820126014*^-6*I	0.0007187689873921486-6.210981237460195*^-6*I	0.0005999722784723843-5.4423203368690825*^-6*I	0.0004972533451509334-4.703457587401864*^-6*I	0.0004070007530198433-3.98930274450832*^-6*I	0.00032638355152342315-3.295378795442443*^-6*I	0.00025312946403137983-2.617683297234466*^-6*I	0.00018536587451105173-1.9525768229723986*^-6*I	0.00012150228109952577-1.2966908485640156*^-6*I	0.000060140088636207406-6.468493888056423*^-7*I
