0.4059529252335335-0.046277687004971396*I	0.18414961378507808-0.0777782470904714*I	0.07319238240069045-0.08565888073699043*I	0.0077728948961310555-0.07020704751728178*I	-0.026408953514485675-0.0400947157311945*I	-0.03458555672122522-0.008142211600028095*I	-0.024409413618321225+0.014299885464456732*I	-0.006542946806758981+0.02173931590382204*I	0.008729288088272434+0.015854965772940058*I	0.01511968751349892+0.0034809154121034293*I	0.011977321635062875-0.007404021084885135*I	0.0032878885781256403-0.011546980471627536*I	-0.005191694524650203-0.008337483855626639*I	-0.009072157844426389-0.0011359161024387583*I	-0.0072269754509059194+0.005254577431738823*I	-0.0017373278281840822+0.007405281433857769*I	0.0037650852754067114+0.004868549520861325*I	0.0062671548171460405-0.00008644310609204937*I	0.0048688737111892534-0.004185167749856506*I	0.0009338698410389769-0.005159237445189451*I	-0.002984163952568061-0.0028982264925451837*I	-0.004697880751725768+0.0007910071957442188*I	-0.003531071626717378+0.0035002048208078057*I	-0.0004934114087895+0.003719193932498902*I	0.002484870937332306+0.0016245264321934705*I	0.003728646555060288-0.0012249305962770993*I	0.002717004587508133-0.0029859547554519908*I	0.00024785164310201104-0.0026840805200541097*I	-0.002141362319828041-0.0007224178661361059*I	-0.003101973704646102+0.0015012837939507439*I	-0.002208278513598708+0.0025553147254281498*I	-0.00011403241147080179+0.0018727067278522032*I	0.0019016436085987688+0.00003695820166725839*I	0.002697018132217454-0.0016766858017837156*I	0.001895688258262156-0.0021642745631796673*I	0.00004580434595282992-0.0011899588217113377*I	-0.0017431470009588504+0.0005150256157349627*I	-0.002452383195747914+0.0017810048208207784*I	-0.0017198463339320503+0.0017856384577659805*I	-0.000014519043792255991+0.0005788638452633348*I	0.0016578528158554232-0.0009827687920324077*I	0.0023367742155894085-0.0018297702177588475*I	0.0016469578464629769-0.0013984732005871642*I
0.18414961378507816-0.07777824709047132*I	0.4791453076342241-0.13193656774196177*I	0.1919225086812092-0.14798529460775314*I	0.04678342888620477-0.12575359646818499*I	-0.02681266182509416-0.07834925911730994*I	-0.050818367132806914-0.025794830266737855*I	-0.041128503527984195+0.013597104303793822*I	-0.015680125530048772+0.030154851237396665*I	0.008576740706739968+0.02522023131592536*I	0.02070660972333531+0.00845094468805486*I	0.018407576091624533-0.008066065059524133*I	0.006785627110412609-0.01574150494051176*I	-0.005784269266300851-0.012682896574066271*I	-0.012418669975556245-0.0030829064238878027*I	-0.010809485672610603+0.006269365331419003*I	-0.003461890175499332+0.01012312695260012*I	0.004529826988961851+0.007318838327765678*I	0.008633958986595882+0.0006833817710047898*I	0.007201024658184937-0.005245680551281514*I	0.001884709758621108-0.007083394242401682*I	-0.003764010910686887-0.004368230249445209*I	-0.0065152355792855365+0.0006019783282626433*I	-0.005191292160515356+0.004510201128243127*I	-0.0010462006893851281+0.005124731253001258*I	0.003235235146270766+0.0024942633362217688*I	0.0052018755248404505-0.0013614283232585545*I	0.003976498198162332-0.003909011116331229*I	0.0005756422676801375-0.0037083726215881023*I	-0.0028541220615440443-0.0011827967261033635*I	-0.004349640833426701+0.0018328968592920365*I	-0.00321600611611685+0.0033739905218029176*I	-0.00030663490499986836+0.002592272927095353*I	0.002582985720746742+0.00019602092606842185*I	0.0037973318668610293-0.0021273163615124625*I	0.002742822478170385-0.0028666446234950687*I	0.000152541257303384-0.0016492489474446714*I	-0.0024065788497950455+0.0005910459991095201*I	-0.0034629933348909103+0.0023006640735010477*I	-0.002466902239540226+0.002359868666084216*I	-0.00006199351807671286+0.0008028696657336527*I	0.0023222551717970584-0.0012509063724954646*I	0.0033048106623183205-0.00238124199261955*I	0.002336774215589363-0.0018297702177588414*I
0.07319238240069045-0.08565888073699038*I	0.1919225086812092-0.14798529460775317*I	0.4527363541197381-0.17203128347315635*I	0.15733695195998382-0.15612750620778135*I	0.02237401526788342-0.11145371100372839*I	-0.03335560863185327-0.05660994321348817*I	-0.04208907904453458-0.009939864493798078*I	-0.026008816014485295+0.017078019715896994*I	-0.0037028038949858968+0.022750830152511354*I	0.011864629284865577+0.01367325084429773*I	0.015514915198685026+0.00011346083242820219*I	0.009335418247197963-0.009201981161962856*I	-0.00044134834049357674-0.010486927508772899*I	-0.007521597094485252-0.005277615140208498*I	-0.008653584700149868+0.001785643096973476*I	-0.004542330855464859+0.006182922225326855*I	0.0014069835356896837+0.005937959202743516*I	0.005463696830000631+0.002159600882576163*I	0.005649795034027621-0.0022148447215403987*I	0.0025031439064589506-0.004454673355537241*I	-0.0016463618680965088-0.0035831894215937973*I	-0.004257422319476626-0.0006490363169462534*I	-0.004030364641953429+0.002226504760456111*I	-0.0014626456054551954+0.0032852705319659638*I	0.001670803898122965+0.0021387764975491753*I	0.0034830867893728143-0.00018981718383242474*I	0.003060513205012501-0.0020838461893947055*I	0.0008745244935163477-0.0024077273223804957*I	-0.001632636245918444-0.0011530578961599545*I	-0.002968154473014709+0.000689910001748801*I	-0.002447997224827773+0.0018698550609591944*I	-0.0005189879838991971+0.0016973047200190448*I	0.0015890533532625253+0.0004279983639155191*I	0.0026287900666998286-0.000993937895643025*I	0.002054184865902412-0.0016122907457774955*I	0.00029043928242263804-0.0010856398026741557*I	-0.0015673050766286023+0.00013638951032154676*I	-0.002421097893587355+0.0011699098443731322*I	-0.0018051405190356432+0.0013178952814688874*I	-0.00013012802395103335+0.0005300984483255403*I	0.0015849643283860435-0.0005956035348534248*I	0.0023222551717968906-0.001250906372495437*I	0.0016578528158552727-0.0009827687920323852*I
0.007772894896131046-0.07020704751728166*I	0.04678342888620474-0.12575359646818476*I	0.1573369519599838-0.15612750620778124*I	0.4283269405014168-0.15773139800869967*I	0.1507940051532246-0.13438819030395965*I	0.03110330335615559-0.0955987452307887*I	-0.018235921118354526-0.053129027801385086*I	-0.030111757409471786-0.017343885578683473*I	-0.02272092743635971+0.005531039244269338*I	-0.008894498419636193+0.014413346296884712*I	0.00279247144043898+0.012537334741859063*I	0.008287939747778764+0.005368038264167144*I	0.007598090419013434-0.0017966997281050317*I	0.0033237369349126355-0.005618377987911633*I	-0.001254442277339701-0.005364058246300712*I	-0.003784710988961029-0.0023995246528832376*I	-0.003608461014426229+0.0010236847801372412*I	-0.0015771804168786812+0.0030397327101982755*I	0.0007658160782745572+0.002950608078320452*I	0.0021187234073099196+0.0012853600992675622*I	0.002009732497669099-0.0007354794230381824*I	0.000838509069235458-0.0019586629894002444*I	-0.0005287757644166159-0.0018739669132233814*I	-0.001313360054445468-0.0007594499949959989*I	-0.0012147939623532332+0.0006011900119117048*I	-0.0004705584217050133+0.0014163586314129542*I	0.00038111308472685767+0.0013114666101182676*I	0.0008522346914139896+0.00047146853603343363*I	0.000760492082045771-0.0005350205945283218*I	0.0002690073626805754-0.0011160996944928065*I	-0.0002711363407969699-0.0009867758000351259*I	-0.0005523089665652876-0.00029441950222074484*I	-0.00047318363794600447+0.0005073458983074702*I	-0.00015409364769596344+0.000943023979650382*I	0.00017640687095222299+0.0007870669251778553*I	0.00033433853197056146+0.00017334771198878243*I	0.0002759202386304313-0.0005067759574104022*I	0.00009054773922670871-0.0008463792817104327*I	-0.00008432367799818984-0.000659860373385377*I	-0.0001581826725729756-0.00008057791911807569*I	-0.00013012802395132204+0.0005300984483256183*I	-0.00006199351807711799+0.0008028696657337463*I	-0.000014519043792540948+0.0005788638452633952*I
-0.026408953514485706-0.040094715731194316*I	-0.026812661825094238-0.0783492591173097*I	0.022374015267883338-0.11145371100372817*I	0.1507940051532246-0.13438819030395951*I	0.43705622858968907-0.14187643223576007*I	0.1659136926667233-0.13090727489185663*I	0.04308062499121832-0.10300276631567416*I	-0.014948032540229021-0.06467600827301272*I	-0.03530345193412215-0.025681369434310018*I	-0.03179308528078636+0.004395123141830817*I	-0.016121473870542483+0.019667923728623846*I	0.0010551436122544378+0.019942616175717038*I	0.012053025023184949+0.010236587785028485*I	0.013865245236158926-0.0018831428341972726*I	0.008192610646101378-0.009803545737768454*I	-0.00032057243630117323-0.01052329569149047*I	-0.006768874941529484-0.0052977511454285935*I	-0.008306341766152357+0.0018146919758814906*I	-0.005108252043596413+0.0065399375310062876*I	0.0002724046694846987+0.006669802010819632*I	0.004603594344641865+0.002909886531461257*I	0.005738379052729051-0.0019604100193152006*I	0.003555513656743319-0.00494461774485231*I	-0.000280924121314781-0.004558047433277665*I	-0.0034547223742735678-0.0014818678611322842*I	-0.004316767666999269+0.002102473805862331*I	-0.00267883693530354+0.003971673356841055*I	0.00026708067325632715+0.0031841733379704387*I	0.002753878300013092+0.0005084267377005951*I	0.0034575102142635956-0.0022117063963122503*I	0.002164695620943119-0.0032803742576727893*I	-0.00022533199484375038-0.002176734621746787*I	-0.0022954559675237647+0.0002206061135140138*I	-0.002925566833693586+0.002288350719128268*I	-0.001873939981627753+0.002728662437416638*I	0.00016188782716011857+0.0013659307704416616*I	0.0019921913478259962-0.0008094210800430853*I	0.002612694454219705-0.0023365461751687785*I	0.0017375055856894374-0.0022448524822972857*I	-0.00008432367799848223-0.0006598603733852405*I	-0.0018051405190361934+0.0013178952814691003*I	-0.0024669022395408273+0.002359868666084425*I	-0.0017198463339324413+0.0017856384577661073*I
-0.03458555672122522-0.008142211600027958*I	-0.050818367132807046-0.025794830266737616*I	-0.033355608631853384-0.05660994321348787*I	0.031103303356155562-0.09559874523078844*I	0.16591369266672346-0.13090727489185636*I	0.4490335502247517-0.14928045332064546*I	0.16920158124484871-0.14245425536348427*I	0.03788893046656781-0.11134025017130056*I	-0.02402019038465582-0.06581192437545108*I	-0.04253042738502851-0.020426792002570665*I	-0.033530413108970904+0.011800404575689037*I	-0.012356388595136233+0.024536473249485352*I	0.00732229842940001+0.019856173069624852*I	0.01692189873437376+0.006051420035171596*I	0.014799115077197491-0.007042380279387183*I	0.0052084466935329345-0.012701772230313975*I	-0.005018453188027299-0.00973228849574633*I	-0.010299946568247193-0.0017975463246205998*I	-0.00879975317494216+0.005533885908380744*I	-0.0026233811062643685+0.008164463963200112*I	0.004001051224544741+0.005444871414542749*I	0.007320598932149769-0.00007606822399071228*I	0.005986230695830854-0.004644490539369448*I	0.0014141513369151165-0.005667035610988613*I	-0.003382897825960956-0.0030567636393270823*I	-0.005663000887872213+0.0010734468642957784*I	-0.004430800078469859+0.003975180533714489*I	-0.0007771933267044241+0.004008631558508227*I	0.0029640988054742126+0.0015074875361865267*I	0.004649566558275695-0.0016558478254793808*I	0.003503314560216823-0.0034016652180239304*I	0.00042154861998458044-0.002765348641938069*I	-0.0026777151905914426-0.00039572980092603274*I	-0.004015302301455659+0.002006244571280242*I	-0.002940085877485735+0.0028672145643920803*I	-0.00021608716577226886+0.001745893645384811*I	0.0024986620427495253-0.00046383944731665514*I	0.0036391491942888952-0.0022078942806298845*I	0.0026126944542195643-0.002336546175168617*I	0.00009054773922630795-0.0008463792817101224*I	-0.0024210978935879693+0.0011699098443735245*I	-0.0034629933348915413+0.002300664073501412*I	-0.002452383195748314+0.001781004820820997*I
-0.024409413618321236+0.014299885464456824*I	-0.04112850352798425+0.013597104303794048*I	-0.04208907904453469-0.009939864493797725*I	-0.018235921118354623-0.05312902780138467*I	0.043080624991218265-0.10300276631567375*I	0.16920158124484866-0.142454255363484*I	0.44384185570010115-0.1576179371762718*I	0.16012942340042186-0.14359017146592232*I	0.030661955015661366-0.10608567273956096*I	-0.02575751821284036-0.058406642941592535*I	-0.03876534210962221-0.015558242481708855*I	-0.02726325829182518+0.011713961469597026*I	-0.007487514883947246+0.02035130549962847*I	0.008256168270438758+0.014696935624434844*I	0.013937734781805454+0.0031531935426259124*I	0.010101234325471456-0.006251373083643197*I	0.0016773750668152938-0.009201567409506062*I	-0.005511864596817014-0.006013094563247078*I	-0.007815075630915026-0.00017301989242670318*I	-0.00507110661988194+0.0043089553121039605*I	0.00009362348124371093+0.005178509207748226*I	0.0042489028676466695+0.002760790894488546*I	0.005179236612321597-0.0007984860901270113*I	0.0028842569911846083-0.0031432067454188785*I	-0.0007941271766836697-0.0031117208855605595*I	-0.003496930237431686-0.001184056911474918*I	-0.003761357279273181+0.0011104050659629706*I	-0.0017337819462519787+0.0022984947319305993*I	0.0011184949315582225+0.001844356995328266*I	0.00300990315142747+0.00031752871447485246*I	0.002906419557317112-0.0011408222097446608*I	0.0010509313644689875-0.0016206603972031635*I	-0.0012982977139475303-0.0009797101841718106*I	-0.002692234234383805+0.0001831340443378261*I	-0.0023574494856003075+0.0010234757792484648*I	-0.0006033116618963244+0.0010374443466337985*I	0.0014308706806907619+0.000347420444798017*I	0.0024986620427495877-0.0004638394473165216*I	0.001992191347825964-0.0008094210800427757*I	0.0002759202386302049-0.0005067759574099184*I	-0.0015673050766289998+0.0001363895103221258*I	-0.0024065788497954735+0.0005910459991100484*I	-0.0017431470009591269+0.0005150256157352789*I
-0.006542946806759027+0.021739315903822033*I	-0.015680125530048883+0.03015485123739676*I	-0.026008816014485413+0.017078019715897244*I	-0.030111757409471897-0.01734388557868308*I	-0.01494803254022911-0.06467600827301223*I	0.037888930466567806-0.11134025017130014*I	0.1601294234004219-0.143590171465922*I	0.4366148802491946-0.15236335974453194*I	0.15839209557223727-0.13618489003206355*I	0.03442704029106773-0.10121712321869886*I	-0.019490363395694533-0.058493086047684294*I	-0.033896468398433015-0.01974341023156557*I	-0.026329388450786202+0.00655472402440701*I	-0.010471678836515317+0.017453079007082675*I	0.0035582875187129023+0.015487942820178683*I	0.010406663155087925+0.006653398363433706*I	0.009607822916681805-0.0025321791511439843*I	0.004162246004147528-0.00757704097731215*I	-0.0017832180417566947-0.007238025159523813*I	-0.005098071043406778-0.0031589746478785617*I	-0.004823254976779824+0.001624874792049742*I	-0.0020477388385843017+0.004456091341611876*I	0.0011469291630004986+0.004262074688439064*I	0.002970958098722779+0.0017568286353010242*I	0.0027702245797137683-0.0012705000175666859*I	0.0011075164319152375-0.0030747626838933026*I	-0.0007999121052138843-0.002860742713258739*I	-0.0018656690210105437-0.0010538694972169478*I	-0.0016879776002986847+0.0011085359102189344*I	-0.0006246520694003465+0.0023593826110629825*I	0.0005575199556795644+0.0020985335352956356*I	0.0011865732233848154+0.0006448162480216597*I	0.0010364123206763596-0.0010417965519391994*I	0.0003595551019075597-0.0019624789762034654*I	-0.0003554600187945648-0.0016466361734203583*I	-0.0007104916391372989-0.0003749974213382924*I	-0.0006033116618961456+0.0010374443466338984*I	-0.00021608716577198+0.0017458936453850415*I	0.0001618878271604041+0.0013659307704420786*I	0.0003343385319707503+0.00017334771198939566*I	0.00029043928242269995-0.0010856398026734327*I	0.00015254125730335748-0.001649248947444013*I	0.00004580434595278898-0.0011899588217109437*I
0.008729288088272355+0.015854965772940002*I	0.008576740706739822+0.02522023131592532*I	-0.0037028038949860603+0.022750830152511448*I	-0.022720927436359867+0.005531039244269632*I	-0.03530345193412228-0.025681369434309553*I	-0.02402019038465582-0.0658119243754505*I	0.03066195501566141-0.10608567273956047*I	0.15839209557223727-0.13618489003206338*I	0.44037996552460085-0.14749481022367003*I	0.1646592503893831-0.13627133313815515*I	0.03929591400225694-0.10540229096855544*I	-0.01855649355465542-0.06365232349287428*I	-0.03688063235100089-0.022641636724111434*I	-0.031027269202511844+0.007345731220150736*I	-0.014002750463232686+0.02095328382789036*I	0.0030648761099233307+0.019207136752677816*I	0.012891534092420179+0.008277924795627615*I	0.01333646947174214-0.003757109747420704*I	0.006879250591655808-0.010562995732764017*I	-0.0015353663986544782-0.009922105679578103*I	-0.007239433363234656-0.003881392514015037*I	-0.007925228681425863+0.0031261585860001143*I	-0.004256017352183042+0.007011406067039811*I	0.0010328967515296575+0.006134781416291242*I	0.004872601707321626+0.0017937868369683543*I	0.005467242711931491-0.002947185819350383*I	0.0030032046901778305-0.00523903724707311*I	-0.0007541077592605848-0.004050701534970347*I	-0.00360881602196908-0.0005388438814822351*I	-0.004140360796046585+0.0028895407310396896*I	-0.002344498403332714+0.004145021068829314*I	0.0005430009118867664+0.0026773973805596816*I	0.002844426039239672-0.00033795254400984225*I	0.0033731865362653735-0.0028715667696972086*I	0.0020065129483704267-0.0033609521767900895*I	-0.00035546001879440347-0.0016466361734202174*I	-0.0023574494855999524+0.0010234757792486776*I	-0.0029400858774852024+0.002867214564392389*I	-0.0018739399816271088+0.0027286624374171105*I	0.00017640687095288923+0.0007870669251785178*I	0.0020541848659030065-0.0016122907457767218*I	0.002742822478170827-0.002866644623494364*I	0.0018956882582623906-0.002164274563179244*I
0.015119687513498811+0.003480915412103306*I	0.020706609723335146+0.008450944688054709*I	0.011864629284865383+0.013673250844297685*I	-0.008894498419636366+0.014413346296884866*I	-0.03179308528078645+0.0043951231418311604*I	-0.04253042738502845-0.020426792002570176*I	-0.025757518212840197-0.05840664294159203*I	0.034427040291067905-0.10121712321869855*I	0.1646592503893833-0.13627133313815512*I	0.44524883923579023-0.1516799779735266*I	0.16559312023042222-0.14143057058334524*I	0.03631175004968925-0.10830051746110135*I	-0.023254374306380908-0.0628613162971306*I	-0.04041170397771814-0.01914143190330384*I	-0.031520680611301366+0.011064925152649837*I	-0.011517879525900436+0.022577810260084288*I	0.006793522664983608+0.017982206156401136*I	0.015608538679928414+0.005291970040175782*I	0.0135843211148443-0.006441190267475035*I	0.004737888271827933-0.011285413598900625*I	-0.004637340103300479-0.008420821885627934*I	-0.009447711876833333-0.0013260777885873076*I	-0.008039261092896658+0.0049988653138521725*I	-0.002354373743584175+0.007048364268707149*I	0.0037299148837473756+0.004458095614507668*I	0.006768289965584202-0.00037048772621128297*I	0.005513047057884795-0.004137144641061856*I	0.0012600576892193246-0.004724011631338346*I	-0.0032064909550084506-0.0022696967141496243*I	-0.005328662355901442+0.0012467945762840316*I	-0.004154879839839436+0.0034684045763037205*I	-0.0006866455874779716+0.003162252276797885*I	0.002879775127475637+0.0008476271628018322*I	0.004491383885702413-0.00173642574459628*I	0.003373186536265471-0.0028715667696969293*I	0.0003595551019077821-0.0019624789762030834*I	-0.0026922342343834067+0.00018313404433820886*I	-0.004015302301455042+0.002006244571280637*I	-0.002925566833692753+0.002288350719128749*I	-0.0001540936476949857+0.0009430239796509964*I	0.0026287900667008113-0.0009939378956423245*I	0.0037973318668618307-0.002127316361511827*I	0.0026970181322179066-0.0016766858017833327*I
