0.35179625973659295-0.01364862482302453*I	0.14926704353336068-0.02488634352438369*I	0.07321195728547071-0.031843397732338324*I	0.03698417258996456-0.03353521330668311*I	0.015741582276612036-0.03006315663853918*I	0.0020167287813104575-0.022564787320944007*I	-0.006625813360929288-0.012933690510502084*I	-0.01124220110572006-0.00337554992652816*I	-0.012601737250339556+0.0040970272897409*I	-0.011455922094733308+0.008115200640323634*I	-0.008541808682185736+0.008247482172569355*I	-0.004529746474775609+0.005070146850890576*I
0.14926704353336076-0.024886343524383688*I	0.4250082170220637-0.04549202255536286*I	0.18625121612332524-0.05842155683106678*I	0.0889535395620828-0.061906554370877505*I	0.03900090137127503-0.056100000627627114*I	0.009115768915682766-0.04299684714904126*I	-0.009225472324409581-0.025940337247472155*I	-0.019227550611268823-0.008836663220761163*I	-0.022698123200453356+0.0047396507137954964*I	-0.021143545932525272+0.012344509462310272*I	-0.015985668569508907+0.013185347491214224*I	-0.008541808682185731+0.008247482172569365*I
0.07321195728547071-0.03184339773233833*I	0.18625121612332526-0.058421556831066805*I	0.44074979929867575-0.07555517919390206*I	0.18826794490463572-0.08098634415201082*I	0.08232772620115356-0.0748402448813796*I	0.027758700265555023-0.05947555055415525*I	-0.0034859683346567323-0.03889981985930032*I	-0.02068139441914284-0.017825136607148455*I	-0.027769359293454508-0.0005891810481917523*I	-0.027227869675228913+0.009809797564686116*I	-0.021143545932525237+0.01234450946231031*I	-0.011455922094733288+0.008115200640323665*I
0.03698417258996456-0.033535213306683125*I	0.08895353956208281-0.061906554370877546*I	0.1882679449046358-0.08098634415201086*I	0.43412398593774654-0.0884888697044042*I	0.17702574379891584-0.08436189407853903*I	0.0697259889508141-0.0707432175916387*I	0.016302778170821812-0.051360349913831545*I	-0.012027777016842376-0.030652337686730865*I	-0.02521114089391837-0.012754989756257792*I	-0.027769359293454438-0.0005891810481916772*I	-0.022698123200453266+0.004739650713795592*I	-0.012601737250339501+0.0040970272897409635*I
0.015741582276612064-0.030063156638539215*I	0.039000901371275085-0.05610000062762716*I	0.08232772620115361-0.07484024488137966*I	0.1770257437989158-0.08436189407853903*I	0.42152224868740706-0.08439184241466326*I	0.1655698217041826-0.07624669343821525*I	0.061184180268628506-0.06249573541906917*I	0.011773031696046345-0.04629020306294082*I	-0.012027777016842246-0.03065233768673074*I	-0.020681394419142653-0.01782513660714827*I	-0.01922755061126865-0.008836663220760986*I	-0.01124220110571996-0.0033755499265280538*I
0.0020167287813105043-0.022564787320944055*I	0.00911576891568285-0.042996847149041346*I	0.027758700265555127-0.05947555055415536*I	0.06972598895081418-0.07074321759163878*I	0.16556982170418275-0.07624669343821532*I	0.41298044000522166-0.07614436024209376*I	0.16104007522940722-0.07117654658732445*I	0.06118418026862868-0.06249573541906897*I	0.0163027781708221-0.05136034991383123*I	-0.0034859683346564053-0.03889981985929998*I	-0.009225472324409307-0.02594033724747187*I	-0.0066258133609291316-0.012933690510501925*I
-0.006625813360929229-0.01293369051050214*I	-0.009225472324409477-0.025940337247472245*I	-0.0034859683346565966-0.03889981985930044*I	0.01630277817082194-0.051360349913831635*I	0.0611841802686286-0.06249573541906925*I	0.16104007522940722-0.07117654658732453*I	0.4129804400052217-0.07614436024209348*I	0.16556982170418297-0.07624669343821486*I	0.06972598895081453-0.07074321759163818*I	0.027758700265555474-0.05947555055415478*I	0.009115768915683137-0.04299684714904088*I	0.002016728781310666-0.022564787320943795*I
-0.011242201105719996-0.003375549926528219*I	-0.019227550611268695-0.008836663220761272*I	-0.02068139441914268-0.0178251366071486*I	-0.012027777016842206-0.030652337686731004*I	0.01177303169604648-0.046290203062940925*I	0.06118418026862876-0.062495735419069054*I	0.165569821704183-0.07624669343821489*I	0.4215222486874076-0.08439184241466269*I	0.17702574379891634-0.08436189407853838*I	0.0823277262011541-0.07484024488137904*I	0.03900090137127546-0.05610000062762667*I	0.01574158227661228-0.030063156638538945*I
-0.012601737250339485+0.004097027289740841*I	-0.022698123200453228+0.004739650713795387*I	-0.027769359293454345-0.0005891810481918927*I	-0.02521114089391819-0.012754989756257936*I	-0.01202777701684209-0.03065233768673087*I	0.01630277817082222-0.051360349913831344*I	0.06972598895081461-0.07074321759163825*I	0.1770257437989164-0.0843618940785384*I	0.43412398593774715-0.08848886970440355*I	0.1882679449046363-0.08098634415201024*I	0.08895353956208323-0.06190655437087709*I	0.03698417258996481-0.033535213306682875*I
-0.011455922094733251+0.008115200640323582*I	-0.021143545932525157+0.012344509462310171*I	-0.02722786967522877+0.009809797564685986*I	-0.027769359293454268-0.0005891810481918197*I	-0.020681394419142497-0.017825136607148406*I	-0.0034859683346562774-0.038899819859300105*I	0.027758700265555568-0.05947555055415486*I	0.08232772620115414-0.07484024488137911*I	0.18826794490463636-0.08098634415201025*I	0.4407497992986762-0.07555517919390152*I	0.18625121612332562-0.05842155683106641*I	0.07321195728547093-0.03184339773233812*I
