0.4518692245580907-0.5739158481105513*I	-0.2013104859137178-0.3809891384298531*I	-0.21385756105709722+0.071865203834083*I	0.05682806991399213+0.1003011820544364*I	0.049126622880818864-0.05341526702873816*I	-0.053332168194905945-0.017936296434041564*I	0.00034695172467265605+0.039410831214200644*I	0.03430360520438226-0.010278117494736254*I	-0.02019688572412773-0.019665415699540844*I	-0.013130926707185003+0.017931675633989206*I	0.02336981134313608+0.0034784053551623786*I	-0.00395912994045588-0.014703633334715364*I	-0.016562014382611668+0.005935209133092584*I	0.013709220371663666+0.007327348277276022*I	0.0054320185123742275-0.00851940591028572*I	-0.01539673508759329-0.0005159090234291356*I	0.005136901910122293+0.0064712371017708326*I	0.010536113180314386-0.003214641694352919*I	-0.011591507751842806-0.002804062995980527*I	-0.0021539636764782866+0.0036294124698365176*I	0.01229461861512468+0.00001802609781617311*I	-0.0061630491384593025-0.00217247178003371*I	-0.0077100948887091295+0.0007519007047295648*I	0.011242055924495307+0.0007764998861546343*I
-0.20131048591372394-0.38098913842985144*I	0.2380116635009912-0.5020506442764533*I	-0.14448241599971937-0.2806879563753995*I	-0.164730938176269+0.018449936805341464*I	0.0034959017190883605+0.08236488562037289*I	0.049473574605477154-0.014004435814557842*I	-0.0190285629905518-0.028214413928787575*I	-0.019849933999485033+0.01974541551465692*I	0.021172678497169764+0.007653558139255661*I	0.0031729256189836526-0.01618701034437567*I	-0.017090056647651876+0.003228042299267518*I	0.006807796960530505+0.009413614488242033*I	0.009750090431214768-0.007376285057446125*I	-0.011129995870241003-0.0025841967771897414*I	-0.0016875147159350113+0.006811439253852239*I	0.010568920422492563-0.002048168808513614*I	-0.004860621907289396-0.0037305507177869315*I	-0.006454605841733075+0.0036671741057776332*I	0.008382149503832897+0.0004147707754662181*I	0.0007031108632853118-0.0027860368981741353*I	-0.00831701281493653+0.0014569406898098868*I	0.004584523726415451+0.000769926802565869*I	0.005079006786038499-0.0013959718938584137*I	-0.007710094888706374+0.000751900704741773*I
-0.2138575610571044+0.0718652038341026*I	-0.1444824159997267-0.280687956375388*I	0.2871382863818221-0.5554659113051863*I	-0.19781458419462386-0.29862425280946114*I	-0.16438398645161315+0.05786076801952116*I	0.03779950692344201+0.0720867681256319*I	0.029276688881320845-0.033669851514096315*I	-0.03215948969776165-0.010282738294797623*I	0.003519877343627429+0.023223820869821984*I	0.0172135485567025-0.007050075195454254*I	-0.01338908876361476-0.01025180121128228*I	-0.0033808362759626532+0.010555390576542385*I	0.012239815472916285+0.0008942085779630643*I	-0.005646644656382842-0.007892194080867715*I	-0.005993093960124718+0.003887040324575186*I	0.00884859846437185+0.0035967975594839705*I	-0.0010225873293618311-0.0048522318045087*I	-0.007014585583772416-0.00010113824796344503*I	0.005840012773399082+0.003685200203589989*I	0.0022191003653846087-0.0017577010045515228*I	-0.007006984025417687-0.002034136193419958*I	0.0029250431095622256+0.0022334405759759854*I	0.004584523726417777+0.000769926802564511*I	-0.006163049138456758-0.0021724717800188833*I
0.05682806991399524+0.10030118205445829*I	-0.16473093817627024+0.018449936805359644*I	-0.19781458419462838-0.2986242528094572*I	0.2874852381064717-0.5160550800910028*I	-0.16351097899027459-0.30890237030418854*I	-0.18458087217575844+0.03819535232000183*I	0.02466858021625395+0.0900184437596368*I	0.052646500224455266-0.03019144615893013*I	-0.036118619638212286-0.024986371629514226*I	-0.013042137038961517+0.029159030002917422*I	0.030922768928397116+0.0002772730818291035*I	-0.007957070251221202-0.01877120712155515*I	-0.018777571363554377+0.010039481553129692*I	0.017376717383030742+0.007365445679738625*I	0.00488946852392127-0.011106835775236204*I	-0.017584601711974162+0.0010829773285737838*I	0.006694634787897374+0.007226210029308941*I	0.011272031285775013-0.004834205706690761*I	-0.013177634722219611-0.0022736100279762803*I	-0.001870082115302576+0.004437100908352618*I	0.013461156289882712-0.000981201118383187*I	-0.007006984025418581-0.0020341361934392036*I	-0.008317012814936622+0.0014569406897901064*I	0.012294618615122125+0.000018026097809196702*I
0.04912662288082821-0.05341526702875716*I	0.003495901719097302+0.08236488562037171*I	-0.16438398645161062+0.05786076801953408*I	-0.16351097899027636-0.3089023703041868*I	0.26728835238232224-0.5357204957905247*I	-0.17664190569746674-0.29097069467018455*I	-0.16121106083262884+0.04167375767517299*I	0.020709450275800234+0.07531481042492265*I	0.03608448584186416-0.024256237025843785*I	-0.022409399266528515-0.01765902335224938*I	-0.007610118526585406+0.020639624092620913*I	0.015526033840793782-0.00023863594160298925*I	-0.002820168341114112-0.012299970019780164*I	-0.00824145818326246+0.006824839858778947*I	0.005785209631170274+0.004561382683754725*I	0.002735504847444487-0.00747742330540333*I	-0.005289983096836231+0.0011010034263906705*I	0.00053158564944727+0.005053738249281758*I	0.0035619363970656173-0.004082305001952787*I	-0.0019355787977330082-0.001497110141820585*I	-0.0018700821153150272+0.0044371009083435135*I	0.002219100365378484-0.001757701004549462*I	0.0007031108632851383-0.002786036898180429*I	-0.002153963676480334+0.003629412469815129*I
-0.05333216819491087-0.01793629643408902*I	0.04947357460548105-0.014004435814586692*I	0.037799506923450486+0.07208676812563841*I	-0.18458087217575775+0.0381953523200083*I	-0.17664190569746555-0.29097069467018727*I	0.290658163725451-0.532242090435358*I	-0.18060103563792979-0.30567432800489885*I	-0.17777307521522515+0.047608966808263015*I	0.03441867064748521+0.08264215870218836*I	0.04151650435423387-0.03277564293614936*I	-0.03780613435414124-0.01817493237569782*I	-0.0024732166164749543+0.027110861194383967*I	0.02606214702109066-0.0034532776359538497*I	-0.014411676092984054-0.015104033015758012*I	-0.010395421859749924+0.010454252328614648*I	0.018079828246306832+0.004579408781572516*I	-0.003427544291005748-0.009649895085429327*I	-0.013000077985547172+0.0018529041311257336*I	0.011773641573934353+0.005830238135428171*I	0.0035619363970511215-0.004082305001965308*I	-0.013177634722241205-0.002273610027974568*I	0.005840012773391133+0.003685200203623481*I	0.008382149503837864+0.0004147707754915426*I	-0.011591507751838852-0.0028040629959835348*I
0.0003469517246470378+0.03941083121417981*I	-0.019028562990563973-0.02821441392881529*I	0.029276688881327607-0.03366985151411063*I	0.02466858021625804+0.09001844375964274*I	-0.16121106083262263+0.04167375767518437*I	-0.18060103563791996-0.3056743280048957*I	0.2740961493428594-0.5263068813022687*I	-0.1668918152662348-0.2983469797276331*I	-0.17234105670284322+0.03908956089796613*I	0.01902193555987543+0.08212624967875423*I	0.04665340626435099-0.02630440583437296*I	-0.027270021173818444-0.02138957407003688*I	-0.01406472436832134+0.024306798198416316*I	0.02390818334460528+0.00017613483388065178*I	-0.0021170574778485727-0.015086006917956576*I	-0.016558470998192437+0.008281780548574437*I	0.010369733357600752+0.005331309486311938*I	0.007814511633484063-0.00887339519926439*I	-0.013000077985552316+0.0018529041311326627*I	0.0005315856494358284+0.005053738249287239*I	0.011272031285763066-0.00483420570668422*I	-0.0070145855837721064-0.00010113824794844904*I	-0.006454605841723558+0.0036671741057974915*I	0.010536113180320649-0.0032146416943394265*I
0.0343036052043504-0.010278117494724483*I	-0.019849933999501475+0.019745415514658287*I	-0.032159489697753535-0.010282738294807303*I	0.05264650022446496-0.030191446158929887*I	0.020709450275808006+0.07531481042493718*I	-0.17777307521521674+0.047608966808272604*I	-0.1668918152662356-0.2983469797276351*I	0.27952816785523454-0.5348262872125695*I	-0.18228855035384675-0.2988628887510638*I	-0.1672041547927361+0.045560797999749*I	0.029558048740190017+0.07891160798441406*I	0.035061898512512325-0.029108468830343976*I	-0.029423984850294797-0.017760161600195352*I	-0.001770105753189382+0.024324824296227336*I	0.017745134206160494-0.001996336946161463*I	-0.00982715236654766-0.014334106213222784*I	-0.005316415073698561+0.009058280434740686*I	0.010369733357594713+0.005331309486318119*I	-0.003427544291013106-0.009649895085413003*I	-0.0052899830968412475+0.0011010034264088203*I	0.006694634787898483+0.007226210029311293*I	-0.0010225873293530463-0.004852231804520085*I	-0.00486062190728228-0.0037305507177939437*I	0.005136901910122223+0.006471237101772852*I
-0.020196885724148822-0.019665415699527167*I	0.021172678497166038+0.007653558139277666*I	0.00351987734364437+0.023223820869834183*I	-0.03611861963819845-0.024986371629518542*I	0.036084485841868116-0.024256237025845603*I	0.03441867064747766+0.08264215870219657*I	-0.17234105670286315+0.039089560897968584*I	-0.1822885503538609-0.2988628887510709*I	0.2846650697653414-0.528355050110792*I	-0.17175243717353633-0.30207753044541713*I	-0.1787956625445894+0.0427567350037516*I	0.027404085063699225+0.08254102045423214*I	0.0473565171276328-0.029090442732536054*I	-0.035587033988755075-0.019932633380226716*I	-0.00948020064190307+0.025076725000971238*I	0.028987190130650355-0.0012198370599873416*I	-0.009827152366549016-0.014334106213216102*I	-0.016558470998193582+0.008281780548572733*I	0.0180798282463009+0.004579408781561908*I	0.0027355048474383913-0.007477423305408508*I	-0.017584601711971456+0.0010829773285776628*I	0.008848598464378101+0.0035967975594846133*I	0.010568920422489669-0.002048168808523175*I	-0.015396735087602254-0.0005159090234389343*I
-0.013130926707192457+0.017931675634005686*I	0.0031729256189896634-0.016187010344351847*I	0.017213548556717823-0.007050075195443364*I	-0.013042137038953338+0.0291590300029096*I	-0.022409399266528008-0.017659023352254038*I	0.041516504354222585-0.03277564293613719*I	0.01902193555985201+0.08212624967876604*I	-0.16720415479275208+0.045560797999746036*I	-0.17175243717353705-0.30207753044542296*I	0.2730735620135021-0.5311591131067938*I	-0.17390640085002013-0.29844811797561016*I	-0.16650104392946324+0.0427747611015533*I	0.021241035925244612+0.08036854867420254*I	0.039646422238914826-0.02833854202779191*I	-0.02434497806427912-0.01915613349405444*I	-0.009480200641913095+0.025076725000980675*I	0.017745134206161254-0.001996336946150309*I	-0.002117057477833937-0.015086006917970058*I	-0.010395421859738817+0.010454252328578708*I	0.005785209631173338+0.004561382683733638*I	0.004889468523923817-0.011106835775231826*I	-0.005993093960126893+0.003887040324580795*I	-0.001687514715948379+0.0068114392538518335*I	0.005432018512359254-0.008519405910284954*I
