0.2681163408589353-0.7609695391833864*I	-0.4127732152249104-0.24279819696565677*I	-0.09615040920346418+0.18828474398600123*I	0.07911379081160444-0.012654569668249417*I	-0.04582849856194428-0.021546330371320414*I	0.010624976473973279+0.03639293657448511*I	0.013996749990464191-0.02571040336858233*I	-0.022204548562887193+0.007419665626363901*I	0.01604542445393272+0.008751002826556177*I	-0.0031106466464751134-0.015412331291436716*I	-0.007941582932160024+0.012161934310303763*I	0.011699024671514173-0.0031734170530051445*I	-0.00788292224646467-0.005491286876753476*I	0.0003304369013363135+0.009301753228107022*I	0.005863682012606299-0.007195437603225243*I	-0.007364093546547639+0.00146625466777435*I	0.004163191926405788+0.004092907844742527*I	0.001002532136074574-0.0064521422300156004*I	-0.004709137941262919+0.0048186900547093495*I	0.0049255624526006675-0.0006820185768760979*I	-0.00203416330671382-0.003296088820020071*I	-0.0017254293152238697+0.004893223054616438*I	0.003892892483046356-0.003525611323181004*I	-0.003287465563457977+0.000301350410681467*I	0.0006166147093613111+0.002784137169048035*I	0.0021416892872316-0.003986184244410532*I	-0.0031944865316453986+0.0027974741188997137*I	0.002041173047238008-0.00011242545968286391*I	0.0004003207715069761-0.0024500135136748626*I	-0.002387383304736955+0.003463852334191018*I	0.0025662591983507763-0.0024243706156753457*I	-0.0009672828353076152+0.000027211002875447*I	-0.0012192561979128777+0.002285025127961862*I	0.0024783110553454326-0.0032148172391586395*I	-0.0019303521349098851+0.0022709671070337833*I
-0.41277321522491567-0.24279819696565044*I	0.17196593165547064-0.5726847951973872*I	-0.3336594244132914-0.2554527666339111*I	-0.1419789077653947+0.16673841361467323*I	0.08973876728558731+0.023738366906223364*I	-0.031831748571463966-0.047256733739902856*I	-0.011579572088905043+0.043812602200851196*I	0.03004217444440252-0.016959400542048985*I	-0.02531519520935524-0.007992665665100882*I	0.008103841521759862+0.020912937136856966*I	0.008588378025018916-0.018585748344423562*I	-0.015824505178636854+0.006670647433575524*I	0.01202946157283808+0.0061283361751210364*I	-0.0020192402338586064-0.012686724479969784*I	-0.007033656645206231+0.010768007895894114*I	0.010026873939002541-0.003102529758462771*I	-0.00636156141047991-0.00498588756221903*I	-0.0005459460148580493+0.008911597899466786*I	0.005928094588670087-0.00713416080689962*I	-0.006743301247980236+0.0015226012346710874*I	0.0032001331373668488+0.004211204477739537*I	0.001858729176316301-0.006821700143197879*I	-0.0050128948786882935+0.005194573465282229*I	0.004509507192402812-0.0007414741541543013*I	-0.0011457762762379527-0.003684833833733181*I	-0.0025778718223007447+0.005581611287956542*I	0.004182862334447429-0.004098609704097649*I	-0.00279416576015145+0.00034746060520365234*I	-0.0003462102574972175+0.003351426874491372*I	0.0029665799698570918-0.004874384129361633*I	-0.00335466614005806+0.003491063337062101*I	0.00134700300042004-0.00013934548770402989*I	0.001511028220032603-0.0031876062362820156*I	-0.003149608332807939+0.0045559922349827095*I	0.0024783110553630583-0.0032148172391636143*I
-0.09615040920345777+0.18828474398599504*I	-0.33365942441329244-0.25545276663392014*I	0.12613743309352676-0.5942311255687086*I	-0.3230344479393347-0.21905983005941707*I	-0.12798215777491986+0.1410280102460832*I	0.06753421872271814+0.031158032532577727*I	-0.015786324117545956-0.03850573091335074*I	-0.014690218735392328+0.028400270909412505*I	0.02210059151224024-0.004797466231731541*I	-0.01361617053786002-0.011166082718086955*I	0.0002209192752853142+0.01542165026010889*I	0.008918814926366292-0.00928399511631244*I	-0.009960823166024252-0.0005247901696395569*I	0.004665368026291239+0.007594590842903845*I	0.002143951692548865-0.008593816635222845*I	-0.006031124509132988+0.004315865665884818*I	0.0053177359977331085+0.0017161602962562558*I	-0.0014359989578821251-0.00566790613910025*I	-0.0025801093215589857+0.005615509079420975*I	0.004202665273463257-0.002240937752292992*I	-0.002850408764937077-0.0020030100884981888*I	-0.00008733242610035991+0.004512554888419213*I	0.002475343885682563-0.004037562974161752*I	-0.002871205591452966+0.0012083892208725982*I	0.0013150206607512565+0.002055999964753712*I	0.0008953967709966637-0.003797259293416627*I	-0.0021775510507935606+0.003131597774266942*I	0.0017954790297100866-0.0006347573699111643*I	-0.0002279065617994702-0.0020769100104552772*I	-0.0013134930928071697+0.0033786378773758515*I	0.001747323771936641-0.0025893590014003853*I	-0.0008763550847203658+0.00027624609791140366*I	-0.0005833491344912836+0.002131621619333932*I	0.0015110282200494203-0.003187606236280304*I	-0.00121925619787705+0.0022850251279569744*I
0.07911379081162177-0.012654569668271087*I	-0.14197890776538966+0.16673841361466005*I	-0.3230344479393369-0.2190598300594197*I	0.14013418308397732-0.6199415289372772*I	-0.3452389965022063-0.21164016443307662*I	-0.1119367333209859+0.14977901307260927*I	0.06442357207621743+0.01574570124114152*I	-0.023727907049718222-0.026343796603031367*I	-0.0029911940638824223+0.025226853856417944*I	0.01421766926576323-0.010288753108487252*I	-0.01328573363651537-0.0018643294899936057*I	0.006084601287910403+0.00822621265688559*I	0.0015547213798144824-0.007817740448517784*I	-0.005797631239621728+0.003568117675104196*I	0.00566790016237388+0.0011424486128769496*I	-0.0025651862487213657-0.0037751265805180266*I	-0.0011055620565362772+0.0036338470889996422*I	0.0032835726910336-0.0015799285237780847*I	-0.003161428273101622-0.0007746830844899656*I	0.001312783161479207+0.002089897756242652*I	0.0009151997099947247-0.0019395873416130156*I	-0.0022337940555826486+0.0007811270805368892*I	0.0020543568611386676+0.0005263706440068488*I	-0.0007191426459586474-0.001240088855250254*I	-0.0008300325442205205+0.0010959637611897036*I	0.0017153414322648155-0.0003940135489259276*I	-0.0014919865337327592-0.00033340695922171824*I	0.000388708147552623+0.0007072271585950877*I	0.0008281961943980318-0.0006075463670268575*I	-0.001447162759713172+0.00020811511751528736*I	0.0011648179625396889+0.00016382063821854817*I	-0.000183028362968477-0.00031839189436025513*I	-0.0008763550847134524+0.00027624609791291954*I	0.0013470030004307967-0.00013934548770970677*I	-0.0009672828353035623+0.000027211002877391977*I
-0.045828498561938394-0.021546330371331586*I	0.08973876728559223+0.02373836690621835*I	-0.1279821577749249+0.1410280102460898*I	-0.34523899650222395-0.21164016443306252*I	0.15617960753791768-0.6111905261107513*I	-0.34834964314866734-0.2270524957245185*I	-0.11987831625315604+0.16194094738293646*I	0.07612259674771382+0.012572284188137307*I	-0.03161082929618983-0.03183508347980147*I	-0.0026607571625488495+0.03452860708451964*I	0.020081351278385517-0.01748419071170321*I	-0.020649827183059088-0.00039807482218616274*I	0.010247793214288823+0.0123191205016542*I	0.00255725351588271-0.014269882678540832*I	-0.010506769180882626+0.008386807729814072*I	0.010593462614965457+0.000460430036008703*I	-0.004599349555419024-0.007071215400550473*I	-0.002830991371754771+0.008527070143609941*I	0.00717646517404758-0.005105539846955123*I	-0.006448893836581853-0.00047333267381446996*I	0.001929397870830374+0.004874034925278508*I	0.003056888997221448-0.005925771586034997*I	-0.005428280587225747+0.0035786011994368614*I	0.004095529908359496+0.0004139451843214713*I	-0.00031882187447124954-0.0036901023689436025*I	-0.003217415848963629+0.004559816095379585*I	0.004281600630595114-0.002818384164597394*I	-0.0024592693690626364-0.0003061959563686633*I	-0.0008305480503601639+0.0029922522865439036*I	0.0033065072497510915-0.0038223636061816765*I	-0.003377514894621409+0.002479082224543432*I	0.0011648179625371167+0.00016382063821011866*I	0.0017473237719447111-0.00258935900140661*I	-0.0033546661400545436+0.0034910633370638356*I	0.002566259198334364-0.0024243706156615516*I
0.010624976473975508+0.036392936574485564*I	-0.03183174857146203-0.04725673373991842*I	0.06753421872270587+0.03115803253256979*I	-0.11193673332101278+0.1497790130726313*I	-0.3483496431486901-0.22705249572449873*I	0.14823802460577923-0.5990285918004271*I	-0.33665061847717664-0.23022591277750992*I	-0.1277612384996462+0.15644966050619136*I	0.07645303364905573+0.021874037416266263*I	-0.02574714728357453-0.039030521083006156*I	-0.010024850709085976+0.03599486175230637*I	0.02424454320479432-0.013391282866951697*I	-0.019647295046996898-0.006850217052203623*I	0.005538655273020791+0.017137810556361745*I	0.0074828159684892405-0.01495190125541292*I	-0.012540932487584266+0.005090718909782326*I	0.00886803329974388+0.005353653090601427*I	-0.0007064570723968861-0.01059682672374676*I	-0.0061184569352268625+0.008828420554287838*I	0.007793079883423638-0.0023214026779039853*I	-0.004307204549340019-0.004459516918230003*I	-0.0012650886608133462+0.007671509044171797*I	0.00509806204445478-0.006038197045704947*I	-0.005027959815731845+0.0011285876857708439*I	0.0017081466036211726+0.003877797518503911*I	0.002247437323881176-0.006114472984626474*I	-0.004184698684284646+0.004587027098244389*I	0.0030623444326772454-0.0005333590366407734*I	0.000019041686292020686-0.0035210131955060306*I	-0.00276090018526348+0.005263219393595578*I	0.0033065072497516254-0.0038223636061957915*I	-0.0014471627597216466+0.0002081151174904444*I	-0.001313493092828124+0.003378637877374662*I	0.0029665799698527333-0.0048743841293466894*I	-0.002387383304724211+0.003463852334192996*I
0.01399674999046664-0.02571040336859195*I	-0.011579572088910316+0.04381260220082947*I	-0.015786324117541113-0.0385057309133793*I	0.06442357207623155+0.01574570124113721*I	-0.11987831625315774+0.16194094738294823*I	-0.3366506184771893-0.2302259127775119*I	0.1403551023592865-0.6045198786771913*I	-0.33632018157583415-0.22092415954938732*I	-0.12189755648702011+0.14925422290298396*I	0.06908894010250666+0.023340292084038237*I	-0.021583955357175968-0.03493761323828131*I	-0.009022318573019406+0.029542719522275204*I	0.019535405263519184-0.008572592812238964*I	-0.014721732594384598-0.007532235629077351*I	0.0035044919663297738+0.013841721736321979*I	0.005757386653257218-0.010058678200822112*I	-0.00864804000456118+0.0015651075865808944*I	0.005580567736281686+0.005655003501276748*I	-0.00008984236302468277-0.007812689554680192*I	-0.00397676764798365+0.004842236309891554*I	0.00459859335177975+0.00047607144098388776*I	-0.0022660315021095557-0.004571942377923889*I	-0.0008647678893120328+0.005221495530507721*I	0.002710678739717618-0.0025743447114990217*I	-0.0024617006173803546-0.001295782929902332*I	0.0007408637683137415+0.0039050085213794944*I	0.0010281811259766906-0.0038294478566544693*I	-0.0017063876289252179+0.001372209859099682*I	0.0011319922977686256+0.0017376080704039655*I	0.00001904168628887551-0.0035210131955074986*I	-0.0008305480503546841+0.002992252286550254*I	0.000828196194390436-0.0006075463670276976*I	-0.00022790656181917495-0.002076910010446369*I	-0.0003462102575010166+0.0033514268744893995*I	0.0004003207715146395-0.002450013513706051*I
-0.02220454856288998+0.0074196656263484356*I	0.030042174444386657-0.016959400542052205*I	-0.01469021873537752+0.028400270909398725*I	-0.023727907049690782-0.0263437966030503*I	0.07612259674772746+0.012572284188135477*I	-0.12776123849963697+0.1564496605061864*I	-0.33632018157584653-0.22092415954939293*I	0.14621878437189947-0.6117153162804054*I	-0.34368427512238964-0.21945790488161943*I	-0.11773436456062666+0.15334713074771344*I	0.07009147223857747+0.016888149854020373*I	-0.026293093298451645-0.030118923183550785*I	-0.0040967561204290695+0.028860700945412255*I	0.017501241956819093-0.011868681632280246*I	-0.01644716190961594-0.00263901257447652*I	0.007397384449352612+0.01031611041314464*I	0.002469921089809637-0.00975732779014372*I	-0.00803142529518976+0.004349244755631802*I	0.0077222570235048185+0.00166881925688429*I	-0.0032843288946755615-0.00501521543577454*I	-0.0019355946007571102+0.004729810850193079*I	0.004998914123284418-0.001973942072702987*I	-0.004653414806842861-0.0011080900437239226*I	0.0017014913090123735+0.0027971249148370774*I	0.0017433959043781683-0.002547133708635435*I	-0.00368095681529257+0.0009892421980583952*I	0.003219174823674772+0.0006901912822277413*I	-0.0009021710089309451-0.0015584807496331692*I	-0.0017063876289342104+0.001372209859077084*I	0.003062344432684409-0.0005333590366410417*I	-0.0024592693690554924-0.0003061959563417107*I	0.0003887081475463082+0.000707227158604786*I	0.001795479029725747-0.0006347573699062233*I	-0.0027941657601347207+0.0003474606052078294*I	0.0020411730472219003-0.00011242545970030493*I
0.016045424453939718+0.008751002826552699*I	-0.025315195209362634-0.007992665665086125*I	0.022100591512233404-0.004797466231729684*I	-0.0029911940638869296+0.025226853856400576*I	-0.031610829296180594-0.03183508347980845*I	0.07645303364908664+0.02187403741626633*I	-0.12189755648701722+0.14925422290298945*I	-0.3436842751224138-0.21945790488160763*I	0.15038197629829525-0.6076224084356572*I	-0.34268174298631476-0.2259100471116304*I	-0.12244350250188413+0.15816582080244326*I	0.07501703469119492+0.01620613127716127*I	-0.02832725660515295-0.033415012003595805*I	-0.0058221854356644105+0.033753924000005084*I	0.02139413443983852-0.015394292955450231*I	-0.0197346274730717-0.002337662163786072*I	0.00801399915873698+0.013100247582184362*I	0.004611610377035814-0.013743512034564302*I	-0.011225911826849365+0.007146718874533508*I	0.00976343007074063+0.001556393797204585*I	-0.00288400812316933-0.007465228949465025*I	-0.004322977905485105+0.008193663184380931*I	0.007565173321625353-0.004398312688357585*I	-0.005620697642186273-0.0010808790408494847*I	0.00048223511109965207+0.005082150042779949*I	0.004221706959757419-0.005761950947803216*I	-0.0056113089501864276+0.0032602093050800667*I	0.0032191748236681745+0.0006901912822131898*I	0.0010281811259661114-0.003829447856667449*I	-0.0041846986842869974+0.004587027098249526*I	0.004281600630592769-0.0028183841645868664*I	-0.0014919865337382264-0.00033340695921832593*I	-0.0021775510507734156+0.0031315977742675206*I	0.004182862334463384-0.004098609704091258*I	-0.0031944865316670956+0.0027974741189095154*I
-0.003110646646459077-0.015412331291431788*I	0.008103841521766865+0.020912937136870258*I	-0.013616170537871496-0.011166082718085583*I	0.014217669265761818-0.010288753108495918*I	-0.0026607571625324273+0.03452860708451209*I	-0.025747147283551555-0.03903052108301242*I	0.06908894010253644+0.023340292084041255*I	-0.11773436456061497+0.1533471307477175*I	-0.3426817429863266-0.225910047111634*I	0.14567283835703604-0.6028037183809491*I	-0.3377561805337087-0.22659206568850696*I	-0.12447766580858591+0.1548697319824017*I	0.07329160537596385+0.021099354331751124*I	-0.02443436412211688-0.03694062332677716*I	-0.009109650999116689+0.03405527441069453*I	0.02201074914920485-0.01261015578640997*I	-0.017592938185840942-0.0063238464082095176*I	0.004819512627087517+0.015897721701084597*I	0.006652783424262432-0.013855937494235504*I	-0.010825591055349134+0.004696705360858486*I	0.007376046766005705+0.005020246131386239*I	-0.00031774892483243494-0.009889599565135488*I	-0.005290260740824144+0.008220874187264932*I	0.006345917123716653-0.00211328756040624*I	-0.0031423865867984224-0.0042956962800179*I	-0.0014481170237880755+0.0073531171498223994*I	0.0042217069597557735-0.005761950947796424*I	-0.0036809568152833534+0.0009892421980423362*I	0.0007408637682963637+0.0039050085213750353*I	0.00224743732385806-0.00611447298462284*I	-0.0032174158489671678+0.00455981609537709*I	0.0017153414322616117-0.0003940135489040266*I	0.0008953967710043899-0.003797259293407798*I	-0.0025778718222957053+0.005581611287931294*I	0.0021416892872110904-0.003986184244420529*I
