0.3023469952614122-0.000013642848396495583*I	0.10469399025645025-0.00001216831945129649*I	0.04206353540340599-9.520126259008687*^-6*I	0.019523284348973054-7.510780107112747*^-6*I	0.010271874425711624-6.10449147075638*^-6*I	0.005978122464579998-5.101925472598664*^-6*I	0.003762350249625617-4.360025734351096*^-6*I	0.0025150158147215908-3.7905711897391457*^-6*I	0.0017621032078150678-3.3394918730103368*^-6*I	0.0012814891648691258-2.9726541989873033*^-6*I	0.0009604765639736906-2.667696706838608*^-6*I	0.000737929345066886-2.409437236266419*^-6*I	0.0005787704624493665-2.187233153488424*^-6*I	0.00046190336923166884-1.9934125351159246*^-6*I	0.0003741227650712777-1.822308600414813*^-6*I	0.0003068751765713553-1.6696455029030224*^-6*I	0.0002544538220530642-1.532135763829821*^-6*I	0.00021295145491978027-1.4072092608886718*^-6*I	0.00017963121103778211-1.2928263661523055*^-6*I	0.00015253674993402215-1.1873463176459954*^-6*I	0.00013024397668112703-1.089432696544212*^-6*I	0.00011169902109618788-9.97984357912441*^-7*I	0.00009611016198337235-9.120841538085883*^-7*I	0.00008287429068512288-8.309603066285546*^-7*I	0.00007152596293597623-7.539569157558114*^-7*I	0.00006170150942521825-6.805111501692477*^-7*I	0.00005311336156239687-6.101353965372136*^-7*I	0.00004553141682807689-5.424031208412153*^-7*I	0.00003876932457786041-4.769375395416102*^-7*I	0.000032674254637721776-4.1340243332758493*^-7*I	0.00002711915790903322-3.5149460476156383*^-7*I	0.00002199682561399969-2.909376018355575*^-7*I	0.000017215254313982725-2.314764167730972*^-7*I	0.000012693960418195575-1.7287293292218953*^-7*I	8.360981581993766*^-6-1.1490193884359522*^-7*I	4.150366709371497*^-6-5.734756221041488*^-8*I
0.10469399025645026-0.00001216831945129649*I	0.3444105306648183-0.000023162974655504267*I	0.12421727460542331-0.000019679099558409242*I	0.05233540982911764-0.00001562461772976507*I	0.025501406813553062-0.000012612705579711403*I	0.014034224675337237-0.000010464517205107469*I	0.00849313827930159-8.892496662337805*^-6*I	0.005524453457440685-7.699517607361434*^-6*I	0.0037965049795907167-6.763225388726452*^-6*I	0.002722579771788758-6.007188579848945*^-6*I	0.002019418509936013-5.382091435253724*^-6*I	0.0015392470264230568-4.8549298603270345*^-6*I	0.0011998327142985555-4.402849771382347*^-6*I	0.0009528932275206446-4.009541753903238*^-6*I	0.0007687785458030239-3.663058038018946*^-6*I	0.0006285765871243418-3.354444364244633*^-6*I	0.0005198266314911359-3.0768547637916946*^-6*I	0.000434085033090846-2.8249621299821264*^-6*I	0.00036548820485380256-2.594555578534666*^-6*I	0.00030987518771890925-2.382259062696517*^-6*I	0.00026423577103021004-2.1853306755584353*^-6*I	0.00022635413866449935-2.0015168503527995*^-6*I	0.00019457331178131078-1.8289446645409953*^-6*I	0.0001676361249193485-1.6660410695643986*^-6*I	0.0001445758001103411-1.5114714567978018*^-6*I	0.00012463932449837312-1.3640923122930241*^-6*I	0.00010723292625329513-1.2229142710104634*^-6*I	0.0000918826861402573-1.0870729360788234*^-6*I	0.00007820567146579871-9.558055541688002*^-7*I	0.00006588848248689365-8.284321443031737*^-7*I	0.00005467108025172147-7.043400351631423*^-7*I	0.00004433441222301595-5.829710215346609*^-7*I	0.00003469078603219527-4.6381053475774715*^-7*I	0.0000255762358959765-3.463783556166924*^-7*I	0.000016844327127567083-2.3022049513260447*^-7*I	8.360981581993771*^-6-1.1490193884359523*^-7*I
0.04206353540340601-9.520126259008689*^-6*I	0.12421727460542344-0.000019679099558409252*I	0.3546824050905302-0.00002926746612626066*I	0.13019539707000338-0.00002478102503100791*I	0.05609776007874326-0.000019984643464116168*I	0.02801642262827465-0.000016403276769450557*I	0.0157963278831523-0.000013804009078117805*I	0.009774627444170712-0.000011865150861325117*I	0.006484930021414378-0.000010367214314200048*I	0.004534434324657602-9.172662624992878*^-6*I	0.0033013502342381282-8.194421733337378*^-6*I	0.002481321879167682-7.375503970369652*^-6*I	0.001913369791494337-6.677238460741852*^-6*I	0.0015067078908699114-6.07249527428537*^-6*I	0.0012073470495737077-5.541677517733055*^-6*I	0.0009817300007228045-5.070267298907619*^-6*I	0.0008082077981621238-4.64727073039694*^-6*I	0.0006723633814251578-4.264201081437687*^-6*I	0.0005643290097719731-3.914394826526336*^-6*I	0.00047718722594999023-3.5925399364471067*^-6*I	0.0004059853497022812-3.2943432165051036*^-6*I	0.0003471100617153328-3.016290982186989*^-6*I	0.00029788010160047563-2.7554737661086104*^-6*I	0.000256274821206529-2.5094558147102404*^-6*I	0.0002207494864817454-2.2761764661016112*^-6*I	0.00019010721693841795-2.0538745776390164*^-6*I	0.00016340864907623352-1.8410298518346339*^-6*I	0.0001399071808910169-1.6363167043380478*^-6*I	0.00011900184404929051-1.438567540840387*^-6*I	0.00010020249707979834-1.2467431560043573*^-6*I	0.00008310373680087633-1.0599085610762707*^-6*I	0.00006736504066991702-8.77212968085332*^-7*I	0.00005269539380500971-6.978729603782562*^-7*I	0.000038841152741566766-5.21158096968162*^-7*I	0.00002557623589597649-3.4637835561669247*^-7*I	0.00001269396041819558-1.7287293292218955*^-7*I
0.019523284348973043-7.510780107112745*^-6*I	0.052335409829117635-0.00001562461772976507*I	0.1301953970700033-0.00002478102503100791*I	0.3584447553401556-0.00003362749186061174*I	0.13271041288472493-0.00002857159622074702*I	0.05785986328655829-0.000023324135337126477*I	0.02929791179314374-0.00001937593096843784*I	0.016756804447125982-0.000016471705784956417*I	0.010512556789237603-0.00001427458809759154*I	0.007063700483863744-0.000012554447467688473*I	0.004996337693889275-0.0000111660751601088*I	0.003675472999309404-0.000010016730333752193*I	0.002788197055739037-9.045149473272678*^-6*I	0.002167823613547398-8.209374224571662*^-6*I	0.0017196593457896887-7.479704535174033*^-6*I	0.0013869782606114893-6.834503883885355*^-6*I	0.0011342667506568256-6.257613616553607*^-6*I	0.0009384517748432495-5.7367034269411425*^-6*I	0.0007840624025213447-5.262185439350121*^-6*I	0.0006604391717553444-4.826478980334917*^-6*I	0.0005600615166351123-4.423500243075654*^-6*I	0.00047751131263825726-4.048300132260911*^-6*I	0.0004088115711405508-3.6968021323562337*^-6*I	0.00035099346316287195-3.36560916264582*^-6*I	0.0003018062380346055-3.0518589355514538*^-6*I	0.00025951881105960547-2.7531140056432193*^-6*I	0.0002227814715761395-2.4672770109665996*^-6*I	0.00019052780698526657-2.192524456596197*^-6*I	0.0001619040065050165-1.927254306173604*^-6*I	0.000136217098363273-1.6700439576134829*^-6*I	0.00011289645749799378-1.4196160889265457*^-6*I	0.00009146471838287-1.1748104999198647*^-6*I	0.00007151540737928846-9.345605302957459*^-7*I	0.00005269539380500966-6.978729603782556*^-7*I	0.00003469078603219523-4.638105347577467*^-7*I	0.00001721525431398271-2.3147641677309703*^-7*I
0.010271874425711607-6.104491470756378*^-6*I	0.025501406813553028-0.00001261270557971141*I	0.056097760078743224-0.000019984643464116165*I	0.1327104128847249-0.000028571596220747037*I	0.3602068585479707-0.00003696698373362205*I	0.13399190204959407-0.00003154425041973433*I	0.05882033985053193-0.000025991832043965067*I	0.030035841138210614-0.000021785368204704247*I	0.017335574909575352-0.000018658938938444847*I	0.010974460158469266-0.00001626800063270746*I	0.007437823248935021-0.000014376756068103281*I	0.005303212870460628-0.000012835720663011825*I	0.003929926821362466-0.000011548866097582003*I	0.0030011485106588164-0.00001045235873416134*I	0.0023474548245851776-9.50220059072396*^-6*I	0.0018721960957237091-8.667050852820016*^-6*I	0.0015172222372926139-7.923936580429551*^-6*I	0.0012459657717530112-7.2555979744660325*^-6*I	0.00103456193682662-6.648787580749717*^-6*I	0.0008669366932064661-6.093145745978665*^-6*I	0.0007319651346913197-5.580435896090721*^-6*I	0.0006217630260603298-5.104011393244895*^-6*I	0.0005306246742006533-4.658435528798121*^-6*I	0.00045434298796862666-4.239205253197443*^-6*I	0.00038976278774073173-3.842546702187425*^-6*I	0.00033448049267232666-3.4652613688790344*^-6*I	0.0002866379689686383-3.1046086104047792*^-6*I	0.00024477829719013895-2.7582146128021544*^-6*I	0.00020774306129924902-2.424000873369291*^-6*I	0.00017459796692321177-2.10012723909579*^-6*I	0.00014457807994526655-1.7849458964570747*^-6*I	0.0001170468242073651-1.476963651136958*^-6*I	0.00009146471838286985-1.1748104999198632*^-6*I	0.00006736504066991686-8.772129680853301*^-7*I	0.00004433441222301584-5.829710215346598*^-7*I	0.00002199682561399964-2.9093760183555694*^-7*I
0.005978122464579991-5.101925472598663*^-6*I	0.014034224675337227-0.00001046451720510747*I	0.028016422628274622-0.000016403276769450533*I	0.05785986328655826-0.000023324135337126467*I	0.1339919020495939-0.0000315442504197343*I	0.3611673351119441-0.000039634680440460616*I	0.13472983139466083-0.00003395368765600071*I	0.05939911031298132-0.000028179065197453497*I	0.030497744507442297-0.00002377878073982018*I	0.01770969767464663-0.000020481247538859662*I	0.01128133533504063-0.00001793764613561049*I	0.007692277070988086-0.000015908891831933102*I	0.005516164325380405-0.000014242929923900487*I	0.004109558032400245-0.000012841692463734298*I	0.0031536852605928327-0.000011639705051807315*I	0.0024776988012663007-0.000010591633287268158*I	0.0019838951168198956-9.665035210732445*^-6*I	0.0016133323992759841-8.836020734238131*^-6*I	0.0013288400624381328-8.086558281094578*^-6*I	0.0011060878997625953-7.402744496505519*^-6*I	0.0009286382026316838-6.773656896147907*^-6*I	0.000785078496253716-6.190571292627928*^-6*I	0.0006672944428884063-5.646414514086106*^-6*I	0.000569393998778513-5.135373068339722*^-6*I	0.0004870172426063481-4.652607686525024*^-6*I	0.00041688194564976457-4.194041306948983*^-6*I	0.0003564773182863262-3.756198970714588*^-6*I	0.0003038532232826207-3.3360850271778724*^-6*I	0.0002574722576083343-2.931087545724339*^-6*I	0.0002161040428812425-2.538902812212881*^-6*I	0.00017874833363258304-2.1574748013062025*^-6*I	0.0001445780799452664-1.7849458964570733*^-6*I	0.00011289645749799353-1.4196160889265425*^-6*I	0.00008310373680087606-1.0599085610762675*^-6*I	0.00005467108025172128-7.043400351631402*^-7*I	0.000027119157909033135-3.514946047615628*^-7*I
0.003762350249625611-4.360025734351092*^-6*I	0.008493138279301574-8.892496662337797*^-6*I	0.01579632788315228-0.000013804009078117795*I	0.02929791179314372-0.000019375930968437828*I	0.0588203398505319-0.000025991832043965064*I	0.13472983139466074-0.00003395368765600071*I	0.3617461055743934-0.00004182191359394903*I	0.13519173476389248-0.000035947100191116654*I	0.05977323307805263-0.00003000137379786832*I	0.03080461968401367-0.00002544842624272323*I	0.017964151496699707-0.00002201338330268949*I	0.011494286789960407-0.000019344855396499157*I	0.007871908282025868-0.000017201718198085408*I	0.005668701075314428-0.00001543027624154648*I	0.0042398020090813685-0.0000139311251602785*I	0.003265384281689018-0.000012637689409719744*I	0.0025738089632496713-0.00001150371744107673*I	0.0020667694075050154-0.000010495995517360984*I	0.0016848583622119588-9.589977649993927*^-6*I	0.0013905415718633491-8.767069431263816*^-6*I	0.0011592012613249915-8.012879893042723*^-6*I	0.00097416961945976-7.316060016989115*^-6*I	0.0008238478208315759-6.667508832169534*^-6*I	0.000699968697526127-6.059816947413682*^-6*I	0.0005965131566875458-5.486867673101282*^-6*I	0.0005090140682203471-4.943545288360574*^-6*I	0.00043409719996374694-4.425517723722075*^-6*I	0.00036917127870452133-3.929071903636772*^-6*I	0.0003122142048646142-3.450986966021465*^-6*I	0.0002616226243177053-2.9884351079347513*^-6*I	0.00021610404288124226-2.5389028122128805*^-6*I	0.00017459796692321133-2.100127239095786*^-6*I	0.00013621709836327258-1.6700439576134776*^-6*I	0.00010020249707979791-1.2467431560043524*^-6*I	0.00006588848248689332-8.284321443031706*^-7*I	0.00003267425463772163-4.134024333275834*^-7*I
0.002515015814721587-3.7905711897391436*^-6*I	0.005524453457440678-7.699517607361429*^-6*I	0.009774627444170706-0.00001186515086132511*I	0.01675680444712597-0.000016471705784956417*I	0.0300358411382106-0.00002178536820470426*I	0.0593991103129813-0.000028179065197453504*I	0.13519173476389254-0.00003594710019111667*I	0.36212022833946506-0.00004364422219436393*I	0.13549860994046392-0.00003761674569401974*I	0.06002768690010572-0.0000315335095616982*I	0.031017571138933466-0.00002685563550361193*I	0.018143782707737498-0.000023306209668841818*I	0.01164682353989444-0.00002053220171414517*I	0.008002152258706995-0.000018291150894629624*I	0.005780400096410615-0.000016428260599458912*I	0.0043359121710647396-0.00001484320931408707*I	0.003348258572374141-0.000013468649716348289*I	0.0026453349261856465-0.000012257674356832531*I	0.0021284709169302318-0.000011176506667530225*I	0.001737971723774355-0.000010200113046531138*I	0.0014360729886914274-9.309472552105028*^-6*I	0.0011979705859028527-8.489817432584332*^-6*I	0.0010068438740974818-7.729462450316697*^-6*I	0.000850966978740609-7.019003436931091*^-6*I	0.0007219655231401268-6.350754549249239*^-6*I	0.0006137284110015283-5.718344089874373*^-6*I	0.0005217080286385428-5.116418221282761*^-6*I	0.0004424581815457407-4.540419662565671*^-6*I	0.0003733216454138927-3.986419465847187*^-6*I	0.0003122142048646141-3.4509869660214626*^-6*I	0.00025747225760833393-2.9310875457243354*^-6*I	0.00020774306129924848-2.424000873369283*^-6*I	0.0001619040065050159-1.927254306173596*^-6*I	0.00011900184404928996-1.4385675408403804*^-6*I	0.0000782056714657983-9.558055541687957*^-7*I	0.00003876932457786023-4.769375395416078*^-7*I
0.0017621032078150671-3.3394918730103342*^-6*I	0.0037965049795907167-6.763225388726449*^-6*I	0.006484930021414377-0.000010367214314200036*I	0.0105125567892376-0.000014274588097591534*I	0.017335574909575355-0.00001865893893844483*I	0.030497744507442307-0.000023778780739820198*I	0.05977323307805265-0.00003000137379786835*I	0.13549860994046395-0.00003761674569401975*I	0.36237468216151825-0.0000451763579581938*I	0.13571156139538382-0.00003902395495490844*I	0.060207318111143535-0.00003282633592785051*I	0.0311701078888675-0.00002804298182125794*I	0.01827402668441862-0.000024395642365386035*I	0.011758522560990628-0.00002153018607205761*I	0.008098262420690366-0.000019203235048438194*I	0.005863274387095733-0.00001725922090608744*I	0.0044074381340007155-0.00001559716622984287*I	0.003409960081799357-0.000014149160866517523*I	0.002698448287748043-0.000012867809753369733*I	0.002174002333758309-0.000011718909788371435*I	0.0017767410483522151-0.000010677050586072741*I	0.001468747243329147-9.722874985432603*^-6*I	0.001225089743811884-8.84131203734589*^-6*I	0.0010288406997114802-8.020400052152244*^-6*I	0.0008681822330545909-7.250479853704183*^-6*I	0.0007346594835583219-6.523627482171422*^-6*I	0.0006220893925835218-5.833246028717966*^-6*I	0.0005258583953479138-5.173765783493175*^-6*I	0.00044245818154574026-4.540419662565668*^-6*I	0.00036917127870452095-3.929071903636769*^-6*I	0.0003038532232826201-3.3360850271778648*^-6*I	0.000244778297190138-2.7582146128021434*^-6*I	0.0001905278069852657-2.1925244565961862*^-6*I	0.00013990718089101616-1.6363167043380391*^-6*I	0.00009188268614025678-1.0870729360788175*^-6*I	0.00004553141682807665-5.424031208412122*^-7*I
0.0012814891648691245-2.9726541989873016*^-6*I	0.002722579771788757-6.007188579848937*^-6*I	0.004534434324657599-9.172662624992863*^-6*I	0.007063700483863737-0.000012554447467688456*I	0.010974460158469255-0.000016268000632707442*I	0.01770969767464662-0.000020481247538859645*I	0.030804619684013646-0.00002544842624272321*I	0.0600276869001057-0.00003153350956169818*I	0.13571156139538368-0.000039023954954908406*I	0.3625543133725558-0.000046469184324346075*I	0.13586409814531766-0.00004021130127255441*I	0.06033756208782459-0.00003391576862439471*I	0.031281806909963655-0.000029040966179170357*I	0.01837013684640198-0.000025307726519194584*I	0.011841396851675727-0.0000223611463786861*I	0.008169788383626326-0.00001995719196419395*I	0.00592497589652094-0.00001793973205625665*I	0.004460551495563102-0.00001620730162638004*I	0.0034554914986274273-0.000014691563987358706*I	0.0027372176123258984-0.000013344747292911315*I	0.002206676588396027-0.000012132312221698987*I	0.0018038602062612457-0.000011028545190834284*I	0.001490744068943145-0.000010013812587268142*I	0.0012423049981258646-9.072788454118969*^-6*I	0.0010415346601296738-8.19327298507442*^-6*I	0.0008765432146365827-7.3653817925477625*^-6*I	0.0007388098502676916-6.580975044381825*^-6*I	0.0006220893925835201-5.8332460287179544*^-6*I	0.0005217080286385414-5.116418221282748*^-6*I	0.00043409719996374564-4.425517723722061*^-6*I	0.0003564773182863247-3.7561989707145705*^-6*I	0.00028663796896863684-3.104608610404761*^-6*I	0.00022278147157613816-2.4672770109665835*^-6*I	0.00016340864907623233-1.8410298518346205*^-6*I	0.00010723292625329435-1.2229142710104538*^-6*I	0.00005311336156239646-6.10135396537209*^-7*I
