0.18745707210833537-0.8043231186816351*I	-0.4597063294909065-0.16973281972791474*I	-0.04971013978505275+0.19332344167067633*I	0.04955706280143814-0.03315618650078845*I	-0.04088747872101201+0.011360853109302013*I	0.026807965754751247+0.01335227810976546*I	-0.01137916087212293-0.019550894439876603*I	-0.0016263920288530362+0.01909353925131446*I	0.009648790178624281-0.011925186329961692*I	-0.011868715099748036+0.0030571786900623127*I	0.009276958290366013+0.004751239166699639*I	-0.004051359496255229-0.008994840723333198*I	-0.0013739293773374845+0.009064932874766791*I	0.0050444304494200055-0.005764191709288258*I	-0.005999294686656603+0.0009152112433412838*I	0.004476311651043637+0.0035105432478864276*I	-0.0015624166605358069-0.005936500465748696*I	-0.0013970518964132033+0.005707367983099539*I	0.0032556701500017805-0.00328633345767172*I	-0.0034844527718985666-0.00011179590074029473*I	0.0023130348114832862+0.003093681857829611*I	-0.00044299628914438-0.004549855868233567*I	-0.0012748558660024482+0.004053917258454926*I	0.0021680605019151855-0.001979791954786392*I	-0.0020361402409877663-0.0007229769985381456*I	0.0011205825470447489+0.002922928125297527*I	0.0000856644990438941-0.00378889532060618*I	-0.0010309483162811036+0.0030783814164420786*I	0.0013584805088010783-0.0011457696163804376*I	-0.0010558251611686004-0.001162252833346579*I	0.0003860369042272602+0.002872098957757545*I	0.0002859396657869903-0.003341362130925411*I	-0.000671665900331479+0.0024275655487558364*I	0.0006630938980643215-0.0005250420927842168*I	-0.00034065766769758864-0.001542856910963967*I	-0.00005560320761771763+0.0029206166935822975*I	0.00027006509142575726-0.0030720003378619074*I	-0.00022004052116350413+0.0019421814058912786*I
-0.4597063294909136-0.1697328197279136*I	0.13774693232328042-0.6109996770109615*I	-0.41014926668948787-0.20288900622872044*I	-0.09059761850609452+0.2046842947799739*I	0.07636502855620644-0.019803908391004522*I	-0.0522666395931318-0.008190041330577663*I	0.025181573725890808+0.03244581736105223*I	-0.001730370693472239-0.031476080769852074*I	-0.013495107128628885+0.022150717941376352*I	0.018925748468983348-0.007173947163249005*I	-0.015920074595971515-0.00593766203323544*I	0.007903028912974602+0.013816172041473194*I	0.0009930709531433598-0.014759032432644422*I	-0.0073732240639769655+0.009980144118093547*I	0.009520742100429386-0.002253648461425837*I	-0.007561711347213393-0.005021289222420743*I	0.003079259754574496+0.009217911230993477*I	0.0016932534894460323-0.009222833923426535*I	-0.004881504668245534+0.005595572082375464*I	0.005568704961480903-0.00019265159982925274*I	-0.003927449061058156-0.004661651769002912*I	0.0010381789454771196+0.007147599116288653*I	0.001725064212732303-0.006529647822996354*I	-0.003310996106963689+0.003330940259925218*I	0.0032886430489696933+0.0009431361705131112*I	-0.0019504757419966394-0.0045118723191831306*I	0.00008963423074315839+0.00600130954169497*I	0.0014441450078253675-0.004934664937028217*I	-0.0020867734774730317+0.0019161285830427547*I	0.0017445174130179492+0.0017263293413732114*I	-0.0007698854953815481-0.004503614964265705*I	-0.0002856289960725615+0.005299664506505964*I	0.0009490335638798975-0.0038664042236990423*I	-0.0010123235680131112+0.000884708637762921*I	0.0006074906904328615+0.0023955746007507652*I	-0.00007059257632042382-0.004614857248858309*I	-0.0002756437287786305+0.004862798099438684*I	0.0002700650914733981-0.0030720003378684013*I
-0.0497101397850833+0.19332344167064475*I	-0.4101492666894676-0.20288900622872624*I	0.09685945360227384-0.5996388239016447*I	-0.3833413009347146-0.18953672811890984*I	-0.10197677937818528+0.18513340034009643*I	0.07473863652732733-0.0007103691397450215*I	-0.04261784941452005-0.02011522766053839*I	0.013312858626131805+0.035502996051172936*I	0.0075465875968559505-0.026724841603140544*I	-0.017546466624844426+0.013155877218008375*I	0.017551819091663628+0.001890985711499156*I	-0.010875644146603818-0.011701853742519896*I	0.0019037342263262425+0.014731383284827083*I	0.005469382604199675-0.011248489184756185*I	-0.00893564072453268+0.004043643652335911*I	0.00812369020400819+0.0034537195216942864*I	-0.004306041197216712-0.008307622680058916*I	-0.0004051930172836468+0.009106115330254475*I	0.004006288300951547-0.00612915206563907*I	-0.005324500957445483+0.001045716214073259*I	0.004293849095465587+0.003861265658626707*I	-0.0017593885591205823-0.0066414437237245156*I	-0.0009979612955181272+0.0064246221177480895*I	0.002845646759778891-0.003606719697746064*I	-0.003225331607935226-0.0004579550607083437*I	0.0022576947326539295+0.004021517586949605*I	-0.0005919952331747951-0.005657641935554624*I	-0.0009661909303928992+0.004839056708331334*I	0.0018301819120591675-0.002062565979257345*I	-0.00180083381164591-0.0014252335478298881*I	0.0010728515127154219+0.004153894890121921*I	-0.00010679159734213434-0.005028657057054233*I	-0.0006262866637783876+0.0037568075955464017*I	0.000893430356262365-0.0009457875301611843*I	-0.0007422584766145413-0.002187291700096382*I	0.0003874501692604233+0.00433775600666911*I	-0.00007059257628546771-0.00461485724885036*I	-0.00005560320758922363+0.002920616693576839*I
0.04955706280142835-0.03315618650081815*I	-0.09059761850606932+0.20468429477996508*I	-0.3833413009346951-0.18953672811892217*I	0.08548029273015038-0.6191897183415258*I	-0.3849676929635797-0.17044318886765988*I	-0.0923279891995679+0.17320821401009281*I	0.0628699214275739+0.0023468095503498803*I	-0.033340891124137406-0.015363988493810559*I	0.0092614991299026+0.02650815532781929*I	0.006172658219517255-0.017659908728381232*I	-0.012502036175445163+0.007391685508753561*I	0.01155252440497024+0.002806196954852392*I	-0.006399332495572117-0.008191310494655043*I	0.0003413175658098037+0.008794882819074423*I	0.004072330707783953-0.005541121201637841*I	-0.00567997057450382+0.0007573101946869413*I	0.004639237432143914+0.0033419236209705884*I	-0.0019930063857491465-0.005213940822248944*I	-0.0008481893064358105+0.0045562594620056135*I	0.0027314324349217134-0.0020752348071395627*I	-0.003156440455545213-0.0009340757406576054*I	0.002257708854522097+0.0031382886601081976*I	-0.0006388060120808803-0.003718515598452461*I	-0.0009122967964923738+0.002635726797091217*I	0.0018146984435116647-0.0005283382813267949*I	-0.0018668510991297468-0.001603724677083949*I	0.0012018695715158146+0.0028592647536080573*I	-0.0002059583289428006-0.0027855429777703822*I	-0.0006802512646142802+0.001497694577459122*I	0.001158516011762459+0.00036499956950630677*I	-0.001137739913600018-0.001950275640655964*I	0.0007321938449944024+0.002611037979153048*I	-0.00016239480492896723-0.0021080403634591025*I	-0.0003562215723662738+0.0006848072576697615*I	0.0006733898350723727+0.0009963938757384656*I	-0.000742258476596584-0.0021872917000808263*I	0.000607490690432818+0.0023955746007792646*I	-0.0003406576677537938-0.001542856910971282*I
-0.04088747872102537+0.011360853109329931*I	0.0763650285561914-0.019803908391008318*I	-0.1019767793781815+0.18513340034005651*I	-0.38496769296358035-0.17044318886765764*I	0.09512908290876794-0.6311149046714725*I	-0.3968364080633312-0.16738601017754945*I	-0.08305103090921573+0.17795945317682219*I	0.05881856193134714-0.00664803117300474*I	-0.03471482050147384-0.006299055619074172*I	0.01430592957932516+0.020743963618561782*I	0.00017336353287494095-0.016744697485011676*I	-0.008025724524446193+0.01090222875660464*I	0.009990107744428385-0.00313030351093328*I	-0.007796384391966745-0.0024839425115531742*I	0.0035969877158055054+0.005508549361422554*I	0.0005878779358970527-0.005652917102368468*I	-0.0033669357630669626+0.003850992052484831*I	0.004196241142969094-0.0012079322472817152*I	-0.003267862251708302-0.0011600235637310536*I	0.0013198711954748997+0.002576467507252263*I	0.0006952921939347022-0.0027982118057201457*I	-0.002035857908486016+0.001988852384635737*I	0.002343373353529025-0.0006506066605086948*I	-0.0016697543283745269-0.0006401341820645532*I	0.0004461837123148456+0.0014899571806982162*I	0.0007588732823392357-0.001690591114670467*I	-0.0014808141948938645+0.0012683742806664864*I	0.001487809237305349-0.00048209737730896404*I	-0.0008776242292742308-0.0003579774290252454*I	-0.000017157366562186995+0.0009726524846361248*I	0.0008178583440425986-0.0011778573414871823*I	-0.0011933431212096867+0.0009703410529271715*I	0.0010022589364485522-0.0004609623587090462*I	-0.00038243532609095603-0.00016585895760458426*I	-0.0003562215723889884+0.0006848072576436415*I	0.0008934303562344245-0.000945787530145455*I	-0.001012323568033553+0.0008847086377919159*I	0.0006630938980379273-0.000525042092799072*I
0.02680796575474401+0.013352278109836541*I	-0.0522666395931374-0.00819004133055933*I	0.07473863652735223-0.0007103691397701479*I	-0.09232798919955429+0.17320821401011413*I	-0.3968364080633469-0.16738601017752666*I	0.1044060411991168-0.6263636655047546*I	-0.40088776755960104-0.17638085090087754*I	-0.08442496028658741+0.18702438605157334*I	0.06386299238076516-0.012412222882296098*I	-0.04071411518811349-0.005383844375710291*I	0.018782241230337383+0.024254506866421457*I	-0.0013890531276882652-0.02268119795079212*I	-0.009422776420861657+0.016609596739720706*I	0.013245777894427688-0.006416636968570189*I	-0.011280837163863272-0.0025957384122569623*I	0.005910022527276798+0.008602231219234396*I	0.0001448816467436959-0.010202772970634204*I	-0.004641791629054309+0.007904909310981149*I	0.0063643016449016114-0.00318772420206562*I	-0.005304002492692376-0.0018830005623574587*I	0.002440453742509121+0.005499395632512566*I	0.0007809566929750937-0.006587107126297081*I	-0.003066806224784986+0.005067233801075081*I	0.0037018538623004387-0.0017963762769267523*I	-0.002725579489544932-0.0018023870154168647*I	0.0008322206165396671+0.004362056138492012*I	0.0010448129481520818-0.005031953245582386*I	-0.0021524800951811854+0.003695939829409978*I	0.0021509031353615857-0.0010071394700959515*I	-0.001218281896957271-0.001900834340007655*I	-0.0000727605741474369+0.0038932691782017094*I	0.001087923435457989-0.004249857679340226*I	-0.0014133836423694496+0.0029125224588023007*I	0.0010022589364396446-0.0004609623587360389*I	-0.0001623948049460465-0.0021080403634733745*I	-0.0006262866637939639+0.003756807595551172*I	0.0009490335638678822-0.003866404223706681*I	-0.0006716659003150518+0.002427565548765968*I
-0.011379160872093874-0.019550894439842814*I	0.025181573725903225+0.03244581736108034*I	-0.04261784941450525-0.020115227660548803*I	0.06286992142757214+0.002346809550337568*I	-0.08305103090921868+0.17795945317682582*I	-0.40088776755957556-0.17638085090089095*I	0.10303211182178248-0.6172987326300438*I	-0.3958433371101728-0.18214504261020337*I	-0.09042425497322051+0.18793959729493692*I	0.06833930403177191-0.008901679634372377*I	-0.04227653184869723-0.011320344841446579*I	0.017385189333892645+0.029961874849513334*I	0.0018666170222969623-0.02596753140845187*I	-0.012907229192764744+0.016497800839027823*I	0.01555881270590426-0.0033229551107354445*I	-0.01172383345297301-0.007145594280531341*I	0.004635166661282952+0.012656148477699091*I	0.002312942148635613-0.012182564925396945*I	-0.0066779318700047954+0.007181932312439708*I	0.007484884191946041-0.0002647960767468332*I	-0.005218337993696144-0.005671895882950803*I	0.001409505426213899+0.00857777704893506*I	0.002139437201765423-0.007732876742681993*I	-0.004122631385939273+0.00390498096772336*I	0.004087890766546054+0.0010757226808208286*I	-0.002439639823757525-0.005143749146334933*I	0.0001605547162369538+0.006789621687241068*I	0.001707906846218384-0.0055569953383717945*I	-0.0024931377629065156+0.002153082918461927*I	0.0020952999277316455+0.0019134772234653814*I	-0.0009482168055376691-0.004972834677905524*I	-0.00029280109529449927+0.005835450584102774*I	0.001087923435477808-0.004249857679319353*I	-0.0011933431212101894+0.0009703410529270782*I	0.00073219384499936+0.0026110379791509965*I	-0.00010679159732254574-0.005028657057064155*I	-0.00028562899607705104+0.005299664506499491*I	0.00028593966578316447-0.003341362130899479*I
-0.0016263920288621886+0.019093539251283473*I	-0.0017303706934718042-0.03147608076986909*I	0.013312858626146838+0.035502996051154076*I	-0.033340891124166994-0.015363988493805394*I	0.05881856193133224-0.0066480311729686745*I	-0.08442496028653962+0.18702438605157923*I	-0.39584333711015296-0.1821450426102098*I	0.09703281713511107-0.6163835213866755*I	-0.39136702545917-0.1786344993622966*I	-0.09198667163374025+0.1820030968291645*I	0.06694225213537447-0.003194311651296774*I	-0.03902086169871584-0.014606678299138918*I	0.01390073656201211+0.02985007894878854*I	0.004179651833783462-0.02287384955062794*I	-0.013350225481890778+0.01194794497074379*I	0.01428395683992729+0.0007309621477191998*I	-0.009555772951102584-0.009125386235316274*I	0.002599026420312193+0.011933171479158193*I	0.003433524695722148-0.009259636800060126*I	-0.006592267371006701+0.0033930369918118764*I	0.006453935875622728+0.0028135853396351277*I	-0.003859857484909578-0.006817665499343817*I	0.0003536802650581875+0.007415524215583979*I	0.0025254741060245834-0.004860777784947844*I	-0.003836691720148533+0.0005636188367717028*I	0.0034162248662096954+0.003503288229580645*I	-0.0017765459256916505-0.0056687912391066375*I	-0.00018010295142807222+0.005246764776267841*I	0.0016523036386066324-0.002636378644790951*I	-0.0022230726715423907-0.0009189174194246762*I	0.0018752594065558135+0.0038556586293284636*I	-0.0009482168055313394-0.004972834677886672*I	-0.00007276057414465955+0.003893269178217343*I	0.0008178583440635928-0.0011778573414770158*I	-0.0011377399136104347-0.0019502756406777648*I	0.001072851512688035+0.004153894890110293*I	-0.0007698854953689393-0.004503614964236323*I	0.0003860369042534597+0.0028720989577569593*I
0.009648790178630545-0.011925186329956917*I	-0.013495107128593512+0.02215071794133825*I	0.0075465875968758565-0.026724841603142535*I	0.009261499129893132+0.02650815532785689*I	-0.034714820501500515-0.006299055619072067*I	0.06386299238074895-0.012412222882289489*I	-0.09042425497320922+0.18793959729496745*I	-0.39136702545917856-0.17863449936228504*I	0.09547040047454446-0.6223200218524577*I	-0.3927640773555573-0.1729271313792163*I	-0.08873100148374172+0.1787167633715162*I	0.06345779936345683-0.003306107552010106*I	-0.03670782688725302-0.011512996441306319*I	0.013457740272877897+0.02530022308052239*I	0.0029047959678069907-0.018819932292171864*I	-0.011182164979976022+0.009968153015981833*I	0.012247816598961295+7.98514918577952*^-6*I	-0.008435190404055437-0.006202458109999676*I	0.002684690919312475+0.008144276158507786*I	0.0024025763794149487-0.006181255383711833*I	-0.0052337868622265625+0.0022472673754248607*I	0.005398110714472181+0.0016513325063131214*I	-0.003473820580645893-0.003945566541573182*I	0.0006396199308446554+0.004074162084667375*I	0.0018538082057019398-0.0024332122362023447*I	-0.003173597822101581+0.000038576744012469145*I	0.0030755671984981164+0.0019604313186369943*I	-0.0018321491332661322-0.002748174545538774*I	0.00008996213998971678+0.0021747644383942433*I	0.0014322631174132484-0.0006941972389281764*I	-0.002223072671513335-0.0009189174194235257*I	0.002095299927739293+0.0019134772234587014*I	-0.0012182818969660033-0.001900834340046722*I	-0.000017157366536289573+0.0009726524846118603*I	0.0011585160117668278+0.0003649995694989417*I	-0.0018008338116578253-0.0014252335478393751*I	0.0017445174130338807+0.0017263293413764377*I	-0.001055825161156207-0.0011622528333492701*I
-0.011868715099717222+0.0030571786901058377*I	0.018925748469003915-0.007173947163258138*I	-0.01754646662487633+0.013155877218029695*I	0.006172658219531409-0.01765990872839163*I	0.014305929579338903+0.020743963618510077*I	-0.040714115188155924-0.005383844375714906*I	0.06833930403177926-0.008901679634393684*I	-0.0919866716337374+0.18200309682916438*I	-0.39276407735559354-0.17292713137919166*I	0.09872607062456251-0.6256063553100563*I	-0.39624853012743116-0.1730389272798962*I	-0.08641796667230174+0.18181044522932108*I	0.06301480307428929-0.007855963420288794*I	-0.037982682753225416-0.007459079182835784*I	0.01562580077478694+0.02332043112576763*I	0.0008686557268368304-0.019542909290690767*I	-0.010061582432917769+0.01289108114129076*I	0.012333481097947236-0.0037809101714595937*I	-0.009466138720355836-0.003124076693610846*I	0.004043171428127041+0.006998506542133892*I	0.0013467512182259414-0.007343508217035249*I	-0.004847749957993101+0.0051193663331750485*I	0.005684050380278928-0.0016900296246095234*I	-0.004145486480981853-0.0015180009928124486*I	0.0013027138288964496+0.003549119991869827*I	0.0015131505379813405-0.003976069147163234*I	-0.0032292010297295297+0.002959193437597908*I	0.003345632289938408-0.0011115690192498697*I	-0.002052189654440971-0.0008059931396631394*I	0.00008996213995180499+0.0021747644384028405*I	0.0016523036385797428-0.0026363786447978245*I	-0.0024931377629180016+0.0021530829184558133*I	0.0021509031353591453-0.0010071394701251753*I	-0.0008776242292364806-0.00035797742906332105*I	-0.0006802512645738279+0.0014976945774501974*I	0.001830181912069131-0.002062565979250662*I	-0.0020867734774805153+0.0019161285830413825*I	0.0013584805087835914-0.001145769616392626*I
