0.3143149042451152-0.0008360913563071374*I	0.11605085356296385-0.0016201184470206386*I	0.0515013333618-0.0023326494864849157*I	0.027280275557817642-0.002946034403204467*I	0.01661791654016751-0.0034362849871878553*I	0.01106926335630631-0.0037860885594167043*I	0.007682074243010709-0.003985885130574214*I	0.005318039240519985-0.004034211240526075*I	0.00350215394169285-0.003937507981758196*I	0.0020268499451483323-0.0037094445219297933*I	0.0008015113022812436-0.0033698133176941467*I	-0.00021077903570289018-0.002943079371526938*I	-0.0010225522883410912-0.0024566891331498056*I	-0.0016367965018637836-0.0019392599605205791*I	-0.002055004379474693-0.0014187771028912242*I	-0.002281669326310786-0.000920921707136589*I	-0.0023266931262782542-0.00046764083702287176*I	-0.0022064163196604415-0.00007605002642318434*I	-0.0019436546159766364+0.0002422678820886179*I	-0.001566982163372924+0.0004815348297788869*I	-0.001109443533534434+0.0006416205549509353*I	-0.0006068547851062095+0.0007274885905300079*I	-0.00009584771327897287+0.0007483062602075615*I	0.0003881909176733943+0.0007163033512805385*I	0.0008131376261683598+0.0006454807823622556*I	0.0011519696105667266+0.0005502790180547498*I	0.0013842983014123605+0.0004443156705811713*I	0.0014974976473939479+0.0003392928103139278*I	0.001487352751976978+0.0002441577883569466*I	0.0013581856444289677+0.00016457825961874696*I	0.001122448519793223+0.00010276447684580638*I	0.000799808735349926+0.00005764203670037705*I	0.00041578214520695064+0.000025348494603542552*I
0.11605085356296392-0.0016201184470206378*I	0.3658162376069152-0.003168740842792053*I	0.14333112912078155-0.004566152850225103*I	0.0681192499019675-0.0057689344736727675*I	0.038349538914123966-0.006732122962621171*I	0.024299990783178217-0.007422170117762071*I	0.016387302596826296-0.00782029979994278*I	0.01118422818470356-0.007923393112332413*I	0.007344889185668321-0.007743655762455868*I	0.004303665243974095-0.00730732129945234*I	0.0018160709094454425-0.0066525238934567335*I	-0.00022104098605984785-0.005826502450843951*I	-0.0018475755375666747-0.004882339332047513*I	-0.003077556667815785-0.00387546623604103*I	-0.003918465828174571-0.0028601816676571677*I	-0.004381697505752948-0.0018864179399140954*I	-0.004488085645971231-0.0009969717335597727*I	-0.004270347742254891-0.00022537295493425336*I	-0.003773398483033367+0.00040548480335570304*I	-0.0030530981495110704+0.0008838884370395536*I	-0.0021738369484791352+0.0012090234203088952*I	-0.001205291246813406+0.001389926815158497*I	-0.00021866386743281456+0.0014437919418105473*I	0.0007172899128893884+0.0013937870425698164*I	0.0015401605282401227+0.0012665823693352879*I	0.0021974359275807225+0.0010897964529434257*I	0.002649467257960677+0.0008895718283686768*I	0.0028716510533893405+0.0006884734589381172*I	0.002855683291822918+0.0005038710699326738*I	0.0026098012717702015+0.0003469222652027523*I	0.002157994379778895+0.0002222202963191234*I	0.0015382306650001743+0.00012811297144934853*I	0.0007998087353499267+0.00005764203670037688*I
0.051501333361800045-0.002332649486484917*I	0.14333112912078155-0.004566152850225109*I	0.38243415414708287-0.006605025829979913*I	0.15440039247708795-0.008352241409641817*I	0.07580132414497828-0.009754819604246987*I	0.04366757815464395-0.010766334203147251*I	0.02780214472487108-0.011359678099520269*I	0.01841415254197465-0.011529744321872575*I	0.011985739486984814-0.011293206430026563*I	0.007134110149965431-0.010686735133982805*I	0.0032811129556330034-0.009764010432602145*I	0.000179274407581656-0.008591783853977304*I	-0.0022760453655345453-0.007245279553735172*I	-0.004129244863877469-0.005803261039184102*I	-0.005404249794094046-0.004343107073063904*I	-0.006124882147835022-0.0029362316940803506*I	-0.006325352121729591-0.001644150057825476*I	-0.00605506780934416-0.0005154369037808832*I	-0.005379791275789327+0.00041624760001668436*I	-0.0043802532681395815+0.001132973393885713*I	-0.003148945862790045+0.0016321946972471157*I	-0.0017856460308057391+0.0019253267715894343*I	-0.000392153620645044+0.0020354075975207524*I	0.0009333057431339159+0.0019940709598652955*I	0.002101588214301754+0.0018381027131509865*I	0.003037658175634078+0.0016058751796492142*I	0.003684788679557708+0.0013339542413003704*I	0.004007652902389652+0.001054150087987421*I	0.00399409957318257+0.0007912379357839207*I	0.0036554920271728475+0.0005615131066330483*I	0.003025583416977156+0.0003722707598062928*I	0.002157994379778897+0.00022222029631912218*I	0.0011224485197932252+0.00010276447684580548*I
0.02728027555781765-0.0029460344032044682*I	0.06811924990196751-0.005768934473672774*I	0.1544003924770878-0.008352241409641812*I	0.39011622839009336-0.01059091096055413*I	0.1597184317176078-0.012386452650167894*I	0.07930347808667111-0.013692327586005195*I	0.0456944280997923-0.014475778725077054*I	0.02860365602715233-0.014729491417214425*I	0.018203373506271745-0.014472823693399514*I	0.010963187198643714-0.013749895563176363*I	0.005497313648101643-0.01262599509450338*I	0.0012261085761583026-0.011182787535493358*I	-0.0021023949187291384-0.009512705561113888*I	-0.004602738491812808-0.007712920390758042*I	-0.006335661183537919-0.005879311065607284*I	-0.0073479044100706855-0.00410083919097528*I	-0.007691864311207953-0.0024546968643014574*I	-0.007434795655264027-0.0010025295028745346*I	-0.0066619225944503715+0.00021205168674912924*I	-0.005475638989068303+0.001164553860224249*I	-0.003992062350466185+0.0018492767451662542*I	-0.0023358082366216814+0.002277675479609373*I	-0.0006336764202390061+0.002475605789644184*I	0.0009921446807673248+0.0024797232681019214*I	0.002430803390527874+0.0023333637701792196*I	0.0035889409662787424+0.0020822605015079288*I	0.0043958438200630565+0.0017704534392679566*I	0.004807237199350942+0.0014367187181461723*I	0.004807461637739584+0.0011117921246877934*I	0.004409881718389526+0.0008165864303874593*I	0.0036554920271728514+0.0005615131066330455*I	0.0026098012717702076+0.0003469222652027486*I	0.0013581856444289716+0.0001645782596187447*I
0.01661791654016751-0.003436284987187858*I	0.03834953891412398-0.0067321229626211765*I	0.07580132414497828-0.009754819604246998*I	0.15971843171760783-0.012386452650167894*I	0.3936183823317864-0.014528418942312334*I	0.16174528166275623-0.016095897172097688*I	0.0801049893889524-0.017062140903699348*I	0.045483649064089436-0.017418858096604*I	0.02758110373881125-0.017186180550364236*I	0.01656657700440796-0.016412083653920086*I	0.00890818281916902-0.015168672666067584*I	0.0032156443217908432-0.013546916801639955*I	-0.001100584550119964-0.01165042837251622*I	-0.004308811238389598-0.009588755587537065*I	-0.006546393107789461-0.0074706525086694125*I	-0.007902643346910859-0.005397776235828387*I	-0.008457347943605134-0.0034592186360243326*I	-0.008298719096314166-0.0017272082737714409*I	-0.007530643368543005-0.00025422324266696707*I	-0.0062737316767769785+0.0009283550380296721*I	-0.0046625013628999405+0.0018100346425865058*I	-0.0028400927398994492+0.002399555763221003*I	-0.00095150993520931+0.0027219911501905414*I	0.0008638212271549563+0.0028148985999581055*I	0.002479497432744321+0.0027238810564588624*I	0.0037889890349568607+0.0024979420297979605*I	0.0047113894860719855+0.0021850249783537273*I	0.005195652555412999+0.0018280954759683254*I	0.005223019344557903+0.0014620672127497074*I	0.004807461637739593+0.0011117921246877873*I	0.003994099573182581+0.0007912379357839124*I	0.002855683291822929+0.000503871069932666*I	0.0014873527519769852+0.0002441577883569423*I
0.011069263356306315-0.0037860885594167065*I	0.02429999078317824-0.007422170117762074*I	0.04366757815464397-0.010766334203147253*I	0.07930347808667115-0.013692327586005195*I	0.16174528166275629-0.016095897172097702*I	0.3944198936340676-0.01789823226000649*I	0.16153450262705335-0.01903897654362464*I	0.07908243710061132-0.019518830036849146*I	0.04384685256222565-0.019358118057124552*I	0.025526099359336547-0.01860495765325543*I	0.014284907678097165-0.01733300536105666*I	0.006581489692890742-0.015636313503090426*I	0.0010092280021303823-0.013622966828063124*I	-0.0030442391660966206-0.011408160490427598*I	-0.00587579340176254-0.009107220757758164*I	-0.007655836641323906-0.0068290319537184655*I	-0.00850949813201708-0.004670287645298366*I	-0.008553195656884114-0.002710912375816761*I	-0.00791052817864078-0.0010109049224908948*I	-0.006717505742374646+0.00039125753969529263*I	-0.005121762066210246+0.0014786340560844226*I	-0.0032782030614875654+0.0022543503131676745*I	-0.001342595092505485+0.002738848573534924*I	0.0005358428167676903+0.0029661489385474776*I	0.002222006871583949+0.002979476859576842*I	0.0036019459525375675+0.0028266455333046552*I	0.004588797770306811+0.0025555840664983243*I	0.005127171631278955+0.002210373472957258*I	0.005195652555413013+0.0018280954759683139*I	0.004807237199350963+0.0014367187181461556*I	0.004007652902389675+0.0010541500879874045*I	0.0028716510533893604+0.0006884734589381036*I	0.0014974976473939592+0.0003392928103139204*I
0.007682074243010723-0.003985885130574219*I	0.01638730259682632-0.00782029979994279*I	0.02780214472487111-0.01135967809952028*I	0.04569442809979237-0.014475778725077059*I	0.08010498938895246-0.017062140903699344*I	0.16153450262705352-0.019038976543624637*I	0.39339734134572674-0.020354921393156287*I	0.15989770612518958-0.020978236504145202*I	0.07702743272113664-0.02093760713974036*I	0.04156518323591485-0.020279039764261125*I	0.023199406233058276-0.01907259849027828*I	0.012078491358436689-0.01740905538747982*I	0.004637835076914082-0.015394045621001788*I	-0.0005577541612425681-0.01314143199828422*I	-0.004153682699631077-0.010766539935476644*I	-0.006482648186868765-0.00837973216722814*I	-0.007751684354602892-0.006080725693510893*I	-0.008121307214343688-0.003953984294017816*I	-0.007740058030715754-0.002065431593454498*I	-0.006758558568074046-0.00046062590443614267*I	-0.0053332074409622714+0.0008355732102764627*I	-0.003624264418816277+0.0018179268663983447*I	-0.0017908503095105633+0.0024985081015246116*I	0.00001559055192351224+0.002903426833153659*I	0.0016582913365609442+0.00306891341539327*I	0.003021815606933905+0.0030371188962772036*I	0.004017728097744548+0.002851994027908183*I	0.004588797770306832+0.0025555840664983095*I	0.004711389486072019+0.0021850249783537026*I	0.004395843820063095+0.0017704534392679275*I	0.0036847886795577443+0.0013339542413003435*I	0.0026494672579607057+0.0008895718283686562*I	0.0013842983014123768+0.0004443156705811604*I
0.00531803924051999-0.004034211240526078*I	0.01118422818470357-0.007923393112332417*I	0.018414152541974645-0.01152974432187258*I	0.02860365602715234-0.014729491417214427*I	0.04548364906408943-0.017418858096603998*I	0.0790824371006113-0.019518830036849157*I	0.1598977061251895-0.020978236504145202*I	0.3913423369662519-0.021773698496047482*I	0.1576160367988788-0.02189915821128177*I	0.07470073959485832-0.021405247976763204*I	0.03935876691625438-0.020355089790684285*I	0.021255751617081594-0.018830330608189626*I	0.010511509195063738-0.016927520557700894*I	0.0035283915433796174-0.014752425066050836*I	-0.0011646089463488002-0.01241394340775419*I	-0.004249530412910066-0.010018233675269063*I	-0.006094457269195385-0.007663428815947585*I	-0.006938546728434539-0.005435244911148622*I	-0.006969337603776961-0.0034037052759630596*I	-0.006355759729303383-0.0016211159228733257*I	-0.005261060920680078-0.00012133309412221909*I	-0.0038458546889852674+0.0010797309986333998*I	-0.002266078774387279+0.0019825051260170777*I	-0.0006684017897173054+0.0026012725783704014*I	0.0008153992872734734+0.0029610688698540177*I	0.002074073481767928+0.003094261909996793*I	0.0030218156069339343+0.003037118896277185*I	0.0036019459525376187+0.0028266455333046227*I	0.0037889890349569215+0.0024979420297979176*I	0.0035889409662788053+0.002082260501507885*I	0.0030376581756341326+0.0016058751796491752*I	0.002197435927580764+0.0010897964529433977*I	0.0011519696105667494+0.0005502790180547349*I
0.0035021539416928565-0.003937507981758199*I	0.0073448891856683325-0.007743655762455874*I	0.011985739486984826-0.01129320643002657*I	0.018203373506271776-0.014472823693399528*I	0.02758110373881126-0.01718618055036423*I	0.04384685256222567-0.019358118057124563*I	0.07702743272113663-0.020937607139740366*I	0.15761603679887887-0.021899158211281786*I	0.3890156438399737-0.022241339333070348*I	0.15540962047921833-0.021975208237704925*I	0.07275708497888166-0.02116298009467455*I	0.03779178475288141-0.019873554960905364*I	0.020146308083547122-0.018188710053238653*I	0.0099046544099575-0.01620003196717087*I	0.0034325438301006273-0.014004118805843246*I	-0.0007764180286754214-0.011697640056473628*I	-0.003436392786741716-0.009372752892906787*I	-0.0049424876586286574-0.007113149797892823*I	-0.00555424842702217-0.004990929240567445*I	-0.005471839956382997-0.003064412465649133*I	-0.0048684069773263835-0.001376958134516388*I	-0.003902875276251078+0.00004324516549651401*I	-0.0027234061691920075+0.001182495475479188*I	-0.0014662700390373135+0.0020401471627174337*I	-0.000252619644510316+0.0026266210729739216*I	0.0008153992872735094+0.0029610688698539947*I	0.0016582913365610083+0.00306891341539323*I	0.0022220068715840314+0.002979476859576789*I	0.002479497432744412+0.0027238810564588012*I	0.002430803390527963+0.0023333637701791607*I	0.0021015882143018308+0.0018381027131509355*I	0.0015401605282401786+0.0012665823693352512*I	0.0008131376261683897+0.0006454807823622362*I
0.002026849945148336-0.0037094445219297925*I	0.004303665243974101-0.007307321299452342*I	0.007134110149965438-0.010686735133982805*I	0.010963187198643727-0.013749895563176365*I	0.016566577004407976-0.016412083653920075*I	0.025526099359336554-0.018604957653255427*I	0.04156518323591485-0.020279039764261132*I	0.07470073959485836-0.021405247976763197*I	0.15540962047921827-0.02197520823770492*I	0.3870719892239969-0.021999071450981667*I	0.1538426383158453-0.02149367340792598*I	0.0716476414453471-0.020521359539723557*I	0.037184929967775136-0.019146066370375293*I	0.020050460370268117-0.017440403793031068*I	0.01029284532763087-0.015483728615890292*I	0.004245681456268972-0.013358638023480958*I	0.00037555158189130034-0.011147361038418853*I	-0.002052094485329349-0.008928437222325595*I	-0.0034449900112346944-0.0067738569875788876*I	-0.004066895675045165-0.004746771452210499*I	-0.004113654311953995-0.002899834206030396*I	-0.003745958457533118-0.0012741936576705982*I	-0.003103066540901111+0.00010088720219686827*I	-0.0023076240239850135+0.001207843970082704*I	-0.0014662700390372727+0.0020401471627174064*I	-0.000668401789717231+0.0026012725783703503*I	0.000015590551923611975+0.002903426833153592*I	0.0005358428167678053+0.0029661489385474*I	0.0008638212271550749+0.002814898599958024*I	0.0009921446807674365+0.0024797232681018433*I	0.0009333057431340098+0.0019940709598652304*I	0.0007172899128894561+0.0013937870425697696*I	0.00038819091767343+0.0007163033512805146*I
