0.5042210873844054-0.4481083098672649*I	0.05660803829756303+0.38927807783489016*I	-0.21232366120710539-0.03260013745616119*I	0.027816828435678655-0.11533293560895067*I	0.0801089837546217+0.007959792079175972*I	-0.00258232990375959+0.05393582943836296*I	-0.04685336399792138+0.006441521969206421*I	-0.0058794065964526444-0.030541528296262888*I	0.0294233699898388-0.0112492978711085*I	0.011563219717398605+0.01685839531828088*I	-0.020567882282913764+0.013676600838888733*I	-0.014118568589439728-0.009991432881959143*I	0.015435478393171491-0.01197626016877593*I	0.014072966540830022+0.00480470389582489*I	-0.010836165921900856+0.00848422031502655*I	-0.013414320733704486-0.00006439113320304973*I	0.006162260628668412-0.004805711862337364*I	0.01331243121803213-0.004707664347274255*I	-0.0013432663940146335+0.004019238181514808*I	-0.015591919798678175+0.0043517508376721085*I
0.056608038297572036+0.3892780778348987*I	0.2918974261772837-0.4807084473234309*I	0.08442486673326494+0.273945142225936*I	-0.13221467745250823-0.0246403453769783*I	0.025234498531937873-0.06139710617059992*I	0.033255619756694846+0.014401314048403183*I	-0.00846173650021838+0.02339430114207575*I	-0.017429994008071416-0.004807775901880043*I	0.005683813120935407-0.013683132978005795*I	0.008855487706929186+0.0024273029678097803*I	-0.0025553488720365452+0.006866962436296688*I	-0.005132403889755767+0.0017003406701245607*I	-0.000045602048596073185-0.005186728986137007*I	0.004599312471258631-0.003492039853749836*I	0.0006586458071385038+0.00474031276263165*I	-0.004673905293249326+0.0036785084526674335*I	-0.00010188951565509238-0.004772055480452658*I	0.0048189942346408094-0.0007864736808463639*I	-0.0022794885806377138-0.00035591350957738633*I	-0.0013432663940190603+0.004019238181495753*I
-0.21232366120713023-0.03260013745616632*I	0.08442486673328374+0.2739451422259401*I	0.3720064099318723-0.47274865524424015*I	0.08184253682953144+0.32788097166428143*I	-0.17906804145044258-0.01819882340774618*I	0.01935509193548432-0.09193863446689682*I	0.06267898974654232+0.003152016177327941*I	0.003101483217170343+0.04025269646032553*I	-0.037997876290977235+0.008868824937045829*I	-0.008434755468506597-0.023674565860003296*I	0.024290966100090752-0.009548957200941371*I	0.011517617668809455+0.011671666332115587*I	-0.015968569811670774+0.010184560985147419*I	-0.013459922782285928-0.0052511201193280645*I	0.010761573099903651-0.008297751716112209*I	0.013971077025200548+0.000032648415391000815*I	-0.006017171687289945+0.007697746634146204*I	-0.015693809314312916-0.00042030464274393775*I	0.004818994234621542-0.0007864736808766482*I	0.013312431218053223-0.0047076643472411285*I
0.02781682843570909-0.1153329356089648*I	-0.13221467745252943-0.024640345376969054*I	0.08184253682952883+0.327880971664285*I	0.3251530459339611-0.46630713327501405*I	0.07596313023306149+0.2973394433679961*I	-0.1496446714605904-0.029448121278835924*I	0.030918311652881357-0.07508023914863068*I	0.04211110746362148+0.01682861701623474*I	-0.011017085372264101+0.030261263578348876*I	-0.022562397897808603-0.003107435231723705*I	0.005638211072326243-0.0188698619641724*I	0.01345480017818692-0.0010647368859272406*I	-0.0018967030648915962+0.01160727519893356*I	-0.009806309183012847+0.005378849122780972*I	-0.00014749156423425266-0.009958784466576585*I	0.009418306705870887-0.004278513534617365*I	-0.0016208427734673205+0.004384399253086651*I	-0.006017171687301179+0.007697746634126653*I	-0.0001018895156184437-0.004772055480422751*I	0.006162260628630957-0.0048057118623582445*I
0.08010898375460754+0.007959792079196034*I	0.02523449853193726-0.06139710617061425*I	-0.17906804145041713-0.018198823407750673*I	0.07596313023303883+0.29733944336800405*I	0.35457641592382644-0.4775564311461084*I	0.08752634995045004+0.31419783868627293*I	-0.17021255374350935-0.015771520439944033*I	0.016799743063453627-0.08507167203059182*I	0.05754658585678217+0.004852356847449328*I	0.003055881168570161+0.035065967474193535*I	-0.033398563819709196+0.005376785083283505*I	-0.00777610966137439-0.01893425309735323*I	0.01961706080684336-0.0058704487482977505*I	0.011415728153154808+0.006899610851687872*I	-0.011149575577030967+0.009398087304285327*I	-0.015739411362922402-0.005607033628899123*I	0.009418306705881459-0.004278513534625742*I	0.013971077025206481+0.00003264841540208917*I	-0.004673905293276861+0.00367850845265762*I	-0.013414320733678733-0.00006439113319684116*I
-0.0025823299037693263+0.053935829438350937*I	0.0332556197567177+0.01440131404841101*I	0.01935509193545094-0.0919386344668914*I	-0.14964467146056176-0.029448121278842852*I	0.08752634995043655+0.3141978386862732*I	0.3340085336409087-0.4638798303072098*I	0.07340778136101293+0.3042064058043063*I	-0.1547770753503431-0.02774778060872235*I	0.03087270960429022-0.08026696813475728*I	0.046710419934876554+0.013336577162469821*I	-0.010358439565125763+0.03500157634099792*I	-0.02723630319106334+0.0005710732209264569*I	0.0055363215566868115-0.023641917444605285*I	0.01827379441281552-0.001851210566792591*I	-0.004176191645534049+0.011251361689364449*I	-0.01114957557701415+0.009398087304276048*I	-0.00014749156425373014-0.009958784466574697*I	0.010761573099910837-0.008297751716108713*I	0.000658645807138353+0.004740312762637576*I	-0.010836165921900905+0.008484220315013963*I
-0.04685336399790444+0.006441521969226811*I	-0.008461736500238695+0.023394301142057736*I	0.06267898974656072+0.003152016177330177*I	0.03091831165286156-0.0750802391486291*I	-0.17021255374349342-0.01577152043993676*I	0.07340778136100844+0.3042064058042958*I	0.34944401203407427-0.47585609047597716*I	0.08748074790184811+0.30901110970013257*I	-0.16561324127224863-0.019263560293692007*I	0.017458388870592378-0.08033135926796518*I	0.05287268056352588+0.008530865300121442*I	0.002953991652934933+0.030293911993744357*I	-0.028579569585097622+0.004590311402431076*I	-0.010055598241991679-0.019290166606929837*I	0.01827379441282203-0.001851210566802805*I	0.01141572815314612+0.006899610851696492*I	-0.009806309183000052+0.005378849122781858*I	-0.013459922782301952-0.005251120119328846*I	0.004599312471269335-0.0034920398537603703*I	0.01407296654082731+0.004804703895839079*I
-0.005879406596461422-0.030541528296306325*I	-0.017429994008064782-0.0048077759018355995*I	0.003101483217166145+0.04025269646030767*I	0.04211110746363563+0.016828617016240725*I	0.01679974306343148-0.085071672030606*I	-0.15477707535033003-0.027747780608706422*I	0.08748074790184897+0.3090111097001279*I	0.3386078461121602-0.46737187016095727*I	0.07406642716815481+0.3089467185669351*I	-0.15945098064359217-0.024069272156050096*I	0.030770820088639295-0.08503902361520543*I	0.051529414169503934+0.012550103481608623*I	-0.012637928145749034+0.03464566283143152*I	-0.028579569585090746+0.004590311402419556*I	0.005536321556693275-0.023641917444600223*I	0.019617060806827902-0.005870448748298715*I	-0.0018967030648947697+0.01160727519894457*I	-0.015968569811651765+0.010184560985133767*I	-0.00004560204859741662-0.005186728986136107*I	0.015435478393155691-0.011976260168767561*I
0.029423369989845474-0.01124929787106807*I	0.005683813120927094-0.013683132978049573*I	-0.037997876290969415+0.00886882493706851*I	-0.011017085372276879+0.03026126357833678*I	0.05754658585680544+0.004852356847463504*I	0.03087270960426497-0.08026696813476485*I	-0.16561324127224064-0.019263560293697093*I	0.07406642716816364+0.30894671856694217*I	0.34477010674080494-0.4721775820233275*I	0.08737885838620602+0.3042390542197067*I	-0.16079424703761194-0.0200500339745751*I	0.015178900289954222-0.08068727277750569*I	0.051529414169511185+0.012550103481588786*I	0.0029539916529318262+0.030293911993761784*I	-0.027236303191079198+0.0005710732209285689*I	-0.007776109661355848-0.018934253097355698*I	0.013454800178192342-0.0010647368859465316*I	0.01151761766879091+0.01167166633213336*I	-0.005132403889755105+0.0017003406701384428*I	-0.014118568589425198-0.009991432881987082*I
0.011563219717383146+0.016858395318271262*I	0.008855487706951385+0.0024273029678176655*I	-0.008434755468525054-0.02367456586000486*I	-0.02256239789779939-0.003107435231722855*I	0.003055881168560263+0.035065967474189816*I	0.046710419934897225+0.013336577162468641*I	0.017458388870573695-0.08033135926795552*I	-0.15945098064359844-0.024069272156058013*I	0.08737885838622865+0.30423905421970426*I	0.3434268403467663-0.46815834384184024*I	0.07178693858753668+0.30859080505739084*I	-0.16079424703761735-0.02005003397458046*I	0.030770820088642407-0.08503902361518541*I	0.05287268056352196+0.008530865300105397*I	-0.010358439565121925+0.03500157634099968*I	-0.0333985638197057+0.005376785083281467*I	0.005638211072314665-0.018869861964159323*I	0.024290966100106722-0.009548957200951069*I	-0.002555348872049724+0.006866962436286713*I	-0.02056788228290571+0.0136766008389067*I
