-0.4236222918974345-0.5818096632719738*I	0.220024645699452-0.3831942171962699*I	0.199059535063854+0.08372493211919055*I	-0.0567338234464207+0.1044557789715991*I	-0.039619805567878766-0.06544852972479115*I	0.0397662929132342-0.0142223850244457*I	-0.0010405399781738133+0.05311640108985847*I	-0.017356494426838773-0.02427650997135969*I	0.007905982314892543-0.03180154123748302*I	0.003325534831649396+0.03650222485625104*I
0.2200246456994706-0.38319421719624763*I	-0.22456275683357255-0.4980847311527765*I	0.16329082225302605-0.278738438224686*I	0.15943972949597823+0.01827640239438595*I	-0.016967530533177996+0.09023339394714083*I	-0.04066034554605563-0.01233212863495739*I	0.022409798486386592-0.03849889499583281*I	0.006865442336715981+0.02131485985235125*I	-0.014030959595193057+0.012225714884856964*I	0.007905982314884763-0.03180154123751826*I
0.19905953506387697+0.08372493211920717*I	0.16329082225304292-0.278738438224667*I	-0.2641825624014628-0.5635332608775903*I	0.20305711516627586-0.29296082324913625*I	0.1583991895178231+0.07139280348422924*I	-0.03432402496002015+0.06595688397574534*I	-0.03275436323117285-0.044133669872470846*I	0.025735333318036187-0.0019966701396089137*I	0.006865442336719416+0.021314859852312407*I	-0.017356494426837864-0.02427650997141148*I
-0.056733823446416254+0.1044557789715751*I	0.15943972949598068+0.018276402394378666*I	0.20305711516627128-0.29296082324912537*I	-0.2652231023796201-0.5104168597877298*I	0.18570062073944837-0.3172373332205057*I	0.16630517183270876+0.03959126224673126*I	-0.030998490128381146+0.10245910883198564*I	-0.03275436323116781-0.044133669872481934*I	0.0224097984864082-0.038498894995855626*I	-0.0010405399781524896+0.0531164010898372*I
-0.03961980556787928-0.06544852972482514*I	-0.016967530533187614+0.09023339394710542*I	0.15839918951780343+0.07139280348421818*I	0.18570062073943255-0.31723733322050157*I	-0.25731712006473645-0.5422184010252202*I	0.18902615557107383-0.28073510836425947*I	0.16630517183269292+0.03959126224672327*I	-0.03432402496001602+0.06595688397574152*I	-0.04066034554603459-0.012332128634964495*I	0.03976629291324882-0.01422238502445611*I
0.03976629291324418-0.014222385024462492*I	-0.040660345546054744-0.01233212863498978*I	-0.03432402496003446+0.06595688397571789*I	0.16630517183269497+0.03959126224672738*I	0.18902615557107444-0.2807351083642502*I	-0.25731712006475704-0.5422184010252347*I	0.1857006207394201-0.3172373332205174*I	0.15839918951782025+0.07139280348422705*I	-0.016967530533168504+0.09023339394712138*I	-0.039619805567877545-0.06544852972482196*I
-0.0010405399781736602+0.053116401089827736*I	0.022409798486390575-0.03849889499585668*I	-0.03275436323116426-0.04413366987246825*I	-0.030998490128369027+0.10245910883200124*I	0.1663051718327071+0.03959126224673615*I	0.18570062073943094-0.3172373332205097*I	-0.265223102379639-0.5104168597877355*I	0.2030571151662679-0.2929608232491285*I	0.15943972949599716+0.018276402394379554*I	-0.056733823446397436+0.10445577897157676*I
-0.017356494426859576-0.0242765099714084*I	0.006865442336706051+0.021314859852339607*I	0.02573533331804692-0.0019966701395667252*I	-0.032754363231153064-0.04413366987244649*I	-0.03432402496000786+0.06595688397574606*I	0.15839918951782667+0.07139280348423105*I	0.2030571151662723-0.29296082324912065*I	-0.2641825624014663-0.563533260877572*I	0.16329082225304908-0.27873843822465716*I	0.19905953506388896+0.08372493211921128*I
0.00790598231487416-0.03180154123748907*I	-0.014030959595208836+0.0122257148848798*I	0.006865442336708383+0.021314859852351063*I	0.022409798486389243-0.03849889499584622*I	-0.04066034554605813-0.012332128634977499*I	-0.01696753053318134+0.09023339394712032*I	0.15943972949599242+0.018276402394385483*I	0.16329082225304536-0.27873843822466143*I	-0.22456275683358307-0.49808473115275087*I	0.22002464569944236-0.3831942171962374*I
0.0033255348316489908+0.036502224856285626*I	0.007905982314878823-0.03180154123747858*I	-0.01735649442685716-0.02427650997140085*I	-0.0010405399781883151+0.053116401089815746*I	0.03976629291321343-0.014222385024474038*I	-0.03961980556789646-0.06544852972482129*I	-0.05673382344640654+0.10445577897157693*I	0.1990595350638813+0.08372493211919685*I	0.22002464569943836-0.3831942171962486*I	-0.42362229189747724-0.581809663271962*I
