0.37279412370772064-0.6698116903166985*I	-0.3088588329465584-0.335135743939181*I	-0.16861559301635054+0.14519739814477622*I	0.08773466875287804+0.049561252182601524*I	-0.004224050122604041-0.06458480650809865*I	-0.03776623770488824+0.030604969718119043*I	0.031213414523325413+0.013106641490894607*I	-0.0016782431632899062-0.03014296963866637*I	-0.018761043326117343+0.017297188299795593*I	0.016189832789624933+0.006374051853003893*I	0.00003847735439092338-0.018737977436955437*I	-0.011629549784818609+0.012290275829452791*I	0.009309078124449895+0.0035764963881503176*I	0.0012215067696823385-0.01355465819458519*I	-0.007997585779847279+0.009989874844704075*I	0.005283647258966328+0.002008419565746495*I	0.002215529694251414-0.010834291040994674*I	-0.005836040020851311+0.00902080540506353*I	0.0024029346191966517+0.0009202873450577857*I	0.0032120805236106635-0.009438375330493153*I	-0.004320861669301013+0.008841185389752468*I
-0.30885883294658-0.3351357439391837*I	0.20417853069135244-0.52461429217193*I	-0.22112416419368555-0.2855744917565827*I	-0.17283964313895436+0.0806125916366785*I	0.04996843104799179+0.08016622190071852*I	0.026989364400720178-0.051478165017196056*I	-0.0394444808681866+0.0004620000794747792*I	0.01245237119720115+0.030403829790699104*I	0.014511589626336141-0.02376891778567688*I	-0.018722565971722983-0.0014407891371759683*I	0.004560283004814065+0.018664327682451937*I	0.009347555478859054-0.015161481048799412*I	-0.010408043015117512-0.0012643823651209694*I	0.001311492344608704+0.013566371232861077*I	0.006505154028645962-0.011546238628839245*I	-0.005782056085599252-0.0008444161962905696*I	-0.0005523927618864482+0.011029224970810018*I	0.0046184643134516284-0.00991400369593621*I	-0.002623959497232551-0.0004175699254241952*I	-0.001917927050098638+0.009761472734809906*I	0.00321208052361055-0.009438375330502319*I
-0.16861559301636608+0.1451973981447788*I	-0.22112416419369677-0.2855744917565829*I	0.1999544805687574-0.5891990986800262*I	-0.25889040189857204-0.2549695220384599*I	-0.14162622861563+0.09371923312757703*I	0.04829018788470045+0.05002325226206539*I	0.0082283210746019-0.03418097671739324*I	-0.023254648078557854+0.006836051932463249*I	0.01249084855159676+0.011665852353727782*I	0.0028820398415208602-0.011478641956219629*I	-0.00941348784726557+0.0021357072509865555*I	0.005781789774504346+0.0051096694878756755*I	0.0013499696990095693-0.0051716062040936895*I	-0.0051243957561565275+0.0007440372006153138*I	0.003527022038865759+0.002732080191857464*I	0.0006691140078038378-0.002525433223771088*I	-0.003379121466404292+0.00007587114877281117*I	0.00265968776171612+0.001590849640314352*I	0.00029760264414690883-0.0010728183061883465*I	-0.0026239594972329557-0.00041756992542702403*I	0.0024029346192024903+0.0009202873450627064*I
0.08773466875288159+0.04956125218260539*I	-0.17283964313895428+0.0806125916366789*I	-0.2588904018985731-0.254969522038459*I	0.23116789509208358-0.5760924571891141*I	-0.26056864506186567-0.2851124916771091*I	-0.16038727194174496+0.11101642142736903*I	0.06448002067433288+0.05639730411504268*I	0.008266798428995843-0.05291895415437147*I	-0.03488419786337509+0.01912632776192015*I	0.02179992667605511+0.015242348741899137*I	0.004103546611209333-0.02503330015078908*I	-0.01741107362712125+0.012125582095692714*I	0.011065437033455292+0.007118089053608422*I	0.003565499393253209-0.01600589724510749*I	-0.01096043577700583+0.00976484260567597*I	0.0059299566580677384+0.0036523675369279055*I	0.003881194531417267-0.011963808554261992*I	-0.007699983135706701+0.008917056538512276*I	0.002659687761711193+0.0015908496403073311*I	0.004618464313442747-0.00991400369593271*I	-0.005836040020847699+0.009020805405075466*I
-0.004224050122607456-0.06458480650810135*I	0.04996843104798817+0.0801662219007164*I	-0.14162622861563048+0.09371923312758199*I	-0.2605686450618651-0.28511249167710284*I	0.21240685176596386-0.5587952688893174*I	-0.24437881227224229-0.27873843982412727*I	-0.16034879458736045+0.09227844399040465*I	0.05285047088950875+0.06868757994450703*I	0.017575876553455837-0.049342457766210754*I	-0.03366269109367708+0.005571669567337115*I	0.01380234089620934+0.025232223586601044*I	0.009387193870171362-0.023024880585050055*I	-0.015195543932865792+0.0012912910546907896*I	0.005229397012604126+0.01613889445867708*I	0.00596843401243793-0.015085609900033789*I	-0.0077483552534016046+0.0003264672751878708*I	0.0016090949887759708+0.012493552926665607*I	0.0038811945314285987-0.011963808554270998*I	-0.0033791214664019064+0.00007587114877236255*I	-0.0005523927619012804+0.011029224970804963*I	0.0022155296942401037-0.01083429104101108*I
-0.03776623770488986+0.030604969718123865*I	0.026989364400716954-0.051478165017199*I	0.048290187884696155+0.05002325226206151*I	-0.16038727194174884+0.11101642142737349*I	-0.2443788122722418-0.2787384398241256*I	0.21244532912034686-0.5775332463262868*I	-0.2560083620570656-0.26644816399465915*I	-0.15103971646289832+0.09585494037857151*I	0.05407197765920877+0.05513292174992649*I	0.009578290773608587-0.03935258292150447*I	-0.028379043834724182+0.007580089133079227*I	0.01601787059045393+0.01439793254559773*I	0.0035511538493220164-0.014004075179980003*I	-0.012792609313667666+0.0022115783997698007*I	0.008441477536217698+0.006700519128191664*I	0.0016475723431448718-0.006244424510295339*I	-0.0077483552533996105+0.0003264672751801327*I	0.005929956658066911+0.003652367536928268*I	0.0006691140078069022-0.0025254332237693617*I	-0.005782056085601904-0.000844416196305343*I	0.005283647258954043+0.002008419565725915*I
0.031213414523335422+0.013106641490914282*I	-0.039444480868172156+0.0004620000794706998*I	0.00822832107460316-0.03418097671740733*I	0.06448002067432174+0.056397304115053004*I	-0.16034879458736281+0.0922784439904118*I	-0.2560083620570582-0.2664481639946748*I	0.22175440724482012-0.5739567499381456*I	-0.2547868552873584-0.2800028221892529*I	-0.15903730224274623+0.10584481522328132*I	0.05935562491815778+0.05714134131568072*I	0.011793820467847743-0.05018687396250159*I	-0.03421508385558238+0.016600894538145086*I	0.018420805209646653+0.015318219890667738*I	0.006763234372940391-0.023442450510475447*I	-0.0171134709829522+0.011052763789498531*I	0.008441477536225544+0.006700519128183184*I	0.005968434012438361-0.015085609900023706*I	-0.010960435777025851+0.009764842605690239*I	0.0035270220388568313+0.0027320801918533947*I	0.006505154028658574-0.011546238628848*I	-0.007997585779837668+0.00998987484470562*I
-0.0016782431632917398-0.030142969638655044*I	0.012452371197216493+0.03040382979069936*I	-0.023254648078545225+0.0068360519324633506*I	0.008266798428989065-0.052918954154351626*I	0.05285047088950421+0.06868757994452024*I	-0.1510397164628916+0.09585494037855441*I	-0.2547868552873568-0.2800028221892719*I	0.21375682146496594-0.5639668750934355*I	-0.2495032080284079-0.2779944026235028*I	-0.15682177254849614+0.09501052418227275*I	0.053519584897314974+0.06616214672073863*I	0.014196755087054076-0.04926658661743034*I	-0.031003003331957154+0.0071625192076509815*I	0.014099943540357669+0.024159405280392714*I	0.006763234372934897-0.02344245051048993*I	-0.01279260931366377+0.002211578399764197*I	0.005229397012614926+0.016138894458689493*I	0.0035654993932488967-0.016005897245096577*I	-0.005124395756168767+0.0007440372006134364*I	0.0013114923446166085+0.013566371232855035*I	0.0012215067697028958-0.013554658194588329*I
-0.018761043326119105+0.01729718829978406*I	0.014511589626341866-0.0237689177856631*I	0.012490848551603335+0.011665852353748452*I	-0.034884197863375606+0.019126327761919863*I	0.01757587655345305-0.04934245776621164*I	0.054071977659208036+0.05513292174993014*I	-0.15903730224275014+0.10584481522327811*I	-0.2495032080284132-0.2779944026235026*I	0.2159723511592207-0.5748011661344318*I	-0.2553392480492448-0.2689735972184472*I	-0.1544188379292964+0.09593081152734044*I	0.05673166542092933+0.056723771390246015*I	0.009875893417761584-0.04042540122770427*I	-0.031003003331960783+0.007162519207641908*I	0.01842080520964805+0.01531821989066845*I	0.003551153849323217-0.01400407517998467*I	-0.015195543932861509+0.0012912910546795924*I	0.011065437033458936+0.0071180890536053035*I	0.00134996969900029-0.0051716062040979465*I	-0.010408043015125601-0.0012643823651320401*I	0.00930907812445592+0.0035764963881443484*I
0.01618983278963969+0.006374051852984439*I	-0.0187225659717182-0.0014407891371641978*I	0.002882039841511934-0.011478641956201121*I	0.021799926676046317+0.015242348741885379*I	-0.03366269109368102+0.0055716695673243485*I	0.009578290773610386-0.039352582921500914*I	0.05935562491816453+0.057141341315677795*I	-0.15682177254849583+0.09501052418227401*I	-0.255339248049252-0.268973597218434*I	0.21837528577841214-0.5738808787893466*I	-0.2521271675256519-0.2784119725489253*I	-0.15873969959860684+0.10477199691707242*I	0.05673166542092078+0.056723771390231575*I	0.014196755087054938-0.04926658661743075*I	-0.034215083855560775+0.01660089453815448*I	0.01601787059046408+0.014397932545588828*I	0.009387193870162364-0.023024880585064685*I	-0.017411073627128907+0.012125582095686274*I	0.00578178977449472+0.00510966948786332*I	0.009347555478843424-0.015161481048808522*I	-0.011629549784826665+0.012290275829459851*I
0.00003847735439503981-0.018737977436967687*I	0.004560283004813209+0.018664327682443024*I	-0.00941348784727201+0.002135707250992675*I	0.00410354661119646-0.025033300150777177*I	0.013802340896198553+0.0252322235866034*I	-0.02837904383471406+0.0075800891330655516*I	0.011793820467870508-0.05018687396252476*I	0.05351958489731879+0.06616214672072518*I	-0.15441883792931027+0.09593081152734927*I	-0.25212716752565906-0.2784119725489128*I	0.2140544241091074-0.5650396933996135*I	-0.2521271675256439-0.2784119725489404*I	-0.15441883792930053+0.09593081152734138*I	0.05351958489731494+0.06616214672073657*I	0.01179382046786255-0.05018687396251726*I	-0.02837904383471313+0.007580089133072025*I	0.013802340896213653+0.025232223586602515*I	0.004103546611214637-0.02503330015079108*I	-0.009413487847270578+0.0021357072509875846*I	0.004560283004795732+0.01866432768245261*I	0.00003847735437789712-0.018737977436961456*I
