0.37605519397591036-0.6712211563355116*I	-0.3120402976632768-0.33352583889417375*I	-0.16876027437148286+0.14476156405011067*I	0.09111860422057613+0.04835325448264412*I	-0.007424042495511434-0.0627251511688118*I	-0.03807898929029305+0.02973414503369139*I	0.034806110161927264+0.012104827881312622*I	-0.004933261589759338-0.027993830811428283*I	-0.019233411959911455+0.015939243419423512*I	0.020065066948719377+0.005552919745110525*I	-0.003371154717591162-0.016275124787041614*I	-0.012275928977713922+0.01036996464237659*I	0.013596859821850217+0.00296560450059345*I	-0.0024322082814086155-0.010672055739175181*I	-0.008872068851643475+0.007430777420643185*I	0.010093615042231554+0.0016293345450010285*I	-0.0017936604060271775-0.007463404745850509*I	-0.006923465084385438+0.005633151840975496*I	0.00795568917044725+0.0008176796038546496*I	-0.00136639431925576-0.005393107517240007*I	-0.005733327636371282+0.004426517349265748*I	0.0065780768730173585+0.00025073738115243574*I	-0.001024681417490787-0.0039353976539101936*I	-0.004977684530403624+0.003592353640776789*I	0.005614325770765609-0.0001667555717687228*I	-0.0007661542991494843-0.0028663581397681986*I	-0.004467333656685465+0.002939356755224347*I	0.004986265844014599-0.0005034851527044146*I	-0.0005352984999441866-0.0019790412479063837*I	-0.004182441837907599+0.002456357885993828*I	0.004505627490788407-0.0008105675480404328*I	-0.0003521911060711697-0.0012685983771916433*I	-0.004012837103025484+0.002033401482308016*I	0.004217297516920676-0.0011005500691546543*I	-0.0001696464068742271-0.0006100404882964039*I	-0.003971365869655632+0.0017025171249149026*I	0.004039594641333966-0.001378324624499494*I
-0.31204029766327235-0.33352583889419923*I	0.2072949196044219-0.5264595922854277*I	-0.22092169344271104-0.2851725844115404*I	-0.17618431686699576+0.08203641288129011*I	0.0530396149302851+0.07808739951631788*I	0.02738206766640944-0.05062032328750839*I	-0.04301225088006851+0.0017403142222613363*I	0.015572698201997501+0.02804407130072439*I	0.015131805358953436-0.022440911066330584*I	-0.022604566677498814-0.0003358813676211779*I	0.007789137971009045+0.01592288438748609*I	0.010225705104268233-0.013309520286447118*I	-0.014708137259100142-0.0003020910967953949*I	0.0047247909702247196+0.010396381921238429*I	0.0076614067608277835-0.00904272119416204*I	-0.010665729257659943-0.00003262732518355275*I	0.0031701499578638687+0.007262486385996378*I	0.006162028764424045-0.006645725141976791*I	-0.008289859403649714+0.00024004432375698075*I	0.002222361534069621+0.0052441969531255486*I	0.005211682553756299-0.005142370136096295*I	-0.006758009053866035+0.000491119695353739*I	0.0016003923426220735+0.0038430910219349463*I	0.004589644353289605-0.004102153225667067*I	-0.005743838829550153+0.0007259955010258283*I	0.0011469921140711556+0.0027726011834597664*I	0.00422011154485883-0.0033698432924799404*I	-0.00500263215662339+0.0009603155073282427*I	0.0008038240061236546+0.001952872733313674*I	0.003970328990861415-0.002789608795934286*I	-0.004534632943972108+0.00118775950880573*I	0.0004927903877616724+0.001222833934273798*I	0.0038651064108563837-0.002369148446335798*I	-0.004182483509879986+0.0014233609940320093*I	0.0002459316472855772+0.000601967055789395*I	0.003869948234471655-0.0019883651127759554*I	-0.003971365869651522+0.0017025171249197002*I
-0.16876027437149294+0.14476156405008533*I	-0.22092169344271295-0.28517258441156085*I	0.19987087710891155-0.5891847434542394*I	-0.25900068273298654-0.25543843937786154*I	-0.14137820670506657+0.09414124076259191*I	0.048106353340499605+0.05009356870489136*I	0.00814865570647169-0.03468107986808984*I	-0.022947183931347658+0.007293233967362676*I	0.012201543484421453+0.011768946513688478*I	0.002855876381245038-0.012070946423945846*I	-0.009007706855642192+0.0026297231329687936*I	0.005356929689619593+0.005250828648305265*I	0.0013536362526399737-0.0058787428658067485*I	-0.004614522216870592+0.001327243448213434*I	0.002931130564200884+0.0029329771754110006*I	0.0007379416764671829-0.003409569353169631*I	-0.002710040087195415+0.0007850522786659853*I	0.001803755638595275+0.001869378868744861*I	0.00042870112803854496-0.0022192077927221444*I	-0.001711782530629739+0.0004907817049017698*I	0.0011976801165743353+0.0013087992992256111*I	0.00023399802334297468-0.001550016495300908*I	-0.0011436832830916783+0.0003243641235916167*I	0.0008342380434783562+0.000976732882164572*I	0.00012231069658348934-0.0011627964704529197*I	-0.0007575729855524348+0.00022251034830423827*I	0.0006116936141397179+0.0007935599355589852*I	0.00003766970696964783-0.0009134854064576548*I	-0.0004970046658293253+0.00014974795929667287*I	0.0004516329000482252+0.0006842743561100358*I	-0.00004250811217128868-0.0007562073136227804*I	-0.00031733542704994426+0.00008720943966920191*I	0.0003231439809016338+0.000612793445991106*I	-0.00010625945878778957-0.0006666313214097718*I	-0.00014288886854806724+0.00004503636954113322*I	0.0002459316472755124+0.0006019670557876729*I	-0.00016964640687103412-0.0006100404882825733*I
0.09111860422054707+0.048353254482633126*I	-0.17618431686701277+0.08203641288128034*I	-0.2590006827329886-0.2554384393778627*I	0.23467698727085126-0.5770799155729224*I	-0.2639339443227584-0.28343227018928396*I	-0.1606116186650018+0.1100804841820116*I	0.06817142028921894+0.05564648844999217*I	0.0047775009889051276-0.05095620465512947*I	-0.03522311290904358+0.017663198609746866*I	0.025798403306281286+0.014734551014282761*I	0.00042366809985407416-0.022743002163124193*I	-0.01787977570727514+0.010060500553608503*I	0.015450544731841872+0.006880163193312845*I	-0.0004400241533972389-0.013342147611637569*I	-0.011537987301251874+0.006960395289198626*I	0.010886819734654806+0.0037506567792553918*I	-0.0006284526428000861-0.008802676870425222*I	-0.008443367723592209+0.005211569627909768*I	0.008381832511601541+0.0021201162498756033*I	-0.0005959802894478672-0.006154605446626185*I	-0.006689467061033985+0.004083135345704211*I	0.006812005887343421+0.0011420437274678175*I	-0.0005321562757953156-0.0044163746350739065*I	-0.005611016939788036+0.0032637208788027002*I	0.005820503887466656+0.0004732477294407644*I	-0.00041298780335915776-0.0031418377183554426*I	-0.004940014823439532+0.0026788682343303746*I	0.005117321104930872-0.00001700761247082285*I	-0.00031452139911634913-0.0021820837836752987*I	-0.00450984176887504+0.0021831494415874794*I	0.004668930416955478-0.00041627571303496*I	-0.00021215451903761257-0.0013662478019070155*I	-0.004288701296689413+0.0017897265645859175*I	0.004362738622235278-0.0007655311785142097*I	-0.00010625945880393975-0.0006666313214229505*I	-0.004182483509901317+0.0014233609940237086*I	0.004217297516916574-0.0011005500691415038*I
-0.007424042495522521-0.06272515116882793*I	0.053039614930266314+0.07808739951631534*I	-0.14137820670508286+0.09414124076260143*I	-0.2639339443227677-0.28343227018928*I	0.2154435753109209-0.5611406721535116*I	-0.24386887737403223-0.277879350444194*I	-0.1639827733825723+0.09380535939496869*I	0.0558954913115144+0.06601645309236788*I	0.01837436081076274-0.04799060015455423*I	-0.03765532119043532+0.006991142870558328*I	0.01692633445464267+0.022165328434929188*I	0.010517283142076053-0.02111366761810711*I	-0.019673436113296965+0.002597095807782924*I	0.008527079647472851+0.012513315034301337*I	0.007515665017049527-0.012524468007790985*I	-0.012904381620524943+0.0015672877719578003*I	0.005153492098267987+0.00817717412853459*I	0.005949624230214143-0.00855193948926017*I	-0.009468049141079033+0.001276171974021928*I	0.0034041479811990714+0.005712469890684203*I	0.005018345481322817-0.006321361018385481*I	-0.007455621360169482+0.0012167772059198199*I	0.0023446722306643152+0.004081400482679085*I	0.0044541095682174925-0.004919859787775896*I	-0.006146315439721073+0.0012846796309209435*I	0.0016380620495716346+0.002929605615474214*I	0.004092639687423607-0.003952405266379492*I	-0.005292205929516294+0.0014102698571220784*I	0.0011044840019104481+0.002016393869828964*I	0.0039027761178052614-0.003282633852811044*I	-0.004679488175746563+0.0015731089533105964*I	0.000697564547314158+0.0012862414118831069*I	0.0038274401223082556-0.002744572426409062*I	-0.004288701296685655+0.0017897265645886971*I	0.000323143980905733+0.0006127934459903791*I	0.0038651064108529884-0.002369148446340272*I	-0.004012837103029132+0.0020334014823067126*I
-0.038078989290274354+0.02973414503368607*I	0.027382067666411172-0.0506203232875067*I	0.048106353340490446+0.050093568704893954*I	-0.16061161866500842+0.11008048418200758*I	-0.24386887737404422-0.2778793504441964*I	0.21207242059334067-0.5774157969405574*I	-0.25614480635174197-0.26750938580180567*I	-0.15038591356071263+0.09677096389556611*I	0.05346328303012556+0.05534439735318886*I	0.009502291959117948-0.040559822733915084*I	-0.027561706148227214+0.008620477415565347*I	0.015132674048615982+0.01470192368909853*I	0.0035938180577200452-0.015480515777118866*I	-0.011717746942833167+0.0034147754116344077*I	0.007160685328210126+0.0071202075170651285*I	0.0017823373806690626-0.008097950658514715*I	-0.006326304747502544+0.001818025153110565*I	0.004128810680797477+0.004241776474630474*I	0.0009719396998323117-0.004959585848459742*I	-0.0038537233702975685+0.001109416402273293*I	0.0026379936820567413+0.0028461117509164685*I	0.0005510118246263851-0.0033820042631719483*I	-0.0024693555161673397+0.000713292053209145*I	0.001809373730739988+0.0021023592347872303*I	0.000271667730334991-0.0024635019017582842*I	-0.0016406879489407782+0.000474112082882186*I	0.0012858709434932886+0.0016610072382666425*I	0.00007980258441932806-0.0019190037840730945*I	-0.0010749084125788156+0.0003097197879869585*I	0.0009348375950392063+0.0014063533815588493*I	-0.00006858975183863724-0.0015801167278752233*I	-0.0006398935344017349+0.0001947843288178659*I	0.0006975645473099796+0.0012862414118808214*I	-0.00021215451903203717-0.001366247801910073*I	-0.00031733542703322006+0.00008720943967307204*I	0.0004927903877745459+0.0012228339342800537*I	-0.00035219110606894005-0.0012685983771918569*I
0.034806110161938277+0.012104827881317401*I	-0.04301225088004918+0.0017403142222660066*I	0.0081486557064858-0.034681079868092955*I	0.06817142028921637+0.05564648844998653*I	-0.16398277338259057+0.09380535939496674*I	-0.2561448063517569-0.2675093858018102*I	0.2256692804152053-0.5744501924399606*I	-0.25857701463312416-0.2781814415409698*I	-0.15925798241235617+0.10420174131622581*I	0.06355689807232967+0.05697373189820037*I	0.007708631553088666-0.048023227479752836*I	-0.03448517123258+0.014253629256553308*I	0.0230883632190883+0.015519603292953068*I	0.002227423738463189-0.020873623294356724*I	-0.017451074579220082+0.007841292760906499*I	0.013738762201211846+0.007370944898206061*I	0.0007576559631796599-0.012033348312443674*I	-0.011303989277885302+0.005410378793883332*I	0.009743136451585708+0.004075020902861269*I	0.00020578540069221912-0.007825943988237577*I	-0.00832105702699756+0.004048773157488203*I	0.007624259526044631+0.002342626598213426*I	0.00001571332468679789-0.005361045511058467*I	-0.006651797354043788+0.003169649939223104*I	0.0063150012215304665+0.0012917916867304527*I	-0.00008052337575646841-0.00373210027898218*I	-0.005653525051961968+0.0025075135651926894*I	0.005503168460425541+0.0005604571691351818*I	-0.00008984382246037163-0.002529044272361322*I	-0.005046274282229848+0.0020122369129049788*I	0.004974432236388137+0.000028028757063167544*I	-0.00006858975184328116-0.0015801167278842669*I	-0.004679488175751536+0.0015731089533044548*I	0.004668930416953145-0.0004162757130434679*I	-0.00004250811217661486-0.0007562073136296727*I	-0.004534632943970571+0.0011877595088169673*I	0.004505627490797304-0.0008105675480204466*I
-0.004933261589765415-0.027993830811449474*I	0.015572698202011818+0.028044071300714592*I	-0.022947183931342163+0.007293233967367662*I	0.004777500988884003-0.050956204655122087*I	0.055895491311500255+0.06601645309237472*I	-0.15038591356071646+0.09677096389555713*I	-0.2585770146331309-0.27818144154099406*I	0.21679721156356185-0.5670194150193242*I	-0.2484833995909215-0.27655210699596905*I	-0.161051642818386+0.09673833657038723*I	0.05663343298797652+0.062606883739195*I	0.015664320723563076-0.04720554787587951*I	-0.03585156555182652+0.008860521739326227*I	0.017355035582711287+0.019946120642213887*I	0.008805500611452619-0.02062288591322419*I	-0.01847575599673952+0.0039058951069897113*I	0.008761077670815806+0.010963298539001881*I	0.006371981733974308-0.012200103884189756*I	-0.012070143577034861+0.0025440206541154017*I	0.005275802794861891+0.007014377658061763*I	0.005192051244672226-0.008329429140962236*I	-0.008856355526934272+0.00206973190959492*I	0.003441817688173884+0.004798984484238913*I	0.004521340815497117-0.00617161305909585*I	-0.007003988460122047+0.0019010515620081427*I	0.002302164118491537+0.0033251931690396106*I	0.004136774141153813-0.00483265034810467*I	-0.005823171458845075+0.0018974730769184191*I	0.0015318025907783547+0.002262974294051258*I	0.003949750818897282-0.003907368896866159*I	-0.00504627428222709+0.002012236912887982*I	0.0009348375950346539+0.0014063533815370155*I	0.003902776117805703-0.0032826338528096515*I	-0.0045098417688716995+0.0021831494416017817*I	0.0004516329000311352+0.0006842743561082991*I	0.003970328990848074-0.0027896087959339215*I	-0.004182441837897288+0.002456357886010896*I
-0.01923341195990989+0.01593924341939809*I	0.015131805358950383-0.022440911066343435*I	0.012201543484404356+0.011768946513688228*I	-0.035223112909063166+0.01766319860975095*I	0.01837436081076041-0.04799060015453657*I	0.053463283030128234+0.0553443973531951*I	-0.15925798241235922+0.1042017413161969*I	-0.24848339959092422-0.27655210699599614*I	0.2150035511575358-0.5744828197651655*I	-0.25540686467528134-0.27091895515498354*I	-0.15309595364792902+0.0975560161742453*I	0.055267038668713346+0.05721377622196677*I	0.00993099308718463-0.042779030526610626*I	-0.02927348867882349+0.009111259120455534*I	0.016330354165199967+0.016010722988292574*I	0.0038278160810534395-0.01703053227242322*I	-0.012861430225933558+0.00373913953524928*I	0.007994923371696525+0.00809694039924256*I	0.0019046480772655868-0.009260747128974121*I	-0.007083877733062314+0.0020405355014007217*I	0.00474050429491769+0.005035336410170633*I	0.0010096094067931697-0.0058730712549388536*I	-0.004350728036132568+0.001259164361550791*I	0.003089626582103832+0.0035303861070165145*I	0.0005085037124700786-0.0041382115767936494*I	-0.002786690943210642+0.0008005014928770223*I	0.0021325177116191104+0.002715152680765431*I	0.0001654082715270524-0.0031301332231769073*I	-0.0017835768174823382+0.0005191484524223659*I	0.001531802590778117+0.002262974294044326*I	-0.00008984382245886387-0.002529044272372803*I	-0.0010749084125913262+0.0003097197879743501*I	0.001104484001906616+0.00201639386983163*I	-0.00031452139910641226-0.0021820837836617744*I	-0.0004970046658408458+0.000149747959296211*I	0.0008038240061024598+0.0019528727333041195*I	-0.000535298499945578-0.0019790412479074784*I
0.020065066948725088+0.0055529197451100925*I	-0.022604566677511907-0.00033588136761885436*I	0.002855876381231272-0.012070946423952218*I	0.0257984033062928+0.014734551014274764*I	-0.03765532119041517+0.006991142870571404*I	0.009502291959125692-0.040559822733893636*I	0.06355689807232753+0.05697373189819821*I	-0.16105164281839313+0.09673833657037084*I	-0.2554068646752864-0.2709189551549861*I	0.22295924032799097-0.5736651401613008*I	-0.2567732589945474-0.27631206267223235*I	-0.15882928128430993+0.10198253352349959*I	0.06184511554171875+0.057464513603105484*I	0.008906311669682586-0.04671442818051851*I	-0.03425117320921886+0.01270361276125736*I	0.021944679935997382+0.01584396741654152*I	0.0030616617819308714-0.019896890412199112*I	-0.017328763882630695+0.006678496290453221*I	0.012981189215683779+0.007593455246522837*I	0.0013693495773373589-0.011239788376866301*I	-0.011266319570927363+0.00449689338743257*I	0.009246131785713948+0.004224768862142308*I	0.0006574183007067441-0.007141669632154778*I	-0.008363565139161042+0.0032925658438483045*I	0.0073069240990183935+0.002429836037879519*I	0.000338857305595722-0.004748252065074247*I	-0.0067580568128289085+0.002503018617801482*I	0.006172112352990458+0.0013368280562728865*I	0.00016540827151670604-0.003130133223185686*I	-0.005823171458847684+0.0018974730769093662*I	0.005503168460414097+0.0005604571691372807*I	0.00007980258440413012-0.0019190037840649753*I	-0.005292205929512236+0.001410269857121*I	0.005117321104939782-0.000017007612484397874*I	0.00003766970696020314-0.0009134854064685345*I	-0.005002632156646745+0.0009603155073278156*I	0.004986265843996529-0.0005034851527024875*I
