0.3199034868815097-0.0018683881368245336*I	0.12064041462018966-0.0036269359567211944*I	0.054312572005101124-0.0052018857720843815*I	0.028468028400399373-0.006516416730102862*I	0.01647632808367003-0.007504796579380733*I	0.009927621057023371-0.008117430981997333*I	0.0058944355300319376-0.00832359142223168*I	0.0032517973785825866-0.00811295405217005*I	0.001516703512764075-0.007496090239996113*I	0.0004462177258101589-0.006503916497636783*I	-0.00011440153757224733-0.005186133602505734*I	-0.0002924809539060313-0.003608731697089083*I	-0.0002118049377717432-0.001850684937999046*I
0.12064041462018968-0.003626935956721194*I	0.374216058886611-0.007070273908908915*I	0.14910844302058907-0.010143352686824054*I	0.07078890008877119-0.01270668235146511*I	0.03839564945742278-0.01463384771210019*I	0.022370763613701966-0.015828388001612407*I	0.013179418435605956-0.016230385034167374*I	0.007411139042796012-0.01581968166222779*I	0.0036980151043927443-0.014616870549806826*I	0.0014023019751918278-0.012682223842501847*I	0.00015373677190412774-0.010112648194725867*I	-0.00032620647534399046-0.007036818540504779*I	-0.00029248095390603144-0.003608731697089083*I
0.05431257200510113-0.0052018857720843815*I	0.149108443020589-0.010143352686824056*I	0.39069238697028086-0.014575070488289644*I	0.1590360640776123-0.018260783668821386*I	0.07668333561880314-0.0210302737736968*I	0.041647446836005346-0.022746801764270245*I	0.02388746712646605-0.023324478241608524*I	0.013625636161416113-0.022734301531804165*I	0.007296737505223764-0.021005815264733524*I	0.003405534150486713-0.018225602246895917*I	0.001190497037420084-0.014532908780500897*I	0.00015373677190412674-0.010112648194725866*I	-0.00011440153757224787-0.005186133602505736*I
0.02846802840039937-0.0065164167301028616*I	0.07078890008877113-0.012706682351465114*I	0.15903606407761234-0.01826078366882139*I	0.39658682250031274-0.022898661910521326*I	0.162287861456195-0.026373737720991445*I	0.07820003913156721-0.028526364013692917*I	0.0420936645618155-0.029250718261907022*I	0.023773065588893794-0.028510611844114252*I	0.013333155207510076-0.026343033228893233*I	0.007084932567452019-0.02285650020273257*I	0.003405534150486712-0.01822560224689592*I	0.0014023019751918263-0.012682223842501849*I	0.0004462177258101583-0.0065039164976367836*I
0.016476328083670024-0.007504796579380726*I	0.03839564945742273-0.014633847712100183*I	0.07668333561880306-0.02103027377369678*I	0.16228786145619498-0.026373737720991428*I	0.3981035260130769-0.030394752150517446*I	0.16273407918200522-0.03287765421862821*I	0.07808563759399495-0.03371249761619863*I	0.041801183607909465-0.032859449958996104*I	0.023561260651122042-0.030361296782113297*I	0.013333155207510078-0.026343033228893246*I	0.007296737505223762-0.021005815264733538*I	0.0036980151043927425-0.014616870549806838*I	0.0015167035127640741-0.007496090239996121*I
0.009927621057023363-0.008117430981997326*I	0.02237076361370195-0.0158283880016124*I	0.04164744683600532-0.022746801764270227*I	0.07820003913156715-0.028526364013692896*I	0.1627340791820051-0.03287765421862821*I	0.39798912447550466-0.03558088575302318*I	0.1624415982280991-0.03648638591571731*I	0.07787383265622318-0.03556318255419769*I	0.04180118360790945-0.032859449958996104*I	0.02377306558889379-0.028510611844114263*I	0.013625636161416111-0.02273430153180418*I	0.007411139042796008-0.015819681662227802*I	0.0032517973785825844-0.008112954052170057*I
0.00589443553003193-0.00832359142223167*I	0.013179418435605942-0.016230385034167353*I	0.023887467126466014-0.023324478241608493*I	0.04209366456181546-0.029250718261906988*I	0.07808563759399488-0.033712497616198614*I	0.16244159822809906-0.03648638591571729*I	0.3977773195377328-0.037431570691022216*I	0.16244159822809906-0.036486385915717276*I	0.07808563759399487-0.033712497616198614*I	0.04209366456181547-0.029250718261907015*I	0.023887467126466028-0.023324478241608524*I	0.013179418435605945-0.016230385034167377*I	0.005894435530031933-0.00832359142223168*I
0.0032517973785825827-0.008112954052170038*I	0.007411139042796004-0.015819681662227775*I	0.013625636161416097-0.02273430153180414*I	0.023773065588893773-0.02851061184411424*I	0.04180118360790945-0.03285944995899609*I	0.07787383265622319-0.03556318255419768*I	0.1624415982280991-0.03648638591571727*I	0.39798912447550466-0.035580885753023136*I	0.16273407918200508-0.03287765421862819*I	0.07820003913156716-0.02852636401369289*I	0.04164744683600533-0.022746801764270238*I	0.022370763613701956-0.015828388001612403*I	0.00992762105702337-0.008117430981997329*I
0.0015167035127640726-0.007496090239996105*I	0.0036980151043927395-0.01461687054980681*I	0.007296737505223755-0.021005815264733496*I	0.013333155207510066-0.026343033228893215*I	0.023561260651122035-0.03036129678211328*I	0.04180118360790944-0.0328594499589961*I	0.07808563759399488-0.03371249761619863*I	0.16273407918200508-0.03287765421862819*I	0.39810352601307675-0.030394752150517422*I	0.16228786145619495-0.026373737720991428*I	0.07668333561880308-0.02103027377369679*I	0.03839564945742274-0.01463384771210019*I	0.016476328083670028-0.007504796579380732*I
0.000446217725810159-0.006503916497636774*I	0.0014023019751918271-0.012682223842501833*I	0.003405534150486711-0.018225602246895893*I	0.007084932567452015-0.02285650020273255*I	0.013333155207510076-0.026343033228893233*I	0.023773065588893787-0.028510611844114256*I	0.04209366456181548-0.02925071826190702*I	0.07820003913156716-0.028526364013692896*I	0.16228786145619495-0.026373737720991428*I	0.3965868225003128-0.022898661910521333*I	0.15903606407761245-0.01826078366882139*I	0.07078890008877117-0.012706682351465118*I	0.028468028400399394-0.006516416730102866*I
