0.3847004889255565-0.6606832903111872*I	-0.3210994267846914-0.34377057823752466*I	-0.16791966628320926+0.14409651364758197*I	0.09941460705722349+0.05936802679346442*I	-0.017046515961684605-0.072753118483039*I	-0.03637219796420874+0.02834424527443588*I	0.04283823964335909+0.023694052537440058*I	-0.015255717010155934-0.0379429793321826*I	-0.0165394899285556+0.013776579511555422*I	0.0279528808434506+0.01795622248220141*I	-0.014602090621526287-0.02625472673046758*I	-0.008502836028560367+0.007299756455314787*I	0.021369425883879245+0.016453616515846647*I	-0.014859088410339893-0.02083395028846624*I	-0.003711451762138364+0.0032532855249822155*I	0.01788279020344774+0.016638058279298207*I	-0.015907749234226998-0.017996804431035685*I
-0.3210994267851355-0.343770578238896*I	0.2167808226417236-0.5165867766643615*I	-0.22168481972721646-0.28440255144307497*I	-0.184966182246189+0.07134339516434451*I	0.06304240908636416+0.0877122720641843*I	0.025791723673585357-0.04905906595000872*I	-0.05162791497652108-0.009598734060919156*I	0.02629874971788837+0.03747063204545853*I	0.012697163836164229-0.019986756852375977*I	-0.03114158054959404-0.012478147217638735*I	0.019450044813225986+0.025255978939469514*I	0.006767335260563698-0.0098011102118966*I	-0.0233619244379355-0.013534193826227892*I	0.017657974123320486+0.019706902043822083*I	0.0030237017917811096-0.0041958920158446135*I	-0.019619200998487685-0.01474351891039305*I	0.017882790203415766+0.016638058282847368*I
-0.16791966628694066+0.14409651364922293*I	-0.2216848197321699-0.284402551439741*I	0.19973430667994727-0.5893398951465311*I	-0.2580570176890715-0.25605830617694636*I	-0.14212794260344186+0.09503744769566413*I	0.047786692076547836+0.049769292733720855*I	0.00925223375054074-0.035282486439813354*I	-0.023675034128633143+0.008357488415880354*I	0.011696659093865084+0.011215905316885126*I	0.004194327802898634-0.012687000390517511*I	-0.009772154666455535+0.003975469300077528*I	0.004590956407128628+0.004422028654298647*I	0.0030558835024194764-0.006547824681735648*I	-0.005479134237982741+0.003103864448081417*I	0.0017502248813446356+0.0017100976042591833*I	0.0030237017922107867-0.004195892011956914*I	-0.003711451757405726+0.0032532855272533467*I
0.09941460704991556+0.05936802679701003*I	-0.18496618225368877+0.07134339517015675*I	-0.2580570176942566-0.2560583061716217*I	0.24257254632972547-0.5656458426199826*I	-0.2733127346940094-0.2940012855079033*I	-0.15866743252748683+0.10881402721417682*I	0.07573957292373734+0.06772551521591907*I	-0.005349856872904013-0.061537213167706994*I	-0.032177870163368816+0.015657244881377062*I	0.03306608497656072+0.027669521837655253*I	-0.010664760600270995-0.03352095067964456*I	-0.013483606421677903+0.007228754826891424*I	0.02247374660709056+0.021060086931772304*I	-0.012851865743087387-0.0245446291195357*I	-0.0054791342418846235+0.003103864450075537*I	0.0176579741235372+0.019706902044546837*I	-0.014859088405493992-0.020833950288874803*I
-0.017046515968086595-0.07275311848433574*I	0.06304240908546177+0.0877122720652963*I	-0.14212794260428757+0.09503744769981871*I	-0.27331273469976836-0.294001285504514*I	0.2260330563976254-0.5518692631052815*I	-0.24535985385973053-0.2760450630267057*I	-0.17326952315783473+0.082559300485741*I	0.06723673689091214+0.07502527168051643*I	0.016019569013613292-0.045083596647351946*I	-0.0470369585651369-0.005176705410626425*I	0.029354633221391424+0.030922807360035165*I	0.007218029599531026-0.01688289239997403*I	-0.0293913556683556-0.01076804960196398*I	0.02247374660085555+0.021060086937119138*I	0.003055883497779757-0.006547824684863986*I	-0.023361924439996073-0.013534193829954688*I	0.02136942588094115+0.016453616519832792*I
-0.03637219796778979+0.028344245267737378*I	0.02579172367709326-0.04905906595309695*I	0.04778669208188781+0.0497692927343952*I	-0.15866743252928117+0.1088140272146152*I	-0.24535985386139814-0.2760450630249007*I	0.21143096576678436-0.5781239898358596*I	-0.2538626898922498-0.2687453065645595*I	-0.1519000972701594+0.09901291700275472*I	0.05237764848627047+0.0541913213858002*I	0.012308117252429085-0.041830311125213626*I	-0.02915416836675+0.0114613528687606*I	0.013446883980084636+0.01292600292981754*I	0.007218029597414244-0.016882892394225024*I	-0.013483606429749884+0.0072287548317220285*I	0.0045909564001123445+0.004422028651207041*I	0.006767335256961715-0.009801110211734354*I	-0.008502836031398786+0.007299756462915141*I
0.042838239644140685+0.0236940525267606*I	-0.05162791497557606-0.009598734064770298*I	0.009252233752974147-0.03528248643554243*I	0.07573957292920852+0.06772551521803294*I	-0.17326952315156063+0.08255930048800408*I	-0.25386268988864524-0.2687453065607469*I	0.23280039166075994-0.5616703733191386*I	-0.26872177829459076-0.2895792568595148*I	-0.15561154903748914+0.10226620252744394*I	0.07026043867764287+0.07082937967213354*I	-0.0035996319876119287-0.05982711554969811*I	-0.029154168361346607+0.011461352871379268*I	0.029354633223917403+0.030922807356080995*I	-0.010664760604228718-0.033520950685403506*I	-0.009772154673151297+0.0039754693031988225*I	0.019450044811144096+0.02525597894858933*I	-0.014602090618936359-0.02625472672364282*I
-0.015255717002958136-0.03794297934280877*I	0.026298749720307768+0.03747063204030354*I	-0.023675034130959838+0.008357488423439283*I	-0.005349856873387182-0.061537213159432724*I	0.06723673689086951+0.07502527168041695*I	-0.1519000972700193+0.09901291700131237*I	-0.268721778291539-0.28957925685703856*I	0.22908893990024737-0.5584170877919306*I	-0.25083898810101146-0.2729411985716938*I	-0.1715192982786924+0.08426939810200906*I	0.07026043868374643+0.07082937967650338*I	0.01230811725705087-0.041830311119370425*I	-0.047036958563715814-0.005176705416317873*I	0.033066084979072485+0.027669521828713073*I	0.004194327804738322-0.012687000387581436*I	-0.031141580550624326-0.012478147207986012*I	0.027952880842420313+0.01795622248705797*I
-0.016539489922649864+0.013776579509393372*I	0.0126971638408655-0.019986756853590748*I	0.011696659094543687+0.011215905319760432*I	-0.032177870167835465+0.015657244882067545*I	0.01601956900384849-0.04508359665475936*I	0.052377648480270225+0.054191321378918945*I	-0.15561154903180707+0.1022662025278045*I	-0.25083898809314675-0.2729411985698782*I	0.2131811906594682-0.576413892222672*I	-0.2508389880992006-0.27294119857539556*I	-0.1556115490349015+0.10226620252883833*I	0.05237764848538501+0.05419132139133517*I	0.016019569012993173-0.04508359664245276*I	-0.032177870160335686+0.01565724488446918*I	0.011696659096269222+0.011215905318258484*I	0.012697163835017733-0.019986756852723886*I	-0.01653948993078913+0.013776579510611953*I
0.027952880838704175+0.01795622248606321*I	-0.03114158055212357-0.012478147211226087*I	0.004194327807546444-0.012687000391557115*I	0.033066084982252164+0.027669521825721688*I	-0.04703695856512269-0.0051767054194726825*I	0.012308117252129876-0.04183031112458516*I	0.07026043868287246+0.07082937966885083*I	-0.17151929827254975+0.08426939809335465*I	-0.25083898809712-0.27294119857675536*I	0.2290889398949858-0.558417087791895*I	-0.2687217782971487-0.2895792568559017*I	-0.15190009726831546+0.09901291700218173*I	0.06723673689378273+0.0750252716828328*I	-0.005349856874921954-0.061537213159134296*I	-0.02367503413281781+0.008357488420407642*I	0.02629874971998447+0.037470632041433305*I	-0.015255717003817892-0.03794297933673363*I
