0.4799663099304542-0.22420166123677115*I	0.04719210365454456-0.31702289676549333*I	-0.11816777694618627-0.22414595514030877*I
0.0471921036545444-0.31702289676549333*I	0.36179853298426756-0.4483476163770799*I	0.04719210365454446-0.31702289676549333*I
-0.11816777694618638-0.22414595514030874*I	0.04719210365454429-0.31702289676549333*I	0.4799663099304539-0.2242016612367712*I
