0.4564077856070864-0.10853846264403823*I	0.1867881377637436-0.16344346008918037*I	0.02496480635889555-0.143920778441889*I	-0.05242162297911661-0.07249727508657171*I	-0.05787187688008267+0.002895783357401872*I	-0.023536104574519566+0.041518143492497876*I	0.011626274099683618+0.033900535131992565*I	0.02387877014074798+0.0019120713748004604*I	0.013721994894487857-0.022366649983200277*I	-0.0030070669447909933-0.021292048504858534*I	-0.011618153854452522-0.0015345894864117024*I	-0.008768709643306224+0.016057817795926924*I	-0.000749860479748984+0.016056679626874203*I	0.0049419405929752355+0.0007737188882056731*I	0.005684081257985693-0.013890206714850997*I	0.003269311321193123-0.013953038547791445*I
0.1867881377637436-0.1634434600891803*I	0.48137259196598203-0.2524592410859269*I	0.13436651478462738-0.23594073517575165*I	-0.032907070521186486-0.14102499508448668*I	-0.07595772755363538-0.030979131594073315*I	-0.046245602780398444+0.036796318489394915*I	0.0003426655662287638+0.0434302148672987*I	0.025348268994171547+0.01153388514879248*I	0.020871703195956964-0.019379977130058075*I	0.002103841040035376-0.023901239469612156*I	-0.01177577658809705-0.00523423070893186*I	-0.012368014334201323+0.014522090140462305*I	-0.003826769050330905+0.0168315366841325*I	0.0049342207782366145+0.0021664729120232525*I	0.008211251914168143-0.013179319659585664*I	0.005684081257985524-0.01389020671485092*I
0.024964806358895725-0.1439207784418887*I	0.13436651478462763-0.2359407351757514*I	0.4235007150859006-0.24956345772852423*I	0.11083041021010952-0.1944225916832527*I	-0.021280796421501172-0.10712445995249292*I	-0.05207895741288621-0.02906706021927182*I	-0.032523607885910064+0.014429668506195353*I	-0.0026644013785622036+0.02213816636244039*I	0.013730115139718987+0.009999295662380538*I	0.012102993552650978-0.003322159334131696*I	0.001353980560286888-0.00784455984273851*I	-0.006833835995121372-0.004460511820726546*I	-0.006683933076215548+0.0006318834256112613*I	-0.0005574577291381401+0.0028784981363412614*I	0.004934220778236088+0.002166472912023509*I	0.004941940592974733+0.0007737188882059075*I
-0.0524216229791163-0.07249727508657125*I	-0.032907070521186084-0.1410249950844861*I	0.11083041021010978-0.19442259168325235*I	0.4351269891855865-0.21566292259653005*I	0.1347091803508596-0.19251052030845067*I	-0.007558801527011992-0.12949110993569202*I	-0.05508602435767684-0.05035910872412989*I	-0.044141761740362724+0.012895079019783344*I	-0.01143311102186841+0.03819598415836649*I	0.012980254659970514+0.026055975289253817*I	0.017044934145627025-0.0025484404459266653*I	0.007038061818273159-0.02173476655758967*I	-0.0035645246739283223-0.01841355036851774*I	-0.0066839330762162065+0.0006318834256116726*I	-0.003826769050331972+0.016831536684133005*I	-0.0007498604797497937+0.016056679626874536*I
-0.057871876880082454+0.0028957833574022934*I	-0.0759577275536351-0.030979131594072715*I	-0.021280796421500856-0.10712445995249237*I	0.13470918035085966-0.19251052030845045*I	0.4488489840800758-0.23802957257972923*I	0.13170211340606916-0.21380256881330875*I	-0.019176955381464765-0.13102569942210412*I	-0.06385473400098342-0.03430129092820412*I	-0.04489162222011157+0.028951758646656226*I	-0.006491170428892409+0.038969703046571214*I	0.018664335917957162+0.012165768574402575*I	0.02031424546682063-0.01650147899371775*I	0.00703806181827284-0.021734766557589047*I	-0.006833835995122257-0.004460511820725808*I	-0.012368014334202499+0.01452209014046281*I	-0.008768709643307065+0.016057817795927142*I
-0.023536104574519618+0.04151814349249804*I	-0.04624560278039852+0.03679631848939519*I	-0.052078957412886165-0.029067060219271575*I	-0.007558801527011957-0.12949110993569185*I	0.13170211340606922-0.2138025688133087*I	0.4372308302256231-0.23956416206614156*I	0.1229334037627623-0.19774475101738342*I	-0.019926815861214135-0.11496901979523183*I	-0.058912793408007876-0.03352757203999986*I	-0.03920754096212502+0.015061551931804784*I	-0.003221859107698455+0.0250166644987803*I	0.018664335917957395+0.01216576857440357*I	0.017044934145627043-0.0025484404459254657*I	0.0013539805602864744-0.007844559842737764*I	-0.011775776588097728-0.0052342307089317044*I	-0.011618153854453049-0.0015345894864118024*I
0.011626274099683243+0.033900535131992406*I	0.0003426655662282285+0.043430214867298485*I	-0.03252360788591045+0.01442966850619513*I	-0.05508602435767704-0.050359108724129985*I	-0.019176955381464782-0.13102569942210415*I	0.12293340376276227-0.1977447510173833*I	0.43648096974587336-0.22350748243926946*I	0.12787534435573733-0.19697103212917957*I	-0.014242734603228044-0.1288592265100836*I	-0.055643482086814085-0.04748061058779085*I	-0.03920754096212452+0.015061551931806114*I	-0.0064911704288915725+0.03896970304657313*I	0.012980254659971324+0.026055975289255243*I	0.012102993552651481-0.003322159334131311*I	0.00210384104003555-0.023901239469612583*I	-0.003007066944790997-0.021292048504859072*I
0.023878770140747393+0.0019120713748000443*I	0.025348268994170694+0.011533885148791861*I	-0.0026644013785629478+0.022138166362439843*I	-0.04414176174036314+0.01289507901978307*I	-0.0638547340009835-0.03430129092820414*I	-0.019926815861214114-0.11496901979523169*I	0.12787534435573727-0.1969710321291795*I	0.44216505100385906-0.23739768915412157*I	0.1311446556769308-0.21092407067697075*I	-0.014242734603227586-0.12885922651008225*I	-0.0589127934080069-0.03352757203999766*I	-0.044891622220110214+0.028951758646658294*I	-0.011433111021866947+0.03819598415836755*I	0.013730115139720233+0.009999295662380316*I	0.020871703195957804-0.019379977130059043*I	0.013721994894488264-0.022366649983201113*I
0.01372199489448731-0.022366649983200777*I	0.02087170319595615-0.01937997713005877*I	0.013730115139718264+0.009999295662380022*I	-0.011433111021868832+0.0381959841583664*I	-0.044891622220111733+0.028951758646656472*I	-0.05891279340800797-0.033527572039999516*I	-0.014242734603228216-0.1288592265100835*I	0.13114465567693057-0.2109240706769708*I	0.44216505100385917-0.23739768915412032*I	0.1278753443557378-0.19697103212917755*I	-0.01992681586121313-0.11496901979522976*I	-0.06385473400098206-0.03430129092820284*I	-0.044141761740361225+0.012895079019783507*I	-0.002664401378560858+0.022138166362439548*I	0.025348268994172505+0.011533885148791265*I	0.02387877014074847+0.0019120713747995976*I
-0.003007066944791303-0.021292048504858916*I	0.0021038410400349462-0.023901239469612607*I	0.012102993552650626-0.003322159334131843*I	0.012980254659970335+0.026055975289254154*I	-0.006491170428892513+0.03896970304657189*I	-0.03920754096212523+0.01506155193180542*I	-0.05564348208681446-0.047480610587790545*I	-0.014242734603228108-0.1288592265100823*I	0.1278753443557376-0.19697103212917771*I	0.4364809697458739-0.22350748243926782*I	0.12293340376276299-0.19774475101738248*I	-0.019176955381463894-0.13102569942210435*I	-0.05508602435767591-0.05035910872413085*I	-0.03252360788590923+0.014429668506194118*I	0.0003426655662293514+0.04343021486729765*I	0.011626274099683918+0.03390053513199198*I
-0.011618153854452562-0.0015345894864118774*I	-0.011775776588097028-0.005234230708931972*I	0.001353980560287029-0.007844559842738262*I	0.017044934145627237-0.0025484404459259723*I	0.01866433591795728+0.012165768574403511*I	-0.0032218591076986535+0.02501666449878111*I	-0.03920754096212506+0.015061551931806519*I	-0.05891279340800767-0.033527572039997705*I	-0.01992681586121375-0.11496901979523008*I	0.12293340376276268-0.19774475101738279*I	0.4372308302256233-0.2395641620661423*I	0.13170211340606933-0.21380256881331053*I	-0.007558801527011892-0.12949110993569382*I	-0.05207895741288599-0.029067060219273078*I	-0.046245602780398215+0.03679631848939435*I	-0.02353610457451941+0.04151814349249773*I
-0.008768709643306115+0.016057817795926892*I	-0.012368014334201045+0.014522090140462374*I	-0.006833835995120917-0.004460511820726202*I	0.007038061818273686-0.02173476655758903*I	0.020314245466821007-0.016501478993716942*I	0.018664335917957405+0.012165768574404287*I	-0.006491170428891987+0.03896970304657354*I	-0.044891622220110915+0.02895175864665839*I	-0.06385473400098272-0.03430129092820299*I	-0.019176955381464314-0.1310256994221046*I	0.1317021134060692-0.2138025688133106*I	0.4488489840800756-0.23802957257973184*I	0.13470918035085927-0.1925105203084528*I	-0.021280796421501137-0.10712445995249388*I	-0.07595772755363508-0.03097913159407332*I	-0.05787187688008241+0.0028957833574021694*I
-0.0007498604797489309+0.016056679626874185*I	-0.003826769050330703+0.01683153668413249*I	-0.006683933076215107+0.0006318834256113111*I	-0.0035645246739277017-0.018413550368517592*I	0.007038061818273443-0.021734766557588776*I	0.017044934145627393-0.00254844044592511*I	0.012980254659971288+0.026055975289255618*I	-0.011433111021867275+0.03819598415836787*I	-0.04414176174036159+0.012895079019783718*I	-0.05508602435767611-0.050359108724130755*I	-0.007558801527011885-0.12949110993569385*I	0.1347091803508594-0.1925105203084528*I	0.43512698918558634-0.21566292259653175*I	0.11083041021011004-0.1944225916832531*I	-0.03290707052118556-0.14102499508448615*I	-0.05242162297911589-0.07249727508657113*I
0.004941940592975115+0.0007737188882055546*I	0.004934220778236546+0.0021664729120229836*I	-0.000557457729137945+0.0028784981363408416*I	-0.006683933076215687+0.0006318834256111927*I	-0.006833835995121545-0.004460511820726176*I	0.0013539805602871186-0.007844559842737832*I	0.012102993552651872-0.0033221593341310122*I	0.013730115139720368+0.009999295662380885*I	-0.0026644013785608153+0.022138166362440183*I	-0.03252360788590909+0.014429668506194612*I	-0.05207895741288569-0.029067060219272838*I	-0.021280796421500808-0.10712445995249381*I	0.1108304102101103-0.19442259168325315*I	0.42350071508590187-0.24956345772852415*I	0.13436651478462905-0.23594073517575095*I	0.024964806358896707-0.1439207784418884*I
